drug1,drug2,conn score
mepacrine,lenalidomide,-33.42
mepacrine,valproic-acid,4.09
mepacrine,tofacitinib,0.67
mepacrine,tamoxifen,84.47
mepacrine,cholic-acid,-4.58
mepacrine,rifaximin,0.21
mepacrine,lasalocid,92.45
mepacrine,balsalazide,28.63
mepacrine,fasudil,27.16
mepacrine,eugenol,17.33
mepacrine,bifonazole,-10.84
mepacrine,formoterol,7.32
mepacrine,methazolamide,-24.53
mepacrine,phensuximide,9.43
mepacrine,pazopanib,-14.51
mepacrine,naftopidil,4.58
mepacrine,deferiprone,-0.07
mepacrine,SN-38,99.37
mepacrine,ranitidine,4.49
mepacrine,ziprasidone,15.6
mepacrine,sitagliptin,-1.9
mepacrine,homoharringtonine,99.37
mepacrine,ketoconazole,14.86
mepacrine,docetaxel,76.5
mepacrine,physostigmine,-14.33
meloxicam,lidoflazine,75.7
meloxicam,floxuridine,17.6
meloxicam,dihydroergocristine,99.89
meloxicam,oxybutynin,10.9
meloxicam,bicalutamide,0.49
meloxicam,clonidine,39.25
meloxicam,cytarabine,-0.32
meloxicam,ipratropium,94.35
meloxicam,pimozide,3.5
meloxicam,busulfan,30.67
meloxicam,nateglinide,21.39
meloxicam,loperamide,49.62
meloxicam,rabeprazole,99.54
meloxicam,capecitabine,12.38
meloxicam,papaverine,75.62
meloxicam,secnidazole,21.29
meloxicam,disopyramide,35.88
meloxicam,latanoprost,11.37
meloxicam,imipramine,57.62
meloxicam,aminoglutethimide,81.32
meloxicam,racecadotril,84.0
meloxicam,carvedilol,99.89
meloxicam,ketotifen,89.78
meloxicam,phenylbutyrate,18.26
meloxicam,chlorambucil,4.23
meloxicam,nicotine,4.97
meloxicam,zidovudine,6.13
meloxicam,cimetidine,16.05
meloxicam,flutamide,40.57
meloxicam,mirtazapine,19.98
meloxicam,itraconazole,80.52
meloxicam,tolbutamide,72.84
meloxicam,pindolol,17.83
meloxicam,etomidate,34.62
meloxicam,clarithromycin,68.84
meloxicam,medetomidine,99.26
meloxicam,propentofylline,46.96
meloxicam,rutin,46.96
meloxicam,cladribine,-3.56
meloxicam,oxaprozin,92.53
meloxicam,milrinone,37.1
meloxicam,penciclovir,77.42
meloxicam,amitriptyline,76.29
meloxicam,fluspirilene,29.46
meloxicam,bifemelane,93.39
meloxicam,glimepiride,58.12
meloxicam,enalapril,12.48
meloxicam,clozapine,29.72
meloxicam,dexamethasone,55.11
meloxicam,penfluridol,1.6
meloxicam,pilocarpine,96.95
meloxicam,chlorphenamine,78.82
meloxicam,tiabendazole,10.94
meloxicam,bimatoprost,90.72
meloxicam,terbinafine,8.69
meloxicam,duloxetine,75.96
meloxicam,urapidil,60.26
meloxicam,progesterone,88.92
meloxicam,tizanidine,60.74
meloxicam,sertaconazole,19.44
meloxicam,bosentan,-13.19
meloxicam,primidone,91.02
meloxicam,clomifene,6.24
meloxicam,buflomedil,70.07
meloxicam,fluvoxamine,18.16
meloxicam,diazoxide,83.41
meloxicam,valsartan,64.91
meloxicam,clomipramine,0.88
meloxicam,cabergoline,76.36
meloxicam,ranolazine,5.83
meloxicam,protriptyline,84.97
meloxicam,rifabutin,9.41
meloxicam,milnacipran,41.74
meloxicam,chloramphenicol,79.91
meloxicam,metformin,48.19
meloxicam,dopamine,5.14
meloxicam,ticlopidine,86.57
meloxicam,bucladesine,94.13
meloxicam,reserpine,-22.27
meloxicam,aripiprazole,13.6
meloxicam,moxonidine,46.73
meloxicam,bupropion,39.14
meloxicam,decitabine,83.64
meloxicam,moclobemide,3.88
meloxicam,trimipramine,85.81
meloxicam,pravastatin,54.87
meloxicam,tacrine,17.34
meloxicam,glipizide,33.66
meloxicam,zileuton,73.21
meloxicam,mefloquine,32.13
meloxicam,cyproheptadine,0.32
meloxicam,risperidone,22.79
meloxicam,piperidolate,13.63
meloxicam,sulfafurazole,39.24
meloxicam,nortriptyline,66.57
meloxicam,zafirlukast,-10.32
meloxicam,oxfendazole,17.92
meloxicam,prazosin,7.79
meloxicam,bisoprolol,87.19
meloxicam,felodipine,0.85
meloxicam,cefdinir,83.71
meloxicam,chloroxine,2.84
meloxicam,flavoxate,45.25
meloxicam,lamotrigine,-31.17
meloxicam,propafenone,54.84
meloxicam,saquinavir,36.59
meloxicam,letrozole,27.98
meloxicam,sotalol,96.98
meloxicam,atomoxetine,-15.66
meloxicam,phenytoin,19.82
meloxicam,doxepin,83.84
meloxicam,nimodipine,51.56
meloxicam,piretanide,47.57
meloxicam,idebenone,0.95
meloxicam,lamivudine,49.28
meloxicam,metronidazole,68.84
meloxicam,amodiaquine,32.72
meloxicam,trimebutine,-13.63
meloxicam,clotrimazole,-35.66
meloxicam,imatinib,28.2
meloxicam,fluconazole,39.94
meloxicam,altretamine,37.2
meloxicam,bezafibrate,91.87
meloxicam,homochlorcyclizine,30.21
meloxicam,metergoline,18.42
meloxicam,rivaroxaban,25.12
meloxicam,ozagrel,1.14
meloxicam,pyrazinamide,94.12
meloxicam,hydroflumethiazide,96.63
meloxicam,mestinon,24.33
meloxicam,celecoxib,77.63
meloxicam,exemestane,-0.7
meloxicam,ethinyl-estradiol,92.87
meloxicam,indapamide,30.39
meloxicam,estrone,33.21
meloxicam,ibuprofen,37.75
meloxicam,metoclopramide,56.24
meloxicam,finasteride,55.66
meloxicam,gemfibrozil,56.39
meloxicam,ruxolitinib,18.87
meloxicam,erlotinib,20.25
meloxicam,fosinopril,97.96
meloxicam,bromocriptine,24.65
meloxicam,atracurium,67.81
meloxicam,mitoxantrone,18.44
meloxicam,molsidomine,10.44
meloxicam,famciclovir,56.36
meloxicam,piroxicam,66.99
meloxicam,gestrinone,47.59
meloxicam,methimazole,28.4
meloxicam,paclitaxel,17.68
meloxicam,spironolactone,36.79
meloxicam,metoprolol,17.75
meloxicam,paroxetine,20.47
meloxicam,fluoxetine,75.0
meloxicam,flecainide,52.72
meloxicam,meclofenamic-acid,72.14
meloxicam,candesartan,54.19
meloxicam,methylprednisolone,99.05
meloxicam,dantrolene,43.66
meloxicam,palbociclib,99.8
meloxicam,dextromethorphan,37.16
meloxicam,mercaptopurine,54.99
meloxicam,primaquine,24.94
meloxicam,vidarabine,6.17
meloxicam,triflupromazine,46.05
meloxicam,pioglitazone,14.91
meloxicam,norethindrone,22.6
meloxicam,fluphenazine,45.23
meloxicam,droperidol,81.96
meloxicam,anastrozole,89.69
meloxicam,ambroxol,57.95
meloxicam,loratadine,45.98
meloxicam,acarbose,92.95
meloxicam,ganciclovir,25.37
meloxicam,metixene,66.3
meloxicam,diclofenac,84.07
meloxicam,sulpiride,54.375
meloxicam,riluzole,85.42
meloxicam,telmisartan,21.24
meloxicam,norgestrel,58.87
meloxicam,oxiconazole,8.52
meloxicam,molindone,96.69
meloxicam,escitalopram,11.56
meloxicam,menadione,28.56
meloxicam,nicardipine,97.57
meloxicam,lacidipine,25.57
meloxicam,pregnenolone,98.095
meloxicam,trifluoperazine,46.51
meloxicam,everolimus,77.22
meloxicam,ondansetron,29.53
meloxicam,triamterene,56.98
meloxicam,losartan,40.26
meloxicam,prochlorperazine,51.96
meloxicam,irbesartan,63.6
meloxicam,dolasetron,14.64
meloxicam,ubenimex,5.49
meloxicam,gefitinib,21.39
meloxicam,amiloride,56.64
meloxicam,mebendazole,46.7
meloxicam,nimesulide,96.4
meloxicam,epinephrine,24.57
meloxicam,meloxicam,99.98
meloxicam,phentolamine,61.61
meloxicam,simvastatin,8.7
meloxicam,azathioprine,31.77
meloxicam,felbamate,29.43
meloxicam,quetiapine,99.72
meloxicam,lopinavir,10.72
meloxicam,danazol,3.38
meloxicam,sumatriptan,20.11
meloxicam,warfarin,46.82
meloxicam,metolazone,10.58
meloxicam,sunitinib,47.61
meloxicam,mepivacaine,58.21
meloxicam,niclosamide,6.07
meloxicam,topiramate,17.48
meloxicam,propylthiouracil,95.79
meloxicam,neratinib,2.0
meloxicam,pyrimethamine,18.08
meloxicam,atorvastatin,21.77
meloxicam,nicergoline,4.58
meloxicam,altrenogest,98.7
meloxicam,chloroquine,35.55
meloxicam,vardenafil,-44.4
meloxicam,clofarabine,-15.67
meloxicam,doxorubicin,37.38
meloxicam,ipriflavone,13.18
meloxicam,picotamide,47.12
meloxicam,bosutinib,4.09
meloxicam,rosuvastatin,90.49
meloxicam,benzbromarone,32.43
meloxicam,leflunomide,1.69
meloxicam,maprotiline,46.61
meloxicam,esmolol,-0.25
meloxicam,ropinirole,50.92
meloxicam,proguanil,97.6
meloxicam,tadalafil,10.69
meloxicam,isradipine,96.02
meloxicam,amoxapine,12.0
meloxicam,selegiline,42.25
meloxicam,tamibarotene,59.48
meloxicam,clofazimine,32.36
meloxicam,sertraline,6.62
meloxicam,ketanserin,64.14
meloxicam,prednisone,16.52
meloxicam,tolazamide,20.29
meloxicam,ribavirin,99.93
meloxicam,perhexiline,4.13
meloxicam,tranilast,81.93
meloxicam,ritonavir,83.34
meloxicam,fenoldopam,10.95
meloxicam,etodolac,94.2
meloxicam,anagrelide,98.38
meloxicam,afatinib,61.61
meloxicam,betahistine,-24.09
meloxicam,irinotecan,4.89
meloxicam,quinine,32.48
meloxicam,daunorubicin,23.03
meloxicam,rilmenidine,46.69
meloxicam,entecavir,0.85
meloxicam,hydrocortisone,55.512
meloxicam,ivermectin,9.94
meloxicam,diflunisal,88.02
meloxicam,amlexanox,-41.96
meloxicam,mepacrine,4.4
meloxicam,gemcitabine,96.62
meloxicam,amsacrine,-17.09
meloxicam,podophyllotoxin,22.22
meloxicam,pantoprazole,6.05
meloxicam,maraviroc,67.88
meloxicam,famotidine,2.96
meloxicam,lapatinib,-19.16
meloxicam,estradiol,24.31
meloxicam,verapamil,10.1
meloxicam,sirolimus,18.12
meloxicam,levetiracetam,-0.78
meloxicam,nevirapine,4.47
meloxicam,levofloxacin,28.54
meloxicam,triclabendazole,-12.49
meloxicam,benzylpenicillin,99.89
meloxicam,mepyramine,8.39
meloxicam,melperone,1.73
meloxicam,rizatriptan,64.74
meloxicam,reboxetine,31.01
meloxicam,doxazosin,6.62
meloxicam,nicotinamide,84.54
meloxicam,orphenadrine,38.24
meloxicam,naftifine,16.85
meloxicam,vemurafenib,24.32
meloxicam,quinidine,13.72
meloxicam,doxapram,18.4
meloxicam,quinapril,16.4
meloxicam,sorafenib,1.23
meloxicam,praziquantel,59.27
meloxicam,varenicline,94.93
meloxicam,etoposide,-0.25
meloxicam,etacrynic-acid,50.85
meloxicam,benzthiazide,-18.09
meloxicam,quercetin,44.0
meloxicam,thiothixene,11.1
meloxicam,medrysone,91.89
meloxicam,aspirin,35.47
meloxicam,ataluren,0.0
meloxicam,masitinib,16.89
meloxicam,oxybuprocaine,23.44
meloxicam,belinostat,11.51
meloxicam,perindopril,97.92
meloxicam,clofibric-acid,95.81
meloxicam,fexofenadine,27.83
meloxicam,capsaicin,3.7
meloxicam,olanzapine,29.77
meloxicam,artesunate,9.45
meloxicam,temsirolimus,8.12
meloxicam,olaparib,75.04
meloxicam,actarit,83.24
meloxicam,calcitriol,-3.45
meloxicam,gliquidone,14.83
meloxicam,propranolol,79.81
meloxicam,vinburnine,46.23
meloxicam,toremifene,5.5
meloxicam,carbamazepine,48.39
meloxicam,diltiazem,22.21
meloxicam,atovaquone,22.79
meloxicam,temozolomide,68.32
meloxicam,levonorgestrel,-2.35
meloxicam,raltegravir,-15.43
meloxicam,dilazep,29.3
meloxicam,pinacidil,64.54
meloxicam,nilotinib,16.11
meloxicam,fulvestrant,89.49
meloxicam,niacin,10.96
meloxicam,digoxin,7.66
meloxicam,pitavastatin,79.26
meloxicam,noscapine,35.72
meloxicam,elvitegravir,76.37
meloxicam,tivozanib,19.03
meloxicam,fludroxycortide,-0.95
meloxicam,eplerenone,99.23
meloxicam,ritodrine,39.98
meloxicam,rimexolone,62.71
meloxicam,tranylcypromine,-2.89
meloxicam,scopolamine,7.9799999999999995
meloxicam,azithromycin,95.66
meloxicam,ofloxacin,58.18
meloxicam,griseofulvin,6.32
meloxicam,raloxifene,46.92
meloxicam,sildenafil,-23.25
meloxicam,vorinostat,15.79
meloxicam,granisetron,98.56
meloxicam,amantadine,57.14
meloxicam,tibolone,94.18
meloxicam,crizotinib,16.49
meloxicam,mephentermine,32.18
meloxicam,midostaurin,0.93
meloxicam,butoconazole,9.65
meloxicam,azacitidine,-6.41
meloxicam,dasatinib,32.96
meloxicam,econazole,12.62
meloxicam,dicloxacillin,52.0
meloxicam,dapsone,58.85
meloxicam,vinpocetine,17.29
meloxicam,acyclovir,38.06
meloxicam,doxycycline,44.91
meloxicam,carprofen,26.42
meloxicam,yohimbine,83.59
meloxicam,lenalidomide,56.13
meloxicam,valproic-acid,17.96
meloxicam,tofacitinib,23.63
meloxicam,tamoxifen,0.0
meloxicam,cholic-acid,64.8
meloxicam,rifaximin,-28.71
meloxicam,lasalocid,12.68
meloxicam,balsalazide,46.12
meloxicam,fasudil,12.64
meloxicam,eugenol,96.09
meloxicam,bifonazole,43.82
meloxicam,formoterol,25.95
meloxicam,methazolamide,10.35
meloxicam,phensuximide,8.53
meloxicam,pazopanib,8.38
meloxicam,naftopidil,-0.78
meloxicam,deferiprone,39.08
meloxicam,SN-38,5.39
meloxicam,ranitidine,23.08
meloxicam,ziprasidone,19.04
meloxicam,sitagliptin,36.23
meloxicam,homoharringtonine,5.25
meloxicam,ketoconazole,-97.78
meloxicam,docetaxel,-39.24
meloxicam,physostigmine,-12.28
meclofenamic-acid,lidoflazine,94.0
meclofenamic-acid,floxuridine,27.33
meclofenamic-acid,dihydroergocristine,76.3
meclofenamic-acid,oxybutynin,98.77
meclofenamic-acid,bicalutamide,91.06
meclofenamic-acid,clonidine,96.19
meclofenamic-acid,cytarabine,51.23
meclofenamic-acid,ipratropium,98.84
meclofenamic-acid,pimozide,86.06
meclofenamic-acid,busulfan,96.9
meclofenamic-acid,nateglinide,91.71
meclofenamic-acid,loperamide,86.63
meclofenamic-acid,rabeprazole,81.89
meclofenamic-acid,capecitabine,86.88
meclofenamic-acid,papaverine,99.93
meclofenamic-acid,secnidazole,54.16
meclofenamic-acid,disopyramide,83.96
meclofenamic-acid,latanoprost,91.09
meclofenamic-acid,imipramine,68.27
meclofenamic-acid,aminoglutethimide,85.2
meclofenamic-acid,racecadotril,52.76
meclofenamic-acid,carvedilol,55.22
meclofenamic-acid,ketotifen,74.9
meclofenamic-acid,phenylbutyrate,98.7
meclofenamic-acid,chlorambucil,34.2
meclofenamic-acid,nicotine,98.87
meclofenamic-acid,zidovudine,60.23
meclofenamic-acid,cimetidine,85.59
meclofenamic-acid,flutamide,96.95
meclofenamic-acid,mirtazapine,89.6
meclofenamic-acid,itraconazole,65.61
meclofenamic-acid,tolbutamide,95.67
meclofenamic-acid,pindolol,-26.09
meclofenamic-acid,etomidate,90.84
meclofenamic-acid,clarithromycin,83.55
meclofenamic-acid,medetomidine,99.72
meclofenamic-acid,propentofylline,86.23
meclofenamic-acid,rutin,85.97
meclofenamic-acid,cladribine,15.71
meclofenamic-acid,oxaprozin,91.83
meclofenamic-acid,milrinone,99.07
meclofenamic-acid,penciclovir,80.85
meclofenamic-acid,amitriptyline,53.87
meclofenamic-acid,fluspirilene,69.58
meclofenamic-acid,bifemelane,95.17
meclofenamic-acid,glimepiride,77.62
meclofenamic-acid,enalapril,94.72
meclofenamic-acid,clozapine,78.44
meclofenamic-acid,dexamethasone,51.375
meclofenamic-acid,penfluridol,12.49
meclofenamic-acid,pilocarpine,73.04
meclofenamic-acid,chlorphenamine,88.47
meclofenamic-acid,tiabendazole,93.91
meclofenamic-acid,bimatoprost,93.36
meclofenamic-acid,terbinafine,80.09
meclofenamic-acid,duloxetine,61.94
meclofenamic-acid,urapidil,95.08
meclofenamic-acid,progesterone,88.11
meclofenamic-acid,tizanidine,94.65
meclofenamic-acid,sertaconazole,47.06
meclofenamic-acid,bosentan,96.96
meclofenamic-acid,primidone,92.34
meclofenamic-acid,clomifene,85.55
meclofenamic-acid,buflomedil,62.1
meclofenamic-acid,fluvoxamine,94.66
meclofenamic-acid,diazoxide,60.72
meclofenamic-acid,valsartan,33.2
meclofenamic-acid,clomipramine,98.44
meclofenamic-acid,cabergoline,81.26
meclofenamic-acid,ranolazine,95.24
meclofenamic-acid,protriptyline,66.71
meclofenamic-acid,rifabutin,49.87
meclofenamic-acid,milnacipran,97.38
meclofenamic-acid,chloramphenicol,91.14
meclofenamic-acid,metformin,99.86
meclofenamic-acid,dopamine,98.71
meclofenamic-acid,ticlopidine,80.79
meclofenamic-acid,bucladesine,54.36
meclofenamic-acid,reserpine,-14.12
meclofenamic-acid,aripiprazole,69.08
meclofenamic-acid,moxonidine,96.93
meclofenamic-acid,bupropion,89.76
meclofenamic-acid,decitabine,63.69
meclofenamic-acid,moclobemide,92.58
meclofenamic-acid,trimipramine,38.41
meclofenamic-acid,pravastatin,41.25
meclofenamic-acid,tacrine,92.72
meclofenamic-acid,glipizide,90.09
meclofenamic-acid,zileuton,88.12
meclofenamic-acid,mefloquine,34.54
meclofenamic-acid,cyproheptadine,81.92
meclofenamic-acid,risperidone,65.82
meclofenamic-acid,piperidolate,27.08
meclofenamic-acid,sulfafurazole,65.31
meclofenamic-acid,nortriptyline,66.66
meclofenamic-acid,zafirlukast,72.52
meclofenamic-acid,oxfendazole,70.15
meclofenamic-acid,prazosin,78.84
meclofenamic-acid,bisoprolol,19.63
meclofenamic-acid,felodipine,24.31
meclofenamic-acid,cefdinir,86.49
meclofenamic-acid,chloroxine,59.46
meclofenamic-acid,flavoxate,19.53
meclofenamic-acid,lamotrigine,99.58
meclofenamic-acid,propafenone,95.68
meclofenamic-acid,saquinavir,74.61
meclofenamic-acid,letrozole,51.34
meclofenamic-acid,sotalol,32.49
meclofenamic-acid,atomoxetine,78.74
meclofenamic-acid,phenytoin,98.41
meclofenamic-acid,doxepin,89.52
meclofenamic-acid,nimodipine,81.75
meclofenamic-acid,piretanide,64.67
meclofenamic-acid,idebenone,90.11
meclofenamic-acid,lamivudine,60.16
meclofenamic-acid,metronidazole,75.51
meclofenamic-acid,amodiaquine,61.07
meclofenamic-acid,trimebutine,98.38
meclofenamic-acid,clotrimazole,3.77
meclofenamic-acid,imatinib,92.27
meclofenamic-acid,fluconazole,75.62
meclofenamic-acid,altretamine,65.67
meclofenamic-acid,bezafibrate,97.98
meclofenamic-acid,homochlorcyclizine,15.92
meclofenamic-acid,metergoline,59.47
meclofenamic-acid,rivaroxaban,82.58
meclofenamic-acid,ozagrel,47.56
meclofenamic-acid,pyrazinamide,94.99
meclofenamic-acid,hydroflumethiazide,99.05
meclofenamic-acid,mestinon,95.18
meclofenamic-acid,celecoxib,73.24
meclofenamic-acid,exemestane,53.4
meclofenamic-acid,ethinyl-estradiol,65.33
meclofenamic-acid,indapamide,94.66
meclofenamic-acid,estrone,81.75
meclofenamic-acid,ibuprofen,33.07
meclofenamic-acid,metoclopramide,96.05
meclofenamic-acid,finasteride,51.02
meclofenamic-acid,gemfibrozil,80.83
meclofenamic-acid,ruxolitinib,68.02
meclofenamic-acid,erlotinib,78.48
meclofenamic-acid,fosinopril,24.99
meclofenamic-acid,bromocriptine,63.73
meclofenamic-acid,atracurium,81.76
meclofenamic-acid,mitoxantrone,95.57
meclofenamic-acid,molsidomine,42.46
meclofenamic-acid,famciclovir,60.84
meclofenamic-acid,piroxicam,89.77
meclofenamic-acid,gestrinone,94.55
meclofenamic-acid,methimazole,91.28
meclofenamic-acid,paclitaxel,61.22
meclofenamic-acid,spironolactone,84.89
meclofenamic-acid,metoprolol,58.81
meclofenamic-acid,paroxetine,62.86
meclofenamic-acid,fluoxetine,95.41
meclofenamic-acid,flecainide,83.48
meclofenamic-acid,meclofenamic-acid,99.97
meclofenamic-acid,candesartan,73.72
meclofenamic-acid,methylprednisolone,77.98
meclofenamic-acid,dantrolene,61.04
meclofenamic-acid,palbociclib,97.46
meclofenamic-acid,dextromethorphan,29.06
meclofenamic-acid,mercaptopurine,25.77
meclofenamic-acid,primaquine,60.45
meclofenamic-acid,vidarabine,93.78
meclofenamic-acid,triflupromazine,49.53
meclofenamic-acid,pioglitazone,95.62
meclofenamic-acid,norethindrone,96.34
meclofenamic-acid,fluphenazine,37.64
meclofenamic-acid,droperidol,75.69
meclofenamic-acid,anastrozole,89.81
meclofenamic-acid,ambroxol,10.12
meclofenamic-acid,loratadine,97.23
meclofenamic-acid,acarbose,54.0
meclofenamic-acid,ganciclovir,99.93
meclofenamic-acid,metixene,58.21
meclofenamic-acid,diclofenac,43.49
meclofenamic-acid,sulpiride,80.555
meclofenamic-acid,riluzole,67.83
meclofenamic-acid,telmisartan,92.14
meclofenamic-acid,norgestrel,88.66
meclofenamic-acid,oxiconazole,90.08
meclofenamic-acid,molindone,83.19
meclofenamic-acid,escitalopram,86.82
meclofenamic-acid,menadione,70.81
meclofenamic-acid,nicardipine,82.79
meclofenamic-acid,lacidipine,9.75
meclofenamic-acid,pregnenolone,90.735
meclofenamic-acid,trifluoperazine,61.1
meclofenamic-acid,everolimus,75.96
meclofenamic-acid,ondansetron,66.75
meclofenamic-acid,triamterene,47.16
meclofenamic-acid,losartan,59.52
meclofenamic-acid,prochlorperazine,40.28
meclofenamic-acid,irbesartan,98.59
meclofenamic-acid,dolasetron,96.06
meclofenamic-acid,ubenimex,64.84
meclofenamic-acid,gefitinib,95.5
meclofenamic-acid,amiloride,96.17
meclofenamic-acid,mebendazole,78.46
meclofenamic-acid,nimesulide,18.64
meclofenamic-acid,epinephrine,94.67
meclofenamic-acid,meloxicam,65.16
meclofenamic-acid,phentolamine,27.11
meclofenamic-acid,simvastatin,41.39
meclofenamic-acid,azathioprine,39.71
meclofenamic-acid,felbamate,47.09
meclofenamic-acid,quetiapine,55.12
meclofenamic-acid,lopinavir,-1.9
meclofenamic-acid,danazol,27.98
meclofenamic-acid,sumatriptan,35.92
meclofenamic-acid,warfarin,61.96
meclofenamic-acid,metolazone,25.91
meclofenamic-acid,sunitinib,45.955
meclofenamic-acid,mepivacaine,28.76
meclofenamic-acid,niclosamide,50.3
meclofenamic-acid,topiramate,52.24
meclofenamic-acid,propylthiouracil,29.34
meclofenamic-acid,neratinib,89.71
meclofenamic-acid,pyrimethamine,38.59
meclofenamic-acid,atorvastatin,14.69
meclofenamic-acid,nicergoline,60.35
meclofenamic-acid,altrenogest,86.43
meclofenamic-acid,chloroquine,59.6
meclofenamic-acid,vardenafil,33.32
meclofenamic-acid,clofarabine,7.08
meclofenamic-acid,doxorubicin,86.38
meclofenamic-acid,ipriflavone,63.29
meclofenamic-acid,picotamide,43.64
meclofenamic-acid,bosutinib,33.23
meclofenamic-acid,rosuvastatin,13.68
meclofenamic-acid,benzbromarone,67.47
meclofenamic-acid,leflunomide,94.11
meclofenamic-acid,maprotiline,-7.93
meclofenamic-acid,esmolol,1.3
meclofenamic-acid,ropinirole,75.85
meclofenamic-acid,proguanil,27.75
meclofenamic-acid,tadalafil,10.54
meclofenamic-acid,isradipine,30.71
meclofenamic-acid,amoxapine,18.51
meclofenamic-acid,selegiline,44.79
meclofenamic-acid,tamibarotene,90.09
meclofenamic-acid,clofazimine,48.05
