#1.3
2429	22	8	25
id	type	name	description	target	belongs_to	pc	median_tau_score	ts_pc	BRD-K99107520-summary	BRD-K70401845-summary	BRD-A73368467-summary	BRD-K08206212-summary	BRD-K32977963-summary	BRD-A07395371-summary	BRD-K51677086-summary	BRD-A02367930-summary	BRD-K70301876-summary	BRD-A30815329-summary	BRD-K13514097-summary	BRD-A54880345-summary	BRD-K63630713-summary	BRD-K76617868-summary	BRD-K54472332-summary	BRD-A50684349-summary	BRD-K37798499-summary	BRD-A74667430-summary	BRD-A18917088-summary	BRD-K45033733-summary	BRD-A73741725-summary	BRD-K00673382-summary
BRD-K04046242	CP	equilin	estrogen receptor agonist	HSD17B1	Estrogen receptor agonist	1.92, 1.44	43.28	0.45, 0.36	38.32	67.31	46.22	63.46	56.63	35.42	64.75	46.14	38.38	25.52	18.19	52.11	10.84	64.81	74.03	40.42	39.15	46.20	67.97	27.53	38.87	39.10
BRD-K36627727	CP	tamibarotene	retinoid receptor agonist, RAR agonist	RARA, RARB	Retinoid receptor agonist	6.73, 3.37	43.27	0.98, 0.31	4.77	98.38	42.00	60.85	47.69	38.75	17.66	66.75	33.93	2.57	13.75	97.09	8.88	70.43	92.53	44.54	55.52	84.45	18.62	0.42	21.80	87.37
BRD-K14329163	CP	BAY-K8644	L-type calcium channel activator	CACNA1C		3.85, 2.88	43.24	1.02, 0.26	8.36	12.31	18.90	88.14	99.86	48.24	64.29	65.89	40.77	29.62	-6.74	5.57	86.54	91.52	50.26	45.70	79.21	89.74	11.36	8.27	39.67	10.46
BRD-K51662849	CP	ilomastat	matrix metalloprotease inhibitor	ACAN, ADAM28, MMP1, MMP12, MMP13, MMP14, MMP2, MMP3, MMP8, MMP9		3.37, 1.44	43.24	0.91, 0.33	55.39	15.01	-8.11	18.86	94.70	49.84	40.02	80.88	38.28	13.31	36.42	25.69	53.25	88.09	63.37	51.84	48.90	98.11	28.98	31.70	21.68	46.45
BRD-K20287671	CP	SU-4312	platelet-derived growth factor receptor (PDGFR) inhibitor, tyrosine kinase inhibitor, vascular endothelial growth factor receptor (VEGFR) inhibitor, vascular endothelial growth factor receptor 2 (VEGFR2) inhibitor	KDR, PDGFRB	VEGFR inhibitor	5.77, 2.40	43.19	0.88, 0.31	79.25	60.75	26.26	27.26	95.49	13.44	51.16	27.03	10.46	88.61	43.74	17.79	98.27	23.18	93.52	69.66	54.69	42.64	6.48	5.18	81.27	18.54
BRD-K61217870	CP	n-(3-acetamidophenyl)-3-chlorobenzamide	glutamate receptor inhibitor	GRM5		2.40, 0.96	43.19	0.99, 0.22	87.18	-24.61	35.19	75.20	78.06	70.69	33.81	50.62	58.46	46.98	21.98	8.74	77.75	18.83	42.83	51.83	0.72	69.80	12.72	43.55	18.65	38.04
BRD-K33551950	CP	radicicol	HSP inhibitor, ATP citrase lyase inhibitor, MAP kinase inhibitor, opioid receptor ligand, pyruvate dehydrogenase kinase inhibitor	ACLY, DLAT, HSP90AB1, HSP90B1, MAP3K7, OPRM1, PDK3	HSP inhibitor	5.29, 2.88	43.17	2.09, 0.76	0.63	95.77	44.00	35.10	50.15	46.72	26.54	41.56	0.00	57.28	98.31	23.61	97.27	7.48	91.36	21.40	78.17	-1.09	81.88	12.61	76.41	42.34
BRD-K09907482	CP	PRL-3-inhibitor-I	PRL phosphatase inhibitor, tyrosine phosphatase inhibitor	PTP4A3		1.92, 1.44	43.16	0.49, 0.07	36.62	57.40	50.86	77.19	27.84	58.21	44.91	60.68	46.11	36.19	-6.19	21.80	63.63	36.19	85.66	33.26	25.27	65.43	52.69	41.40	36.15	17.77
BRD-K14880289	CP	GW-501516	PPAR receptor agonist, insulin sensitizer	PPARD, INS, PPARA	PPAR receptor agonist	5.77, 4.33	43.15	0.93, 0.31	0.67	99.23	44.52	65.90	51.22	8.91	40.45	75.25	41.78	12.68	35.92	99.86	85.38	45.66	92.64	20.45	53.49	10.87	13.84	8.69	11.73	69.40
BRD-K82255054	CP	propofol	membrane integrity inhibitor, membrane permeability inhibitor, TRPV agonist	CYP2B6, FAAH, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, SCN2A, SCN4A, TRPV1		2.40, 1.44	43.15	0.66, 0.17	18.81	54.23	89.21	69.04	35.16	94.04	84.67	37.24	25.24	68.84	4.30	82.97	-3.38	41.80	44.49	21.47	27.16	47.25	35.43	94.52	32.69	53.87
BRD-K18757346	CP	U-46619	thromboxane receptor agonist	PTGDR, PTGDR2, PTGER1, PTGER2, PTGER3, PTGER4, PTGFR, PTGIR, TBXA2R		5.77, 1.92	43.12	0.91, 0.20	52.56	16.03	22.35	81.69	36.93	51.34	94.37	24.75	77.22	1.80	-5.25	89.32	40.75	86.92	0.00	45.49	6.27	61.76	95.90	14.77	47.35	30.12
BRD-K73395020	CP	SA-1478088	metalloproteinase inhibitor	MMP12, MMP14, MMP2, MMP8, MMP9		5.77, 2.40	43.10	2.35, 0.81	21.37	85.75	-1.55	18.93	39.83	27.57	50.74	38.50	20.79	17.90	96.05	14.10	99.93	46.36	97.95	87.29	97.99	81.81	84.88	3.45	92.92	34.52
BRD-K71430621	CP	clobenpropit	histamine receptor antagonist, histamine receptor inverse agonist	HRH3, HRH4, HRH1, HRH2		4.33, 1.92	43.07	0.63, 0.18	86.23	44.42	29.06	54.66	94.15	71.09	18.60	39.93	75.47	61.59	8.22	63.27	41.73	47.10	87.35	53.08	41.44	20.09	19.70	21.55	8.40	30.63
BRD-K06198550	CP	isorotenone	mitochondrial complex I inhibitor, NADH-ubiquinone oxidoreductase (Complex I) inhibitor	MT-ND1		5.77, 2.88	43.06	1.10, 0.23	81.09	71.09	59.25	94.65	26.00	84.94	90.06	39.16	28.27	70.94	-2.24	34.02	-6.94	62.14	46.95	79.90	18.26	53.47	13.06	7.16	37.46	15.83
BRD-K34014345	CP	naproxol	antiinflammatory agent	PTGS1, PTGS2		8.17, 4.33	43.05	0.80, 0.20	56.95	36.60	87.22	57.51	24.50	49.17	88.33	49.58	73.98	95.42	6.77	31.98	20.88	16.60	21.72	74.93	57.65	28.81	9.45	36.93	97.60	18.51
BRD-K91900765	CP	VX-745	p38 MAPK inhibitor	MAPK14, MAPK11, MAPK12	P38 MAPK inhibitor	4.81, 3.37	43.02	0.86, 0.30	16.67	9.32	69.44	99.72	82.39	79.68	51.66	30.46	91.13	91.86	11.65	8.83	81.21	-3.10	45.73	14.35	-5.50	40.31	9.75	83.77	34.26	85.72
BRD-K05804044	CP	AZ-628	RAF inhibitor	BRAF, RAF1	RAF inhibitor	1.44, 0.96	42.99	1.76, 0.56	30.94	77.97	44.19	41.79	60.67	47.77	44.48	-7.55	35.06	39.90	72.78	63.69	38.92	78.44	71.88	2.75	39.91	15.27	5.12	5.11	62.25	72.26
BRD-A20126139	CP	medrysone	corticosteroid hormone receptor agonist, glucocorticoid receptor agonist	NR3C1	Glucocorticoid receptor agonist	7.21, 2.88	42.96	1.15, 0.48	60.84	46.53	39.39	23.11	23.95	29.50	91.81	67.75	23.58	13.81	10.67	16.22	86.88	66.81	-10.86	97.71	63.46	94.08	75.88	0.25	98.85	16.13
BRD-K26573499	CP	DMAB-anabaseine	alpha receptor partial agonist	CHRNA7		1.92, 1.44	42.94	0.98, 0.41	94.08	38.48	91.11	69.28	85.72	10.99	54.11	30.55	86.16	35.79	7.73	54.86	21.49	88.75	-66.91	7.57	12.49	51.78	38.21	2.75	47.40	74.46
BRD-K87158025	CP	benzamil	epithelial sodium channel blocker	PKD2L1, SCNN1A, SCNN1B, SCNN1G, ASIC1, SCNN1D, SLC8A1		3.37, 0.48	42.94	0.70, 0.20	90.35	32.56	74.23	45.35	35.64	69.77	77.09	24.17	32.39	52.07	18.32	47.38	35.93	92.57	76.61	93.76	33.03	40.53	81.98	34.97	16.31	38.93
BRD-A26095496	CP	clobetasol	glucocorticoid receptor agonist	NR3C1, PLA2G1B	Glucocorticoid receptor agonist	6.73, 2.40	42.90	1.44, 0.73	74.75	33.27	48.59	41.85	43.96	62.26	97.24	2.52	87.11	57.43	25.63	99.33	5.71	38.77	67.32	33.93	29.40	65.69	22.24	8.37	80.11	28.38
BRD-K53790871	CP	triamcinolone	antiinflammatory agent, corticosteroid agonist, corticosteroid binding globulin binder, corticosteroid hormone receptor agonist, cytochrome P450 inhibitor, glucocorticoid receptor agonist, immunosuppressant, immunosuppressive agent	NR3C1, CYP3A5, CYP3A7, SERPINA6	Glucocorticoid receptor agonist	6.25, 5.73	42.90	1.48, 0.52	26.19	67.06	58.79	22.86	43.35	81.81	83.99	10.04	45.98	46.66	11.34	99.93	11.36	45.62	97.92	42.46	14.55	41.28	33.61	37.59	91.31	36.68
BRD-A92161634	CP	scopoline	acetylcholine receptor antagonist			6.77, 4.17	42.90	0.73, 0.14	36.70	87.94	14.93	55.98	98.77	73.32	62.02	88.06	9.23	-15.17	17.53	39.58	50.12	63.41	81.24	4.91	15.83	8.63	24.26	29.23	46.22	83.84
BRD-K03600606	CP	catechin	beta secretase inhibitor, fatty acid synthase inhibitor, free radical scavenger, immunostimulant, LDL antioxidants, quorum sensing signaling modulator, reducing agent, sodium channel blocker	BACE1, CA1, CA12, CA14, CA2, CA4, CA6, CA9, FASN, PTGS1, SCN5A		6.25, 2.88	42.89	1.31, 0.36	76.12	84.31	40.17	92.61	68.59	94.47	99.75	72.25	90.48	78.96	20.37	15.58	11.62	37.74	13.29	38.74	29.07	65.60	45.61	40.02	21.01	12.96
BRD-K41445866	CP	alfaxalone	11-beta hydroxysteroid dehydrogenase inhibitor, chloride channel agonist, general pump inhibitor	HSD11B1		2.60, 0.52	42.89	1.35, 0.51	32.03	37.69	58.15	70.66	81.57	82.71	53.87	44.85	81.56	49.95	13.91	40.93	9.69	5.31	6.85	9.99	29.47	56.46	68.51	12.48	66.16	28.75
BRD-K04548931	CP	pidorubicine	topoisomerase inhibitor, DNA intercalating drug	TOP2A	Topoisomerase inhibitor	2.40, 0.96	42.88	2.40, 0.72	40.37	95.59	29.20	45.39	-8.23	-2.39	90.13	36.38	2.18	8.12	84.16	48.88	20.21	94.29	62.15	86.53	88.30	-1.69	67.40	26.62	0.70	94.11
BRD-K44432556	CP	VU-0418946-1	hypoxia inducible factor activator	HIF1A	HIF activator	7.69, 6.25	42.85	1.80, 0.63	38.30	99.82	27.52	21.46	1.59	27.95	58.35	14.47	61.46	17.54	98.77	26.07	99.26	-2.22	99.12	56.64	99.30	40.66	92.57	10.28	81.18	45.04
BRD-A47598013	CP	citalopram	serotonin reuptake inhibitor, serotonin uptake inhibitor	SLC6A4, SLC6A2		1.92, 0.96	42.84	1.09, 0.23	47.69	37.22	22.84	13.14	90.77	73.49	50.41	62.32	40.97	15.61	30.04	50.69	79.51	94.85	92.53	8.36	34.43	65.40	39.38	44.71	8.15	37.23
BRD-A07780951	CP	orciprenaline	adrenergic receptor agonist	ADRB2	Beta-adrenergic receptor agonist	6.25, 2.60	42.83	1.14, 0.48	62.37	34.48	90.65	85.30	5.99	89.97	23.88	21.70	82.08	19.98	4.23	93.94	15.76	70.42	48.74	52.49	9.76	36.92	72.52	14.08	53.87	26.54
BRD-A51410489	CP	yohimbine	adrenergic receptor antagonist	ADRA2A, ADRA2C, ADRA2B, HTR1A, HTR1B, HTR1D, HTR2B, DRD2, DRD3, HTR1E, HTR1F, HTR2A, HTR2C, HTR5A, HTR7, KCNJ1, KCNJ10, KCNJ11, KCNJ12, KCNJ14, KCNJ15, KCNJ8		3.85, 1.92	42.83	1.49, 0.53	47.16	21.90	5.14	49.50	45.91	23.60	78.16	88.74	5.95	17.98	54.77	45.23	-10.23	83.09	93.95	40.43	34.80	66.61	33.50	28.24	19.26	48.79
BRD-K46862739	CP	metyrapone	cytochrome P450 inhibitor, 11-beta hydroxysteroid dehydrogenase inhibitor, mineralocorticoid receptor antagonist	CYP11B1, HSD11B1, NR3C2		3.65, 1.04	42.83	0.67, 0.19	26.56	16.48	42.36	43.29	63.69	-5.36	-1.23	33.00	52.30	50.86	18.61	39.97	50.22	12.00	58.52	75.88	12.51	65.06	47.27	43.61	8.64	51.64
BRD-K06234293	CP	LY-364947	TGF beta receptor inhibitor, p38 MAPK inhibitor	TGFBR1	P38 MAPK inhibitor, TGF beta receptor inhibitor	5.77, 2.40	42.82	1.06, 0.28	67.76	71.88	45.77	11.13	39.87	85.33	97.89	25.04	32.40	32.70	25.84	91.72	-87.83	88.70	11.37	77.98	18.79	81.47	61.77	70.77	36.91	16.55
BRD-K60174629	CP	z-prolyl-prolinal	prolyl endopeptidase inhibitor	PREP		6.25, 3.37	42.82	0.88, 0.26	99.32	17.66	38.38	82.52	69.99	71.45	94.22	47.48	42.41	43.22	2.85	33.39	22.29	85.59	-13.30	76.29	39.23	32.26	25.09	-7.29	68.76	75.12
BRD-K54708045	CP	nTZDpa	PPAR receptor partial agonist	PPARG	PPAR receptor agonist	5.29, 1.92	42.81	0.97, 0.24	74.75	35.99	51.09	71.15	55.65	68.75	37.87	25.74	56.34	22.00	0.00	44.37	-0.11	45.24	61.02	68.31	60.71	41.26	6.34	16.85	18.70	34.86
BRD-K56001384	CP	antimycin-a	antibiotic, electron transfer inhibitor	CYCS	ATP synthase inhibitor	3.65, 1.04	42.75	1.50, 0.24	69.37	96.32	96.71	88.63	21.02	36.64	81.06	35.79	18.67	36.25	72.15	90.85	81.63	10.47	-28.74	50.87	84.47	11.36	30.94	4.40	44.72	40.77
BRD-K13810148	CP	givinostat	HDAC inhibitor, interleukin receptor antagonist, interleukin synthesis inhibitor, tumor necrosis factor receptor antagonist, tumor necrosis factor release inhibitor	HDAC2, HDAC1, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, IL1B, IL1R2, IL6R, TNF	HDAC inhibitor	5.73, 3.65	42.74	1.35, 0.48	39.53	92.59	23.05	51.30	17.79	45.34	40.73	8.63	15.29	8.31	99.44	69.02	44.76	62.23	74.49	5.78	11.64	67.91	84.03	23.82	9.13	61.76
BRD-K80315159	CP	DPPE	histamine receptor antagonist	ABCB1, HRH1		2.88, 0.96	42.73	0.92, 0.18	1.10	22.70	19.55	48.53	71.36	10.36	51.35	60.13	68.35	34.74	22.11	92.25	48.07	91.00	91.00	28.25	32.29	87.04	67.30	8.91	36.50	37.39
BRD-K61177364	CP	NBI-27914	CRF receptor antagonist	CRHR1		4.81, 1.92	42.69	0.73, 0.13	32.40	84.26	11.09	66.77	65.29	81.14	20.39	80.68	67.08	22.06	14.18	17.15	0.07	58.86	32.32	51.16	26.32	78.74	58.58	44.73	9.72	40.66
BRD-K63945320	CP	dihydrosamidin	nitric oxide production inhibitor, phospholipase inhibitor, platelet activating factor receptor antagonist			8.65, 2.40	42.68	0.44, 0.09	36.70	67.54	21.09	51.70	54.14	46.66	95.91	73.87	33.31	8.58	9.78	-6.66	95.38	38.70	75.52	4.69	6.84	24.36	91.05	22.05	76.94	86.40
BRD-K23383398	CP	T-0901317	LXR agonist, ABC transporter expression enhancer, ROR inverse agonist	NR1H3, NR1H2, ABCA1, NCOA1, NCOA2, NR1I2, RORA, RORC, RXRB		4.81, 1.92	42.66	0.77, 0.18	-59.24	50.22	30.44	37.37	-78.78	48.05	22.99	39.28	78.32	21.53	66.44	79.23	36.33	67.65	86.00	-47.87	37.26	97.32	56.15	5.11	46.05	96.02
BRD-A23683907	CP	NAS-181	serotonin receptor antagonist	HTR1B		5.77, 1.92	42.63	0.82, 0.19	56.27	52.87	95.22	89.79	41.78	36.25	98.05	35.92	32.73	79.64	12.95	32.99	4.18	56.27	28.79	62.25	28.15	43.47	23.80	54.26	80.38	40.89
BRD-A56675431	CP	altizide	thiazide diuretic		Na-K-Cl transporter inhibitor	5.21, 1.04	42.63	1.28, 0.43	17.04	16.15	33.69	93.19	96.60	78.13	38.35	61.01	72.40	59.02	12.75	17.01	91.72	34.65	56.39	46.90	6.34	65.69	16.91	94.24	3.19	36.66
BRD-K95921201	CP	reserpine	vesicular monoamine transporter inhibitor	SLC18A2, SLC18A1		3.85, 1.92	42.62	1.59, 0.30	46.16	91.44	2.27	32.65	-1.13	86.65	67.06	-29.34	39.08	79.27	95.07	11.72	74.80	77.50	58.55	58.14	34.98	22.20	26.57	11.16	90.66	21.86
BRD-A62182663	CP	YK-4279	apoptosis stimulant, binding of RNA helicase A to the transcription factor EWS-FLI1 inhibitor, EWS-FLI1 inhibitor	DHX9, EWSR1, FLI1		2.40, 0.96	42.62	1.40, 0.68	32.66	21.72	64.04	84.66	60.20	73.37	38.01	3.62	71.19	77.18	-7.69	62.51	-13.40	55.31	18.22	19.46	-49.60	55.57	47.23	53.27	14.00	8.28
BRD-A19633847	CP	perhexiline	carnitine palmitoyltransferase binder, carnitine palmitoyltransferase inhibitor	CPT1A, CPT2		1.92, 0.96	42.61	2.63, 0.72	59.66	92.55	18.39	17.47	2.36	35.29	26.66	31.66	77.24	44.94	96.58	14.52	89.98	46.32	74.77	1.27	54.58	21.12	67.98	21.40	82.44	40.29
BRD-A36318220	CP	necrostatin-1	RIPK inhibitor, indoleamine 2,3-dioxygenase inhibitor	IDO1, KRR1, RIPK1		1.92, 0.48	42.61	0.58, 0.11	40.83	43.23	78.66	66.23	79.99	32.71	46.07	13.67	16.02	49.62	32.58	31.76	49.91	41.99	87.33	11.57	22.61	51.55	62.10	50.74	36.97	23.24
BRD-A16700644	CP	isoxsuprine	adrenergic receptor agonist	ADRB2	Beta-adrenergic receptor agonist	4.17, 1.56	42.58	0.77, 0.20	42.36	5.04	25.10	42.79	95.14	95.66	50.51	14.52	81.93	83.59	4.05	37.83	44.36	79.64	67.53	41.84	10.22	16.75	56.15	36.54	63.97	24.83
BRD-K61951118	CP	FG-7142	GABA benzodiazepine site receptor inverse agonist			3.65, 2.08	42.57	0.82, 0.26	44.51	-14.05	19.64	76.10	81.24	24.98	40.63	87.25	54.20	66.44	11.17	78.76	51.09	49.93	37.69	8.70	30.87	21.16	19.10	14.81	64.13	83.98
BRD-K85090592	CP	pilocarpine	acetylcholine receptor agonist	CHRM3, CHRM1, CHRM2, CHRM4, CHRM5		3.41, 1.14	42.55	1.15, 0.33	54.22	63.49	30.88	59.66	57.70	40.35	28.26	20.59	89.52	85.00	33.51	80.36	43.18	41.92	95.78	7.74	34.11	65.87	16.13	29.32	28.02	90.81
BRD-K46384212	CP	o-3M3FBS	phospholipase activator			4.81, 1.92	42.53	0.64, 0.14	-15.53	16.88	91.14	76.78	90.39	70.90	87.17	21.40	29.77	43.89	-1.69	76.53	5.86	12.81	83.95	6.72	31.56	95.95	13.57	41.17	66.20	59.22
BRD-K99964838	CP	bosutinib	src inhibitor, Abl kinase inhibitor, Bcr-Abl kinase inhibitor, apoptosis stimulant, STAT inhibitor	ABL1, SRC, BCR, CAMK2G, LYN, CAMK1D, CDK2, FRK, FYN, HCK, MAP2K1, MAP2K2, MAP3K2, MAP4K5, STK10, STK24, STK4, TNK2, TXK	SRC inhibitor	1.92, 0.48	42.51	1.28, 0.45	16.87	53.27	21.96	49.05	-95.95	37.32	50.86	27.56	87.10	25.81	93.10	86.19	54.55	47.61	67.09	13.22	57.51	17.59	12.68	0.35	37.42	89.86
BRD-K69032158	CP	diprotin-a	dipeptidyl peptidase inhibitor	DPP4		6.73, 4.81	42.49	1.52, 0.38	97.74	77.50	50.86	46.16	98.56	31.57	28.62	78.23	42.69	77.92	9.77	31.73	1.97	-9.64	85.14	48.41	42.30	13.78	25.20	18.86	12.14	57.66
BRD-K63913457	CP	eicosatrienoic-acid	vasodilator			3.37, 1.44	42.49	1.28, 0.47	97.40	78.11	71.63	43.56	81.50	41.42	57.65	20.44	47.81	88.96	11.86	37.26	28.67	66.06	39.65	88.76	29.08	14.42	25.00	15.13	12.50	50.49
BRD-K92049597	CP	triamterene	sodium channel blocker	SCNN1A, SCNN1B, SCNN1G, SCNN1D	Sodium channel blocker	5.29, 1.92	42.49	0.78, 0.23	79.10	91.20	79.90	56.00	80.47	15.98	64.03	35.82	28.74	32.77	35.77	62.05	54.85	31.53	36.04	10.91	48.94	98.59	18.29	12.15	30.05	68.51
BRD-A42628519	CP	iopanoic-acid	radiopaque medium			8.17, 2.40	42.44	1.26, 0.73	31.14	39.82	93.34	47.32	33.61	55.07	98.34	9.45	84.61	44.96	6.85	99.44	-5.22	64.79	37.70	36.43	23.60	42.67	50.54	30.58	95.14	42.22
BRD-K82143716	CP	flucytosine	pyrimidine analog, inhibits fungal DNA synthesis	DNMT1		4.55, 3.41	42.44	0.98, 0.39	89.68	1.55	75.64	27.79	82.32	96.36	9.72	79.62	42.97	51.92	11.57	25.02	80.18	-15.68	41.91	34.82	52.17	81.58	56.18	23.22	18.34	27.82
BRD-K27499107	CP	carbacyclin	IP receptor activator, PPARbeta receptor activator	PPARD, PTGDR, PTGER1, PTGER2, PTGER3, PTGER4, PTGFR, PTGIR, TBXA2R		2.88, 2.40	42.43	0.73, 0.19	54.05	87.69	23.43	58.53	85.27	26.44	32.94	90.46	61.69	19.38	41.82	29.19	-24.46	42.02	20.42	48.42	51.85	-4.69	42.85	43.13	18.46	49.32
BRD-K31611373	CP	fluprostenol	prostaglandin F receptor agonist	PTGER3, PTGFR, TBXA2R		5.29, 3.37	42.41	0.72, 0.15	98.61	63.85	80.57	31.59	49.97	75.05	9.00	44.32	27.23	15.37	27.16	89.27	17.69	40.14	17.31	48.39	6.38	54.63	40.51	0.53	44.53	71.32
BRD-K40782193	CP	QX-222	sodium channel blocker			4.17, 2.08	42.40	1.09, 0.33	12.68	-5.50	42.90	66.11	79.65	68.60	17.89	16.82	18.46	61.24	5.52	11.73	75.92	61.75	57.64	76.47	20.05	57.88	17.32	6.25	41.90	90.55
BRD-K07888196	CP	tyrphostin-AG-538	insulin growth factor receptor inhibitor, tyrosine kinase inhibitor	EGFR		8.17, 3.85	42.40	0.94, 0.26	97.00	1.69	83.18	49.61	77.14	74.49	38.98	9.30	99.04	59.96	23.33	19.95	51.89	26.82	23.68	64.36	34.73	30.10	45.82	21.50	85.00	21.12
BRD-K64746805	CP	MBCQ	phosphodiesterase inhibitor	PDE5A		3.65, 2.08	42.36	1.13, 0.39	40.25	97.71	15.61	65.94	90.64	45.28	81.60	94.88	34.48	63.13	8.36	19.42	14.46	7.11	42.89	74.80	87.45	12.06	62.53	6.67	8.65	41.83
BRD-A83431637	CP	resmethrin	cytochrome P450 inhibitor			7.29, 3.13	42.34	0.97, 0.31	63.36	17.40	42.20	14.55	99.47	65.43	49.74	90.62	64.16	46.17	4.25	15.06	99.12	75.65	67.85	14.62	11.99	42.47	6.64	33.63	40.05	32.04
BRD-K54233340	CP	dorsomorphin	AMPK inhibitor, DNA damaging, TGF beta receptor inhibitor	ACVR1, BMPR1A, BMPR1B, EPHA2, FKBP1A, FLT1, FLT3, KDR, LCK, MKNK1, PRKAA1, RPS6KA1, SRC		4.33, 0.48	42.33	1.16, 0.24	38.10	94.84	13.51	25.60	46.56	-36.92	47.27	23.39	1.11	5.18	93.05	34.84	94.51	63.14	54.11	70.10	95.12	-1.80	65.29	7.10	0.70	69.36
BRD-A41250306	CP	cyclopenthiazide	diuretic, inhibitor of sodium chloride symporter			5.29, 0.96	42.31	0.52, 0.18	26.67	62.75	71.97	5.92	26.19	79.29	59.24	71.08	61.26	22.89	17.06	90.47	49.02	16.91	78.30	-1.23	24.16	93.66	32.42	9.50	58.12	35.60
BRD-A02333338	CP	cyclopamine	smoothened receptor antagonist, hedgehog pathway inhibitor	SMO, DHH, IHH, PTCH1		3.37, 1.92	42.28	1.39, 0.55	0.67	83.09	59.60	71.52	-22.49	18.24	14.61	42.71	41.86	57.73	1.87	76.91	37.11	72.33	97.15	5.51	18.17	30.99	75.96	47.90	4.04	70.74
BRD-K35498378	CP	alrestatin	aldose reductase inhibitor	AKR1B1		3.85, 2.40	42.28	1.06, 0.25	89.67	-47.83	11.27	59.84	79.81	74.76	26.12	49.58	39.70	58.29	3.66	32.08	15.55	49.61	44.87	53.47	6.34	83.34	3.82	96.77	38.73	-9.49
BRD-A27554692	CP	altrenogest	progestogen steroid hormone	PGR		8.65, 4.81	42.27	0.70, 0.16	48.55	42.29	-10.03	51.65	94.45	33.79	14.68	63.44	40.32	98.94	33.66	42.25	8.29	30.30	65.55	31.93	12.90	96.99	51.98	8.37	96.69	82.87
BRD-A62434282	CP	goserelin	gonadotropin releasing factor hormone receptor agonist, luteinizing hormone releasing hormone agonist	GNRHR, GNRH1, LHCGR		4.81, 4.33	42.27	1.14, 0.35	39.97	37.25	62.65	87.27	39.73	95.46	98.38	28.48	83.58	53.21	0.99	41.67	-25.42	45.21	17.87	48.54	27.34	42.87	89.81	16.31	58.52	21.13
BRD-K64310881	CP	MW-STK33-3B	large conductance potassium channel activator			5.21, 1.56	42.25	1.39, 0.25	93.66	55.29	72.74	92.79	58.04	32.46	65.75	1.87	16.94	87.42	13.97	6.19	47.93	4.44	8.98	50.34	16.55	61.59	36.56	95.24	0.70	31.08
BRD-K72783841	CP	tyrphostin-AG-555	CDK inhibitor, epidermal growth factor receptor (EGFR) inhibitor, tyrosine kinase inhibitor	CDK2, EGFR		4.33, 1.92	42.25	1.20, 0.32	89.58	93.74	12.43	84.72	94.67	29.09	20.88	34.94	4.09	37.45	67.65	5.96	99.61	28.53	80.12	11.70	68.99	43.16	73.37	-9.19	75.50	41.33
BRD-K10705233	CP	GW-405833	cannabinoid receptor agonist	CNR2	Cannabinoid receptor agonist	1.44, 0.48	42.24	0.10, 0.01	54.47	98.91	13.90	68.31	1.69	22.94	46.12	10.58	19.38	38.37	85.94	37.87	29.39	60.02	81.34	28.47	67.24	38.04	71.49	0.46	47.55	49.35
BRD-A87848830	CP	bimatoprost	prostanoid receptor agonist	PTGFR, AKR1C3, PTGER1, PTGER3		3.13, 2.60	42.24	1.51, 0.40	64.86	87.99	13.11	76.02	60.93	51.01	57.41	25.34	12.65	76.91	26.51	23.87	71.72	7.12	29.18	88.64	24.82	46.80	22.42	14.82	55.66	37.68
BRD-K70401845	CP	erlotinib	EGFR inhibitor, epidermal growth factor receptor (EGFR) inhibitor, tyrosine kinase inhibitor	EGFR, NR1I2	EGFR inhibitor	10.10, 8.17	42.20	1.18, 0.40	64.61	99.99	63.67	88.39	31.97	78.72	50.49	44.49	21.54	22.42	12.56	58.22	7.09	25.73	90.21	24.59	69.13	32.41	75.09	39.91	33.92	19.03
BRD-A31159102	CP	fluoxetine	selective serotonin reuptake inhibitor (SSRI), serotonin transporter (SERT) inhibitor, serotonin uptake inhibitor, Sodium Channel  Blockers	SLC6A4, ANO1, CYP2C19, HTR2B		2.40, 1.44	42.18	1.32, 0.30	46.42	34.06	75.91	41.24	71.73	23.69	49.06	60.38	39.41	33.21	83.18	46.21	93.35	92.45	13.88	4.65	43.11	-2.20	28.71	38.04	35.36	66.78
BRD-A29426959	CP	carbinoxamine	histamine receptor antagonist, L-type calcium channel blocker	HRH1		6.73, 3.85	42.17	1.30, 0.38	98.24	7.57	99.86	29.35	18.04	50.93	82.55	49.57	96.40	40.00	18.29	44.35	8.27	20.08	66.81	37.89	14.68	99.86	67.79	29.75	51.72	20.93
BRD-K60476892	CP	YC-1	activator of soluble guanylyl cyclase, guanylate cyclase activator, hypoxia inducible factor inhibitor	HIF1A, GUCY1A2, GUCY1A3, GUCY1B3		3.85, 1.92	42.17	0.66, 0.16	66.79	61.46	48.57	45.92	60.26	29.63	32.94	14.23	6.84	48.88	47.88	30.08	7.86	25.41	40.72	54.65	60.85	29.05	44.88	3.44	27.05	43.62
