#1.3
2429	20	8	25
id	type	name	description	target	belongs_to	pc	median_tau_score	ts_pc	BRD-K71799949-summary	BRD-K93034159-summary	BRD-K17075857-summary	BRD-K02637541-summary	BRD-K43164539-summary	BRD-K37289225-summary	BRD-K33106058-summary	BRD-A91699651-summary	BRD-K19111024-summary	BRD-A17411484-summary	BRD-A10977446-summary	BRD-K78431006-summary	BRD-K28143534-summary	BRD-K29950728-summary	BRD-K98530306-summary	BRD-K29458283-summary	BRD-K56614220-summary	BRD-K15916496-summary	BRD-K52989797-summary	BRD-A04553218-summary
BRD-K10670311	CP	sulfasalazine	cyclooxygenase inhibitor, disease modifying antirheumatic drug, lipoxygenase inhibitor, NFkB pathway inhibitor, prostanoid receptor inhibitor, thromboxane receptor antagonist	PTGS1, PTGS2, ACAT1, ALOX5, CHUK, IKBKB, PLA2G1B, PPARG, SLC46A1, SLC7A11, TBXAS1		5.03, 3.14	41.48	1.00, 0.25	44.64	12.67	36.50	34.42	2.44	43.87	32.25	98.38	38.06	80.73	18.88	24.60	89.70	84.20	34.91	49.99	76.78	86.82	39.09	82.50
BRD-A44090213	CP	indoprofen	cyclooxygenase inhibitor, platelet aggregation inhibitor, prostanoid receptor inhibitor	PTGS1, PTGS2, CXCR1, CXCR2	Cyclooxygenase inhibitor	4.55, 3.98	41.40	0.86, 0.19	36.94	6.39	13.68	60.70	82.42	9.35	52.23	40.65	81.33	93.91	56.42	42.15	31.86	4.09	84.84	16.16	42.19	90.60	22.38	39.39
BRD-K37792168	CP	denbufylline	phosphodiesterase inhibitor	PDE4A, PDE4B, PDE4D		4.71, 2.09	41.39	0.76, 0.24	42.76	24.60	40.03	82.23	88.95	4.98	10.37	77.54	62.20	77.01	76.03	9.70	5.66	87.71	10.79	5.40	-21.27	13.56	67.61	77.42
BRD-K06024458	CP	n-arachidonyl-GABA	arachidonyl amino acid that inhibits pain			9.42, 5.24	41.38	1.06, 0.38	85.86	42.11	8.02	40.64	94.11	79.83	4.26	99.54	35.00	80.20	26.66	30.85	47.14	8.18	98.51	24.83	98.03	9.19	38.45	61.53
BRD-K93645900	CP	tadalafil	phosphodiesterase inhibitor	PDE5A, PDE11A		3.66, 2.09	41.37	0.43, 0.08	91.49	15.20	-0.14	70.70	75.81	16.42	51.88	83.89	25.67	44.95	30.63	3.63	17.18	22.43	74.58	12.71	92.03	66.68	37.79	89.17
BRD-A65550283	CP	ginsenoside	steroidal receptor agonist			6.28, 2.62	41.37	1.13, 0.31	-12.42	45.42	3.02	52.23	49.48	77.12	25.99	82.53	88.42	28.14	30.47	0.77	37.32	46.60	6.82	75.83	21.96	50.18	27.95	95.21
BRD-K06159959	CP	CCMQ	inhibitor of the binding of homoquinolinic acid to non-NMDA sensitive sites			4.71, 2.09	41.35	1.33, 0.48	30.96	30.14	79.87	13.38	40.02	70.02	49.36	31.74	65.42	86.03	42.69	4.49	29.98	57.03	69.47	37.76	14.04	43.80	14.02	66.06
BRD-A92826379	CP	lupanine	ATP channel blocker, insulin secretagogue, Sodium Channel  Blockers, sodium channel blocker	INS	Sodium channel blocker	8.90, 3.66	41.35	0.91, 0.24	8.48	5.18	8.21	99.30	92.66	12.27	5.50	87.91	80.51	82.22	73.67	34.68	7.92	25.12	59.25	98.94	32.87	48.02	15.45	52.20
BRD-K51223576	CP	AG-99	tyrosine kinase inhibitor	EGFR		2.27, 0.57	41.33	1.05, 0.27	23.20	48.43	40.41	40.10	62.97	87.77	26.84	22.07	22.62	71.10	-12.41	20.35	29.33	42.25	46.42	81.03	47.49	42.32	21.77	61.83
BRD-K35240538	CP	methylprednisolone	glucocorticoid receptor agonist	NR3C1	Glucocorticoid receptor agonist	7.33, 3.66	41.32	1.44, 0.60	97.85	15.36	40.72	87.71	74.66	41.17	59.44	96.09	63.96	40.65	41.48	-0.60	74.61	31.04	22.79	4.69	1.13	82.62	94.13	7.52
BRD-K64157027	CP	ZD-2079	adrenergic receptor agonist, insulin sensitizer	ADRB3		5.76, 3.66	41.28	1.17, 0.34	88.10	7.59	40.69	80.05	69.67	86.65	-13.47	5.95	99.44	82.57	22.66	21.37	31.20	41.88	76.04	3.03	0.30	-23.68	87.57	96.41
BRD-K11742128	CP	triprolidine	histamine receptor antagonist	HRH1		6.82, 3.98	41.28	1.49, 0.60	99.93	15.39	17.10	91.80	71.70	39.65	38.97	72.56	42.90	78.51	60.39	3.52	5.19	92.57	90.22	30.63	8.71	10.01	66.78	-8.26
BRD-A09722536	CP	cyclophosphamide	alkylating agrent, BCL inhibitor, galectin inhibitor	BCL2, CYP2B6, CYP2C19, CYP3A5, LGALS1		4.55, 3.41	41.25	1.06, 0.41	69.67	9.42	10.36	16.64	71.22	42.79	57.33	21.63	55.97	59.30	15.82	18.38	49.58	35.77	45.39	39.70	19.40	82.61	97.02	23.89
BRD-K06854232	CP	AM-580	RAR agonist, retinoid receptor agonist	RARA	Retinoid receptor agonist	4.19, 2.62	41.23	0.38, 0.13	8.71	36.17	47.85	27.30	40.29	80.40	16.35	42.17	54.90	90.58	20.79	11.70	44.09	38.00	45.66	24.38	13.30	70.62	57.62	78.17
BRD-K50660797	CP	epicatechin	beta amyloid protein neurotoxicity inhibitor, beta secretase inhibitor, cyclooxygenase inhibitor, DNA gyrase inhibitor, DNA polymerase beta inhibitor, fatty acid synthase inhibitor, HCV inhibitor, sodium/glucose cotransporter inhibitor	FASN, APP, BACE1, SLC5A1		5.24, 2.09	41.20	1.01, 0.33	17.32	43.31	0.56	85.91	21.69	96.64	5.44	15.81	27.77	88.64	99.15	58.68	20.92	38.45	67.09	24.12	57.90	39.08	95.02	87.02
BRD-K00206590	CP	P-1075	ATP channel activator, potassium channel agonist	KCNJ8	KCNJ11 modulator, Potassium channel activator	5.76, 2.62	41.17	1.06, 0.25	70.25	50.67	40.00	94.31	40.13	88.19	7.80	7.86	92.45	98.48	39.18	30.08	39.25	42.21	17.25	61.14	18.18	21.55	78.32	95.55
BRD-K22031190	CP	diflunisal	cyclooxygenase inhibitor, prostanoid receptor inhibitor	PTGS2, PTGS1		3.14, 1.05	41.14	1.05, 0.19	73.03	9.39	22.09	63.45	27.53	69.00	6.12	40.32	69.58	23.17	3.66	13.61	41.95	11.16	23.19	73.18	82.42	66.46	80.54	77.24
BRD-K90524085	CP	MY-5445	phosphodiesterase inhibitor, platelet aggregation inhibitor	PDE5A		4.19, 2.09	41.12	0.70, 0.18	84.78	64.79	74.09	14.35	61.14	39.13	13.28	2.47	60.44	86.08	48.09	10.08	37.03	22.43	5.60	35.62	99.05	43.11	71.88	26.00
BRD-K18250272	CP	propoxycaine	anesthetic			6.81, 3.14	41.10	0.56, 0.15	71.48	3.31	19.02	99.12	68.59	49.37	55.50	95.62	84.69	55.40	12.91	0.00	22.34	23.92	29.97	92.14	32.80	61.58	21.81	32.83
BRD-K91904471	CP	SD-169	p38 MAPK inhibitor	MAPK14		2.84, 1.70	41.09	1.19, 0.34	7.05	40.80	41.95	49.53	50.15	92.96	16.54	10.07	44.89	23.32	-9.89	17.52	39.60	24.46	88.38	15.37	81.13	62.30	41.39	85.95
BRD-K64402243	CP	ivachtin	caspase inhibitor	CASP3		5.24, 3.14	41.07	1.60, 0.39	37.47	10.15	6.95	96.56	84.32	28.53	70.86	99.54	80.41	33.03	41.44	11.91	-2.78	61.84	98.24	32.11	28.78	61.55	78.52	40.71
BRD-K42221274	CP	NNC-711	GAT inhibitor	SLC6A1, SIGMAR1		2.09, 1.05	41.07	0.90, 0.24	3.38	10.27	42.38	4.28	83.64	70.60	7.05	72.82	73.08	46.77	48.03	6.59	39.76	9.68	30.42	13.98	73.56	92.17	14.62	93.42
BRD-K19227686	CP	phenolphthalein	weak acid used as a pH indicator			2.62, 2.09	41.03	1.25, 0.52	1.69	27.07	14.86	42.10	-29.14	88.92	23.87	-14.15	39.96	75.48	92.20	75.17	60.75	44.45	9.84	3.76	42.46	55.76	29.78	94.36
BRD-A49358627	CP	ciprofibrate	PPAR receptor agonist, lipase clearing factor inhibitor	PPARA, LPL		6.28, 2.62	41.02	1.09, 0.34	28.87	32.98	12.80	80.64	48.81	88.36	6.60	99.44	78.63	92.46	29.60	38.93	16.18	28.65	94.70	95.15	-32.78	43.12	12.27	90.85
BRD-K50018155	CP	RS-67506	serotonin receptor partial agonist	HTR4		4.71, 1.57	41.01	0.85, 0.16	0.00	9.88	55.25	82.64	90.21	1.37	4.34	62.48	26.15	52.52	45.57	16.48	17.76	36.45	4.60	65.91	77.75	54.15	48.60	1.83
BRD-K60174629	CP	z-prolyl-prolinal	prolyl endopeptidase inhibitor	PREP		2.09, 1.05	41.00	0.88, 0.26	38.13	65.46	36.03	67.73	71.57	97.53	25.79	41.06	7.34	86.37	5.12	13.39	12.98	69.49	57.66	58.47	73.06	40.93	34.38	31.79
BRD-A15079084	CP	phorbol-12-myristate-13-acetate	PKC activator, CD antagonist	CD4, KCNT2, PRKCA, TRPV4	PKC activator	4.71, 1.57	40.90	2.48, 0.49	-0.53	90.57	93.38	5.25	-13.11	7.86	75.04	0.00	31.31	77.27	45.36	98.80	94.38	36.43	-1.94	5.34	99.89	67.88	14.77	48.93
BRD-K04546108	CP	JAK3-inhibitor-VI	JAK inhibitor	JAK3	JAK inhibitor	8.90, 2.62	40.89	1.86, 0.65	12.37	97.95	90.98	-6.06	-35.86	32.65	94.76	-8.57	14.32	40.16	5.97	95.49	89.35	51.31	6.69	93.99	59.95	84.34	5.73	41.61
BRD-K60623809	CP	SU-11652	FGFR inhibitor, PDGFR tyrosine kinase receptor inhibitor, tyrosine kinase receptor & angiogenic inhibitor, VEGFR inhibitor	KDR, PDGFRB, CAMK1G, FGF2, FGFR1, FLT1, KIT, PDGFRA		3.98, 1.70	40.86	3.73, 0.84	6.97	91.80	72.78	-52.02	-74.13	88.83	36.11	-18.29	-86.77	41.47	-4.31	97.32	94.50	90.61	-25.68	4.50	40.26	86.64	90.88	73.71
BRD-A63998256	CP	helveticoside	ATPase inhibitor	ATP1A1	ATPase inhibitor	3.41, 2.27	40.82	2.44, 0.81	2.37	78.67	61.02	45.66	-15.19	35.97	20.92	-93.67	16.20	54.08	-14.44	82.30	93.43	74.06	71.05	14.49	80.77	21.91	-0.70	47.76
BRD-K89402695	CP	L-655240	platelet aggregation inhibitor, prostanoid receptor antagonist, thromboxane receptor antagonist	PTGES	Thromboxane receptor antagonist	3.66, 2.09	40.81	0.91, 0.27	30.17	16.16	89.89	61.07	12.65	96.33	21.66	18.34	51.46	52.61	29.02	12.49	75.71	27.61	17.47	9.56	65.33	68.25	52.72	98.55
BRD-K18742343	CP	H-8	PKA inhibitor	PKIA, PRKACA	PKA inhibitor	3.14, 0.00	40.80	1.00, 0.30	17.05	35.27	0.53	75.37	39.60	88.27	23.28	76.35	46.65	72.45	6.72	63.42	43.23	41.99	22.11	79.95	23.06	90.40	23.17	36.42
BRD-A48261811	CP	argatroban	thrombin inhibitor, peptidase inhibitor, protease inhibitor	F2, CYP3A5		3.14, 1.89	40.79	0.98, 0.25	38.75	8.10	0.14	65.35	29.27	42.83	24.70	33.89	70.86	98.27	93.22	-0.04	21.53	-0.04	49.72	58.75	70.92	74.83	0.32	87.01
BRD-K99498722	CP	NPI-2358	tubulin inhibitor, angiogenesis inhibitor, tubulin polymerisation inhibitor		Tubulin inhibitor	4.71, 1.05	40.78	1.63, 0.59	22.27	67.69	62.10	49.81	86.23	4.42	45.30	47.81	26.76	60.52	1.77	70.95	78.18	6.94	16.03	24.67	77.24	32.85	11.18	36.26
BRD-A27143604	CP	DPN	estrogen receptor agonist	ESR2	Estrogen receptor agonist	5.76, 3.14	40.76	0.81, 0.28	12.53	10.94	45.31	70.88	94.71	39.02	4.72	66.53	83.05	93.19	35.93	48.65	26.86	79.70	96.65	4.72	-18.77	7.19	7.84	42.50
BRD-K02965346	CP	SU-11274	hepatocyte growth factor receptor inhibitor, tyrosine kinase inhibitor	MET		3.14, 2.09	40.75	1.42, 0.56	23.38	63.97	19.21	6.84	45.71	37.46	36.99	49.24	72.91	57.59	93.55	96.73	25.40	63.36	8.20	3.03	73.75	32.96	44.05	16.05
BRD-A45499626	CP	UBP-302	glutamate receptor antagonist	GRIK1		4.19, 0.52	40.75	0.94, 0.34	41.73	21.27	68.57	13.11	61.84	52.66	11.02	94.34	80.74	95.92	2.18	10.29	22.59	30.78	6.48	12.02	41.63	39.86	85.30	94.51
BRD-A96799240	CP	4-hydroxyretinoic-acid	retinoic acid metabolite			7.85, 4.19	40.75	1.15, 0.31	38.91	45.28	62.34	10.41	95.83	30.78	91.40	72.30	25.51	29.50	3.38	49.16	98.70	19.10	42.58	26.52	22.75	83.20	1.80	91.53
BRD-K34098590	CP	tienilic-acid	sodium/potassium/chloride transporter inhibitor, uric acid diuretic	CYP2C9, SLC12A1, SLC22A12		7.39, 5.68	40.75	1.44, 0.52	92.19	5.94	0.60	99.68	48.61	71.45	-3.52	5.39	99.40	22.12	9.01	0.00	50.73	32.88	15.59	54.39	99.44	12.63	56.57	90.93
BRD-K35723520	CP	darinaparsin	apoptosis stimulant, NADPH oxidase stimulant			6.28, 3.14	40.74	1.13, 0.31	76.92	20.78	-20.40	84.45	82.55	65.52	15.74	93.63	96.85	39.57	18.37	3.98	23.66	34.03	99.93	47.90	28.05	61.62	41.90	18.69
BRD-K03406345	CP	azacitidine	DNA methyltransferase inhibitor, antimetabolite, DNA methylase inhibitor, DNA synthesis inhibitor, RNA synthesis inhibitor	DNMT1		6.82, 3.41	40.73	2.08, 0.81	19.18	92.41	96.76	2.18	37.66	54.59	86.95	7.74	12.05	74.22	2.50	88.31	99.37	43.80	16.16	32.08	92.76	56.02	1.76	14.48
BRD-K15791587	CP	L-733060	tachykinin antagonist	TACR1	Tachykinin antagonist	8.90, 4.19	40.72	1.56, 0.66	3.42	35.61	61.23	5.27	43.09	91.04	16.25	94.24	34.08	77.20	99.15	91.61	22.07	99.26	6.46	20.27	17.20	45.19	99.82	38.35
BRD-A42423104	CP	benproperine	anti-tussive			8.81, 4.40	40.64	1.26, 0.35	6.93	27.56	3.08	71.34	70.39	97.43	41.53	7.39	74.87	82.91	96.11	33.62	26.11	8.63	3.74	98.73	91.61	89.18	4.83	39.75
BRD-K64746805	CP	MBCQ	phosphodiesterase inhibitor	PDE5A		2.84, 0.57	40.63	1.13, 0.39	11.53	76.97	90.00	80.86	40.18	6.60	79.28	19.43	51.36	46.32	23.51	23.90	15.14	24.54	17.23	93.67	45.29	57.95	3.15	41.08
BRD-A34208323	CP	VU-0404997-2	glutamate receptor modulator	GRM4		5.24, 3.66	40.62	0.95, 0.26	5.12	50.13	88.56	19.60	50.90	-6.73	31.11	-5.95	72.69	56.85	50.39	86.14	0.81	57.76	8.94	3.83	85.67	59.98	1.69	19.56
BRD-K12079898	CP	PD-160170	neuropeptide receptor antagonist	NPY1R		3.66, 1.05	40.61	1.17, 0.32	3.24	23.51	88.19	-1.44	47.34	75.14	2.92	33.89	70.16	49.16	14.42	64.69	68.62	21.12	7.58	20.43	88.53	61.57	20.66	51.66
BRD-K73395020	CP	SA-1478088	metalloproteinase inhibitor	MMP12, MMP14, MMP2, MMP8, MMP9		9.42, 5.24	40.60	2.35, 0.81	23.34	98.94	98.24	19.65	-78.55	17.10	94.57	10.52	21.03	41.46	39.75	96.12	24.70	96.23	-8.21	95.13	99.93	80.61	90.53	16.53
BRD-K04146668	CP	GW-441756	growth factor receptor inhibitor, leucine rich repeat kinase inhibitor	LRRK2, NTRK1		4.71, 1.57	40.55	1.23, 0.33	44.36	65.70	54.30	6.36	52.50	99.46	21.09	26.89	90.99	32.43	14.44	36.74	8.32	79.24	5.03	87.75	33.44	70.83	63.25	11.08
BRD-K07220430	CP	cinnarizine	calcium ion channel antagonist, histamine receptor antagonist	HRH1, CACNA1C, CACNA1D, CACNA1F, CACNA1G, CACNA1H, CACNA1I, CACNA1S, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD5		5.24, 3.14	40.54	1.07, 0.45	64.96	6.02	53.27	36.39	71.92	48.41	5.19	90.02	41.07	29.36	39.55	19.27	36.52	40.01	97.52	72.80	40.00	19.95	61.58	65.60
BRD-K41445866	CP	alfaxalone	11-beta hydroxysteroid dehydrogenase inhibitor, chloride channel agonist, general pump inhibitor	HSD11B1		2.27, 0.57	40.54	1.35, 0.51	18.97	29.00	10.76	47.58	53.76	20.31	5.11	73.86	54.12	53.87	11.51	45.20	18.08	61.92	84.64	39.33	13.53	71.01	10.70	41.74
BRD-K64052750	CP	gefitinib	EGFR inhibitor	EGFR, CYP2C19	EGFR inhibitor	5.24, 3.14	40.50	1.10, 0.50	33.75	7.89	60.81	1.66	95.38	47.26	14.43	72.49	20.36	66.30	54.94	90.64	1.94	52.56	25.85	9.85	69.19	14.04	73.30	31.50
BRD-K07996107	CP	harpagoside	acetylcholinesterase inhibitor	ACHE		6.28, 4.19	40.47	0.94, 0.26	39.39	21.59	5.83	13.71	62.83	51.50	3.21	70.08	96.82	96.70	46.30	0.00	2.29	13.80	15.58	64.57	91.78	-6.14	41.55	68.02
BRD-A78295502	CP	hydroquinine	anti-arrhythmia agent			1.70, 0.57	40.45	1.10, 0.39	3.21	28.54	51.61	65.09	24.59	80.56	22.38	65.17	42.29	29.37	5.81	7.89	66.21	38.62	95.95	17.49	-0.46	62.09	49.38	88.93
BRD-A26711594	CP	nicardipine	calcium channel blocker, L-type calcium channel blocker	CACNA1C, ADORA3, ADRA1A, ADRA1B, ADRA1D, CACNA1D, CACNA2D1, CACNB2, CALM1, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, PDE1A, PDE1B		0.52, 0.52	40.42	0.55, 0.06	1.97	34.25	39.89	55.22	45.91	40.96	9.12	45.79	78.08	49.25	49.86	15.10	7.87	50.01	81.83	23.66	31.01	32.66	37.03	51.67
BRD-A79903587	CP	tegafur	DNA synthesis inhibitor, thymidylate synthase inhibitor	TYMS		3.14, 0.63	40.40	0.58, 0.20	88.10	3.94	18.12	62.24	48.18	6.39	12.38	-12.07	50.61	83.56	49.93	11.30	39.49	31.38	62.06	7.62	87.07	31.32	49.56	41.30
BRD-K12244279	CP	MEK1-2-inhibitor	MEK inhibitor	MAP2K1, MAP2K2	MEK inhibitor	2.62, 1.57	40.38	1.14, 0.49	48.66	2.95	10.14	7.29	46.53	81.68	9.81	14.00	26.94	56.76	72.39	36.05	3.75	44.71	4.69	71.94	30.80	65.79	89.92	45.59
BRD-K74212935	CP	ergocryptine	dopamine agonist			6.81, 2.62	40.36	0.64, 0.14	5.53	11.71	82.06	21.28	25.98	54.32	9.10	27.34	53.38	93.14	61.13	3.70	58.73	15.31	88.96	26.71	72.85	61.20	8.91	93.13
BRD-A87125127	CP	3-matida	glutamate receptor antagonist	GRM1		1.74, 0.87	40.34	1.87, 0.60	63.39	6.47	11.61	5.78	94.88	5.86	23.48	98.62	83.83	83.08	45.24	31.08	12.96	63.14	83.58	40.37	35.14	25.65	69.08	40.32
BRD-K40624912	CP	ZM-39923	JAK inhibitor	JAK1, JAK3		2.84, 1.14	40.33	1.75, 0.43	32.30	74.49	89.94	22.67	67.24	15.32	10.94	30.81	46.44	50.74	44.20	36.46	14.23	9.31	73.56	8.90	87.29	33.80	76.61	53.61
BRD-K09255212	CP	clioquinol	chelating agent, antiamyloidogenic agent, beta amyloid antagonist, carbonic anhydrase inhibitor	OPRK1		2.84, 0.57	40.32	0.92, 0.15	35.39	27.84	54.42	93.03	84.98	55.55	32.77	28.57	55.37	74.75	2.46	42.24	60.03	14.61	46.26	38.40	66.38	33.18	-8.60	32.55
BRD-K41996876	CP	tyrphostin-1	epidermal growth factor receptor (EGFR) inhibitor	EGFR		5.24, 2.09	40.32	0.55, 0.13	71.66	15.25	42.28	64.27	-29.51	48.56	9.65	7.64	50.20	67.07	7.34	11.33	14.51	22.20	95.50	62.34	43.70	44.21	38.36	33.66
BRD-K77286328	CP	reversine	Aurora kinase inhibitor, adenosine receptor antagonist	AURKB, ADORA3, AURKA, INCENP, MAP2K1	Aurora kinase inhibitor	4.71, 1.05	40.32	1.58, 0.56	0.95	71.25	38.30	1.16	76.57	87.80	72.44	28.66	42.34	70.09	22.54	98.31	14.78	78.82	17.00	33.08	-53.53	69.17	55.10	18.81
BRD-A24191444	CP	ifenprodil	adrenergic receptor antagonist, glutamate receptor antagonist	GRIN1, GRIN2B		6.29, 2.52	40.31	0.90, 0.16	0.10	43.78	25.73	57.47	36.84	36.48	52.59	50.51	72.62	27.85	1.55	10.33	59.64	-31.53	15.98	20.60	71.43	88.13	57.74	95.12
BRD-K29555132	CP	arachidonamide	cannabinoid receptor agonist	CNR1, CNR2		3.14, 2.62	40.30	1.13, 0.35	5.70	1.20	32.89	10.17	16.78	98.10	38.27	-45.93	70.97	20.03	60.59	3.74	74.55	60.98	51.14	42.32	15.10	48.19	50.28	99.12
BRD-K76810206	CP	nicergoline	adrenergic receptor antagonist	ADRA1A		7.33, 4.19	40.29	0.76, 0.16	25.19	20.54	22.63	72.46	83.17	51.30	6.89	99.44	35.99	79.98	91.26	9.79	2.61	58.97	19.59	18.10	32.95	58.32	44.59	53.28
BRD-K37561857	CP	zardaverine	phosphodiesterase inhibitor	PDE4D, PDE3A, PDE4A, PDE4B, PDE4C		4.19, 2.62	40.24	0.61, 0.11	41.68	16.03	13.26	42.48	93.19	72.66	42.67	4.44	84.67	78.96	38.80	3.77	26.73	75.11	23.10	4.72	44.76	8.88	26.91	43.92
BRD-K64517075	CP	heliomycin	antibiotic, bacterial RNA synthesis inhibitor			6.25, 3.98	40.23	2.15, 0.80	25.48	94.08	99.15	1.87	-52.94	91.29	69.42	-33.10	1.83	25.21	8.57	98.22	92.28	92.90	-45.24	29.46	99.93	51.01	93.30	6.73
BRD-A72066420	CP	mifobate	cholesterol inhibitor, PPAR receptor antagonist, renin inhibitor	PPARG, REN		2.84, 1.70	40.22	1.33, 0.49	39.49	2.15	10.52	61.67	47.12	83.63	6.50	35.47	52.95	81.73	2.88	15.64	79.75	15.86	30.43	51.60	79.77	27.66	40.94	98.34
BRD-K75699339	CP	rizatriptan	serotonin receptor agonist	HTR1D, HTR1B, HTR1F, HTR1A, HTR1E		7.85, 3.66	40.21	0.34, 0.08	99.44	2.92	45.50	18.36	84.29	58.66	5.81	71.33	78.86	77.60	90.86	3.17	32.95	10.88	19.19	26.17	47.87	64.50	34.92	19.06
BRD-K50866992	CP	tropisetron	serotonin receptor antagonist, polarization inhibitor, sodium channel blocker	HTR3A, GLRA1, GLRA2, GLRB, HTR4		9.43, 5.66	40.18	1.88, 0.47	100.00	60.63	0.14	26.71	76.71	6.43	90.82	11.70	37.92	92.14	6.13	0.00	49.97	4.59	74.04	21.52	42.45	96.30	34.56	52.79
BRD-A35108200	CP	dexamethasone	glucocorticoid receptor agonist, corticosteroid agonist, immunosuppressant	ANXA1, CYP3A4, CYP3A5, NOS2, NR0B1, NR3C1, NR3C2	Glucocorticoid receptor agonist	8.38, 4.19	40.17	1.30, 0.85	99.93	54.61	0.42	98.31	81.78	31.30	65.80	58.51	33.53	46.81	7.33	-1.43	11.10	7.20	91.89	25.09	18.83	48.36	89.33	11.49
BRD-A11990600	CP	lorazepam	chloride channel agonist, GABA benzodiazepine site receptor agonist, GABA receptor agonist, potassium channel agonist	GABRA1, GABRA2, GABRA3, GABRA5, GABRA4, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, TSPO	Benzodiazepine receptor agonist	5.66, 3.14	40.12	1.08, 0.33	55.68	48.97	0.60	38.16	13.28	60.85	28.47	76.50	20.45	79.07	7.92	7.31	41.74	10.39	38.49	45.32	98.60	83.29	5.85	53.75
BRD-K25186396	CP	tangeritin	cell cycle inhibitor			4.19, 1.57	40.09	0.98, 0.23	91.90	55.11	34.19	2.54	-16.19	96.48	7.28	11.63	58.26	37.62	80.00	1.80	15.21	42.56	66.51	6.86	44.71	43.81	81.70	20.21
BRD-K64044582	CP	linoleamide	ACAT inhibitor	SOAT1, SOAT2		3.14, 2.09	40.09	1.16, 0.32	71.40	9.37	42.53	76.94	18.65	98.03	9.27	76.41	49.02	72.99	12.50	5.89	10.43	21.13	42.26	2.68	14.04	81.78	38.27	41.90
BRD-A70407468	CP	PSB-36	adenosine receptor antagonist	ADORA1, ADORA2A, ADORA2B, ADORA3		2.27, 0.57	40.01	1.01, 0.23	3.21	24.51	55.73	7.24	17.67	70.31	6.30	64.61	45.56	33.35	74.50	91.00	21.20	81.93	16.52	7.25	72.17	75.59	34.45	83.68
BRD-K40992116	CP	parachlorophenol	disinfectant			3.14, 1.05	40.00	1.11, 0.33	54.50	41.18	38.81	28.76	27.67	71.09	14.88	22.98	88.29	81.36	30.26	76.99	72.40	57.82	15.41	7.46	32.60	15.50	74.05	62.97
BRD-K37194137	CP	III606050	cytochrome P450 inhibitor			3.98, 2.27	39.99	1.08, 0.27	22.66	91.68	52.87	6.01	0.00	38.47	10.33	4.40	56.38	30.93	12.04	66.28	41.50	70.38	14.40	9.71	68.04	50.23	55.29	52.77
BRD-A25234499	CP	aminoglutethimide	antiglucocorticoid, aromatase inhibitor, corticosteroid antagonist, steroid sulfatase inhibitor	CYP19A1, CYP11A1, NR3C1		3.66, 1.57	39.96	0.45, 0.10	11.45	9.71	3.84	56.62	74.77	18.03	23.37	94.22	72.85	84.45	22.15	11.32	32.81	22.03	77.26	37.70	42.22	74.17	89.33	67.17
BRD-K52219182	CP	BRD-K52219182	phosphodiesterase inhibitor			6.28, 4.19	39.96	0.65, 0.14	24.32	30.49	35.62	36.30	77.57	66.21	10.71	99.89	93.09	39.98	39.94	24.12	14.21	20.65	28.86	60.95	43.16	81.48	61.11	85.39
BRD-A84134924	CP	pancuronium	acetylcholine receptor antagonist	CHRM2, CHRM3, CHRNA1, CHRNA2		5.66, 3.77	39.95	1.82, 0.60	0.13	15.42	63.47	-4.86	68.17	6.04	91.02	65.82	43.64	8.94	67.98	66.17	28.02	36.27	14.78	-0.99	59.99	99.26	3.35	79.01
BRD-K47659338	CP	EMD-386088	serotonin receptor agonist	HTR6	Serotonin receptor agonist	4.71, 1.05	39.94	0.47, 0.09	8.01	0.42	14.42	66.94	54.61	14.21	2.18	92.66	76.21	48.43	95.71	49.73	4.70	77.48	20.91	2.94	31.45	18.51	81.62	59.06
BRD-K08640512	CP	RS-100329	adrenoceptor antagonist	ADRA1A, ADRA1D		5.76, 2.09	39.92	0.98, 0.36	50.79	3.10	37.93	90.62	78.33	67.90	18.14	11.47	83.34	67.24	11.80	10.26	37.29	41.92	80.26	43.52	13.53	21.59	65.85	14.85
BRD-K67080878	CP	milrinone	phosphodiesterase inhibitor	PDE3A, PDE2A, PDE3B, PDE5A		5.24, 3.66	39.85	0.42, 0.07	84.75	11.69	30.78	33.00	84.07	15.79	78.32	98.66	48.52	73.41	9.74	27.42	1.20	40.41	39.29	27.32	42.33	90.69	27.26	57.17
BRD-K92413528	CP	thiazolidinecarboxylic-acid	glutathione synthase stimulant, reducing agent			5.03, 4.40	39.83	2.32, 0.82	16.61	44.34	44.03	82.33	-27.34	66.04	85.20	7.27	13.90	90.78	-0.04	58.43	27.77	13.33	19.08	35.64	71.26	99.82	57.98	12.66
BRD-A94413429	CP	NTNCB	neuropeptide receptor antagonist	NPY5R		9.42, 3.66	39.80	1.69, 0.73	5.00	20.07	90.36	7.70	8.35	90.18	35.77	90.00	43.83	31.40	89.97	99.12	16.78	99.26	15.25	7.88	81.01	14.97	99.72	55.75
