#1.3
2429	20	8	25
id	type	name	description	target	belongs_to	pc	median_tau_score	ts_pc	BRD-A92630576-summary	BRD-K32107296-summary	BRD-K89732114-summary	BRD-K77695569-summary	BRD-K29653726-summary	BRD-K63675182-summary	BRD-K92049597-summary	BRD-K06335600-summary	BRD-K32164935-summary	BRD-K73999723-summary	BRD-K85119730-summary	BRD-A19195498-summary	BRD-K00603606-summary	BRD-K68132782-summary	BRD-K97309399-summary	BRD-A62025033-summary	BRD-K59574735-summary	BRD-K81916719-summary	BRD-K53414658-summary	BRD-K31283835-summary
BRD-K00662280	CP	CL-218872	GABA receptor agonist	GABRA1, GABRA2, GABRA3, GABRA5, GABRB2, GABRG2		8.02, 3.74	50.52	1.31, 0.27	45.40	52.77	2.89	98.31	77.68	15.61	63.04	83.20	96.43	45.91	35.75	10.63	64.04	4.13	14.73	48.28	97.58	18.33	59.39	92.24
BRD-A81177136	CP	KN-62	calcium/calmodulin dependent protein kinase inhibitor, purinergic receptor antagonist, calmodulin antagonist	AKT1, CAMK2A, CHEK1, LCK, MAPK1, MAPK11, MAPK12, MAPK14, MAPK8, P2RX7, PRKCA, ROCK1, RPS6KB1, SGK1		5.88, 2.67	50.50	0.81, 0.14	22.04	33.13	95.07	38.68	48.83	90.42	38.91	80.69	4.80	34.37	8.12	91.09	25.61	11.78	91.48	52.17	87.67	56.23	87.48	79.48
BRD-A16700644	CP	isoxsuprine	adrenergic receptor agonist	ADRB2	Beta-adrenergic receptor agonist	2.82, 0.00	50.47	0.77, 0.20	42.18	96.54	3.15	36.90	79.17	9.69	86.07	39.97	58.75	27.60	83.50	19.45	29.61	88.11	41.25	74.95	94.54	76.32	30.96	90.21
BRD-K01567962	CP	pyrazolanthrone	JNK inhibitor, AP inhibitor, dual specificity protein kinase inhibitor, leucine rich repeat kinase inhibitor	MAPK10, MAPK8, MAPK9, TTK, LRRK2, MAPK8IP1		4.81, 3.21	50.47	0.68, 0.16	33.58	51.59	3.23	42.01	90.24	49.34	43.51	72.76	3.94	67.64	54.59	34.94	40.03	21.30	36.70	54.37	97.67	96.17	94.10	80.47
BRD-K14767410	CP	SC-560	cyclooxygenase inhibitor	PTGS1		2.67, 1.60	50.44	0.90, 0.25	26.18	94.61	-0.85	45.95	54.94	0.28	19.95	75.20	37.90	76.64	68.76	61.72	82.12	94.39	64.36	39.05	14.01	84.32	20.12	44.81
BRD-K27450477	CP	EHNA	adenosine deaminase inhibitor	ADA, PDE2A, ADORA2A		9.63, 5.35	50.42	0.70, 0.22	30.62	85.69	10.86	28.03	34.76	52.23	70.34	25.74	14.58	45.28	48.62	4.56	78.20	91.67	7.00	72.22	99.75	83.49	72.23	57.56
BRD-K41707108	CP	ceramide	nitric oxide production inhibitor, phosphoenolpyruvate carboxylase activator, serine/threonine protein phosphatase activator			3.39, 1.69	50.42	1.00, 0.25	66.17	78.36	62.10	36.67	52.66	17.15	34.54	65.42	38.10	41.16	12.55	69.12	63.96	93.04	65.05	47.66	17.59	48.18	18.70	73.97
BRD-K71926323	CP	marbofloxacin	DNA gyrase inhibitor		Bacterial DNA gyrase inhibitor	8.47, 6.21	50.41	1.03, 0.36	5.29	76.60	67.90	99.93	72.64	10.49	52.34	90.16	-64.77	7.40	88.20	10.30	5.83	78.18	13.85	26.29	93.27	86.69	48.47	19.39
BRD-K04976539	CP	aminogenistein	PKC inhibitor, src inhibitor	LCK		2.14, 1.60	50.40	1.01, 0.20	0.60	40.04	27.18	74.31	52.57	58.51	51.46	66.69	4.02	27.72	21.42	36.51	49.35	-26.16	63.13	39.18	99.93	71.27	81.10	65.80
BRD-K15502390	CP	nevirapine	non-nucleoside reverse transcriptase inhibitor, reverse transcriptase inhibitor	CYP2B6, CYP2C19, CYP3A4	Reverse transcriptase inhibitor	5.08, 3.39	50.39	0.91, 0.23	65.83	93.95	1.06	92.87	94.21	39.27	50.78	78.52	36.28	11.60	20.31	10.30	47.52	87.86	37.18	26.85	64.63	95.42	50.00	68.42
BRD-K32795028	CP	1-benzylimidazole	thromboxane synthase inhibitor	CYP11B1, QPCT		6.42, 3.74	50.39	1.14, 0.38	19.25	96.45	-44.40	56.33	97.01	60.17	99.82	66.30	38.40	42.81	86.49	6.99	8.16	29.99	65.08	20.93	20.66	50.63	83.74	50.14
BRD-K57033106	CP	tripelennamine	histamine receptor antagonist	HRH1		6.95, 3.74	50.38	0.50, 0.18	8.96	98.44	70.22	94.75	75.68	2.68	97.36	10.28	6.00	22.21	73.33	27.12	52.02	69.07	-1.52	1.13	48.73	61.38	19.22	85.28
BRD-K57304726	CP	PRE-084	alpha receptor agonist, sigma receptor agonist	SIGMAR1		6.95, 5.35	50.38	0.73, 0.20	44.06	74.33	28.92	98.78	94.47	28.46	10.69	37.81	31.10	15.35	81.20	3.10	93.85	52.73	61.45	48.02	34.37	63.98	68.42	80.16
BRD-K13544237	CP	r(-)-propylnorapomorphine	dopamine receptor agonist, antiamyloidogenic agent	DRD2, DRD1, DRD3		7.49, 3.74	50.34	0.68, 0.19	31.63	48.25	19.41	51.99	64.78	83.23	90.29	49.20	19.41	89.49	30.88	12.88	99.47	83.98	51.48	66.39	19.30	41.46	84.91	46.52
BRD-K29530284	CP	amlexanox	histamine release inhibitor, mediator release inhibitor	FGF1, IL3, S100A12, S100A13		5.00, 1.88	50.32	1.24, 0.34	91.70	50.32	14.54	76.20	96.30	14.04	21.99	79.92	25.09	50.32	7.02	3.00	83.19	40.02	13.16	53.47	42.87	98.84	76.04	81.55
BRD-A58157837	CP	butabindide	tripeptidyl peptidase inhibitor	TPP2		3.21, 2.67	50.32	0.98, 0.26	16.43	37.66	17.51	88.91	88.30	21.98	9.35	49.38	59.37	77.32	34.15	-22.28	83.93	61.48	34.13	51.25	74.62	-50.98	63.02	77.59
BRD-K83972459	CP	JWE-035	Aurora kinase inhibitor	AURKA	Aurora kinase inhibitor	5.88, 0.53	50.30	1.50, 0.56	76.08	30.20	94.81	73.15	21.73	95.38	3.94	49.08	1.41	15.30	17.01	94.75	51.52	37.90	95.74	53.66	-8.00	32.87	95.24	70.72
BRD-A97437073	CP	rosiglitazone	PPAR receptor agonist, insulin sensitizer, thiazolidinedione	PPARG, ACSL4, CYP2C8, FFAR1, INS, TRPC5, TRPM3	PPAR receptor agonist	6.95, 2.14	50.30	0.39, 0.11	46.00	75.80	22.61	45.99	68.74	30.71	37.15	35.13	41.00	92.84	38.27	10.32	89.77	73.86	67.72	73.29	54.60	82.72	61.52	32.28
BRD-K98763141	CP	niflumic-acid	cyclooxgenase inhibitor	CLCNKA, PTGS2, ANO1, CLCN1, CLCNKB, KCNQ1, PLA2G1B, PLA2G4A, PTGS1, UGT1A9		9.04, 5.65	50.27	1.09, 0.39	35.28	95.51	-1.23	99.75	53.91	14.44	98.00	52.77	32.20	55.97	98.26	10.29	22.86	73.58	19.46	8.26	45.06	47.78	64.38	87.57
BRD-K75532464	CP	FTI-276	farnesyltransferase inhibitor	FNTA, FNTB		7.49, 4.81	50.26	0.58, 0.22	18.65	28.13	32.36	85.93	51.58	19.31	12.39	28.31	94.01	42.12	83.26	61.26	73.31	80.36	48.93	91.54	48.49	12.83	93.60	72.57
BRD-A30590053	CP	MR-16728	acetylcholine release enhancer			4.28, 3.21	50.23	0.59, 0.23	16.44	42.15	46.37	72.02	74.67	41.22	40.74	53.45	32.00	23.16	32.82	74.81	48.59	75.56	87.68	51.86	91.33	72.49	90.36	33.98
BRD-K96740444	CP	itopride	dopamine receptor antagonist, acetylcholinesterase inhibitor	DRD2, ACHE, CHRM3		6.88, 2.50	50.21	0.83, 0.28	86.16	51.72	0.21	88.77	54.99	11.70	50.45	49.97	63.27	96.60	5.89	2.26	78.65	85.39	3.24	0.21	27.02	83.06	18.45	40.38
BRD-K88868628	CP	iodoacetic-acid	cysteine peptidase inhibitor			1.69, 1.13	50.18	1.67, 0.34	37.50	0.00	49.75	18.50	22.46	76.83	13.22	93.92	10.03	67.98	16.23	48.75	78.49	83.44	62.35	83.70	83.67	60.77	33.04	50.62
BRD-A10420615	CP	cyclopiazonic-acid	ATPase inhibitor	ATP2A1	ATPase inhibitor	2.14, 1.07	50.18	1.99, 0.56	5.13	20.92	30.96	47.52	72.36	93.70	29.73	12.64	32.07	74.46	30.91	64.00	69.66	63.49	79.20	83.54	29.06	52.84	73.21	36.74
BRD-A59985574	CP	topotecan	topoisomerase inhibitor	TOP1, TOP1MT	Topoisomerase inhibitor	5.65, 2.26	50.17	3.25, 0.84	40.73	-10.62	82.24	59.61	24.94	5.98	95.54	79.93	4.54	85.05	22.41	-13.14	94.17	93.38	36.52	93.73	28.49	3.06	87.43	98.34
BRD-A85280935	CP	quinpirole	dopamine receptor agonist	DRD2, DRD3, DRD4, DRD1, HTR1A, HTR2A, HTR2B, HTR2C		2.82, 2.26	50.13	1.22, 0.32	30.46	81.74	35.12	56.75	75.35	27.67	17.04	46.03	97.57	81.21	12.84	20.82	42.64	67.31	12.79	54.23	60.60	58.08	25.76	64.70
BRD-K82823076	CP	RO-15-4513	GABA benzodiazepine site receptor inverse agonist	GABRA1, GABRA2, GABRA3, GABRA5, GABRA4, GABRA6, GABRB2, GABRG2		5.88, 3.74	50.06	0.78, 0.16	46.97	74.26	0.60	68.83	69.47	25.06	5.94	7.15	59.09	95.70	71.03	7.69	59.57	37.35	19.60	2.18	86.39	53.15	18.61	78.85
BRD-K77641333	CP	naphazoline	adrenergic receptor agonist, peptide agonist	ADRA1A, ADRA2A		4.28, 3.21	50.06	1.15, 0.33	33.80	93.20	1.73	86.65	50.22	1.23	93.79	86.03	86.41	83.12	49.89	31.57	18.06	73.83	34.54	48.11	4.79	79.40	12.09	63.94
BRD-K62289640	CP	lylamine	cannabinoid receptor agonist	CNR1		14.44, 7.49	50.02	1.65, 0.63	14.13	-21.68	100.00	63.86	9.23	99.65	23.05	64.41	5.65	15.13	46.46	99.58	12.53	2.35	98.91	86.06	53.58	55.82	89.49	16.03
BRD-A96485169	CP	EBPC	aldose reductase inhibitor	AKR1B1		6.42, 4.28	49.94	0.77, 0.24	29.54	11.94	20.93	77.12	94.78	12.31	6.56	72.09	90.45	58.71	18.32	10.89	68.54	77.65	13.88	39.31	99.93	92.77	76.66	41.18
BRD-K67868012	CP	PI-103	PI3K inhibitor, mTOR inhibitor	PIK3CA, PIK3CG, MTOR, PIK3CB, PIK3CD, PRKDC	MTOR inhibitor, PI3K inhibitor	8.56, 5.35	49.93	1.93, 0.66	44.28	-48.36	93.89	44.34	86.40	89.00	23.70	12.06	10.59	58.49	22.53	67.09	55.52	66.47	81.61	99.93	20.43	20.39	97.52	12.30
BRD-K78122587	CP	NNC-55-0396	T-type calcium channel blocker	CATSPER1, CATSPER2, CATSPER3, CATSPER4	T-type calcium channel blocker	11.76, 6.95	49.92	1.65, 0.48	59.46	-43.63	99.68	16.11	49.50	99.93	20.51	38.82	15.35	76.45	1.92	99.30	46.21	48.44	99.07	90.88	71.40	50.33	95.94	18.35
BRD-K59469039	CP	AG-879	angiogenesis inhibitor, EGFR inhibitor, tyrosine kinase inhibitor, VEGFR inhibitor	ERBB2, KDR, NTRK1	EGFR inhibitor, VEGFR inhibitor	3.21, 1.60	49.91	2.11, 0.65	5.18	-66.65	5.02	30.49	61.80	97.76	95.00	66.85	61.38	17.21	13.67	1.73	52.95	46.86	88.83	93.41	27.91	85.09	97.36	45.32
BRD-A82656074	CP	naltrindole	opioid receptor antagonist	OPRD1, OPRK1, OPRM1		5.88, 3.74	49.86	0.94, 0.36	68.65	19.05	97.82	68.62	59.64	73.35	12.22	32.01	7.70	12.13	14.56	68.36	11.08	22.47	89.02	41.21	35.23	63.98	72.44	58.52
BRD-K78485176	CP	olmesartan	angiotensin receptor antagonist, angiotensin antagonist	AGTR1	Angiotensin receptor antagonist	7.49, 2.67	49.85	0.98, 0.26	64.88	42.87	41.50	81.74	33.63	36.02	49.45	50.25	83.94	74.26	77.26	14.61	98.45	27.62	9.34	54.00	59.44	16.01	77.82	29.82
BRD-K76698671	CP	HNHA	HDAC inhibitor	HDAC1		4.28, 1.60	49.81	0.94, 0.40	10.07	91.34	54.80	35.07	78.09	22.21	94.80	75.87	26.14	48.58	77.30	29.34	21.82	72.40	7.80	46.15	91.56	38.65	51.04	85.19
BRD-K78373679	CP	RO-3306	CDK inhibitor	CDK1	CDK inhibitor	6.21, 1.13	49.81	1.35, 0.31	18.15	-8.30	51.40	30.52	46.94	85.61	28.69	98.70	96.51	56.08	4.76	48.22	68.68	32.81	75.40	87.87	16.78	40.54	79.20	80.00
BRD-K53263234	CP	CITCO	constitutive androstane receptor (CAR) agonist	NR1I3		4.52, 2.26	49.78	1.18, 0.35	45.36	54.21	0.63	61.03	94.72	27.87	11.80	70.55	95.19	77.50	74.64	20.55	24.07	20.35	9.65	59.20	16.07	18.19	71.70	61.47
BRD-A13650332	CP	flucloxacillin	antibiotic of the penicillin class			3.74, 2.14	49.77	1.03, 0.22	5.18	86.50	68.02	97.32	27.11	23.94	43.39	15.13	64.54	52.52	92.00	8.08	94.41	47.03	25.27	40.50	58.07	-15.08	54.95	78.86
BRD-K32398298	CP	alprazolam	GABA benzodiazepine site receptor agonist, benzodiazepine receptor agonist	GABRA1, GABRA2, GABRA3, GABRA5, CYP3A5, GABRA4, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ		6.25, 3.75	49.76	1.10, 0.50	86.30	31.37	55.96	63.56	99.08	0.70	33.54	66.20	88.74	1.44	5.11	9.68	43.57	4.97	6.49	67.94	63.97	84.13	22.29	90.44
BRD-K37848908	CP	ceforanide	cell wall synthesis inhibitor, penicillin binding protein inhibitor			5.35, 3.74	49.76	0.76, 0.32	26.53	48.66	55.10	27.90	22.29	71.80	98.10	17.30	15.03	92.41	21.04	52.00	57.92	77.16	50.86	62.00	48.01	50.88	13.50	20.63
BRD-A92177080	CP	betamethasone	corticosteroid agonist, glucocorticoid receptor agonist	NR3C1	Glucocorticoid receptor agonist	5.88, 2.14	49.69	1.30, 0.82	65.30	29.34	1.90	88.30	26.21	8.49	53.16	95.64	99.75	46.22	19.77	-0.99	77.47	57.68	36.92	6.29	66.75	-16.08	82.73	87.75
BRD-A38747044	CP	KU-14R	pancreatic β-cell I3 binding site antagonist			3.21, 1.60	49.67	0.89, 0.27	22.77	98.31	-2.89	94.37	86.99	4.07	10.79	65.13	4.92	20.23	38.44	-4.21	48.02	68.20	2.47	53.02	53.32	51.31	68.51	77.18
BRD-A24122750	CP	saclofen	GABA receptor antagonist	GABBR1, GABBR2, KCTD12, KCTD16, KCTD8	GABA receptor antagonist	8.02, 4.81	49.66	0.99, 0.32	41.22	99.58	19.74	90.06	83.45	22.43	14.05	73.27	54.40	47.33	79.83	51.99	86.54	18.12	25.52	44.64	99.00	32.82	42.33	99.44
BRD-A37347161	CP	BRL-52537	opioid receptor agonist	OPRK1		3.39, 0.56	49.65	1.23, 0.41	46.26	40.56	6.18	52.19	78.54	32.71	13.81	57.06	59.18	47.12	11.56	53.12	78.66	29.71	1.76	81.29	24.65	83.84	80.76	83.85
BRD-K90333595	CP	phentolamine	adrenergic receptor antagonist	ADRA1A, ADRA2A, ADRA1B, ADRA1D, ADRA2B, ADRA2C		4.28, 0.53	49.65	0.94, 0.23	4.03	64.52	11.09	58.11	13.30	34.45	95.61	47.74	8.74	41.97	71.53	77.33	36.13	75.09	35.69	69.29	51.56	77.79	66.62	35.35
BRD-K51223576	CP	AG-99	tyrosine kinase inhibitor	EGFR		4.52, 2.26	49.65	1.05, 0.27	41.10	94.22	20.70	94.87	52.59	65.30	22.71	12.18	57.03	71.87	32.76	31.01	25.11	22.20	46.70	57.59	55.81	93.95	56.18	42.01
BRD-K28143534	CP	cyproheptadine	histamine receptor antagonist, serotonin receptor antagonist	HRH1, ADRA1A, ADRA1B, ADRA1D, CHRM1, CHRM2, CHRM3, HTR2A, HTR2B, HTR2C, HTR6, HTR7		2.67, 2.14	49.57	1.19, 0.47	55.21	28.28	86.59	48.64	74.38	24.60	67.45	36.65	10.95	50.51	17.39	-10.49	31.41	89.35	63.45	66.11	65.19	33.84	56.60	34.02
BRD-K14993104	CP	bemegride	chemoreceptor agonist	GABRA1		4.81, 1.60	49.57	0.85, 0.27	16.52	50.11	2.36	59.78	95.53	9.04	87.19	65.01	8.56	79.62	52.31	7.53	21.16	46.88	48.31	12.05	76.87	71.84	49.02	77.69
BRD-A93206962	CP	L-755507	adrenergic receptor agonist, adrenergic receptor partial agonist	ADRB3, ADRB1, ADRB2		8.02, 3.21	49.56	0.58, 0.15	47.11	81.02	63.27	94.27	11.08	83.85	49.12	35.62	18.81	60.88	50.01	94.14	44.32	6.26	93.60	43.27	5.04	62.00	77.28	29.75
BRD-K25311561	CP	KU-55933	ATM kinase inhibitor	ATM, PRKDC		6.95, 2.14	49.56	0.84, 0.26	66.74	23.76	80.87	52.74	38.46	76.46	50.89	16.68	41.80	22.08	35.93	84.48	48.23	7.17	85.13	94.43	16.89	45.40	74.73	88.67
BRD-A50928468	CP	norgestrel	progesterone receptor agonist	CYP2E1, PGR	Progesterone receptor agonist	1.60, 1.07	49.55	1.06, 0.30	5.30	-29.23	49.01	50.08	65.56	10.53	54.97	79.25	94.36	76.13	28.03	6.04	62.04	50.37	10.60	31.79	67.98	-25.48	33.84	85.78
BRD-A94413429	CP	NTNCB	neuropeptide receptor antagonist	NPY5R		11.76, 9.09	49.54	1.69, 0.73	49.01	-47.17	99.19	15.29	17.26	99.93	8.92	3.66	87.94	50.07	12.03	99.22	18.24	68.43	96.69	61.74	8.71	52.77	97.89	15.11
BRD-K26521938	CP	dinoprostone	prostanoid receptor agonist	PTGER2, PTGER1, PTGER3, PTGER4, CATSPER1, CATSPER2, CATSPER3, CATSPER4, PTGDR, PTGDR2, PTGFR, TBXA2R		4.28, 3.21	49.51	0.90, 0.27	69.59	56.77	-0.60	63.60	39.34	10.36	33.85	51.39	71.76	47.64	16.27	-4.91	83.66	7.34	9.94	11.55	70.98	55.08	59.82	91.39
BRD-K88611939	CP	aniracetam	glutamate receptor agonist	DRD2, GRIA1, GRIA2, GRIA3, HTR2A, GRIA4		8.56, 3.74	49.49	0.52, 0.08	48.87	19.53	2.89	95.46	82.84	-0.25	8.24	56.56	57.23	50.12	58.00	31.04	77.25	11.00	39.57	16.05	99.89	77.52	9.95	87.36
BRD-A74980173	CP	gatifloxacin	topoisomerase inhibitor, DNA gyrase inhibitor		Bacterial DNA gyrase inhibitor	2.67, 1.07	49.49	1.95, 0.56	4.68	23.87	79.83	50.90	63.03	48.07	3.78	42.87	30.52	85.64	0.73	12.52	76.10	27.48	14.39	63.63	63.83	57.75	52.93	57.16
BRD-A71203467	CP	l-stepholidine	dopamine receptor antagonist, dopamine receptor agonist	DRD2, DRD1		3.95, 1.13	49.47	1.03, 0.30	70.45	38.27	53.68	91.47	76.37	24.05	23.30	38.80	47.36	87.70	48.82	39.55	96.76	35.90	6.84	71.38	50.11	89.23	77.88	36.93
BRD-K12079898	CP	PD-160170	neuropeptide receptor antagonist	NPY1R		1.60, 0.00	49.46	1.17, 0.32	11.61	36.38	9.61	70.75	25.61	76.20	19.11	75.29	80.78	5.81	0.14	75.83	13.64	32.06	86.03	77.99	65.81	56.17	58.20	42.76
BRD-A02713983	CP	dihydrodeoxygedunin	growth factor receptor activator	NTRK2		5.08, 2.26	49.42	1.14, 0.33	49.93	67.80	8.39	48.91	95.28	57.04	33.65	14.82	95.88	51.24	79.61	51.48	38.60	34.57	7.40	84.25	7.92	48.85	45.32	69.32
BRD-K80315159	CP	DPPE	histamine receptor antagonist	ABCB1, HRH1		4.81, 2.14	49.42	0.92, 0.18	59.19	95.54	96.19	30.06	-20.84	72.83	45.24	38.43	21.65	51.02	44.73	52.37	78.74	8.68	73.26	47.81	45.21	-13.68	83.82	90.01
BRD-K64514229	CP	toltrazuril	anti-protozoal			4.28, 2.67	49.38	0.67, 0.16	40.00	98.97	1.69	81.85	91.55	8.73	54.41	51.98	39.92	70.76	80.27	46.78	44.39	66.28	10.87	40.80	23.54	41.33	53.37	79.61
BRD-A82590476	CP	SDZ-NKT-343	tachykinin antagonist	TACR1	Tachykinin antagonist	4.81, 3.21	49.36	0.82, 0.22	32.58	36.87	45.98	83.05	31.61	60.26	29.31	42.75	70.81	25.73	65.24	20.05	73.67	33.25	52.75	62.54	26.59	65.93	83.38	87.48
BRD-K47869605	CP	podophyllotoxin	caspase activator, insulin growth factor receptor inhibitor, microtubule inhibitor, tubulin inhibitor	IGF1R, CASP3, TOP2A, TUBA4A, TUBB	Tubulin inhibitor	3.21, 0.53	49.35	1.50, 0.43	43.76	14.61	11.12	54.94	57.17	62.83	16.55	86.15	1.02	29.63	23.44	-89.96	62.17	59.87	74.79	12.59	87.56	57.52	82.85	7.22
BRD-K19540840	CP	saracatinib	src inhibitor, Abl kinase inhibitor	SRC, ABL1, LCK, YES1	SRC inhibitor	7.49, 3.21	49.34	1.24, 0.47	25.34	4.09	93.94	20.86	64.96	89.35	49.80	48.88	9.51	61.63	21.90	66.05	58.25	32.45	86.79	8.30	19.14	29.49	96.87	95.29
BRD-K30197592	CP	5-methoxytryptamine	serotonin receptor agonist	HTR2A, HTR6, HTR1B, HTR1D, HTR1E, HTR1F, HTR2C, HTR4, HTR7, TRPM8		3.74, 1.60	49.27	1.44, 0.44	29.37	79.58	-1.90	73.21	91.14	16.21	85.26	51.96	32.94	41.73	73.76	14.54	11.56	55.50	46.58	56.87	45.39	67.18	45.19	85.67
BRD-K38477985	CP	malonoben	protein tyrosine kinase inhibitor, tyrosine kinase inhibitor	EGFR		3.74, 1.07	49.26	1.84, 0.60	12.72	-49.60	12.32	23.44	17.36	98.84	57.76	44.18	7.47	45.87	13.85	81.67	68.58	63.91	97.18	82.58	63.34	71.62	52.66	-10.45
BRD-A54490543	CP	pirlindole	monoamine oxidase inhibitor	MAOA, SLC6A2, SLC6A4		2.82, 1.13	49.26	0.98, 0.24	51.70	37.11	89.91	19.16	81.12	64.85	12.43	56.48	7.28	72.34	7.22	31.33	15.32	17.76	67.99	65.47	40.03	84.05	90.83	46.82
BRD-K44094599	CP	tacrolimus	calcineurin inhibitor, FK506-binding protein inhibitor, immunosuppressant, insulin expression inhibitor, interleukin receptor antagonist, macrolide calcineurin inhibitor, rotamase inhibitor, T cell inhibitor	FKBP1A, CYP3A5, CYP3A7		8.13, 4.38	49.25	1.22, 0.44	63.18	76.61	-3.24	52.59	45.91	12.98	37.31	98.77	98.29	15.22	5.64	80.16	-56.63	97.04	73.86	10.08	4.96	83.49	75.33	14.40
BRD-K26664453	CP	cytochalasin-b	microtubule inhibitor, phagocytosis inhibitor	ACTB		12.30, 4.81	49.22	2.51, 0.58	13.14	16.63	94.36	24.59	20.67	95.38	93.08	12.14	8.81	95.57	15.49	93.73	37.59	43.53	89.35	98.56	26.77	97.04	99.86	54.92
BRD-K68620903	CP	dydrogesterone	progesterone receptor agonist	PGR		9.09, 4.28	49.22	0.98, 0.32	36.58	91.07	-3.21	81.79	77.96	5.51	98.56	75.10	19.31	14.10	98.47	29.62	36.39	61.86	32.30	24.22	74.88	80.76	32.83	96.28
BRD-K76617868	CP	fasudil	ROCK inhibitor, calcium sensitizer, PKA inhibitor, protein kinase inhibitor, rho associated kinase inhibitor	ROCK1, ROCK2, PKIA, PRKACA	PKA inhibitor, Rho associated kinase inhibitor	8.56, 3.21	49.18	0.91, 0.25	7.13	36.96	91.47	52.26	86.25	83.03	46.10	26.96	3.85	74.55	27.83	58.42	23.05	29.56	15.46	20.49	99.93	99.82	88.47	99.22
BRD-K15842202	CP	eudesmic-acid	in touchstone			5.15, 3.09	49.14	1.62, 0.36	70.43	16.98	80.04	98.44	23.97	38.85	34.85	56.87	76.37	94.64	39.32	-15.00	64.49	41.41	38.64	81.92	96.89	33.91	33.85	99.61
BRD-K54665485	CP	R-59022	diacylglycerol kinase inhibitor, protein kinase inhibitor	DGKA		3.39, 2.26	49.11	1.57, 0.51	47.46	93.34	25.87	58.22	34.16	83.01	27.65	74.87	75.64	25.34	59.75	11.93	66.56	32.44	25.29	21.66	7.69	73.13	50.77	72.17
BRD-K97158071	CP	droperidol	dopamine receptor antagonist, dopamine receptor	DRD2, ADRA1A	Dopamine receptor antagonist	6.42, 4.28	49.10	0.52, 0.11	48.31	81.62	39.51	54.31	99.19	21.49	49.89	43.63	11.30	18.61	31.61	23.88	96.71	85.53	28.99	5.21	71.07	82.68	76.62	65.94
BRD-K57930253	CP	nitrazepam	GABA benzodiazepine site receptor agonist	GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GABRR1, GABRR2, GABRR3, SCN1A	Benzodiazepine receptor agonist	5.00, 1.88	49.09	1.19, 0.33	77.03	50.20	24.14	18.93	97.82	43.44	25.41	34.00	32.76	35.51	27.07	69.20	49.80	97.39	55.77	69.22	48.39	96.90	70.81	47.78
BRD-A96255180	CP	ribavirin	antiviral guanosine ribonucleoside analog, IMPDH inhibitor, inosine monophosphate dehydrogenase inhibitor	IMPDH1, ADK, ENPP1, IMPDH2, NT5C2		3.74, 1.60	49.09	1.03, 0.22	24.56	70.70	47.86	18.37	78.07	13.34	50.32	22.62	22.57	47.18	21.39	58.42	78.75	20.41	55.23	69.85	50.68	77.59	17.46	91.93
BRD-K22828899	CP	TUL-XXI039	serine/threonine kinase inhibitor			3.39, 1.69	49.08	1.26, 0.35	73.62	13.60	0.60	98.30	94.06	14.95	59.24	27.05	59.48	10.93	54.09	21.41	92.38	93.09	21.46	6.68	87.07	44.07	40.27	89.88
BRD-K04546108	CP	JAK3-inhibitor-VI	JAK inhibitor	JAK3	JAK inhibitor	4.28, 2.14	49.06	1.86, 0.65	75.02	-69.42	15.05	67.92	74.68	22.43	52.45	75.74	15.58	83.09	6.06	-66.79	83.38	45.66	29.16	2.15	99.93	53.04	64.35	27.83
BRD-K37561857	CP	zardaverine	phosphodiesterase inhibitor	PDE4D, PDE3A, PDE4A, PDE4B, PDE4C		2.67, 1.60	49.04	0.61, 0.11	70.45	41.08	61.50	58.55	60.03	20.38	58.90	73.38	3.34	59.02	33.62	27.67	49.31	7.48	12.82	15.10	48.77	61.85	6.93	87.33
BRD-K54233340	CP	dorsomorphin	AMPK inhibitor, DNA damaging, TGF beta receptor inhibitor	ACVR1, BMPR1A, BMPR1B, EPHA2, FKBP1A, FLT1, FLT3, KDR, LCK, MKNK1, PRKAA1, RPS6KA1, SRC		2.67, 0.00	49.01	1.16, 0.24	48.43	-85.99	91.97	28.51	67.54	85.13	21.24	62.20	2.78	41.96	7.80	7.58	78.82	29.25	72.92	49.60	81.42	64.10	90.56	33.80
BRD-K29582677	CP	flunarizine	calcium channel blocker, T-type calcium channel blocker	CACNA1G, CACNA1H, CACNA1I, CALM1, CYP2J2, HRH1		5.88, 2.67	48.99	0.92, 0.23	15.99	98.31	-10.05	44.39	60.49	61.48	84.20	58.42	53.20	59.45	44.77	73.87	20.68	80.56	33.99	34.89	16.08	60.37	4.23	29.13
BRD-K04170657	CP	psoromic-acid	Rab-Prenylation Inhibitor			6.19, 3.09	48.94	1.73, 0.28	71.11	99.90	1.27	53.83	99.75	42.03	62.43	92.95	6.81	32.77	26.55	44.05	-18.26	44.01	94.50	36.93	76.47	79.06	96.30	22.04
BRD-K68190965	CP	GR-46611	serotonin receptor agonist	HTR1D		3.21, 2.14	48.93	0.63, 0.13	12.73	82.39	48.14	87.02	38.87	64.19	32.98	49.73	35.11	65.51	19.67	55.09	15.75	17.73	89.00	74.92	72.31	-15.12	14.35	74.40
