#1.3
2429	20	8	25
id	type	name	description	target	belongs_to	pc	median_tau_score	ts_pc	BRD-K28936863-summary	BRD-K78659596-summary	BRD-K37516142-summary	BRD-K93618743-summary	BRD-K49404994-summary	BRD-K49671696-summary	BRD-K08547377-summary	BRD-K92723993-summary	BRD-K38436528-summary	BRD-K93460210-summary	BRD-K78692225-summary	BRD-A72711497-summary	BRD-K02992638-summary	BRD-K60038276-summary	BRD-K10961822-summary	BRD-K09471561-summary	BRD-A48570745-summary	BRD-A95869247-summary	BRD-K88789588-summary	BRD-A90799790-summary
BRD-K07881437	CP	danusertib	Aurora kinase inhibitor, growth factor receptor inhibitor, Abl kinase inhibitor, Bcr-Abl kinase inhibitor, FGFR inhibitor, mitotic inhibitor, protein kinase inhibitor, RET tyrosine kinase inhibitor	AURKA, AURKB, AURKC, FGFR1, NTRK1, RET, BCR, SLK	Aurora kinase inhibitor	3.33, 1.67	39.44	2.02, 0.48	-3.62	65.26	41.34	29.31	35.37	64.05	66.82	16.36	9.01	61.55	67.53	37.54	17.85	0.39	83.33	79.54	12.60	20.37	75.96	73.97
BRD-A74500471	CP	ethambutol	bacterial arabinosyl transferase inhibitor		Bacterial cell wall synthesis inhibitor	8.33, 6.11	39.43	1.17, 0.41	2.33	6.98	75.80	88.57	48.38	83.58	36.30	86.13	5.07	42.57	29.80	3.52	99.15	33.36	91.93	52.55	-22.22	15.17	8.89	65.69
BRD-K84663978	CP	trequinsin	phosphodiesterase inhibitor, platelet aggregation inhibitor, potassium channel blocker	PDE4A, PDE4B, PDE4C, PDE4D, PDE5A, PTGIR		1.11, 0.00	39.43	0.55, 0.36	6.30	38.27	75.28	14.94	51.71	41.93	48.17	67.08	10.60	39.64	35.75	0.00	39.23	44.21	54.17	71.80	46.70	13.38	38.24	30.22
BRD-K12102668	CP	nialamide	monoamine oxidase inhibitor	COMT, MAOA, MAOB		1.11, 0.56	39.41	1.83, 0.55	43.73	1.80	27.93	51.27	67.12	94.51	30.48	57.20	3.43	43.92	40.19	38.64	85.73	74.87	14.22	35.09	22.16	18.41	12.23	45.19
BRD-K07265709	CP	razoxane	topoisomerase inhibitor, chelating agent	TOP2A, TOP2B		3.89, 2.22	39.41	0.93, 0.33	-4.23	1.51	43.52	17.47	66.55	74.55	74.98	10.33	6.00	24.35	35.29	47.51	53.96	54.61	81.35	82.90	16.84	27.40	82.63	29.47
BRD-K92049597	CP	triamterene	sodium channel blocker	SCNN1A, SCNN1B, SCNN1G, SCNN1D	Sodium channel blocker	3.89, 1.11	39.37	0.78, 0.23	2.71	6.38	37.27	43.08	68.99	28.67	41.47	21.21	15.78	43.26	20.55	1.48	46.85	85.00	60.06	31.10	85.66	83.44	15.26	68.53
BRD-A55594068	CP	vinblastine	microtubule formation inhibitor, tubulin inhibitor, tubulin polymerisation inhibitor	TUBB, JUN, TUBA1A, TUBD1, TUBE1, TUBG1	Tubulin inhibitor	4.44, 2.22	39.36	1.43, 0.39	5.64	92.49	56.47	42.54	16.45	48.85	16.36	56.45	24.52	47.23	11.87	87.21	1.37	40.12	55.92	31.72	90.91	8.35	12.93	38.60
BRD-K41859756	CP	NVP-AUY922	HSP inhibitor	HSP90AA1, HSP90AA2, HSP90AB1	HSP inhibitor	7.22, 4.44	39.36	1.22, 0.41	22.77	98.45	25.63	62.93	46.20	40.78	0.63	0.30	43.35	15.95	61.55	89.20	15.54	37.94	47.05	46.17	77.37	18.80	5.38	33.54
BRD-K67831364	CP	ZM-323881	vascular endothelial growth factor receptor 2 (VEGFR2) inhibitor, VEGFR inhibitor	KDR	VEGFR inhibitor	5.56, 3.89	39.36	0.82, 0.20	97.71	3.90	60.88	88.26	17.13	94.66	0.67	-29.11	23.89	43.53	80.57	-39.89	62.02	43.57	20.15	32.25	35.19	6.67	49.07	81.63
BRD-K09537769	CP	NU-7026	DNA dependent protein kinase inhibitor, mTOR inhibitor, PI3K inhibitor	PRKDC	DNA dependent protein kinase inhibitor, MTOR inhibitor, PI3K inhibitor	6.11, 2.22	39.35	1.02, 0.35	93.08	0.00	29.20	67.38	51.88	45.97	-13.50	39.27	17.14	27.44	98.52	3.98	66.84	41.35	39.44	12.07	76.99	30.23	99.61	5.54
BRD-K67844266	CP	MLN-4924	nedd activating enzyme inhibitor	NAE1, UBA3		10.56, 9.44	39.32	2.53, 0.74	6.15	98.70	43.97	57.76	70.45	42.56	98.59	24.49	49.92	25.56	23.74	80.76	4.16	13.15	27.67	51.86	36.08	26.73	3.14	73.42
BRD-K71799949	CP	carbamazepine	potassium channel modulator, Sodium Channel  Blockers, sodium channel blocker, voltage-gated sodium channel blocker	ABCB1, CYP1A2, CYP3A4, SCN1A, SCN3A, SCN5A		6.11, 4.44	39.32	0.68, 0.16	62.61	5.77	47.16	67.31	69.35	63.14	18.23	24.11	38.37	30.79	36.79	1.34	44.00	16.69	40.27	62.88	19.97	79.94	98.46	38.24
BRD-K13049116	CP	BMS-754807	insulin growth factor receptor inhibitor	IGF1R, AKT1	IGF-1 inhibitor	2.22, 1.11	39.31	2.85, 0.90	46.45	4.55	43.51	30.45	32.41	8.10	10.15	4.60	97.60	48.84	84.98	85.32	6.31	5.99	47.36	60.33	90.75	71.16	4.65	35.12
BRD-K11696279	CP	BU-239	imidazoline receptor agonist, imidazoline receptor ligand		Imidazoline ligand	5.00, 3.33	39.31	1.22, 0.47	45.42	1.37	25.78	64.95	81.27	89.33	64.19	15.12	1.23	25.16	64.50	8.66	26.92	99.33	69.23	62.74	22.80	42.28	15.27	36.34
BRD-K82823076	CP	RO-15-4513	GABA benzodiazepine site receptor inverse agonist	GABRA1, GABRA2, GABRA3, GABRA5, GABRA4, GABRA6, GABRB2, GABRG2		2.78, 1.11	39.29	0.78, 0.16	23.14	15.37	8.58	37.60	98.24	17.61	14.12	11.61	90.97	68.47	47.73	12.14	73.15	12.32	73.99	45.65	40.98	72.63	56.01	35.81
BRD-K44497846	CP	enalapril	angiotensin converting enzyme inhibitor, angiotensin receptor blocker	ACE		5.29, 4.12	39.27	1.09, 0.33	7.89	11.99	54.91	60.41	90.26	36.64	13.40	0.00	13.65	41.91	57.82	-1.27	43.90	44.04	28.51	88.94	48.51	19.18	17.01	84.61
BRD-K60476892	CP	YC-1	activator of soluble guanylyl cyclase, guanylate cyclase activator, hypoxia inducible factor inhibitor	HIF1A, GUCY1A2, GUCY1A3, GUCY1B3		3.89, 2.22	39.27	0.66, 0.16	23.32	84.97	48.74	28.98	12.38	50.45	91.07	-0.21	65.19	34.16	35.84	55.22	16.24	50.23	51.45	0.17	67.45	42.70	29.39	8.04
BRD-A02180903	CP	betamethasone	corticosteroid agonist, glucocorticoid receptor agonist	NR3C1	Glucocorticoid receptor agonist	2.78, 1.67	39.24	1.63, 0.90	-1.02	9.21	47.42	76.02	55.32	68.59	0.49	2.23	40.02	38.45	3.52	-55.23	9.95	59.59	63.02	35.50	-20.67	59.24	50.04	62.56
BRD-K87919739	CP	tyrphostin-AG-825	receptor tyrosine protein kinase inhibitor	ERBB2		5.00, 2.78	39.24	1.22, 0.33	22.23	36.50	57.62	56.70	40.94	98.91	64.69	60.77	10.05	55.45	10.51	3.84	92.76	87.58	3.86	33.61	38.52	8.51	3.17	39.95
BRD-K82255054	CP	propofol	membrane integrity inhibitor, membrane permeability inhibitor, TRPV agonist	CYP2B6, FAAH, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, SCN2A, SCN4A, TRPV1		2.22, 0.00	39.18	0.66, 0.17	25.41	9.57	4.02	40.15	58.72	46.48	6.83	24.32	35.58	40.51	58.16	-9.96	56.61	94.93	10.61	42.24	42.67	17.05	79.01	38.20
BRD-K92758126	CP	gibberellic-acid	NFkB pathway modulator	AADACL2		3.33, 1.11	39.16	0.84, 0.18	94.82	-1.55	6.16	89.16	75.95	29.32	4.09	-29.50	15.75	48.44	94.59	11.50	8.82	49.00	40.52	23.40	37.80	49.21	59.71	70.95
BRD-K38003476	CP	clocortolone	glucocorticoid receptor agonist	NR3C1, PLA2G1B	Glucocorticoid receptor agonist	1.67, 1.11	39.15	1.40, 0.59	39.98	84.44	19.09	76.84	72.62	38.32	35.93	-3.66	29.91	21.03	11.08	66.25	4.98	68.21	59.85	11.62	44.98	67.63	68.39	33.94
BRD-K97309399	CP	thiothixene	dopamine receptor, dopamine receptor antagonist	HTR2A, DRD1, DRD2, HRH1	Dopamine receptor antagonist	3.33, 1.11	39.14	1.48, 0.45	23.03	87.80	18.05	39.19	15.26	82.47	78.60	81.64	99.68	34.54	43.69	96.34	11.85	0.92	38.72	75.07	86.87	39.08	10.74	3.88
BRD-K52930707	CP	rescinnamine	angiotensin converting enzyme inhibitor	ACE		2.78, 1.67	39.13	1.10, 0.27	7.39	11.16	54.16	-24.62	87.92	71.42	77.71	9.48	97.82	3.79	59.37	39.43	70.34	10.18	22.92	11.30	53.59	67.86	38.83	9.57
BRD-K97764662	CP	PD-173074	FGFR inhibitor, VEGFR inhibitor	FGFR1, FGFR3, FGFR2, FGFR4, FLT1, FLT4, KDR, PDGFRA, PDGFRB	FGFR inhibitor, VEGFR inhibitor	6.11, 2.78	39.12	1.28, 0.40	11.25	85.22	31.27	39.94	42.00	38.30	50.07	97.64	80.68	17.37	23.73	87.87	6.94	13.57	17.72	34.41	92.10	56.73	89.27	34.10
BRD-K47693913	CP	evoxine	antagonist of strychnine and pentylenetrazole; enhances effects of narcotics			2.78, 1.67	39.08	0.94, 0.32	5.81	-24.18	54.58	62.26	33.48	69.19	-4.60	5.08	89.34	24.18	78.76	-30.85	57.92	42.09	36.06	80.84	11.95	43.90	9.85	63.82
BRD-K59369769	CP	tozasertib	Aurora kinase inhibitor, Bcr-Abl kinase inhibitor, FLT3 inhibitor, JAK inhibitor, Abl kinase inhibitor, mitotic inhibitor	AURKA, AURKB, ABL1, AURKC, BCR, FLT3, JAK2, DDR2, LCK	Aurora kinase inhibitor	1.11, 0.00	39.06	0.77, 0.23	35.81	69.78	15.77	63.56	68.63	39.60	74.37	29.10	23.82	15.94	38.53	66.61	22.25	29.06	41.90	77.74	52.84	20.28	40.13	36.49
BRD-K18036262	CP	L-168049	glucagon receptor antagonist, human glucagon receptor antagonist	GCGR		5.29, 2.35	39.01	1.31, 0.35	18.74	75.18	94.12	15.04	97.83	30.25	25.47	89.00	15.77	20.48	11.67	94.26	71.56	65.03	29.84	47.77	85.94	94.15	5.67	9.26
BRD-K61314889	CP	IWR-1-ENDO	PARP inhibitor	TNKS, TNKS2	PARP inhibitor	6.67, 3.89	39.01	0.58, 0.15	33.63	-6.45	60.52	86.90	65.96	43.40	2.61	38.47	33.85	39.55	52.23	-79.97	41.34	25.73	18.30	14.42	20.90	55.99	90.00	64.21
BRD-K10016611	CP	pyridine-2-aldoxime	acetylcholinesterase inhibitor	ACHE, BCHE		4.12, 1.76	38.99	1.45, 0.59	32.91	-5.25	84.04	40.53	92.45	56.56	14.67	24.10	70.65	37.46	65.83	-0.92	18.51	94.65	54.39	-0.74	73.18	50.34	32.39	37.39
BRD-K72029282	CP	probucol	atherogenesis inhibitor, cholesterol inhibitor, reducing agent	ABCA1, ABCB11, CES1		3.33, 2.22	38.96	1.40, 0.43	84.83	-0.74	77.85	14.48	87.00	38.38	10.00	3.98	25.06	63.08	51.70	0.27	9.13	44.73	63.08	89.51	26.97	85.31	2.48	39.54
BRD-A43331270	CP	niguldipine	adrenergic receptor antagonist, calcium channel blocker, calcium channel antagonist, calcium channel inhibitor	ADRA1A, CACNA1C, ADRA1B, ADRA1D		8.33, 5.00	38.95	2.22, 0.72	11.39	89.73	27.74	46.65	39.85	28.87	7.52	78.89	98.58	5.35	38.06	99.51	4.93	4.83	92.32	31.40	98.79	89.63	2.47	53.54
BRD-K65910366	CP	KUC103904N	opioid receptor antagonist			7.22, 3.89	38.95	0.86, 0.15	2.53	0.74	46.66	41.82	36.08	21.05	54.97	99.75	67.99	27.73	55.34	81.09	9.09	5.07	46.37	12.46	68.31	96.28	4.96	1.80
BRD-K19540840	CP	saracatinib	src inhibitor, Abl kinase inhibitor	SRC, ABL1, LCK, YES1	SRC inhibitor	3.33, 1.11	38.94	1.24, 0.47	42.38	-0.74	8.44	26.42	87.45	25.00	-17.63	78.13	97.63	29.99	59.92	71.60	12.02	20.16	35.51	51.68	78.39	58.46	91.70	11.74
BRD-K30197592	CP	5-methoxytryptamine	serotonin receptor agonist	HTR2A, HTR6, HTR1B, HTR1D, HTR1E, HTR1F, HTR2C, HTR4, HTR7, TRPM8		2.78, 2.22	38.92	1.44, 0.44	87.14	-3.17	83.19	82.01	26.59	21.09	46.54	22.17	1.23	48.10	13.24	-4.20	75.40	65.19	14.01	34.69	23.42	80.01	43.16	50.32
BRD-A90311807	CP	cilastatin	dehydropeptidase inhibitor	DPEP1		3.33, 1.11	38.92	0.95, 0.34	74.92	2.22	16.56	81.83	74.27	39.07	-0.14	-18.63	17.40	92.64	97.14	0.86	78.54	38.77	44.48	4.19	2.40	80.42	85.41	5.46
BRD-A38747044	CP	KU-14R	pancreatic β-cell I3 binding site antagonist			5.00, 4.44	38.91	0.89, 0.27	45.03	1.44	29.03	62.77	16.07	60.73	2.26	58.23	58.94	75.91	98.91	23.17	25.32	37.26	40.56	25.71	43.53	28.82	4.18	68.47
BRD-K75089421	CP	procainamide	sodium channel blocker, voltage-gated sodium channel blocker	SCN5A, DNMT1		3.33, 1.67	38.91	0.63, 0.13	48.35	9.98	34.29	50.21	48.95	88.34	8.96	16.54	36.25	55.30	24.88	-7.72	32.22	73.27	22.17	41.56	66.40	94.28	20.45	68.67
BRD-K23192422	CP	lestaurtinib	FLT3 inhibitor, growth factor receptor inhibitor, JAK inhibitor, apoptosis stimulant	FLT3, NTRK1, JAK2, NTRK2, NTRK3	FLT3 inhibitor, JAK inhibitor	4.44, 1.67	38.90	3.09, 0.86	2.59	2.22	38.66	62.21	93.15	62.83	93.83	3.00	3.88	37.90	58.40	1.37	68.65	65.27	93.80	39.14	8.47	12.35	58.33	13.10
BRD-A71009679	CP	KUC103420N	rho GTPase inhibitor, CDC inhibitor			3.33, 1.67	38.88	1.64, 0.38	7.51	65.06	45.20	48.14	15.84	-2.39	32.55	65.27	16.80	93.42	3.00	5.93	-2.78	55.06	54.21	60.83	23.54	57.87	12.03	59.00
BRD-K46056750	CP	AZD-7762	CHK inhibitor	CHEK1, CHEK2		2.78, 2.22	38.86	1.49, 0.57	35.31	23.41	27.05	42.41	92.33	66.01	93.37	4.69	23.07	29.10	78.68	61.65	24.30	34.07	55.61	97.76	74.24	34.56	29.65	65.86
BRD-K60219430	CP	serdemetan	MDM inhibitor, angiogenesis stimulant, apoptosis stimulant, oncogene inhibitor	MDM2		7.78, 5.00	38.79	1.31, 0.38	2.15	18.15	31.31	52.71	25.82	18.19	97.99	75.04	99.82	9.00	14.40	94.22	31.24	53.13	56.73	86.81	71.69	44.47	5.07	33.11
BRD-A10903566	CP	imiloxan	adrenergic receptor antagonist	ADRA2B		7.06, 5.29	38.77	1.17, 0.44	11.31	24.04	99.12	95.19	34.38	9.43	38.38	39.16	95.98	95.77	14.96	-22.94	29.77	23.19	90.62	39.74	12.12	86.67	54.50	99.89
BRD-K29113274	CP	ketoconazole	14-alpha demethylase inhibitor, androgen receptor ligand, aromatase inhibitor, cell wall synthesis inhibitor, cortisol synthesis inhibitor, P glycoprotein inhibitor, sterol demethylase inhibitor	AR, CYP19A1, CYP21A2, CYP2C19, CYP3A5, CYP3A7, KCNA10	Sterol demethylase inhibitor	8.13, 6.25	38.77	0.83, 0.18	32.74	53.42	-15.12	2.18	76.80	-29.85	51.59	97.48	85.72	10.79	20.93	75.75	76.74	3.62	10.62	15.22	90.55	27.10	44.79	82.58
BRD-A23072235	CP	pheniramine	acetylcholine receptor antagonist	HRH1		5.56, 2.78	38.74	0.61, 0.11	5.22	3.35	37.11	63.13	98.48	96.30	0.63	-14.02	90.03	54.85	79.96	-1.52	59.21	5.90	6.24	91.55	38.63	85.64	4.97	38.84
BRD-K50859149	CP	sulfafurazole	endothelin receptor antagonist, FOLP inhibitor		Dihydrofolate reductase inhibitor	5.56, 1.11	38.73	1.09, 0.25	95.04	6.50	85.86	42.58	76.74	73.41	21.08	19.70	33.92	34.09	-15.27	1.52	73.48	76.86	59.44	63.28	19.06	19.45	34.88	65.42
BRD-A50675702	CP	fipronil	GABA gated chloride channel blocker, glutamate gated chloride channel blocker			6.11, 4.44	38.72	0.72, 0.19	7.96	46.80	74.89	54.14	30.64	83.37	57.76	93.77	12.26	10.61	6.99	52.65	15.78	19.41	67.32	25.17	97.78	-42.27	-5.37	97.15
BRD-K79684402	CP	RO-10-5824	dopamine receptor partial agonist	DRD4		2.78, 1.11	38.68	1.47, 0.36	50.01	37.59	-11.44	8.99	58.86	-68.84	-54.99	60.81	39.77	25.33	41.68	10.46	55.52	13.25	45.68	26.17	48.10	5.34	57.23	45.40
BRD-K25905511	CP	buddleoflavonoloside	acetylcholinesterase inhibitor			2.78, 0.56	38.62	1.34, 0.43	95.12	5.47	39.77	18.53	38.70	40.52	34.30	32.80	1.37	83.97	72.46	-3.00	16.64	61.28	33.93	68.78	56.13	47.97	38.54	17.35
BRD-A55756846	CP	H-7	PKA inhibitor	PKIA, PRKACA, PRKAR1A	PKA inhibitor	5.56, 3.33	38.60	1.09, 0.32	83.33	29.56	27.39	42.34	96.65	44.83	86.81	69.32	7.41	88.40	56.10	0.00	15.24	32.55	93.05	14.96	34.87	32.51	94.53	32.92
BRD-K40965114	CP	cyanopindolol	adrenergic receptor antagonist	HTR1D		7.65, 2.94	38.56	1.40, 0.47	8.02	6.16	5.50	80.93	68.96	56.49	3.35	1.80	99.75	26.26	42.88	-0.84	13.03	42.01	62.74	35.11	34.10	96.69	47.06	89.08
BRD-A26002865	CP	verrucarin-a	protein synthesis inhibitor		Protein synthesis inhibitor	2.78, 1.11	38.56	2.76, 0.81	12.62	90.69	24.86	43.82	94.13	33.29	83.54	16.47	21.87	25.19	73.06	84.00	8.63	44.19	76.87	21.13	87.58	28.97	53.63	18.12
BRD-K08619574	CP	thioproperazine	dopamine receptor antagonist	ADRA1A, ADRA1B, DRD1, DRD2, HTR1A, HTR2A	Dopamine receptor antagonist	3.33, 1.67	38.56	0.81, 0.30	38.71	-8.09	63.61	39.26	80.46	69.85	34.61	65.88	36.75	18.40	38.40	47.60	73.06	95.27	10.67	21.15	26.19	91.03	2.61	7.55
BRD-K34581968	CP	BMS-536924	insulin growth factor receptor inhibitor, insulin receptor ligand	IGF1R, AKT1, CCNE1, CDK2, CYP3A4, ERBB2, INSR, KDR, LCK, MAPK1, MET, PDGFRA, PDGFRB	IGF-1 inhibitor	0.56, 0.00	38.56	2.15, 0.73	42.08	0.00	26.16	24.58	64.02	33.57	-30.45	27.11	84.73	35.03	93.00	26.35	22.39	58.89	46.83	54.78	44.26	32.61	43.76	63.98
BRD-A19500257	CP	geldanamycin	HSP inhibitor	HSP90AA1, HSP90AB1	HSP inhibitor	5.56, 3.33	38.55	0.99, 0.30	11.75	97.29	45.97	57.21	62.29	48.69	34.26	4.71	24.92	4.30	47.27	87.24	31.36	18.43	38.51	51.17	75.48	12.90	6.31	38.59
BRD-K89997465	CP	chlorpromazine	dopamine receptor, dopamine receptor antagonist, Kinesin-Like Spindle Protein  KIF11 (KSP, Eg5) Inhibitors	DRD2, ADRA2A, ADRA2B, ADRA2C, DRD1, DRD3, DRD4, DRD5, HRH1, HTR1A, HTR2A, HTR2C, HTR6, HTR7, ADRA1A, ADRA1B, ADRA1D, CALM1, CHRM1, CHRM3, HRH4, HTR2B, KCNH2, KIF11, ORM1, ORM2, SMPD1, TRPC5	Dopamine receptor antagonist	5.00, 1.11	38.53	1.59, 0.63	36.61	62.39	26.01	23.60	74.80	36.04	4.23	90.08	99.12	39.46	37.61	92.21	48.22	36.33	24.28	66.91	84.58	31.92	7.27	57.36
BRD-A07765530	CP	epinephrine	carbonic anhydrase activator, hormone, neurotransmitter	ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, ADRB3, PAH, TNF		7.06, 3.53	38.53	1.24, 0.66	28.90	21.99	47.26	45.60	85.10	66.16	33.96	61.57	14.09	27.41	93.71	43.91	11.66	80.03	43.10	33.08	5.27	73.12	-19.43	11.37
BRD-A38913120	CP	BH3I-1	BCL inhibitor	BCL2		3.33, 2.22	38.51	0.98, 0.30	32.79	1.09	72.15	80.93	62.17	62.19	76.64	8.21	5.74	20.84	4.90	-55.68	73.42	72.11	24.77	89.29	15.08	44.23	57.43	-6.02
BRD-K10177585	CP	PSB-11	adenosine receptor antagonist	ADORA3, ADORA1, ADORA2A		3.89, 2.22	38.49	1.27, 0.49	25.60	28.90	46.53	1.95	84.41	82.54	36.07	40.91	8.23	56.37	72.05	-6.17	26.85	56.10	14.35	22.39	32.24	93.11	42.38	84.66
BRD-A45333398	CP	periplocymarin	apoptosis inducer			3.53, 1.18	38.48	2.74, 0.73	6.10	89.92	76.07	18.53	92.71	35.84	47.18	41.11	42.59	20.95	18.00	76.17	4.33	7.04	8.07	53.65	85.66	24.36	23.44	90.87
BRD-K54472332	CP	elvitegravir	HIV integrase inhibitor, HIV inhibitor			6.11, 3.33	38.47	1.10, 0.33	82.28	35.94	87.17	10.55	63.90	90.49	42.36	98.24	3.84	4.02	12.51	33.82	19.95	40.99	29.82	8.66	77.89	11.69	81.19	42.32
BRD-K14681867	CP	somatostatin	somatostatin receptor agonist, growth hormone receptor antagonist, growth hormone release inhibitor, somatostatin receptor ligand	SSTR1, SSTR2, SSTR3, SSTR4, SSTR5, GH1, GHR, OPRD1, OPRM1		1.11, 0.56	38.46	0.93, 0.34	41.07	0.00	73.86	61.92	25.69	50.22	34.00	8.14	5.19	64.17	35.85	-18.68	45.75	92.89	56.47	56.45	10.60	51.49	14.98	34.37
BRD-K95785537	CP	PP-2	src inhibitor	SRC, LCK, ABL1, LYN, RIPK2	SRC inhibitor	1.67, 1.67	38.45	1.60, 0.53	44.10	-88.96	16.91	65.89	36.57	22.87	-9.61	41.58	76.12	49.15	98.91	55.08	9.60	40.27	36.63	40.97	86.56	34.72	14.49	19.37
BRD-K81376179	CP	TCS-359	FLT3 inhibitor	FLT3		2.35, 0.00	38.41	1.22, 0.43	1.34	27.72	80.67	80.03	43.12	33.71	0.00	82.76	75.46	6.22	52.58	-4.90	71.70	44.03	3.77	75.20	22.18	-3.52	31.36	69.09
BRD-K10467831	CP	tibolone	estrogen receptor agonist, androgen receptor agonist, progesterone receptor agonist, selective estrogen receptor modulator (SERM), steryl sulfatase inhibitor	AR, ESR1, PGR, STS	Androgen receptor modulator	6.67, 5.00	38.36	1.91, 0.58	99.47	36.75	19.47	56.27	31.43	90.62	6.93	1.34	0.03	17.74	72.89	6.82	97.52	65.37	51.23	90.62	17.18	34.23	39.98	77.93
BRD-A75402480	CP	desoxycorticosterone	mineralocorticoid receptor agonist			3.89, 1.67	38.34	1.09, 0.35	2.74	44.49	1.66	91.79	64.31	10.15	7.02	38.16	55.03	33.03	26.59	42.52	33.86	38.52	34.64	44.61	73.76	66.69	4.88	62.63
BRD-K79124250	CP	ioxaglic-acid	iodine contrast agent			5.56, 1.67	38.33	1.26, 0.44	73.68	21.73	74.46	59.97	61.72	27.61	0.35	24.60	10.35	38.07	98.45	3.17	86.72	93.69	19.30	97.22	37.01	38.59	13.11	91.34
BRD-K29950728	CP	clomifene	estrogen receptor antagonist, estrogen receptor modulator, selective estrogen receptor modulator (SERM), testosterone receptor agonist	ESR1, AR	Estrogen receptor antagonist	2.78, 1.67	38.32	0.81, 0.19	7.53	7.18	60.69	46.43	60.31	12.41	51.01	30.86	98.88	55.21	30.29	87.06	3.81	36.75	61.12	34.81	79.14	39.89	15.91	16.25
BRD-K30189597	CP	SYK-inhibitor	syk inhibitor	SYK		3.33, 1.67	38.32	0.99, 0.24	30.04	49.10	50.72	47.27	13.07	56.16	18.14	15.56	8.76	48.46	89.76	18.69	70.20	27.70	14.80	9.57	62.26	17.20	46.59	59.01
BRD-A95939040	CP	sertaconazole	sterol demethylase inhibitor, cell wall synthesis inhibitor			2.22, 1.11	38.31	0.74, 0.25	7.10	15.97	93.17	29.18	48.06	4.47	52.95	61.55	33.32	21.35	46.08	43.30	64.81	10.24	16.73	51.34	29.72	55.77	9.54	86.76
BRD-K28183345	CP	proguanil	dihydrofolate reductase inhibitor	CYP2C19, DHFR		5.56, 1.67	38.27	0.90, 0.27	45.64	8.16	22.90	69.62	89.07	57.26	12.44	23.39	45.78	52.62	51.95	1.26	34.17	91.89	15.15	10.66	78.29	3.24	3.44	42.38
BRD-K60038276	CP	irbesartan	angiotensin receptor antagonist, liver bile acid transporter inhibitor	AGTR1, JUN, SLC10A1	Angiotensin receptor antagonist	7.78, 7.22	38.27	0.58, 0.17	23.72	23.02	32.59	43.36	6.94	13.08	31.08	66.89	54.68	73.41	74.87	-1.52	33.19	99.99	48.14	77.76	26.36	51.21	69.62	17.48
BRD-K27450477	CP	EHNA	adenosine deaminase inhibitor	ADA, PDE2A, ADORA2A		5.00, 2.78	38.26	0.70, 0.22	17.00	43.41	68.81	71.51	63.63	30.07	28.08	76.85	3.25	30.86	13.92	6.52	21.21	33.12	85.25	80.65	46.37	47.44	2.56	64.24
BRD-A64227845	CP	SKF-77434	dopamine receptor agonist, dopamine receptor partial agonist	DRD1		5.00, 4.44	38.26	0.84, 0.34	4.06	1.44	20.32	49.66	64.24	69.37	0.63	21.31	13.61	90.72	82.67	0.88	7.96	30.20	93.56	61.49	46.32	84.97	9.99	72.95
BRD-A64092382	CP	mexiletine	sodium channel blocker, potassium channel blocker	SCN5A, AHR, CYP2B6, CYP2E1, KCNK2, KCNK3, SCN4A	Sodium channel blocker	2.78, 1.67	38.26	0.61, 0.13	41.67	1.59	22.25	79.81	64.50	-13.95	-15.67	6.64	29.60	36.86	35.78	-4.83	69.19	94.19	18.43	39.65	54.06	66.98	56.27	67.30
BRD-K10136726	CP	tosyllysyl-chloromethyl-ketone	chymotrypsin inhibitor			4.44, 2.78	38.25	0.97, 0.38	22.46	24.50	5.36	82.00	70.45	94.81	8.06	15.38	67.14	52.47	98.10	-1.13	-59.20	36.58	3.77	78.61	39.92	40.69	-1.62	68.54
BRD-K30020243	CP	aliskiren	renin inhibitor, peptidase inhibitor, protease inhibitor	REN		4.44, 2.22	38.25	0.56, 0.11	83.27	38.35	71.28	36.38	64.61	79.17	38.15	94.68	4.16	89.54	75.15	-0.99	55.53	32.68	37.10	30.35	23.79	8.88	94.73	-9.82
BRD-K99451608	CP	lopinavir	HIV protease inhibitor		HIV protease inhibitor	1.11, 0.00	38.21	1.15, 0.41	-21.79	12.59	81.60	58.34	36.77	78.26	28.60	55.68	12.81	3.74	-1.87	69.14	39.65	41.14	74.72	3.98	70.84	19.18	21.75	62.61
BRD-K15196155	CP	IBC-293	hydroxycarboxylic acid receptor agonist	HCAR3		2.22, 1.67	38.18	1.02, 0.26	56.50	4.18	84.55	52.19	41.05	74.88	34.93	15.09	15.87	62.94	35.31	-49.49	46.24	98.48	9.71	12.99	77.37	81.52	3.03	26.35
BRD-K17868609	CP	BRL-54443	serotonin receptor agonist	HTR1E, HTR1F		0.56, 0.00	38.17	0.97, 0.26	58.44	-19.01	4.75	31.76	39.32	82.81	38.82	71.19	37.52	44.24	47.54	-31.31	55.39	57.09	8.14	16.14	22.11	34.48	85.22	5.47
