#1.3
2429	32	8	25
id	type	name	description	target	belongs_to	pc	median_tau_score	ts_pc	BRD-K31627533-summary	BRD-A08187463-summary	BRD-K28183345-summary	BRD-A55913614-summary	BRD-K95921201-summary	BRD-A39390670-summary	BRD-K49111258-summary	BRD-K51485625-summary	BRD-K21283037-summary	BRD-A10070317-summary	BRD-A62525898-summary	BRD-A26334849-summary	BRD-K48168960-summary	BRD-K72222507-summary	BRD-K19352500-summary	BRD-K28667793-summary	BRD-K70505054-summary	BRD-K30563334-summary	BRD-K88429204-summary	BRD-K05658747-summary	BRD-A21858158-summary	BRD-K75699339-summary	BRD-A59174698-summary	BRD-K68867920-summary	BRD-K97399794-summary	BRD-K59273480-summary	BRD-A97674275-summary	BRD-K53857191-summary	BRD-K42098891-summary	BRD-K01638814-summary	BRD-K32247306-summary	BRD-K63828191-summary
BRD-A19500257	CP	geldanamycin	HSP inhibitor	HSP90AA1, HSP90AB1	HSP inhibitor	0.97, 0.65	41.32	0.99, 0.30	53.58	48.00	48.40	60.00	79.99	47.13	9.16	74.97	1.30	75.22	27.34	21.22	35.50	33.50	49.14	33.86	50.62	14.09	28.75	49.90	48.47	6.15	62.83	21.33	57.54	20.02	80.57	15.36	33.47	10.83	12.82	98.80
BRD-K76723084	CP	isotretinoin	retinoid receptor agonist, microbial collagenase inhibitor, protein synthesis inhibitor, RAR agonist	CYP2B6, CYP2C19, CYP2C8, CYP3A5, CYP3A7, NR2C2, PPARD, RARA, RARB, RARG, RORB, RORC	Retinoid receptor agonist	3.57, 1.62	41.31	0.82, 0.27	82.79	41.75	82.10	36.90	59.92	34.28	12.79	11.75	71.98	26.85	12.08	62.28	80.84	36.68	20.24	36.87	93.36	8.36	19.33	61.29	22.67	11.66	70.93	9.57	49.11	95.53	62.00	48.44	40.86	70.16	50.25	3.93
BRD-K87909389	CP	alvocidib	CDK inhibitor, apoptosis stimulant, BCL inhibitor, cell cycle inhibitor, MCL1 inhibitor, survivin inhibitor, XIAP inhibitor	CDK2, CDK4, CDK1, CDK6, CDK7, CDK9, CDK5, CDK8, EGFR, PYGM, BCL2, BIRC5, CCNT1, MCL1, XIAP		2.27, 0.65	41.29	2.16, 0.70	14.85	87.10	43.94	5.15	0.00	4.58	33.58	32.13	56.27	74.36	94.15	36.94	83.64	65.24	58.67	43.33	88.45	38.54	33.97	43.38	92.08	29.60	71.60	28.15	35.86	39.25	70.44	89.09	61.72	-19.19	14.99	6.22
BRD-A10355991	CP	norketamine	glutamate receptor antagonist	CYP2B6, CYP2C19, CYP3A5, GRIN1		5.52, 2.92	41.24	1.31, 0.39	29.56	14.90	2.82	29.36	18.61	90.56	71.00	33.41	9.83	98.73	52.04	56.01	63.20	79.12	5.63	44.66	24.05	43.48	94.43	91.54	1.83	-6.42	96.66	92.54	8.86	5.81	49.01	39.00	53.75	87.57	14.06	3.81
BRD-A07765530	CP	epinephrine	carbonic anhydrase activator, hormone, neurotransmitter	ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, ADRB3, PAH, TNF		4.95, 2.12	41.23	1.24, 0.66	84.32	3.31	7.18	52.52	16.11	38.81	4.82	64.54	-3.00	53.88	28.24	60.81	86.05	-6.21	1.23	66.02	79.61	25.28	14.96	32.12	44.48	-3.52	58.73	5.52	59.87	5.32	53.85	56.94	35.95	64.10	43.64	89.86
BRD-K60640630	CP	mometasone	glucocorticoid receptor agonist, immunosuppressant	NR3C1	Glucocorticoid receptor agonist	4.55, 2.60	41.17	1.19, 0.64	97.78	94.96	99.75	42.32	69.37	5.12	86.04	90.19	13.15	18.16	84.58	7.36	69.46	36.15	84.99	37.60	20.30	19.34	22.97	67.64	20.52	37.84	11.88	65.28	93.56	17.60	73.17	40.02	69.07	80.97	1.83	18.07
BRD-K70281171	CP	U-99194	dopamine receptor antagonist	DRD3		4.22, 1.30	41.16	1.11, 0.27	58.30	59.27	29.27	3.70	6.86	76.47	1.51	40.44	59.61	94.75	24.05	47.56	78.85	24.24	13.13	69.50	74.76	24.57	6.05	34.20	92.32	9.71	78.44	23.18	88.71	41.89	96.74	63.04	3.28	53.78	21.27	1.27
BRD-K11630072	CP	carmofur	thymidylate synthase inhibitor, pyrimidine antagonist	TYMS	Thymidylate synthase inhibitor	1.96, 0.39	41.16	1.19, 0.41	78.20	26.44	12.83	74.31	63.33	78.91	3.83	47.65	58.32	92.38	62.42	19.91	62.50	40.38	7.08	20.17	8.92	64.75	3.49	67.17	7.07	52.69	60.05	-15.78	41.94	88.31	9.09	10.88	26.80	33.69	25.89	96.32
BRD-K07888107	CP	depudecin	HDAC inhibitor	HDAC1, HDAC2	HDAC inhibitor	5.19, 3.57	41.14	2.21, 0.53	12.14	97.94	82.20	13.10	85.41	36.15	40.47	15.09	13.26	32.81	57.53	60.01	65.37	74.59	3.17	66.54	78.73	14.69	32.23	99.89	68.76	24.40	41.81	18.46	65.15	7.65	49.63	71.89	25.93	56.05	31.53	0.42
BRD-K75478907	CP	GS-39783	GABA receptor modulator, GABA receptor positive allosteric modulator	GABBR1		5.19, 2.60	41.13	0.49, 0.17	26.65	15.31	34.52	50.27	57.54	79.28	27.02	51.04	28.42	64.00	55.10	91.59	28.70	1.06	7.70	29.56	82.81	28.57	91.48	32.83	68.76	42.32	78.38	39.94	66.75	44.85	85.28	7.71	13.88	39.60	60.75	17.50
BRD-A01593789	CP	chlormadinone	progesterone receptor agonist	PGR		3.57, 1.30	41.13	0.64, 0.23	84.94	67.52	33.61	11.39	60.89	40.71	5.38	67.72	16.95	-28.51	89.82	73.88	21.29	82.63	12.04	50.51	-31.88	43.62	55.14	53.02	83.82	46.40	43.15	39.04	41.54	6.66	38.73	36.28	25.41	49.98	34.73	24.88
BRD-K88625236	CP	nonoxynol-9	interacts with the lipids in the membranes of the acrosome and the midpiece of the sperm			5.52, 2.60	41.07	1.23, 0.22	87.48	51.18	41.33	95.96	95.60	40.81	7.36	52.08	20.75	37.51	69.23	33.48	21.18	78.60	19.73	15.31	30.90	70.00	7.78	12.63	79.95	26.61	77.52	17.94	99.37	7.26	89.33	45.88	46.74	7.65	24.44	98.50
BRD-K79602928	CP	metformin	insulin sensitizer, AMPK activator, biguanide, gluconeogenesis inhibitor	ACACB, INS, PRKAB1		5.30, 2.47	41.06	1.72, 0.47	16.93	86.84	10.14	81.21	3.87	27.90	27.06	82.24	41.78	95.92	92.23	24.31	88.03	6.85	48.88	85.09	40.35	48.79	0.00	17.47	95.49	-99.54	54.24	30.16	31.49	9.63	35.97	67.37	90.60	22.44	52.58	61.98
BRD-K99107520	CP	felbamate	carbonic anhydrase inhibitor, GABA receptor modulator, glutamate receptor blocker	GRIN2A, GRIN2B, GRIN3A		4.22, 1.30	41.04	0.57, 0.11	65.62	30.33	11.31	20.20	28.89	83.71	28.97	30.81	23.04	79.15	31.16	70.31	77.99	39.44	23.95	21.13	75.14	71.32	70.88	77.51	58.64	56.86	75.71	24.15	29.97	39.40	42.45	98.52	12.79	66.76	46.47	39.63
BRD-K39733634	CP	L-161982	prostanoid receptor antagonist, angiotensin receptor antagonist	PTGER4		10.06, 5.84	41.03	0.86, 0.34	58.02	92.26	29.34	48.49	17.94	87.89	7.95	94.72	28.88	99.30	93.11	19.32	40.64	11.57	85.92	35.09	96.76	6.21	14.81	50.89	97.84	12.27	96.56	44.51	7.18	29.72	21.69	13.09	68.13	41.43	57.48	5.95
BRD-A35588707	CP	teniposide	topoisomerase inhibitor, DNA inhibitor, DNA repair enzyme inhibitor, mitotic inhibitor	TOP2A, CYP3A5	Topoisomerase inhibitor	1.62, 0.32	40.99	2.61, 0.64	61.43	39.77	19.36	69.74	73.51	38.72	35.68	50.85	3.87	67.89	31.94	50.10	15.50	62.89	30.79	36.93	87.31	34.31	77.26	35.83	60.06	68.88	55.25	21.27	95.00	18.61	41.57	49.13	25.82	40.42	16.88	98.17
BRD-K85266041	CP	DNQX	glutamate receptor antagonist	GRIA1, GRIA2, GRIK1, GRIN1, GRIN2A, GRIN2B		3.25, 1.30	40.98	1.00, 0.22	0.92	60.38	37.19	63.30	48.51	-0.14	5.09	50.02	24.05	61.86	63.65	43.11	19.37	76.67	2.85	60.05	39.28	4.64	5.80	91.33	80.14	4.11	92.00	11.56	42.69	19.28	25.20	63.65	30.25	49.44	66.09	-0.60
BRD-K93331255	CP	lypressin	vasopressin receptor agonist	AVPR1A, AVPR1B, AVPR2		4.87, 1.95	40.98	0.77, 0.24	24.95	8.56	3.24	35.64	5.81	43.30	8.38	46.05	25.90	69.58	29.85	8.26	72.12	18.69	6.08	43.48	64.34	19.62	59.83	53.67	38.67	80.64	67.52	57.56	76.90	2.61	69.09	54.03	66.36	10.35	47.20	-20.07
BRD-K60219430	CP	serdemetan	MDM inhibitor, angiogenesis stimulant, apoptosis stimulant, oncogene inhibitor	MDM2		4.55, 1.95	40.98	1.31, 0.38	53.84	24.25	22.13	44.08	86.39	30.52	50.57	91.59	4.84	65.36	10.45	29.06	33.28	55.11	64.39	37.88	25.97	67.12	83.07	77.42	33.27	12.04	27.62	35.26	93.18	20.34	10.82	17.06	97.88	54.04	68.83	99.79
BRD-A11007541	CP	BCI-hydrochloride	MAP kinase phosphatase inhibitor, protein phosphatase inhibitor	DUSP1, DUSP6		0.65, 0.32	40.97	2.47, 0.52	41.63	54.77	23.17	89.27	72.29	65.31	16.86	75.05	-12.62	50.16	9.36	38.75	40.30	39.66	47.89	32.39	64.02	20.09	72.59	80.19	75.07	-0.78	15.13	29.25	41.93	20.41	87.67	17.61	41.99	26.31	18.85	98.73
BRD-K79090631	CP	CGP-60474	CDK inhibitor, PKC inhibitor	CDK1, CDK2		3.90, 1.62	40.89	3.50, 1.24	25.35	95.85	17.85	32.62	0.00	0.46	34.72	12.53	82.59	83.57	60.25	55.13	63.32	41.70	32.35	38.06	77.84	40.08	5.26	51.57	93.55	0.00	70.26	5.30	84.19	48.97	85.36	51.33	51.49	-8.78	20.08	1.90
BRD-K99616396	CP	motesanib	KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor, angiogenesis inhibitor, RET tyrosine kinase inhibitor, vascular endothelial growth factor receptor (VEGFR) inhibitor, VEGFR antagonist	FLT1, FLT4, KDR, KIT, PDGFRA, RET	PDGFR/KIT inhibitor	4.22, 1.30	40.87	0.64, 0.17	35.53	43.09	71.96	33.25	65.32	52.10	2.85	73.83	6.02	19.53	37.63	39.83	73.28	54.41	-10.85	92.41	65.04	49.52	17.62	93.05	34.92	48.32	55.32	33.30	89.27	26.57	29.21	21.38	41.91	41.98	34.35	1.30
BRD-A61392169	CP	eliprodil	glutamate receptor antagonist	GRIN1, GRIN2B		4.24, 1.06	40.81	0.95, 0.35	10.71	27.77	26.59	26.50	66.44	28.64	13.61	72.20	22.08	90.57	57.60	8.17	35.16	41.56	48.56	7.13	62.23	22.64	42.00	71.95	83.89	48.51	70.40	-32.01	40.06	60.20	86.68	79.28	19.15	72.81	27.72	-2.08
BRD-A45664787	CP	iloprost	platelet aggregation inhibitor, prostanoid receptor agonist, prostacyclin analog	PTGIR, PTGER1, PTGER2, PDE4A, PDE4B, PDE4C, PDE4D, PLAT, PTGDR, PTGER3, PTGER4, PTGFR, TBXA2R		6.49, 3.57	40.80	0.84, 0.25	63.76	64.60	10.69	49.50	9.04	6.00	33.84	63.62	11.57	82.63	41.57	29.69	52.63	83.92	0.63	88.89	97.96	27.86	89.47	93.92	33.27	9.13	88.54	20.99	59.36	83.89	6.27	18.78	28.99	40.02	53.73	7.70
BRD-A83695761	CP	chromanol	potassium channel blocker		Potassium channel blocker	4.59, 1.77	40.75	1.01, 0.31	15.49	28.38	38.15	14.91	24.79	19.35	0.49	93.54	12.29	96.35	4.68	42.67	31.41	94.84	23.22	84.54	60.39	50.41	48.81	55.11	49.44	43.11	42.98	89.02	38.83	58.63	23.41	78.58	35.71	28.07	83.64	0.92
BRD-A91699651	CP	chloroquine	antimalarial agent	CYP2C8, GSTA2, MRGPRX1, TLR9, TNF		3.90, 1.95	40.75	0.83, 0.11	31.19	64.58	63.16	-7.58	40.21	38.88	51.16	62.34	-1.59	4.16	-26.34	87.55	35.67	97.23	22.15	45.32	54.97	43.78	82.18	91.87	25.37	65.68	57.41	27.26	35.60	95.32	41.29	39.02	33.19	92.88	32.24	10.04
BRD-K67277431	CP	picotamide	prostanoid receptor antagonist, thromboxane receptor antagonist, thromboxane synthase inhibitor	TBXA2R, TBXAS1	Thromboxane receptor antagonist	1.95, 0.32	40.74	0.80, 0.22	51.72	42.47	2.75	9.58	18.83	65.83	10.04	27.76	64.67	65.33	6.41	43.51	49.69	28.34	1.31	36.31	46.91	1.64	49.94	51.77	25.25	19.82	88.78	45.87	64.99	24.45	29.13	73.38	56.12	54.82	39.01	0.63
BRD-A16754160	CP	ampicillin	cell wall synthesis inhibitor	SLC15A1		4.95, 2.47	40.73	1.13, 0.38	78.15	50.81	54.84	33.52	-5.75	41.21	7.96	29.13	87.20	53.26	27.08	60.18	82.11	40.26	21.42	4.93	60.75	78.85	9.23	74.48	90.10	7.98	50.04	0.00	65.99	38.55	60.10	51.71	-22.40	31.47	14.56	8.09
BRD-A56675431	CP	altizide	thiazide diuretic		Na-K-Cl transporter inhibitor	4.59, 2.47	40.73	1.28, 0.43	66.51	8.87	33.56	4.02	43.51	69.03	25.68	43.26	46.85	32.06	17.16	15.35	30.02	90.41	4.55	56.83	67.15	38.21	34.44	98.83	46.80	28.50	14.33	7.80	69.58	63.40	29.58	79.14	67.10	96.55	82.54	31.26
BRD-A94543220	CP	bifonazole	cell wall synthesis inhibitor, sterol demethylase inhibitor	CYP2B6		5.49, 3.14	40.72	1.10, 0.36	72.75	96.18	6.45	7.65	53.23	61.44	80.91	48.79	2.89	37.45	28.45	21.44	21.06	89.23	43.98	15.22	33.54	89.63	5.35	93.89	32.54	11.29	85.31	5.50	44.18	74.19	82.96	48.05	51.09	27.20	30.84	4.02
BRD-K88701661	CP	dimercaptosuccinic-acid	chelating agent, DNA methyltransferase inhibitor	DNMT1	HIF activator	3.80, 2.72	40.69	1.56, 0.50	26.33	61.50	84.24	37.72	4.97	72.52	20.63	98.70	1.66	76.31	43.69	23.45	91.96	33.80	34.58	98.66	67.80	35.71	88.32	6.17	41.63	3.38	93.56	5.59	94.42	49.01	39.74	28.37	16.27	70.94	53.20	-6.19
BRD-A50157456	CP	terbutaline	adrenergic receptor agonist	ADRB2	Beta-adrenergic receptor agonist	4.95, 3.18	40.66	1.10, 0.42	87.51	73.54	55.30	0.00	40.05	41.27	2.98	6.19	43.24	51.10	22.36	50.32	89.22	77.76	1.20	89.40	46.76	13.34	94.21	50.20	0.00	15.90	99.72	9.49	3.52	38.58	0.92	70.48	22.11	82.11	9.03	1.27
BRD-K79437791	CP	acetyl-farnesyl-cysteine	inhibitor of methylation of endogenous isoprenylated proteins	PPARG		9.42, 5.19	40.65	1.23, 0.43	52.45	14.29	29.30	0.28	16.64	16.19	0.51	81.79	55.80	12.13	25.25	48.67	62.94	51.89	70.28	48.96	74.83	9.52	16.60	92.30	32.64	98.06	79.45	99.42	0.92	8.81	21.36	31.42	97.98	67.79	95.70	13.57
BRD-K64517075	CP	heliomycin	antibiotic, bacterial RNA synthesis inhibitor			2.12, 1.41	40.63	2.15, 0.80	2.80	62.04	14.98	78.52	95.41	72.34	24.01	83.62	-11.96	83.88	23.49	8.09	80.96	0.00	86.42	64.48	32.86	54.00	27.10	41.24	73.57	16.58	3.24	10.95	97.82	7.57	55.19	10.92	75.27	-66.73	40.01	99.18
BRD-A10420615	CP	cyclopiazonic-acid	ATPase inhibitor	ATP2A1	ATPase inhibitor	4.87, 2.27	40.61	1.99, 0.56	21.97	46.96	9.64	99.79	94.36	14.54	58.24	99.61	2.92	41.55	10.57	10.86	51.50	39.68	68.58	30.69	46.93	16.37	52.35	7.60	8.64	65.15	77.57	52.53	97.82	17.67	15.08	30.73	97.78	19.30	1.06	98.63
BRD-A93424738	CP	dexamethasone	glucocorticoid receptor agonist, corticosteroid agonist, immunosuppressant	ANXA1, CYP3A4, CYP3A5, NOS2, NR0B1, NR3C1, NR3C2	Glucocorticoid receptor agonist	4.87, 3.25	40.59	1.25, 0.52	98.84	65.08	93.21	28.47	75.92	5.36	13.66	9.79	3.35	9.33	11.42	62.12	26.91	98.45	39.34	62.25	33.04	76.27	11.79	48.30	40.46	8.16	13.24	56.40	76.93	40.25	90.26	86.66	40.73	81.26	67.27	10.68
BRD-K00337317	CP	NU-7441	DNA dependent protein kinase, DNA dependent protein kinase inhibitor, P glycoprotein inhibitor	PRKDC, ABCB1	DNA dependent protein kinase inhibitor	2.27, 0.65	40.59	1.41, 0.63	23.60	41.77	60.96	42.07	92.51	42.54	73.02	54.82	16.55	29.74	20.27	34.55	18.22	11.27	80.47	45.75	48.89	39.41	22.14	46.08	0.00	5.64	7.36	8.47	63.28	2.60	58.30	69.64	50.65	26.86	36.01	99.12
BRD-K47192521	CP	icosapent	fatty acid with anti-inflammatory, antithrombotic and immunomodulatory properties	PTGS1, PTGS2, ACSL3, ACSL4, FADS1, FFAR1, PPARD, PPARG, SLC8A1, TRPV1		3.89, 1.41	40.55	1.13, 0.30	34.26	18.80	2.57	51.87	25.87	39.09	-1.66	32.62	42.00	76.25	26.75	9.16	23.37	17.11	76.79	65.56	59.39	32.25	50.44	55.52	66.41	74.39	43.15	4.74	13.19	62.03	25.28	84.57	61.74	46.85	54.18	34.15
BRD-K97365803	CP	PI-828	PI3K inhibitor		PI3K inhibitor	1.30, 0.32	40.55	1.73, 0.70	70.11	39.37	33.30	1.73	78.75	57.78	60.64	7.25	22.20	80.13	15.67	26.32	60.10	5.92	42.28	5.64	74.15	10.99	3.13	31.04	52.11	70.05	82.60	48.62	43.38	11.61	32.30	41.72	54.42	-3.61	18.69	98.80
BRD-A34806832	CP	proscillaridin	ATPase inhibitor	ATP1A1	ATPase inhibitor	1.62, 0.65	40.54	2.23, 0.53	70.59	36.60	7.74	88.28	69.52	50.18	31.48	42.62	-3.43	21.20	7.81	21.75	54.38	64.08	17.21	75.60	67.44	25.47	56.08	14.75	49.13	9.47	56.40	8.63	50.67	20.82	54.47	25.59	30.64	38.46	46.00	96.00
BRD-K07220430	CP	cinnarizine	calcium ion channel antagonist, histamine receptor antagonist	HRH1, CACNA1C, CACNA1D, CACNA1F, CACNA1G, CACNA1H, CACNA1I, CACNA1S, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD5		4.55, 2.27	40.51	1.07, 0.45	83.47	14.93	68.97	20.06	40.62	84.73	8.13	83.89	66.30	91.55	3.56	15.26	70.64	35.31	41.30	92.05	64.91	17.48	37.84	94.82	87.70	40.40	43.02	41.33	23.41	6.83	36.31	31.63	8.31	31.31	61.82	8.76
BRD-K66175015	CP	afatinib	EGFR inhibitor, receptor tyrosine protein kinase inhibitor, tyrosine kinase inhibitor	EGFR, ERBB2, ERBB4	EGFR inhibitor	2.60, 1.30	40.50	1.34, 0.32	78.75	29.66	51.76	69.73	97.99	95.78	70.13	94.90	30.76	71.22	16.19	33.21	45.73	26.95	91.63	58.50	32.05	56.25	14.77	14.10	19.47	-0.49	40.66	40.33	89.95	19.29	36.73	18.08	77.69	11.15	10.84	99.24
BRD-A95096829	CP	PNU-96415E	dopamine receptor antagonist			2.92, 0.97	40.49	0.91, 0.20	43.74	3.96	63.27	60.13	29.66	66.21	14.67	30.15	77.43	43.46	62.45	15.76	44.05	44.34	18.12	29.29	30.89	30.49	-4.44	47.61	48.95	67.51	41.89	-12.27	69.68	39.08	32.30	65.28	23.58	72.73	29.47	1.20
BRD-K55930204	CP	phenytoin	sodium channel blocker	ABCB1, CYP2B6, CYP2C19, CYP3A4, SCN1A, SCN2A, SCN5A		7.07, 4.59	40.41	1.84, 0.61	85.76	6.51	89.60	39.43	33.30	9.62	13.96	41.39	53.13	-13.24	-56.36	85.31	97.74	80.20	5.14	86.40	50.29	46.60	95.71	98.39	-10.61	9.15	61.92	53.89	17.29	23.72	27.85	17.18	97.60	76.55	14.40	0.85
BRD-K40530731	CP	hyoscyamine	acetylcholine receptor inhibitor	CHRM1, CHRM2, CHRM3, CHRM4		4.55, 2.27	40.39	0.85, 0.27	47.85	36.43	41.32	9.75	43.06	8.56	46.06	23.67	64.82	35.16	1.28	87.32	59.05	75.32	4.55	68.48	39.46	15.72	62.02	71.62	34.50	12.16	81.06	47.05	16.06	11.77	45.81	17.21	47.13	89.84	0.95	31.20
BRD-K93441486	CP	diphemanil	acetylcholine receptor antagonist	CHRM3		1.41, 0.71	40.38	0.84, 0.31	62.27	72.77	5.92	64.17	31.92	70.38	59.15	82.86	55.10	57.03	45.92	20.09	35.80	32.96	-0.67	30.29	68.83	27.35	6.66	90.18	27.52	83.07	44.96	-1.30	8.73	67.20	21.98	59.95	29.06	71.60	22.46	2.30
BRD-K84639753	CP	safinamide	dopamine reuptake inhibitor, glutamate release inhibitor, monoamine oxidase inhibitor, calcium channel antagonist, calcium channel modulator, Sodium Channel  Blockers, sodium channel blocker	MAOB, SLC6A3		4.22, 1.62	40.36	1.69, 0.50	86.18	7.17	82.68	18.26	21.65	20.31	25.91	43.43	78.92	66.45	-9.21	91.37	54.20	93.70	2.22	28.15	30.28	23.74	44.70	68.36	1.87	48.96	87.34	75.48	23.42	11.71	85.59	41.28	39.45	77.53	33.02	6.37
BRD-K56115039	CP	BU-226	imidazoline 2 receptor ligand		Imidazoline ligand	3.89, 1.41	40.36	1.64, 0.49	31.76	75.42	43.84	11.19	21.86	18.39	24.35	40.41	46.59	78.97	18.56	20.48	67.74	29.04	1.90	65.71	41.33	55.37	47.01	76.95	60.04	20.18	85.39	40.31	67.12	17.55	11.48	44.18	16.03	97.25	31.17	-1.60
BRD-K73391359	CP	quinisocaine	anesthetic			3.57, 2.27	40.36	0.63, 0.11	77.59	87.46	28.67	2.69	41.23	6.31	25.27	76.49	5.56	83.03	7.50	43.22	80.90	33.39	34.13	89.52	91.64	33.36	18.20	93.05	39.49	38.50	86.78	46.09	29.77	21.30	48.73	6.97	63.10	80.10	71.02	0.81
BRD-A01346607	CP	flumetasone	glucocorticoid receptor agonist	NR3C1, PLA2G1B	Glucocorticoid receptor agonist	7.14, 4.55	40.35	1.31, 0.76	98.84	29.73	99.86	28.47	15.14	3.07	7.32	39.31	49.29	73.05	53.82	29.77	35.68	54.51	49.39	20.97	91.61	4.86	23.70	52.24	53.13	41.38	94.57	7.79	50.82	12.01	16.12	55.52	63.92	29.61	70.49	2.36
BRD-K07881437	CP	danusertib	Aurora kinase inhibitor, growth factor receptor inhibitor, Abl kinase inhibitor, Bcr-Abl kinase inhibitor, FGFR inhibitor, mitotic inhibitor, protein kinase inhibitor, RET tyrosine kinase inhibitor	AURKA, AURKB, AURKC, FGFR1, NTRK1, RET, BCR, SLK	Aurora kinase inhibitor	3.25, 0.97	40.31	2.02, 0.48	39.54	27.62	84.95	41.08	76.84	66.43	65.23	26.17	4.62	39.37	16.14	95.71	30.89	25.51	7.00	63.89	63.92	10.26	83.72	65.64	53.97	-9.97	71.89	9.09	42.73	37.43	11.94	56.12	52.94	-16.91	28.55	96.46
BRD-K69650333	CP	idarubicin	topoisomerase inhibitor, radical formation stimulant, RNA synthesis inhibitor	TOP2A	Topoisomerase inhibitor	7.06, 4.31	40.31	2.64, 0.69	-3.92	87.46	30.04	63.19	0.00	4.05	0.01	6.41	98.77	97.13	96.79	98.48	86.46	-24.50	60.15	50.58	93.60	78.81	-9.55	-52.16	97.43	0.25	0.85	-0.03	73.45	99.51	99.65	98.45	1.76	-40.21	7.63	21.42
BRD-K04833372	CP	GSK-1904529A	insulin growth factor receptor inhibitor, insulin receptor ligand	IGF1R, INSR		5.52, 2.92	40.27	1.94, 0.52	-10.08	13.50	56.28	3.21	25.50	84.27	39.79	81.82	20.71	86.60	9.79	29.95	70.93	67.51	33.25	95.81	40.76	57.99	21.37	98.29	44.57	74.09	29.93	95.48	11.26	5.47	25.57	0.19	94.11	69.06	33.89	97.50
BRD-A59985574	CP	topotecan	topoisomerase inhibitor	TOP1, TOP1MT	Topoisomerase inhibitor	4.24, 2.12	40.25	3.25, 0.84	64.45	65.55	-33.79	73.41	43.52	7.95	18.50	25.50	47.54	85.44	57.61	17.59	51.55	-9.35	35.67	27.90	31.18	36.06	3.77	47.21	70.11	44.94	62.75	9.13	98.31	21.16	99.37	84.56	53.57	-44.38	29.58	36.97
BRD-A39415247	CP	norethisterone	ovulation inhibitor	PGR	Progesterone receptor agonist	2.92, 0.97	40.23	0.76, 0.27	66.52	10.50	18.02	55.83	20.18	6.00	5.22	66.15	33.39	92.32	59.56	17.88	22.10	12.56	16.72	77.65	81.15	56.03	42.14	25.96	72.56	90.42	63.37	9.17	83.39	38.31	4.72	58.12	72.21	44.56	20.17	-1.91
BRD-K34441861	CP	moexipril	angiotensin converting enzyme inhibitor, phosphodiesterase inhibitor	ACE, ACE2		7.79, 3.57	40.17	1.23, 0.51	94.61	67.69	47.19	1.09	34.82	17.37	67.09	27.43	25.83	92.36	0.99	28.38	29.16	98.13	-4.25	79.31	98.70	29.12	89.80	44.04	9.83	66.28	41.69	52.86	24.29	95.93	24.41	98.69	38.66	86.86	23.34	32.95
BRD-A45499626	CP	UBP-302	glutamate receptor antagonist	GRIK1		3.25, 1.30	40.17	0.94, 0.34	89.43	50.91	32.15	10.84	46.87	16.09	38.95	41.38	12.75	72.30	29.99	47.73	89.86	72.78	21.61	71.21	44.56	18.11	46.67	81.96	36.74	23.17	80.42	-9.52	28.07	15.58	47.21	71.35	4.89	65.33	16.90	17.65
BRD-A30590053	CP	MR-16728	acetylcholine release enhancer			5.84, 3.57	40.15	0.59, 0.23	34.01	94.14	77.39	1.62	94.33	17.35	10.63	75.57	9.04	67.77	40.36	97.90	45.32	42.29	6.95	27.88	84.49	21.60	29.44	90.58	71.13	6.68	94.03	18.15	8.58	39.94	10.43	39.46	22.59	63.75	75.27	50.63
BRD-K34092021	CP	arvanil	TRPV agonist, cannabinoid receptor agonist	CNR1, TRPV1		4.22, 0.97	40.11	0.99, 0.31	78.68	42.67	68.96	92.26	64.65	3.10	35.87	85.31	34.66	47.40	7.51	39.39	81.96	51.41	85.09	67.46	42.29	6.89	13.59	39.81	61.44	61.94	12.49	40.41	44.60	-3.49	24.96	-6.27	26.87	14.20	27.85	7.74
BRD-K95851186	CP	CGP-13501	GABA receptor modulator	GABBR1		1.62, 1.30	40.05	1.01, 0.28	51.65	46.40	39.11	62.63	9.36	25.20	68.97	51.11	5.42	44.78	19.37	38.60	40.99	70.85	0.32	49.90	13.07	11.20	19.29	45.74	13.92	17.04	2.26	2.75	66.76	52.21	7.32	45.14	50.84	38.51	50.85	49.90
BRD-K37865504	CP	LY-2183240	FAAH inhibitor, FAAH reuptake inhibitor	FAAH		0.97, 0.00	40.04	1.76, 0.63	48.96	45.03	9.95	40.68	45.43	29.57	30.37	64.35	14.29	19.05	29.58	29.04	55.33	59.44	27.10	66.80	-31.42	39.40	16.63	66.45	2.92	28.97	47.66	22.20	84.91	14.27	56.26	67.30	17.94	66.70	56.58	88.18
BRD-A44551378	CP	LFM-A12	EGFR inhibitor, epidermal growth factor receptor (EGFR) inhibitor	EGFR		7.05, 4.49	40.03	1.40, 0.35	-7.07	16.60	2.59	92.90	17.68	99.58	-1.06	34.94	99.44	96.82	69.10	-7.25	84.78	45.12	51.85	74.99	47.84	28.73	17.96	11.11	90.76	30.74	92.71	87.32	56.65	0.85	61.20	20.36	96.12	-17.03	-9.90	12.59
