#1.3
2429	29	8	25
id	type	name	description	target	belongs_to	pc	median_tau_score	ts_pc	BRD-A58048407-summary	BRD-K21680192-summary	BRD-A26711594-summary	BRD-K13646352-summary	BRD-K78485176-summary	BRD-A65280694-summary	BRD-K67080878-summary	BRD-A24228527-summary	BRD-A64977602-summary	BRD-A19736161-summary	BRD-K77771411-summary	BRD-K52020312-summary	BRD-K35960502-summary	BRD-K85606544-summary	BRD-A01787639-summary	BRD-K81528515-summary	BRD-K18895904-summary	BRD-K91263825-summary	BRD-K05395900-summary	BRD-K76775527-summary	BRD-K28912512-summary	BRD-A03623303-summary	BRD-K07237224-summary	BRD-K02113016-summary	BRD-K76810206-summary	BRD-K15502390-summary	BRD-K44353683-summary	BRD-K74141488-summary	BRD-A53576514-summary
BRD-A34205397	CP	suloctidil	adrenergic receptor antagonist, platelet aggregation inhibitor, vasodilator			9.91, 7.33	37.91	2.07, 0.56	7.58	61.96	54.00	98.41	40.28	17.75	-17.12	39.22	8.19	30.74	15.70	37.91	99.33	98.73	-7.19	99.93	76.57	99.15	10.94	4.02	40.55	8.15	33.01	-10.39	87.34	19.43	54.20	2.57	62.92
BRD-K53263234	CP	CITCO	constitutive androstane receptor (CAR) agonist	NR1I3		5.31, 3.27	37.91	1.18, 0.35	69.53	25.39	16.73	18.84	18.19	99.00	55.86	42.49	21.13	49.71	27.63	37.91	13.39	-16.81	14.59	2.15	71.14	22.37	93.51	75.74	72.64	26.37	11.45	60.82	24.92	45.61	47.34	55.29	76.67
BRD-K47598052	CP	PP-1	src inhibitor, Abl kinase inhibitor	HCK, RET, SRC	SRC inhibitor	6.92, 3.85	37.89	1.75, 0.64	15.30	56.76	78.69	97.70	41.16	28.39	1.13	31.71	88.31	60.02	1.27	73.06	3.48	15.07	97.50	93.32	86.89	94.70	-22.34	76.63	32.31	-5.70	14.58	-12.92	37.89	20.12	21.77	41.18	57.44
BRD-A39747742	CP	estradiol-valerate	estrogen receptor agonist	ESR1	Estrogen receptor agonist	1.92, 1.54	37.88	1.16, 0.43	75.94	70.89	87.99	27.54	75.61	35.62	6.24	-40.99	28.92	6.08	24.73	70.29	8.91	4.16	97.99	64.19	53.81	8.26	-17.80	84.82	89.74	71.47	41.26	37.88	-27.32	42.29	13.52	82.37	12.38
BRD-K77175907	CP	calcifediol	vitamin D receptor agonist	VDR	Vitamin D receptor agonist	4.62, 1.92	37.84	0.88, 0.28	90.10	36.69	7.17	72.74	88.30	0.02	12.52	26.20	9.34	92.45	72.87	96.13	24.65	56.23	71.53	80.09	60.45	19.56	0.14	59.45	80.88	27.48	25.18	86.80	14.05	90.90	24.36	37.84	-13.79
BRD-A67981824	CP	cefotaxime	cell wall synthesis inhibitor		Bacterial cell wall synthesis inhibitor	6.54, 4.62	37.83	1.38, 0.35	41.66	76.70	33.47	3.17	59.28	24.33	49.19	65.97	34.83	99.89	60.94	15.75	0.00	23.81	3.02	4.25	84.08	11.94	93.70	49.19	97.92	39.22	36.29	2.61	16.81	44.31	12.66	63.28	37.83
BRD-K05673000	CP	dicloxacillin	bacterial cell wall synthesis inhibitor		Bacterial cell wall synthesis inhibitor	7.31, 3.08	37.80	0.85, 0.26	68.27	-88.42	1.59	16.01	38.75	27.01	27.64	98.98	42.27	96.49	94.07	37.80	-3.17	2.04	90.17	-0.99	76.79	9.02	99.29	50.25	38.34	8.21	7.48	-74.91	22.38	82.73	14.99	55.29	94.25
BRD-K32828673	CP	chelidonine	tubulin polymerization inhibitor		Tubulin inhibitor	2.86, 0.82	37.80	1.86, 0.72	26.90	72.43	87.61	69.99	17.75	84.64	12.69	32.46	15.17	74.59	6.05	50.62	37.80	8.26	-23.00	93.80	84.27	56.41	96.56	7.57	40.54	45.04	36.67	-8.42	-20.89	43.39	14.81	25.91	75.89
BRD-K78431006	CP	crizotinib	ALK tyrosine kinase receptor inhibitor, c-Met inhibitor, hepatocyte growth factor receptor inhibitor, tyrosine kinase inhibitor	ALK, MET, CYP2B6, CYP3A5, MST1R, ROS1		3.85, 3.46	37.75	0.97, 0.19	3.41	83.90	68.69	87.80	74.40	19.54	-14.94	-21.36	8.07	54.72	66.46	50.66	81.61	74.76	47.62	99.96	-46.32	86.08	9.03	34.19	93.66	37.75	35.06	12.91	55.79	32.37	35.03	28.74	30.68
BRD-K72024482	CP	MRS-1754	adenosine receptor antagonist	ADORA2B, ADORA1, ADORA2A, ADORA3		5.77, 2.69	37.70	0.80, 0.20	28.79	10.77	3.52	11.74	23.56	11.72	97.70	34.74	12.85	39.42	37.70	49.00	0.00	5.29	72.46	0.00	82.32	0.74	81.40	59.45	66.59	79.11	26.08	89.63	60.17	57.70	92.00	99.08	30.37
BRD-A32164164	CP	methyllycaconitine	acetylcholine receptor antagonist	CHRNA7		4.23, 0.77	37.67	1.06, 0.31	70.53	-14.56	4.86	27.13	42.56	4.61	-8.56	47.53	5.64	3.71	65.01	65.36	0.00	3.65	88.67	-2.33	97.17	37.67	68.21	78.58	-64.81	86.65	77.00	31.26	-10.25	-9.03	74.88	46.53	50.86
BRD-K26669427	CP	WR-216174	CDK inhibitor, PFMRK inhibitor			5.38, 2.69	37.62	1.34, 0.45	16.38	81.32	33.26	74.54	31.72	9.69	17.30	29.34	42.79	33.12	80.64	36.48	85.41	83.04	65.36	99.68	66.78	43.88	16.12	49.66	45.99	37.19	37.62	-22.23	82.89	-4.04	25.66	63.64	27.34
BRD-K59851896	CP	calycanthine	GABA release inhibitor			2.69, 0.38	37.61	0.83, 0.23	13.72	38.27	8.32	45.00	-4.55	11.28	95.18	50.46	3.13	79.05	95.54	46.50	-1.87	3.56	47.58	2.89	77.98	21.44	37.61	25.65	64.58	23.42	5.53	-0.78	51.29	84.35	72.37	91.08	10.71
BRD-A75478957	CP	PD-166793	collagenase inhibitor, metalloproteinase inhibitor, stromelysin inhibitor	MMP13, MMP2, MMP3		3.46, 2.31	37.59	1.16, 0.31	3.21	37.59	83.42	31.68	16.05	65.27	11.83	78.35	42.35	7.86	63.38	13.95	-6.98	0.00	20.87	2.26	98.73	59.08	-17.08	63.47	66.15	85.99	28.06	-58.58	54.94	12.38	91.42	75.67	64.37
BRD-K04046242	CP	equilin	estrogen receptor agonist	HSD17B1	Estrogen receptor agonist	2.31, 0.38	37.57	0.45, 0.36	33.66	38.84	9.22	11.79	37.57	20.43	40.67	15.33	10.86	24.98	37.19	86.54	2.22	46.46	45.60	97.14	43.03	9.54	45.64	43.42	37.39	53.18	32.62	6.71	51.34	39.97	48.06	70.71	28.36
BRD-K26134695	CP	calpeptin	calpain inhibitor, proteasome inhibitor, tyrosine phosphatase inhibitor			5.00, 2.31	37.57	1.59, 0.51	19.05	63.71	24.33	41.15	37.57	27.42	93.43	88.51	33.45	49.43	27.07	73.75	0.00	42.49	60.86	-4.05	32.02	16.34	89.29	50.92	93.96	22.92	24.16	-28.12	88.08	10.44	16.63	94.92	89.75
BRD-K77641333	CP	naphazoline	adrenergic receptor agonist, peptide agonist	ADRA1A, ADRA2A		6.92, 3.08	37.56	1.15, 0.33	7.51	24.52	92.49	71.95	80.52	21.75	42.96	97.32	19.78	-0.67	80.61	37.56	1.62	-8.25	97.18	9.61	98.85	13.22	-57.32	92.86	15.94	60.12	81.69	49.95	57.46	-12.86	29.04	32.19	95.70
BRD-K08554278	CP	bisbenzimide	BCL inhibitor, DNA binding, topoisomerase inhibitor	BCL2L1, TOP1		6.15, 2.69	37.55	0.94, 0.38	11.77	84.27	85.98	7.92	78.20	63.43	11.31	28.36	20.80	40.95	53.66	94.26	19.00	34.53	68.09	1.97	28.70	19.58	25.00	61.24	68.27	98.38	5.36	0.00	-6.92	50.59	37.55	89.04	65.75
BRD-K76775527	CP	nimesulide	cyclooxygenase inhibitor, matrix metalloprotease inhibitor, prostanoid receptor inhibitor	PTGS2, LTF, PLA2G2E, PTGS1		10.77, 6.92	37.54	1.30, 0.38	64.13	24.35	83.78	24.75	-45.07	44.44	0.78	76.46	18.04	2.57	-0.42	25.21	2.73	5.03	97.19	0.78	96.52	15.14	42.14	100.00	38.68	66.38	48.26	99.44	29.80	96.69	37.54	99.15	31.61
BRD-A10303790	CP	talampicillin	antibiotic			2.31, 1.54	37.53	0.80, 0.17	44.78	6.99	32.14	13.16	37.53	30.88	83.61	58.95	8.21	96.01	94.99	86.40	-6.54	19.87	65.71	7.69	25.94	11.30	98.35	56.45	25.13	38.07	20.69	84.49	28.83	39.87	36.44	93.70	43.54
BRD-K81876028	CP	CP-93129	serotonin receptor agonist	HTR1A, HTR1B		3.85, 3.08	37.49	1.17, 0.32	45.93	74.29	85.75	23.94	68.29	11.21	77.11	57.69	91.89	4.43	11.36	66.74	-9.45	5.65	64.47	8.11	50.99	35.12	36.77	89.91	30.46	87.14	64.34	-3.82	0.83	-7.67	23.93	93.74	37.49
BRD-K91733562	CP	secoisolariciresinol	antioxidant			4.62, 2.31	37.47	1.17, 0.33	58.53	31.80	30.90	4.53	59.75	-20.98	88.66	61.40	41.34	93.48	27.16	82.78	-9.80	4.19	81.49	24.28	96.97	36.28	28.22	37.47	69.58	29.78	9.17	-59.04	18.85	41.67	64.52	80.25	49.36
BRD-K14681867	CP	somatostatin	somatostatin receptor agonist, growth hormone receptor antagonist, growth hormone release inhibitor, somatostatin receptor ligand	SSTR1, SSTR2, SSTR3, SSTR4, SSTR5, GH1, GHR, OPRD1, OPRM1		4.62, 0.77	37.46	0.93, 0.34	83.44	21.47	8.29	25.20	45.54	11.51	37.54	65.56	56.94	3.21	37.46	37.98	3.97	9.32	86.13	1.30	32.77	14.36	19.12	95.12	61.22	62.60	18.13	-99.08	21.24	46.80	64.14	85.86	69.38
BRD-K06198550	CP	isorotenone	mitochondrial complex I inhibitor, NADH-ubiquinone oxidoreductase (Complex I) inhibitor	MT-ND1		5.77, 1.54	37.45	1.10, 0.23	62.58	-23.85	2.85	80.72	3.52	8.83	33.67	65.37	35.07	60.09	75.08	46.06	37.45	9.58	44.66	95.59	28.69	10.89	65.61	91.40	4.38	4.09	-5.96	-1.87	46.84	96.75	5.29	85.66	61.18
BRD-K64044582	CP	linoleamide	ACAT inhibitor	SOAT1, SOAT2		5.77, 3.46	37.45	1.16, 0.32	27.89	12.35	29.83	22.22	44.38	28.10	57.04	37.45	6.17	67.16	73.22	97.00	0.00	12.08	48.69	2.29	-51.58	9.90	77.36	61.19	94.61	39.35	51.23	14.77	10.10	99.54	49.34	99.08	19.29
BRD-K76205745	CP	losartan	angiotensin receptor antagonist	AGTR1		1.92, 1.15	37.45	0.31, 0.02	78.19	8.28	56.39	16.27	55.45	32.91	22.27	77.38	13.20	24.01	47.90	45.15	-0.60	17.27	45.42	1.48	91.39	19.39	37.45	35.62	37.60	68.83	11.48	37.84	52.75	27.72	28.29	74.18	82.15
BRD-A69917777	CP	aminopentamide	anticholinergic agent			5.38, 2.31	37.44	0.72, 0.16	24.23	30.73	35.21	25.72	96.87	1.34	-35.27	58.21	32.95	31.18	29.94	41.04	-11.59	37.44	79.32	5.47	79.82	50.24	16.28	63.87	79.20	76.62	63.96	48.81	39.35	2.22	52.59	93.13	32.21
BRD-K14441456	CP	tyrphostin-AG-556	epidermal growth factor receptor (EGFR) inhibitor, tyrosine kinase inhibitor	EGFR		4.23, 2.31	37.41	1.13, 0.40	5.88	25.64	19.43	79.00	13.67	7.80	87.80	37.96	11.45	30.83	9.26	37.41	81.81	61.98	59.90	85.50	94.68	73.32	40.91	82.21	27.13	22.85	-7.96	-2.64	76.40	10.67	52.55	97.00	33.89
BRD-A63836183	CP	PD-123319	angiotensin antagonist	AGTR2		2.69, 1.54	37.37	0.80, 0.24	-3.91	93.81	49.42	39.15	37.37	27.94	57.60	51.30	72.44	8.07	65.22	70.70	-2.33	6.93	-57.41	2.62	-86.50	4.93	79.17	86.12	34.88	49.32	46.46	0.00	35.17	75.58	10.12	43.17	8.68
BRD-A75517195	CP	thiazolopyrimidine	CDC inhibitor			3.85, 3.08	37.37	0.32, 0.08	16.98	39.77	46.68	30.97	27.21	20.34	26.39	45.33	35.80	5.28	8.25	54.37	92.37	68.24	81.96	92.63	18.47	42.13	48.34	26.84	33.73	49.04	21.93	88.19	37.37	20.43	38.63	51.13	19.39
BRD-K51730347	CP	diphencyprone	immunostimulant			4.44, 2.22	37.37	1.84, 0.66	6.03	72.49	-4.02	65.39	17.26	13.34	45.94	70.77	5.47	-25.80	6.30	78.73	90.39	96.97	45.96	86.23	87.26	37.37	89.30	6.50	8.95	26.29	36.46	31.43	17.96	84.85	57.87	36.07	51.24
BRD-K20920669	CP	cromoglicic-acid	immunosuppressant	KCNMA1, S100P		8.16, 3.67	37.30	1.11, 0.34	37.30	3.61	23.06	16.62	20.52	92.62	42.75	83.38	2.82	69.89	96.25	58.56	2.76	17.00	98.52	2.01	78.20	33.92	32.44	96.03	23.92	78.31	9.50	23.62	60.92	99.82	73.40	35.14	77.96
BRD-K47869605	CP	podophyllotoxin	caspase activator, insulin growth factor receptor inhibitor, microtubule inhibitor, tubulin inhibitor	IGF1R, CASP3, TOP2A, TUBA4A, TUBB	Tubulin inhibitor	3.08, 1.15	37.28	1.50, 0.43	9.13	89.93	37.28	75.29	85.69	13.63	60.19	26.32	70.77	70.64	20.17	14.29	75.78	76.20	8.35	98.91	94.50	30.96	40.68	11.00	35.83	46.75	5.34	-0.07	2.11	42.64	30.42	14.13	69.63
BRD-K68336408	CP	tyrphostin-AG-1478	EGFR inhibitor	EGFR, MAPK14	EGFR inhibitor	10.00, 5.38	37.25	1.60, 0.51	16.55	64.49	53.23	98.48	20.49	42.65	19.30	18.72	21.98	23.11	5.18	81.72	98.24	95.10	76.58	100.00	57.75	86.37	16.65	29.25	13.85	25.45	21.36	66.00	2.78	39.08	37.25	54.75	26.69
BRD-K32412559	CP	morphothebaine	adrenergic receptor inhibitor			5.38, 2.31	37.23	0.58, 0.15	56.43	8.06	2.92	37.23	17.66	16.03	0.00	60.78	-0.18	84.29	39.72	60.05	1.76	0.70	99.03	56.17	97.29	33.01	0.21	83.70	74.23	61.01	25.92	2.44	30.10	51.99	79.07	81.10	11.17
BRD-K56115039	CP	BU-226	imidazoline 2 receptor ligand		Imidazoline ligand	7.35, 3.67	37.21	1.64, 0.49	98.98	25.79	19.04	31.70	9.65	79.62	59.83	37.21	41.49	99.75	73.81	90.27	0.00	41.61	96.97	8.17	-11.25	23.90	36.76	62.18	28.59	60.14	7.03	-99.93	1.59	94.51	61.66	94.06	13.89
BRD-K75641298	CP	metoclopramide	dopamine receptor antagonist, serotonin receptor antagonist, serotonin receptor agonist	DRD2, HTR3A, HTR4, CHRM1, HTR3B		7.31, 5.00	37.21	0.95, 0.27	36.32	4.12	85.04	55.06	99.40	36.19	37.54	37.21	8.63	15.13	31.13	36.95	11.94	72.66	71.91	11.91	43.06	56.51	31.17	95.42	96.65	98.06	22.73	71.33	28.20	30.05	21.83	98.24	67.40
BRD-K91315211	CP	betahistine	histamine receptor agonist, histamine receptor antagonist	HRH3, HRH1		3.85, 1.15	37.18	1.58, 0.39	41.83	-42.62	3.52	25.45	56.03	5.37	55.72	87.20	50.59	21.06	12.54	37.18	2.82	-1.59	98.52	45.77	93.40	2.29	37.44	95.19	6.13	47.46	84.40	84.19	35.76	64.75	6.18	35.97	4.92
BRD-A13122391	CP	triptolide	RNA polymerase inhibitor	CYP2C19, RELA		5.77, 2.69	37.16	1.92, 0.68	2.50	98.98	95.96	0.63	87.44	50.55	86.89	-48.05	24.36	54.33	39.10	79.27	2.57	36.61	-88.83	64.51	37.16	7.17	25.19	38.15	43.39	67.50	36.21	-62.76	-55.39	15.07	44.57	40.49	26.43
BRD-A26032986	CP	zaldaride	calmodulin antagonist, calmodulin inhibitor	CALM1		3.85, 1.92	37.16	0.61, 0.16	37.16	36.04	39.82	76.56	80.33	78.64	21.32	20.03	11.12	5.99	28.73	88.44	4.78	4.79	89.67	17.47	63.20	91.72	21.94	27.06	63.87	73.30	58.41	0.00	74.32	32.07	28.60	48.61	75.20
BRD-K18250272	CP	propoxycaine	anesthetic			2.31, 0.77	37.15	0.56, 0.15	93.14	15.50	3.71	5.99	29.41	18.22	60.93	85.79	11.13	41.28	78.99	71.18	0.11	7.46	88.71	58.69	36.52	2.31	84.16	54.14	35.13	45.72	12.19	0.04	37.15	94.86	17.38	47.93	39.40
BRD-K89375097	CP	pirenzepine	acetylcholine receptor antagonist	CHRM1, CHRM2, CHRM3, CHRM4, CHRM5		4.23, 1.54	37.14	1.38, 0.34	69.89	32.39	3.77	28.96	10.86	29.94	21.09	21.41	40.59	72.77	37.14	84.26	-2.39	1.87	92.09	1.97	76.40	13.34	97.33	62.41	8.28	45.33	20.99	91.48	76.69	21.05	42.11	93.90	81.41
BRD-K26657438	CP	imiquimod	interferon inducer, toll-like receptor agonist, immunostimulant	TLR7, TLR8		2.31, 1.15	37.10	1.31, 0.49	83.90	5.11	93.24	11.61	66.16	77.67	47.76	81.31	25.19	37.35	91.27	81.36	-82.95	8.07	10.99	-72.30	76.87	32.41	37.10	57.19	66.53	21.94	29.93	1.16	20.48	90.29	33.43	34.88	41.28
BRD-K04833372	CP	GSK-1904529A	insulin growth factor receptor inhibitor, insulin receptor ligand	IGF1R, INSR		4.23, 2.69	37.07	1.94, 0.52	15.27	-18.66	23.57	25.68	0.92	11.29	74.16	93.47	9.53	92.38	44.71	9.48	0.07	64.09	34.61	-6.58	92.86	46.34	30.66	49.47	37.07	5.39	3.59	45.31	61.23	71.75	72.61	45.25	97.57
BRD-K12184916	CP	NVP-BEZ235	mTOR inhibitor, PI3K inhibitor, protein kinase inhibitor	MTOR, PIK3CA, PIK3CG, PIK3CD, ATR, PIK3CB	MTOR inhibitor, PI3K inhibitor	4.23, 1.54	37.06	2.02, 0.53	3.40	42.31	39.77	96.48	21.59	25.37	8.49	-15.28	37.06	14.32	20.86	25.52	87.48	42.49	79.82	98.34	54.55	64.68	13.46	41.34	42.42	38.51	10.28	-96.35	12.89	13.03	45.17	38.05	8.81
BRD-A22684332	CP	procaterol	adrenergic receptor agonist	ADRB2	Beta-adrenergic receptor agonist	6.15, 3.08	37.02	0.94, 0.36	24.78	82.22	35.57	55.89	70.83	28.51	89.86	-58.61	94.98	34.26	81.14	63.83	3.00	8.48	69.07	4.17	37.13	8.18	78.11	98.64	11.38	41.01	12.71	-18.75	4.83	37.02	11.52	53.01	61.99
BRD-A78391468	CP	prednisolone	glucocorticoid receptor agonist	NR3C1, NR3C2, SERPINA6	Glucocorticoid receptor agonist	3.08, 1.92	37.02	1.53, 0.75	87.53	5.77	4.23	47.69	49.73	8.05	8.76	74.11	8.07	29.38	6.20	19.88	-2.78	47.56	47.50	17.07	97.71	11.29	47.18	47.08	-12.12	6.55	37.02	0.85	46.11	59.02	39.64	37.88	69.04
BRD-K66707493	CP	lawsone	coloring agent			2.69, 1.15	37.02	0.91, 0.26	11.69	15.85	66.38	85.13	70.37	19.03	72.54	42.63	82.72	3.31	37.02	59.07	47.87	17.83	29.91	16.39	31.06	43.69	6.26	66.76	18.86	38.63	68.43	0.00	66.97	6.72	26.54	98.46	15.74
BRD-A88282067	CP	delcorine	ganglioblocking, antiarrhythmic			5.00, 1.92	36.99	1.53, 0.42	19.69	25.06	79.29	15.46	73.49	63.32	85.39	35.99	16.62	95.55	82.66	86.28	-52.78	31.61	-86.73	8.96	32.87	34.17	88.99	40.09	87.82	82.57	50.35	34.21	36.99	81.19	5.65	84.19	16.09
BRD-K61829047	CP	7b-cis	exportin antagonist	XPO1		2.31, 0.77	36.98	2.61, 0.70	15.49	87.18	19.63	45.97	58.38	12.61	5.57	18.13	8.23	30.47	7.29	48.33	92.35	88.72	58.24	99.12	49.58	85.47	-12.36	31.58	37.52	36.98	10.33	5.98	90.19	2.53	48.63	40.43	13.77
BRD-K66956375	CP	oleoylethanolamide	Glucose-Dependent Insulinotropic Receptor (GDIR, GPR119)  Agonists, potassium channel blocker, PPAR receptor agonist	CNR1, GPR119, GPR55, KCND3, PPARA		4.62, 1.92	36.95	1.34, 0.52	13.31	-45.57	44.53	-65.66	73.98	5.38	18.71	91.42	13.39	89.85	93.16	37.86	13.34	24.12	14.09	88.36	96.55	-38.86	36.95	40.13	39.84	41.01	4.76	4.65	57.57	34.73	81.53	75.42	14.84
BRD-K93918653	CP	quizartinib	FLT3 inhibitor, colony stimulating factor receptor inhibitor, KIT inhibitor, RET tyrosine kinase inhibitor	FLT3, CSF1R, KIT, RET, PDGFRA, PDGFRB		3.85, 1.92	36.94	0.72, 0.17	11.58	80.55	95.10	36.98	74.24	8.57	11.40	54.50	20.04	12.20	55.30	23.75	19.14	1.73	67.30	16.28	73.80	29.63	58.26	10.50	52.64	36.94	34.25	86.19	33.17	64.83	27.83	43.10	77.75
BRD-A96882008	CP	L-732138	tachykinin antagonist	TACR1, TACR2		3.46, 1.92	36.92	1.41, 0.35	73.41	55.83	86.19	55.63	93.64	22.55	91.36	-35.82	91.93	0.35	12.13	26.81	2.78	4.05	89.37	15.31	91.96	36.92	10.22	95.17	7.89	64.36	26.34	27.01	20.82	9.18	61.23	78.50	87.06
BRD-K50387473	CP	XMD-892	MAP kinase inhibitor, BMK inhibitor, leucine rich repeat kinase inhibitor	MAPK7, DCLK2, LRRK2, PLK4, TNK1	Bromodomain Inhibitor, Leucine rich repeat kinase inhibitor	4.23, 0.38	36.91	1.06, 0.53	25.25	90.12	19.52	29.26	38.71	36.91	19.72	16.18	10.45	34.17	43.73	88.01	57.17	39.29	68.09	65.48	54.22	49.74	10.08	35.10	13.11	44.61	44.17	0.00	0.00	32.67	49.60	28.54	60.05
BRD-K77286328	CP	reversine	Aurora kinase inhibitor, adenosine receptor antagonist	AURKB, ADORA3, AURKA, INCENP, MAP2K1	Aurora kinase inhibitor	6.15, 3.08	36.90	1.58, 0.56	11.87	44.39	70.23	98.80	80.81	27.55	53.86	-70.59	11.25	18.04	13.68	91.11	81.16	66.32	42.29	99.54	36.24	71.26	25.68	53.25	36.90	6.82	13.68	1.09	14.06	15.13	36.00	40.12	52.37
BRD-A19053259	CP	pseudopelletierine	stimulant reflex trigger used as an anthelmintic and anti-amoeboid			5.00, 1.92	36.85	0.86, 0.25	36.85	56.31	95.63	3.38	92.52	19.06	35.26	61.32	-15.16	5.97	-3.91	14.31	-24.41	-40.56	99.22	-31.64	92.89	0.74	12.31	83.05	94.32	10.94	40.59	94.50	30.22	76.24	53.88	80.14	79.27
BRD-A31227688	CP	kynuramine	aryl hydrocarbon receptor activator			5.38, 2.69	36.85	0.94, 0.28	92.43	-10.17	15.83	9.93	-13.01	4.01	76.63	72.43	97.62	14.40	4.80	11.36	-6.38	3.74	49.00	1.80	49.16	10.71	96.34	88.88	-28.30	36.85	77.34	99.54	79.83	45.25	33.02	51.39	50.20
BRD-K73290745	CP	ICI-199441	opioid receptor agonist	OPRK1, CYP2D6, OPRD1, OPRM1, UTS2R		5.38, 3.85	36.82	1.42, 0.38	1.09	36.82	97.53	90.92	66.74	0.02	24.89	44.26	7.61	35.97	44.92	23.11	49.65	89.59	45.62	29.40	-18.74	98.98	67.35	4.62	31.02	11.99	44.54	-0.85	96.65	86.20	14.63	23.64	50.06
BRD-A82238138	CP	budesonide	glucocorticoid receptor agonist, glucocordicoid receptor antagonist, immunosuppressant	NR3C1, CYP3A5, CYP3A7	Glucocorticoid receptor agonist	1.63, 0.82	36.81	1.40, 0.83	16.50	29.93	36.81	88.43	12.15	26.86	71.41	24.52	11.90	33.35	26.56	55.64	61.63	87.68	17.53	50.83	60.65	49.47	28.09	64.59	27.86	49.84	51.67	0.00	12.02	63.52	63.95	41.80	22.22
BRD-K34330170	CP	rotenonic-acid	RAR antagonist			3.85, 1.15	36.79	0.84, 0.23	11.79	44.86	95.13	23.62	65.29	7.85	23.63	28.66	64.69	11.42	94.76	89.67	5.25	14.41	55.58	24.42	93.18	23.30	42.22	61.40	36.79	76.81	86.07	0.78	82.48	13.55	11.60	46.11	11.08
BRD-K45479396	CP	BP-554	serotonin receptor agonist	HTR1A		6.54, 2.69	36.79	1.53, 0.40	17.11	33.87	75.26	74.00	51.89	78.06	14.25	27.96	86.67	12.67	3.91	53.63	2.78	0.00	98.52	2.83	95.50	65.45	-19.78	96.62	36.79	7.83	75.96	94.20	23.32	60.30	28.24	27.52	98.59
BRD-K62012036	CP	acitretin	retinoid receptor agonist, microbial collagenase inhibitor, protein synthesis inhibitor	RARA, RARB, RARG, RBP1, RXRA, RXRB, RXRG, STAT3	Retinoid receptor agonist	3.46, 1.54	36.75	1.64, 0.48	95.25	5.99	3.06	1.27	50.75	54.24	20.80	80.46	7.92	33.52	29.83	8.42	13.25	19.50	64.50	84.77	67.09	17.05	71.40	80.00	44.43	67.40	16.26	98.01	38.30	21.77	36.75	49.35	17.81
BRD-K30296925	CP	flavokavain-b	carcinoma cell growth inhibitor, hypoxia inducible factor inhibitor	HIF1A		2.31, 1.92	36.74	1.49, 0.66	74.11	76.85	29.68	25.50	79.58	25.87	33.94	-28.11	5.57	41.63	11.64	37.52	81.28	91.72	67.44	98.91	12.44	53.41	-66.35	62.83	59.07	26.76	36.74	-2.73	-1.20	33.91	11.53	71.49	56.43
BRD-A18043272	CP	phensuximide	anticonvulsant			2.45, 1.63	36.73	0.60, 0.25	85.67	6.65	17.31	-3.85	1.71	80.03	79.09	86.45	6.20	75.01	4.34	5.43	-3.46	-31.85	37.44	-11.03	78.12	29.32	68.04	86.35	41.96	50.17	5.46	74.09	36.73	16.29	-7.14	40.90	70.27
BRD-A38913120	CP	BH3I-1	BCL inhibitor	BCL2		3.46, 1.15	36.70	0.98, 0.30	62.84	24.62	1.35	0.63	2.71	4.97	94.67	70.98	10.31	50.01	55.16	24.24	-24.72	22.15	49.21	11.13	84.34	-58.95	83.59	27.65	82.91	36.70	-7.63	93.29	84.57	91.13	53.11	98.59	14.57
BRD-K13087974	CP	4,5-dianilinophthalimide	EGFR inhibitor, epidermal growth factor receptor (EGFR) inhibitor	EGFR	EGFR inhibitor	5.77, 2.31	36.69	0.84, 0.35	99.26	56.12	15.60	64.82	43.10	0.04	16.59	-62.09	5.57	3.77	8.99	81.59	24.11	11.71	99.72	97.78	64.70	32.09	49.54	39.91	23.25	69.37	42.03	98.52	36.69	87.43	36.32	10.90	33.57
BRD-K00959089	CP	thenoyltrifluoroacetone	PPAR receptor ligand	CES1, PPARA, SDHA		5.00, 3.08	36.67	1.36, 0.39	20.29	77.53	18.80	71.71	85.68	9.49	26.79	86.98	17.34	18.23	6.24	25.71	-2.27	22.26	36.67	42.24	45.08	6.91	68.39	99.33	13.28	37.85	53.92	98.28	39.01	91.19	18.93	83.04	33.76
BRD-K14618467	CP	IKK-16	IKK inhibitor	IKBKB	IKK inhibitor	10.38, 5.77	36.67	1.49, 0.32	19.19	97.43	78.94	99.65	52.82	-10.06	-0.95	-12.22	16.56	25.22	13.63	60.93	97.55	99.82	36.67	99.93	36.70	98.20	48.60	12.81	60.64	28.40	29.83	-8.28	60.19	23.33	39.39	32.10	16.95
BRD-A35519318	CP	benidipine	calcium channel blocker, L-type calcium channel blocker	CACNA1C, CACNA1G, CYP3A5		8.44, 4.44	36.66	0.88, 0.27	79.28	34.91	94.79	9.73	20.93	42.11	46.12	67.49	43.23	-12.79	7.32	26.71	36.66	22.21	99.82	69.98	99.72	3.86	52.19	35.31	-76.50	4.71	72.87	51.16	0.28	68.76	83.09	0.60	-62.71
BRD-K35240538	CP	methylprednisolone	glucocorticoid receptor agonist	NR3C1	Glucocorticoid receptor agonist	5.77, 3.08	36.64	1.44, 0.60	12.37	33.63	82.68	36.64	67.13	47.84	62.50	27.39	16.54	99.68	30.09	29.42	3.26	76.60	13.38	17.83	93.44	44.91	89.98	28.73	93.73	25.00	21.37	0.00	83.82	91.98	41.43	14.94	73.02
