#1.3
2429	14	8	25
id	type	name	description	target	belongs_to	pc	median_tau_score	ts_pc	BRD-K73196317-summary	BRD-K45158365-summary	BRD-K81418486-summary	BRD-K56343971-summary	BRD-K72093121-summary	BRD-A09533288-summary	BRD-K40227168-summary	BRD-K29582115-summary	BRD-A24514565-summary	BRD-A56359832-summary	BRD-K41260949-summary	BRD-K71289571-summary	BRD-K53318339-summary	BRD-K13926615-summary
BRD-K85985071	CP	ellipticine	topoisomerase inhibitor, DNA intercalating drug	TOP2A, TOP2B	Topoisomerase inhibitor	2.38, 0.79	48.08	1.99, 0.44	71.18	11.62	92.39	15.63	75.17	19.69	64.01	92.02	12.34	16.72	16.25	66.32	32.14	68.59
BRD-K43245338	CP	MDL-28170	calpain inhibitor, cathepsin inhibitor	CAPN1, CTSB, CTSL		3.97, 2.38	48.07	1.06, 0.32	13.10	75.25	2.29	-42.68	73.06	11.49	47.86	90.74	67.61	13.99	80.70	86.55	48.27	18.34
BRD-A46179541	CP	doxapram	potassium channel blocker	KCNK3, KCNK9	Potassium channel blocker	8.73, 5.56	48.01	1.13, 0.48	62.78	2.15	18.11	4.69	96.09	94.13	69.12	78.00	0.02	60.36	26.77	28.44	35.67	99.93
BRD-K56064827	CP	EI-273	PKC inhibitor	PRKCA, PRKCG		6.35, 4.76	47.97	2.13, 0.88	27.95	10.13	8.09	67.94	63.11	97.35	43.37	98.41	55.99	18.95	27.00	16.87	59.24	52.57
BRD-K27305650	CP	LY-294002	PI3K inhibitor, mTOR inhibitor, DNA dependent protein kinase inhibitor, phosphodiesterase inhibitor, PLK inhibitor	MTOR, PIK3CD, PIK3CG, PIK3CA, PIK3CB, PLK1, PRKDC, AKT1, CHEK1, GSK3B, LCK, MAPK1, MAPK11, MAPK12, MAPK14, MAPK8, PDE2A, PRKCA, ROCK1, RPS6KB1, SGK1	Bromodomain Inhibitor, MTOR inhibitor, PI3K inhibitor	5.79, 1.65	47.96	1.16, 0.51	64.61	22.75	84.66	94.63	37.13	13.43	79.17	62.19	16.08	40.36	-28.51	67.38	55.56	27.54
BRD-K10467831	CP	tibolone	estrogen receptor agonist, androgen receptor agonist, progesterone receptor agonist, selective estrogen receptor modulator (SERM), steryl sulfatase inhibitor	AR, ESR1, PGR, STS	Androgen receptor modulator	12.70, 9.52	47.95	1.91, 0.58	97.15	80.95	26.31	-16.03	10.62	9.30	61.52	98.84	83.49	99.93	34.38	11.37	4.44	99.86
BRD-K64610608	CP	EMF-bca1-57	caspase inhibitor	CASP3		6.35, 3.17	47.93	0.90, 0.17	26.80	33.89	-1.47	35.19	52.97	63.31	30.28	86.29	17.56	48.70	94.99	51.07	50.26	47.17
BRD-K95899059	CP	LY-344864	serotonin receptor agonist	HTR1F, HTR1A, HTR1B, HTR1D, HTR1E, HTR2A, HTR2B, HTR2C, HTR7		4.13, 3.31	47.92	1.18, 0.20	74.33	47.96	12.31	25.83	56.94	99.61	99.26	93.19	13.90	45.54	47.88	16.18	78.64	25.24
BRD-A98378129	CP	talniflumate	cyclooxygenase inhibitor, calcium channel blocker, calcium-activated chloride channel blocker, mucin production inhibitor	CLCA1		2.38, 0.00	47.91	1.20, 0.51	36.24	28.50	1.37	18.47	51.23	78.45	46.43	54.06	41.97	16.91	49.71	91.00	49.38	80.42
BRD-K06208435	CP	YS-035	calcium channel blocker			7.14, 1.59	47.88	1.06, 0.41	54.68	48.85	7.31	24.01	46.91	36.28	19.81	96.75	8.77	26.70	63.25	52.95	63.42	52.83
BRD-A75552914	CP	isoxicam	cyclooxygenase inhibitor	PTGS1, PTGS2		3.17, 3.17	47.86	1.00, 0.19	-26.80	7.06	1.73	1.64	62.17	71.04	72.13	-68.12	59.82	35.37	68.62	35.91	60.80	73.87
BRD-K19360254	CP	ergocornine	dopamine receptor agonist	DRD2		6.35, 3.97	47.86	1.14, 0.24	42.38	43.68	2.54	6.96	28.05	69.20	48.07	47.65	42.59	64.74	98.57	92.88	62.15	80.47
BRD-K57304726	CP	PRE-084	alpha receptor agonist, sigma receptor agonist	SIGMAR1		4.76, 2.38	47.85	0.73, 0.20	83.54	53.95	0.60	46.40	24.19	6.53	49.30	93.70	52.80	37.90	38.53	95.72	83.57	44.14
BRD-K32696739	CP	noreleagnine	imidazoline receptor ligand, serotonin receptor ligand	ADRA2A, ADRA2B, ADRA2C, HTR2A, MAOA, MAOB		1.59, 0.79	47.85	1.11, 0.23	72.17	30.34	1.87	42.09	15.04	51.19	49.54	43.88	27.17	60.68	89.86	77.92	78.92	46.15
BRD-K80396088	CP	gliquidone	sulfonylurea, ATP channel blocker, ATP-sensitive potassium channel antagonist, insulin secretagogue	ABCC8, KCNJ10, KCNJ11, KCNJ8	KCNJ11 modulator	4.76, 0.79	47.83	0.72, 0.24	46.11	12.80	-0.78	-9.83	92.28	37.24	49.55	81.94	65.21	11.13	56.43	92.16	74.50	12.69
BRD-K68756823	CP	FR-180204	MAP kinase inhibitor	MAPK1, MAPK3		3.97, 1.59	47.79	0.89, 0.24	93.97	45.60	47.87	69.74	92.23	17.38	94.51	-43.58	10.96	47.71	13.21	4.72	49.12	52.77
BRD-K34441861	CP	moexipril	angiotensin converting enzyme inhibitor, phosphodiesterase inhibitor	ACE, ACE2		7.94, 3.17	47.77	1.23, 0.51	12.86	21.57	-37.96	7.28	58.38	56.62	61.11	58.88	38.92	11.30	99.26	7.01	96.05	70.39
BRD-K07403598	CP	CAY-10470	NFKB pathway inhibitor	NFKB1, TNF		4.13, 3.31	47.75	0.98, 0.16	58.63	75.43	18.60	79.29	93.78	36.87	81.11	25.62	24.96	31.53	17.65	98.12	87.56	3.76
BRD-K34154330	CP	tracazolate	GABA receptor agonist, GABA receptor modulator	GABRA1		5.56, 3.17	47.75	0.61, 0.17	60.92	18.65	0.53	16.82	16.57	31.25	19.32	62.56	61.41	56.72	99.86	51.02	44.48	75.70
BRD-K11742128	CP	triprolidine	histamine receptor antagonist	HRH1		7.44, 2.48	47.74	1.49, 0.60	85.50	14.48	5.59	42.86	52.62	99.36	95.00	80.72	98.63	16.79	95.31	12.74	19.25	15.95
BRD-K20313525	CP	rosmarinic-acid	antioxidant	MCL1, TYR		6.35, 3.97	47.68	0.98, 0.19	23.51	65.93	0.39	6.80	14.97	97.22	82.43	51.49	97.36	27.66	98.30	35.86	80.88	43.87
BRD-K91315211	CP	betahistine	histamine receptor agonist, histamine receptor antagonist	HRH3, HRH1		8.73, 5.56	47.66	1.58, 0.39	21.42	99.79	-6.07	-25.05	14.99	98.98	71.19	79.88	15.38	56.94	97.08	41.87	53.45	31.71
BRD-K72222507	CP	quinapril	angiotensin converting enzyme inhibitor	ACE		3.17, 0.00	47.60	0.57, 0.11	44.31	54.30	3.31	13.97	80.20	31.91	63.44	91.06	17.02	31.03	50.88	38.58	55.52	50.95
BRD-K37720887	CP	SB-525334	TGF beta receptor inhibitor	TGFBR1	TGF beta receptor inhibitor	5.56, 1.59	47.57	1.60, 0.44	4.65	71.70	-48.40	9.19	65.82	59.58	74.52	55.92	12.93	39.23	72.35	11.64	65.66	23.55
BRD-A16444946	CP	acarbose	glucosidase inhibitor	GAA, MGAM, AMY2A, SI		6.03, 2.59	47.55	0.84, 0.13	91.01	44.82	1.73	34.38	35.32	90.22	96.53	50.27	95.55	94.44	30.91	79.12	44.03	13.26
BRD-K86204871	CP	terconazole	cell wall synthesis inhibitor, sterol demethylase inhibitor		Sterol demethylase inhibitor	4.76, 2.38	47.54	0.58, 0.15	87.69	76.41	9.21	17.02	26.40	56.88	47.82	21.70	24.43	-13.76	85.30	76.50	47.26	54.65
BRD-A84134924	CP	pancuronium	acetylcholine receptor antagonist	CHRM2, CHRM3, CHRNA1, CHRNA2		9.91, 6.31	47.52	1.82, 0.60	98.10	99.86	37.46	15.91	41.03	20.42	95.01	53.68	42.16	20.27	37.13	75.73	59.29	52.88
BRD-K21971034	CP	OM-137	Aurora kinase inhibitor		Aurora kinase inhibitor	5.79, 4.96	47.51	0.95, 0.15	43.76	96.79	46.36	29.70	67.83	58.13	87.09	-57.82	22.81	18.73	43.90	98.66	94.10	48.65
BRD-K21680192	CP	mitoxantrone	topoisomerase inhibitor, DNA intercalating drug, HCV inhibitor, immunosuppressant, Pim kinase inhibitor	TOP2A, PIM1	Topoisomerase inhibitor	5.79, 0.00	47.51	2.56, 0.70	93.45	25.69	95.81	91.33	94.79	6.34	84.10	88.60	23.31	10.20	-77.63	69.32	21.73	4.03
BRD-K09668667	CP	benzo(a)pyrene	pro carcinogen that is metabolized to the DNA intercalating agent benzo(a)pyrene diol epoxide			4.62, 3.08	47.47	1.40, 0.43	5.36	94.85	3.09	90.27	30.47	97.63	88.82	16.59	16.61	60.56	39.30	55.63	8.10	91.88
BRD-K10065684	CP	dantron	stimulant laxative			1.59, 0.79	47.46	0.89, 0.15	49.40	92.03	5.48	65.50	52.65	21.54	47.38	63.87	24.02	7.00	47.54	79.63	38.45	45.30
BRD-K12994359	CP	valdecoxib	cyclooxygenase inhibitor	PTGS2, CA12, CYP2C19		6.35, 3.97	47.43	0.34, 0.05	87.21	12.17	86.27	98.20	37.25	13.84	88.43	27.70	90.25	58.63	30.28	32.39	24.46	57.61
BRD-K28143534	CP	cyproheptadine	histamine receptor antagonist, serotonin receptor antagonist	HRH1, ADRA1A, ADRA1B, ADRA1D, CHRM1, CHRM2, CHRM3, HTR2A, HTR2B, HTR2C, HTR6, HTR7		3.17, 2.38	47.43	1.19, 0.47	38.27	17.69	54.86	90.38	69.08	9.84	92.39	89.65	33.49	9.13	16.37	53.33	41.53	90.10
BRD-K85383046	CP	IAA-94	chloride channel blocker			2.38, 0.79	47.43	1.01, 0.19	71.03	77.34	5.64	10.72	48.32	98.13	90.31	24.60	66.73	37.17	23.39	46.49	57.95	46.54
BRD-A31007383	CP	SDZ-WAG-994	adenosine receptor agonist	ADORA1		3.97, 1.59	47.42	1.30, 0.43	62.47	40.51	50.91	75.67	60.32	27.90	75.77	81.22	7.82	69.51	14.77	41.01	43.94	22.38
BRD-K60230970	CP	MG-132	proteasome inhibitor	PSMB1	Proteasome inhibitor	4.76, 0.79	47.42	2.30, 0.69	67.01	25.38	98.80	54.74	96.69	22.27	70.33	24.15	53.33	17.13	-29.03	44.02	32.24	50.82
BRD-A52660433	CP	tetrindole	monoamine oxidase inhibitor	MAOA		4.96, 0.83	47.39	1.74, 0.63	44.13	74.73	95.08	97.18	43.67	66.19	98.80	86.93	15.86	8.84	-32.30	24.28	50.65	30.78
BRD-K28360340	CP	TW-37	BCL inhibitor, MCL1 inhibitor	BCL2, BCL2L1, MCL1	BCL inhibitor	2.38, 0.00	47.38	2.60, 0.72	62.13	60.18	95.05	76.63	96.65	34.57	64.39	33.92	62.58	24.54	15.64	30.10	8.79	12.69
BRD-A37492983	CP	iocetamic-acid	molecule used as a contrast medium			9.92, 4.96	47.29	0.77, 0.35	89.71	5.73	2.97	59.39	47.69	31.89	94.53	97.04	92.09	58.96	46.89	15.14	-73.23	9.89
BRD-K04185004	CP	oxybuprocaine	anesthetic	SCN10A		4.76, 2.38	47.28	0.92, 0.35	52.69	43.05	2.72	-6.25	52.88	92.25	63.93	14.09	46.93	47.64	37.10	53.97	23.72	77.38
BRD-K12120659	CP	GR-144053	integrin antagonist	ITGB3, ITGA2B		6.35, 3.97	47.26	1.01, 0.33	28.65	61.04	1.80	40.33	42.20	95.95	70.97	43.08	54.63	7.61	51.44	76.45	88.26	14.76
BRD-K78637815	CP	LY-320135	cannabinoid receptor antagonist	CNR1		6.35, 3.17	47.26	1.63, 0.51	42.60	67.45	-3.35	50.96	52.60	34.70	51.79	96.09	43.56	34.10	80.23	11.50	72.19	17.94
BRD-A97730597	CP	hexylcaine	sodium channel blocker	SCN5A, SCN10A		5.56, 4.76	47.25	0.56, 0.14	90.83	25.05	27.99	5.04	51.24	13.70	59.33	69.36	90.57	98.83	37.19	43.26	-36.33	89.63
BRD-K30743633	CP	TCPOBOP	constitutive androstane receptor (CAR) agonist	NR1I3		3.17, 2.38	47.25	1.01, 0.31	75.98	52.64	-13.40	-4.07	77.78	49.07	62.85	6.23	45.43	42.88	75.63	87.19	31.84	30.23
BRD-K96119599	CP	leucodin	melanin synthesis inhibitor			6.35, 2.38	47.25	0.83, 0.19	63.00	8.05	2.70	16.30	70.43	50.58	23.88	85.01	23.68	39.62	53.31	88.31	43.92	63.21
BRD-K30097969	CP	pitavastatin	HMGCR inhibitor, apolipoprotein expression enhancer, osteopontin expression inhibitor	HMGCR, APOA1, CYP2C8	HMGCR inhibitor	3.17, 0.79	47.23	2.19, 0.43	72.71	35.40	93.91	42.63	7.18	6.49	88.73	97.18	21.33	36.01	55.05	51.83	3.68	79.96
BRD-K37691127	CP	hinokitiol	tyrosinase inhibitor	TYR		2.38, 2.38	47.23	1.36, 0.45	63.72	15.72	98.03	83.22	98.91	-8.95	73.85	66.49	78.18	18.64	-94.06	15.46	30.74	2.33
BRD-A84174393	CP	meloxicam	cyclooxygenase inhibitor, prostanoid receptor inhibitor	PTGS2, PTGS1		3.17, 1.59	47.15	1.10, 0.35	13.57	73.63	1.09	30.35	4.12	31.41	51.62	45.96	59.19	41.23	87.43	48.35	63.66	87.96
BRD-K17306061	CP	aprepitant	tachykinin antagonist	TACR1, CYP2C19		3.97, 0.00	47.14	1.22, 0.30	76.55	7.43	-47.17	6.50	20.85	89.21	32.14	96.37	89.62	10.55	49.77	54.32	44.51	66.18
BRD-A68589262	CP	troxipide	glucosamine synthetase stimulant			7.21, 6.31	47.09	1.55, 0.52	99.54	-58.07	38.74	37.65	14.04	26.42	89.32	77.17	52.93	98.73	62.94	23.84	41.26	78.69
BRD-K10466330	CP	AVA	nucleophosmin inhibitor		Nucleophosmin inhibitor	1.79, 1.79	47.07	0.59, 0.35	58.62	19.17	19.73	51.59	55.81	26.06	22.00	92.58	12.92	77.21	76.04	65.14	35.69	42.55
BRD-A41833852	CP	naloxone	opioid receptor antagonist	OPRM1, OPRK1, OPRD1, CREB1, ESR1, TLR4		0.79, 0.79	47.07	1.11, 0.22	42.90	88.26	29.88	60.55	36.69	19.99	56.38	68.66	15.27	13.15	-11.59	90.75	51.23	91.74
BRD-K26548821	CP	quinpirole	dopamine receptor agonist	DRD2, DRD3, DRD4, DRD1, HTR1A, HTR2A, HTR2B, HTR2C		3.97, 1.59	47.05	0.86, 0.13	69.61	30.53	0.88	54.46	4.12	59.32	75.32	87.47	29.64	39.63	67.61	18.96	20.69	69.74
BRD-K88625236	CP	nonoxynol-9	interacts with the lipids in the membranes of the acrosome and the midpiece of the sperm			3.97, 3.17	47.03	1.23, 0.22	25.01	67.62	89.52	98.71	46.68	24.14	72.27	29.69	12.54	44.99	-51.47	70.66	49.89	47.38
BRD-K56957086	CP	dacinostat	HDAC inhibitor	HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9	HDAC inhibitor	8.73, 7.14	47.02	1.48, 0.63	78.89	41.86	99.44	44.48	94.93	29.06	76.76	86.92	16.51	34.02	0.21	91.00	22.41	49.56
BRD-K59753853	CP	MDL-29951	glutamate receptor antagonist, fructose biphosphate inhibitor, UDP/CysLT (GPR17, P2Y-like) Agonists	FBP1, GPR17		7.14, 1.59	47.02	1.28, 0.45	78.27	53.54	16.21	-4.93	15.03	4.21	68.91	97.34	29.27	39.83	95.07	94.00	40.50	73.19
BRD-K85606544	CP	neratinib	EGFR inhibitor, receptor tyrosine protein kinase inhibitor, tyrosine kinase inhibitor	EGFR, ERBB2, ERBB4, KDR	EGFR inhibitor	3.97, 0.00	47.01	1.48, 0.31	33.57	14.58	96.76	96.83	15.57	43.64	95.52	54.32	26.53	90.41	-45.43	62.57	27.83	50.39
BRD-K82688027	CP	RG-13022	EGFR inhibitor, PDGFR tyrosine kinase receptor inhibitor	EGFR, PDGFRA, PDGFRB		3.97, 2.38	46.99	0.88, 0.32	81.44	8.15	1.37	50.39	70.44	14.81	54.98	79.31	66.67	32.22	22.65	96.48	39.89	43.60
BRD-K78633253	CP	EXO-1	ARF inhibitor			1.59, 1.59	46.99	0.30, 0.06	49.65	68.75	2.11	15.31	11.56	98.84	44.33	68.98	30.67	25.36	74.59	89.19	54.44	34.14
BRD-K12932420	CP	YM-976	phosphodiesterase inhibitor, tumor necrosis factor production inhibitor	PDE4A, PDE4B, PDE4C, PDE4D, TNF		0.79, 0.79	46.98	0.73, 0.27	25.13	65.04	2.01	49.37	10.79	57.99	90.07	18.44	61.56	23.04	83.93	44.59	53.25	21.25
BRD-K93441486	CP	diphemanil	acetylcholine receptor antagonist	CHRM3		9.09, 2.48	46.96	0.84, 0.31	52.67	75.03	21.80	32.93	89.64	95.84	97.01	75.87	83.09	31.39	41.26	40.11	35.87	9.99
BRD-K96670504	CP	lonidamine	glucokinase inhibitor, protein synthesis inhibitor	GCK		6.35, 4.76	46.93	0.76, 0.18	5.39	46.57	-19.85	3.91	12.09	99.18	47.29	26.33	82.73	22.40	99.79	52.95	84.64	73.06
BRD-A82238138	CP	budesonide	glucocorticoid receptor agonist, glucocordicoid receptor antagonist, immunosuppressant	NR3C1, CYP3A5, CYP3A7	Glucocorticoid receptor agonist	4.96, 1.65	46.93	1.40, 0.83	13.42	42.42	26.27	55.27	98.33	51.44	97.04	19.40	36.12	88.85	14.35	74.61	62.49	22.41
BRD-K55703048	CP	latrepirdine	glutamate receptor antagonist, histamine receptor antagonist, serotonin receptor antagonist	HTR6, GRIN2B, HRH1		1.77, 1.77	46.92	1.57, 0.36	43.04	70.04	-71.67	22.26	20.19	72.60	36.18	-49.86	75.37	50.80	16.20	72.99	90.85	53.90
BRD-K72541103	CP	JAK3-inhibitor-I	JAK inhibitor	JAK3	JAK inhibitor	1.59, 0.79	46.91	0.73, 0.20	45.41	11.20	88.81	80.15	84.15	4.86	49.04	9.62	15.39	48.52	19.30	48.42	50.14	28.99
BRD-A15530910	CP	carpindolol	adrenergic receptor antagonist, serotonin receptor antagonist		Serotonin receptor antagonist	1.59, 0.79	46.91	1.11, 0.32	34.38	23.04	45.45	49.64	19.71	93.57	92.78	0.00	81.04	21.71	44.67	72.28	68.96	48.37
BRD-K59058766	CP	chlorprothixene	dopamine receptor, dopamine receptor antagonist	DRD2, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD3, HRH1, HTR2A, HTR2B, HTR2C	Dopamine receptor antagonist	1.59, 0.79	46.91	1.59, 0.57	35.16	30.69	82.19	50.34	73.06	80.26	54.80	42.26	6.93	-55.36	-4.87	59.73	56.07	43.47
BRD-A02367930	CP	ethinyl-estradiol	DNA directed DNA polymerase stimunlant, estrogen receptor agonist, estrogenic component in oral contraceptives	CYP2C8, ESR1, ESR2, NR1I2	Estrogen receptor agonist	2.48, 1.65	46.90	1.19, 0.38	66.79	11.19	25.46	40.25	27.59	40.70	99.30	68.82	89.65	85.77	71.10	22.35	51.76	42.04
BRD-K70976396	CP	cefoxitin	cell wall synthesis inhibitor			8.26, 4.13	46.89	1.06, 0.36	85.92	8.10	0.19	28.26	98.93	3.56	77.52	78.39	44.78	49.00	-94.39	97.14	51.67	7.24
BRD-K71860425	CP	CDK2-5-inhibitor	inhibitor of CDK2/cyclin E and CDK5/p25	CDK2, CDK5		0.79, 0.00	46.88	1.09, 0.31	40.47	45.27	5.04	18.57	60.02	23.09	52.27	66.38	48.48	28.08	-77.54	84.75	71.39	77.18
BRD-K15519488	CP	CS-110266	dopamine receptor agonist	SLC6A3		2.86, 2.86	46.86	3.87, 1.32	82.90	83.97	53.93	24.65	26.52	3.10	52.74	97.68	6.55	40.97	-68.28	72.94	74.50	33.73
BRD-A54596827	CP	solifenacin	acetylcholine receptor antagonist	CHRM3, CHRM1, CHRM2, CHRM4, CHRM5		4.96, 0.83	46.82	1.32, 0.39	41.98	11.48	4.12	32.97	22.40	52.39	78.67	51.67	35.60	72.28	68.96	1.94	54.03	83.25
BRD-K23566484	CP	nilutamide	androgen receptor antagonist, RNA directed RNA polymerase inhibitor	AR, CYP2C19		7.14, 4.76	46.81	0.66, 0.20	86.40	51.97	0.53	25.11	78.65	41.65	92.28	62.56	25.41	19.72	55.92	40.94	84.72	30.68
BRD-K00615600	CP	AG-14361	PARP inhibitor	PARP1	PARP inhibitor	3.97, 0.79	46.76	0.64, 0.20	53.02	47.33	24.94	85.22	51.25	34.15	91.32	27.06	30.79	26.18	46.18	71.22	52.40	21.78
BRD-K37561857	CP	zardaverine	phosphodiesterase inhibitor	PDE4D, PDE3A, PDE4A, PDE4B, PDE4C		3.17, 1.59	46.75	0.61, 0.11	61.21	41.29	1.13	51.88	14.53	-14.68	56.29	80.54	52.28	41.61	-38.85	64.71	76.93	38.64
BRD-A81772229	CP	simvastatin	HMGCR inhibitor	HMGCR, CYP2C8, CYP3A4, CYP3A5, ITGB2	HMGCR inhibitor	4.96, 1.65	46.72	2.36, 0.61	55.50	28.41	94.54	94.99	56.35	49.89	88.33	41.09	-42.38	16.68	-35.92	29.57	72.61	43.55
BRD-A65550283	CP	ginsenoside	steroidal receptor agonist			3.17, 2.38	46.64	1.13, 0.31	39.46	86.45	33.58	30.09	73.69	18.99	67.91	-26.10	14.32	53.82	-18.88	95.31	86.70	68.78
BRD-A72066420	CP	mifobate	cholesterol inhibitor, PPAR receptor antagonist, renin inhibitor	PPARG, REN		6.61, 3.31	46.62	1.33, 0.49	69.02	17.55	-1.80	3.17	25.24	31.88	77.12	91.18	98.81	17.08	76.87	80.85	61.37	13.74
BRD-A00758722	CP	noretynodrel	progestogen steroid hormone	PGR		4.76, 2.38	46.62	0.88, 0.28	62.75	89.92	59.13	86.69	49.04	7.31	43.47	44.20	-29.77	31.87	54.54	16.06	-77.68	60.07
BRD-K80527266	CP	triacsin-c	adrenergic receptor antagonist	ACSL1		5.56, 2.38	46.62	1.22, 0.30	60.73	52.88	-32.11	-38.12	18.25	59.52	-22.05	96.09	39.94	61.48	99.86	69.16	9.05	40.36
BRD-K49519144	CP	LY-2140023	glutamate receptor agonist	GRM3, GRM2		7.44, 4.13	46.59	0.95, 0.25	15.15	32.28	2.57	6.55	93.81	48.93	72.98	56.18	86.63	43.98	59.41	98.74	44.25	24.68
BRD-A61392169	CP	eliprodil	glutamate receptor antagonist	GRIN1, GRIN2B		3.31, 2.48	46.55	0.95, 0.35	49.29	7.89	14.49	42.44	86.54	81.65	94.07	82.13	69.33	13.28	68.50	13.66	37.43	43.81
BRD-K02715688	CP	hydrastine	GABA receptor antagonist			7.14, 3.17	46.53	1.48, 0.45	18.40	66.67	1.83	13.02	42.44	91.72	58.76	33.24	43.45	32.63	99.08	49.61	96.67	60.94
BRD-K67261995	CP	adipiodone	serum albumin binder	ALB		10.32, 5.56	46.49	0.93, 0.32	42.58	3.21	-0.11	25.20	44.53	98.91	48.46	92.46	38.19	52.90	99.05	21.62	95.78	79.60
BRD-K82255054	CP	propofol	membrane integrity inhibitor, membrane permeability inhibitor, TRPV agonist	CYP2B6, FAAH, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, SCN2A, SCN4A, TRPV1		2.38, 0.79	46.49	0.66, 0.17	67.69	92.30	-25.45	-37.96	37.67	74.03	19.78	76.94	24.07	47.95	73.08	26.95	59.27	45.02
BRD-K00486786	CP	RO-08-2750	nerve growth factor receptor ligand, NGF binding inhibitor	NGFR, NGF		2.38, 0.00	46.47	1.11, 0.30	31.28	25.98	3.32	85.82	86.21	91.06	77.48	95.07	89.16	7.65	-83.72	28.57	61.66	19.41
BRD-K91243525	CP	SR-142948	neurotensin receptor antagonist	NTSR1		3.97, 1.59	46.47	1.27, 0.38	8.74	16.42	-23.77	2.85	90.42	34.96	10.24	73.62	57.70	62.59	79.75	35.23	64.22	87.52
BRD-K46384212	CP	o-3M3FBS	phospholipase activator			2.38, 0.79	46.45	0.64, 0.14	77.36	32.92	0.79	14.79	93.86	7.87	29.55	88.22	95.11	43.73	52.26	79.60	16.56	49.18
BRD-K87991767	CP	umbelliferone	carbonic anhydrase inhibitor, cyclooxygenase inhibitor	CA9, CA12, PTGS2		4.76, 0.79	46.44	0.61, 0.16	83.09	13.02	4.41	78.79	9.57	68.32	52.36	86.28	40.52	94.39	-63.30	21.19	6.77	75.79
BRD-K65814004	CP	diphenyleneiodonium	nitric oxide synthase inhibitor, aldehyde dehydrogenase inhibitor, cytochrome P450 inhibitor, NADPH oxidase inhibitor, xanthine oxidase inhibitor	ALDH1A2, ALDH2, ALDH5A1, ALDH7A1, NOX3, XDH		3.97, 3.17	46.43	0.86, 0.14	78.66	38.18	61.61	52.40	31.01	13.38	96.55	40.46	7.08	12.37	-26.63	70.87	73.14	73.96
BRD-K64800655	CP	PHA-793887	CDK inhibitor	CDK1, CDK2, CDK4, CDK5, CCND1, CCNE1, CDK7, CDK9	CDK inhibitor	3.97, 0.79	46.42	1.55, 0.68	88.58	12.32	80.15	75.58	93.22	0.00	53.00	84.74	-18.57	24.29	-84.06	61.03	39.85	13.08
BRD-K35629949	CP	SR-27897	CCK receptor antagonist	CCKAR	CCK receptor antagonist	7.94, 3.97	46.41	0.99, 0.31	17.55	96.83	2.59	3.95	25.24	72.48	81.40	66.47	41.33	14.32	74.77	92.34	43.23	49.60
BRD-K47717570	CP	NBQX	glutamate receptor antagonist, kainate receptor antagonist	GRIA1, GRIA2, GRIA3, GRIA4, GRIK1, GRIN1, GRIN2A, GRIN2B		3.17, 0.79	46.41	0.85, 0.19	76.33	83.24	27.47	27.14	46.43	12.79	91.71	71.86	46.72	46.39	27.75	81.79	16.28	19.52
BRD-K36965586	CP	m-chlorophenylbiguanide	serotonin receptor agonist	HTR3A, HTR3B		7.14, 3.17	46.39	1.09, 0.35	86.19	88.85	-45.61	23.43	17.83	99.92	84.18	92.91	15.60	25.43	36.50	56.27	65.56	1.74
BRD-K01663662	CP	diphenidol	acetylcholine receptor ligand	CHRM1, CHRM3, CHRM4, CHRM2		7.14, 3.97	46.38	1.07, 0.27	22.98	53.56	2.04	9.04	92.04	98.32	58.15	71.10	76.72	14.32	71.30	2.01	39.19	36.65
BRD-K15563106	CP	phloretin	VCAM expression inhibitor, ICAM1 expression inhibitor	AQP9, CLCN3, SLC23A1		6.35, 3.17	46.38	0.17, 0.02	42.90	18.95	80.89	97.72	93.70	17.01	63.50	47.37	20.23	-11.02	-28.43	69.35	51.73	45.38
BRD-K49328571	CP	dasatinib	KIT inhibitor, src inhibitor, Bcr-Abl kinase inhibitor, ephrin receptor inhibitor, PDGFR tyrosine kinase receptor inhibitor, yes kinase inhibitor, Abl kinase inhibitor, Bruton's tyrosine kinase (BTK) inhibitor, discoidin domain containing receptor Inhibitor, lymphocyte specific tyrosine kinase inhibitor, tyrosine kinase inhibitor	ABL1, FYN, LCK, SRC, KIT, YES1, BCR, EPHA2, LYN, PDGFRB, ABL2, BTK, DDR1, DDR2, PDGFRA, STAT5B	SRC inhibitor	6.35, 5.56	46.37	1.44, 0.53	93.41	22.96	75.16	99.58	22.64	48.16	68.73	23.45	8.31	19.63	11.55	44.58	65.29	61.66
BRD-K86600316	CP	RS-79948	adrenoreceptor antagonist			2.48, 0.00	46.37	0.88, 0.23	45.50	47.24	11.43	8.64	96.00	32.27	92.43	53.07	34.66	20.79	81.11	79.82	70.79	9.84
BRD-K59851896	CP	calycanthine	GABA release inhibitor			5.56, 1.59	46.37	0.83, 0.23	26.92	71.65	0.79	4.79	89.39	53.28	44.29	48.07	71.17	32.66	-86.93	44.67	84.16	73.94
