#1.3
2429	19	8	25
id	type	name	description	target	belongs_to	pc	median_tau_score	ts_pc	BRD-K18779551-summary	BRD-K17743125-summary	BRD-K19462402-summary	BRD-K99964838-summary	BRD-K91315211-summary	BRD-K11717138-summary	BRD-K74763371-summary	BRD-A16665823-summary	BRD-K55191674-summary	BRD-A05186015-summary	BRD-K46018455-summary	BRD-K32821942-summary	BRD-K21450440-summary	BRD-A89175223-summary	BRD-A29485665-summary	BRD-K03406345-summary	BRD-K23204545-summary	BRD-K41410256-summary	BRD-A94543220-summary
BRD-K17378184	CP	prestwick-559	dopamine receptor agonist	DRD3, ADRA1A, ADRA1D, ADRA2A, DRD1, DRD2, DRD4, HTR1A, HTR2B		8.33, 7.22	41.87	0.68, 0.16	11.35	25.24	95.95	81.08	97.78	14.63	61.78	53.86	19.60	50.83	16.17	1.52	51.95	81.84	9.89	41.08	12.54	53.28	41.87
BRD-K50495309	CP	SRC-kinase-inhibitor-I	src inhibitor	CSK, LCK, RIPK2		7.78, 2.40	41.85	0.85, 0.39	74.04	10.25	33.50	13.46	-7.11	99.24	45.18	41.85	74.14	9.04	31.37	61.13	41.72	80.79	25.28	11.80	59.18	90.55	91.78
BRD-K76775527	CP	nimesulide	cyclooxygenase inhibitor, matrix metalloprotease inhibitor, prostanoid receptor inhibitor	PTGS2, LTF, PLA2G2E, PTGS1		2.78, 1.11	41.84	1.30, 0.38	4.77	6.54	91.91	29.03	58.60	8.85	66.62	70.21	73.32	29.01	74.68	33.96	33.81	57.83	52.56	7.03	41.84	29.84	45.28
BRD-K68488863	CP	ENMD-2076	Aurora kinase inhibitor, FLT3 inhibitor, VEGFR inhibitor, angiogenesis inhibitor, colony stimulating factor receptor antagonist, ephrin receptor inhibitor, FGFR inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, src inhibitor	AURKA, FLT3, KDR, PDGFRA, SRC, CSF1R, EPHA1, FGFR1, FGFR2, FGFR3, FLT4, KIT, PTK2	Aurora kinase inhibitor	0.62, 0.00	41.81	1.09, 0.32	48.18	41.81	71.58	63.73	24.62	17.81	66.67	46.96	37.73	41.60	32.20	19.31	3.65	58.25	48.63	74.91	17.65	60.98	39.01
BRD-K50388907	CP	fenofibrate	PPAR receptor agonist, apolipoprotein expression enhancer, lipase clearing factor inhibitor	PPARA, APOA1, CYP2C19, CYP2C8, MMP25		4.44, 1.67	41.79	1.01, 0.25	73.50	11.98	52.49	37.70	41.73	13.39	43.78	78.85	50.74	38.78	20.71	51.07	48.83	22.86	53.83	37.10	84.34	41.79	15.15
BRD-A03816571	CP	CP-55940	cannabinoid receptor agonist, CC chemokine receptor antagonist	CNR1, CNR2, CXCR4, GPR55		2.22, 2.22	41.78	1.01, 0.33	9.35	11.71	32.16	41.78	52.14	53.77	88.90	76.35	9.62	11.55	19.97	68.65	60.55	89.52	65.16	72.60	5.11	13.30	11.26
BRD-A41555725	CP	chlortetracycline	protein synthesis inhibitor			3.59, 1.80	41.75	1.30, 0.49	19.17	7.05	41.75	3.60	82.13	50.96	10.96	28.54	42.63	83.59	19.83	12.93	44.46	86.17	13.76	65.56	17.65	71.60	46.71
BRD-K18135438	CP	chenodeoxycholic-acid	11-beta hydroxysteroid dehydrogenase inhibitor, FXR agonist	HSD11B1, NR1H4		5.56, 3.89	41.75	1.22, 0.45	11.23	1.09	11.20	76.35	46.62	16.21	88.53	41.35	-46.96	99.40	41.75	2.78	63.61	71.75	43.75	36.65	87.49	15.72	68.88
BRD-K91900765	CP	VX-745	p38 MAPK inhibitor	MAPK14, MAPK11, MAPK12	P38 MAPK inhibitor	2.22, 1.67	41.74	0.86, 0.30	-6.57	6.84	50.27	71.20	40.79	45.30	84.45	78.86	41.74	18.38	65.37	8.21	75.23	57.59	24.64	7.51	70.97	30.13	19.69
BRD-K18194590	CP	mephentermine	adrenergic receptor agonist	ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, ADRB3		6.67, 3.33	41.73	0.98, 0.26	11.31	17.10	33.16	5.50	79.14	71.24	18.73	54.63	79.99	62.33	41.73	63.88	69.24	31.66	37.06	24.89	54.44	73.78	9.57
BRD-K62221994	CP	T-98475	gonadotropin releasing factor hormone receptor antagonist	GNRH1, GNRHR		5.00, 1.67	41.73	1.59, 0.49	82.61	95.70	49.61	98.70	4.20	47.21	10.73	99.86	34.79	12.93	41.47	54.85	12.27	41.73	35.68	88.80	33.31	28.44	93.81
BRD-A70449690	CP	forskolin	adenylyl cyclase activator, Adenylate cyclase stimulant, growth hormone receptor agonist, phosphokinase stimulant	ADCY2, ADCY5, GNAS		2.78, 0.56	41.70	1.24, 0.48	13.87	26.46	41.70	88.22	50.23	72.56	38.51	26.32	-12.15	38.53	66.06	44.05	53.47	20.13	6.51	54.73	20.27	86.43	55.75
BRD-A49225603	CP	alimemazine	histamine receptor ligand	HRH1		4.19, 2.40	41.64	1.67, 0.66	94.00	90.98	41.64	97.57	5.21	35.08	36.87	88.34	45.17	7.11	21.76	92.96	7.52	11.07	3.70	61.39	19.10	41.88	88.77
BRD-A89434049	CP	sarmentogenin	ATPase inhibitor	ATP1A1	ATPase inhibitor	7.61, 4.35	41.63	2.40, 0.72	31.65	91.29	51.13	16.56	99.27	41.63	63.75	15.80	0.39	14.71	89.29	99.93	8.99	56.83	17.77	95.74	14.93	84.20	-26.09
BRD-A68930007	CP	ouabain	ATPase inhibitor, alpha subunit binder	ATP1A1, ATP1A2, ATP1A3, ATP1A4, ATP1B1, ATP1B2, ATP1B3, ATP1B4, FXYD2	ATPase inhibitor	5.56, 3.89	41.62	2.09, 0.56	40.64	74.36	38.31	32.43	82.95	22.50	-17.02	66.71	38.34	41.62	59.49	96.22	26.12	89.10	51.17	98.73	6.30	48.72	29.11
BRD-K51476772	CP	ST-638	tyrosine kinase inhibitor			6.59, 2.99	41.59	0.95, 0.25	6.27	36.01	38.86	69.61	20.71	97.62	51.77	85.53	44.20	26.68	59.41	54.39	40.98	41.59	17.76	40.62	55.33	29.24	88.56
BRD-K00312224	CP	PPT	estrogen receptor agonist	ESR1	Estrogen receptor agonist	3.89, 1.67	41.56	0.85, 0.16	14.83	22.18	-10.03	68.18	63.13	30.03	58.60	78.68	41.56	97.19	37.57	9.65	82.19	11.19	66.84	37.13	26.35	81.51	94.01
BRD-A20131130	CP	2',5'-dideoxyadenosine	adenylyl cyclase inhibitor			5.56, 3.89	41.53	1.40, 0.35	41.53	48.46	12.49	43.87	26.73	99.68	14.63	38.39	36.95	75.69	40.54	10.34	46.21	99.15	90.88	28.17	68.69	85.79	24.83
BRD-K35559145	CP	levomepromazine	dopamine receptor	ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD3, DRD4, DRD5, HRH1, HTR2A, HTR2C	Dopamine receptor antagonist	3.33, 2.78	41.51	0.80, 0.26	15.54	19.87	59.89	72.35	84.10	66.20	68.13	-22.47	54.70	47.40	23.20	6.44	23.57	31.56	35.47	11.75	44.95	41.51	54.16
BRD-A01295252	CP	trans-7-hydroxy-pipat	dopamine receptor ligand			6.67, 1.67	41.50	0.77, 0.33	37.84	6.38	68.65	11.28	11.34	10.03	41.50	42.41	59.13	95.22	84.16	-3.73	97.01	66.59	43.67	56.66	6.20	39.51	19.41
BRD-K33818169	CP	GW-3965	LXR agonist, ABC transporter expression enhancer	NR1H2, NR1H3, ABCA1		7.22, 5.00	41.48	0.90, 0.35	62.54	20.73	62.80	41.48	36.45	69.55	-26.23	99.05	99.93	4.17	76.94	5.34	24.37	34.85	78.50	31.78	81.13	67.29	20.86
BRD-K67043667	CP	altretamine	DNA synthesis inhibitor			6.11, 5.00	41.48	0.41, 0.07	15.14	5.71	67.53	21.68	72.54	33.03	92.77	70.48	18.59	48.58	47.55	14.29	91.75	24.75	28.16	60.29	57.95	41.48	39.92
BRD-K04146668	CP	GW-441756	growth factor receptor inhibitor, leucine rich repeat kinase inhibitor	LRRK2, NTRK1		2.22, 1.11	41.47	1.23, 0.33	49.04	41.47	11.62	60.21	45.20	46.29	40.17	54.46	-27.77	73.78	3.42	45.62	5.93	20.81	17.08	56.67	85.99	40.04	26.06
BRD-K82562631	CP	tolmetin	cyclooxygenase inhibitor	PTGS2, PTGS1	Cyclooxygenase inhibitor	7.22, 3.89	41.47	0.64, 0.18	33.74	14.07	83.79	17.73	91.92	27.61	72.58	87.24	95.44	72.55	66.67	12.65	36.46	90.27	28.09	52.19	41.47	33.93	34.21
BRD-K63533170	CP	AM-630	cannabinoid receptor antagonist, cannabinoid receptor inverse agonist	CNR2, CNR1		5.00, 2.78	41.46	1.25, 0.43	27.48	34.80	27.79	46.30	73.66	64.52	41.46	30.71	6.20	74.04	31.08	6.93	69.41	99.47	52.27	60.68	25.65	21.39	47.88
BRD-K97564742	CP	mepyramine	histamine receptor antagonist	HRH1		7.78, 5.56	41.46	0.50, 0.14	35.12	2.92	41.46	30.76	91.43	16.49	69.22	83.69	43.91	53.58	78.55	4.59	99.15	37.71	42.08	17.50	70.75	33.00	17.96
BRD-A81177136	CP	KN-62	calcium/calmodulin dependent protein kinase inhibitor, purinergic receptor antagonist, calmodulin antagonist	AKT1, CAMK2A, CHEK1, LCK, MAPK1, MAPK11, MAPK12, MAPK14, MAPK8, P2RX7, PRKCA, ROCK1, RPS6KB1, SGK1		1.11, 0.00	41.44	0.81, 0.14	80.29	58.42	10.72	37.66	38.48	38.01	42.39	41.93	44.20	16.26	37.47	75.31	44.57	33.47	14.97	89.26	41.44	10.58	71.40
BRD-A62035778	CP	scopolamine	acetylcholine receptor antagonist	CHRM2, CHRM1, CHRM3, CHRM4, CHRM5, SI		8.89, 4.44	41.43	0.86, 0.33	20.05	1.48	25.26	28.14	74.73	57.04	86.72	84.80	28.71	4.40	60.24	43.59	97.02	90.77	28.85	27.79	41.43	6.95	90.38
BRD-A22380646	CP	pantoprazole	ATPase inhibitor	ATP4A, CYP2C19, CYP3A4		3.89, 1.67	41.42	0.58, 0.15	41.42	21.61	17.29	10.05	41.09	57.15	80.07	65.95	2.53	90.72	84.70	8.68	91.74	41.39	32.70	54.06	72.54	26.31	93.99
BRD-K61314889	CP	IWR-1-ENDO	PARP inhibitor	TNKS, TNKS2	PARP inhibitor	2.22, 1.67	41.38	0.58, 0.15	9.93	0.00	6.43	4.65	63.04	66.18	43.78	46.10	16.23	14.01	78.68	17.71	56.35	29.86	12.64	60.48	48.53	41.38	81.93
BRD-K91733562	CP	secoisolariciresinol	antioxidant			3.33, 2.78	41.38	1.17, 0.33	65.08	-6.83	39.23	16.96	74.78	-8.42	41.38	53.34	-39.93	81.32	67.43	3.73	42.49	66.20	30.93	71.57	21.74	84.57	12.30
BRD-K73391359	CP	quinisocaine	anesthetic			4.44, 1.67	41.37	0.63, 0.11	9.78	11.88	66.31	35.25	56.01	47.70	60.25	44.87	15.42	41.37	68.43	81.68	96.63	35.36	8.30	27.46	60.59	21.53	22.24
BRD-A45498368	CP	WYE-125132	mTOR inhibitor, PI3K inhibitor	MTOR, PIK3CA	MTOR inhibitor	3.33, 2.22	41.35	1.59, 0.50	27.87	19.57	79.39	71.68	81.45	3.87	53.48	33.22	1.34	41.35	52.30	74.86	62.84	31.07	22.50	94.29	22.20	17.07	68.28
BRD-K04877770	CP	FTase-inhibitor-B581	farnesyltransferase inhibitor, protein farnesyltransferase inhibitor			7.22, 3.89	41.35	0.83, 0.30	17.15	13.50	82.44	5.78	97.43	37.25	91.22	13.55	35.55	97.65	28.24	8.39	39.96	99.02	89.88	66.15	91.11	41.35	44.20
BRD-K21672174	CP	RO-28-1675	glucokinase activator	GCK		3.89, 2.78	41.34	0.66, 0.01	25.27	82.40	43.92	13.31	27.17	43.74	41.34	82.00	26.09	56.78	32.30	98.53	24.64	44.96	13.39	98.77	21.13	33.07	67.25
BRD-K34581968	CP	BMS-536924	insulin growth factor receptor inhibitor, insulin receptor ligand	IGF1R, AKT1, CCNE1, CDK2, CYP3A4, ERBB2, INSR, KDR, LCK, MAPK1, MET, PDGFRA, PDGFRB	IGF-1 inhibitor	2.78, 1.67	41.28	2.15, 0.73	54.65	55.23	71.89	97.30	6.06	41.28	21.23	-1.53	53.99	63.73	24.26	90.71	4.51	38.70	18.35	34.56	22.70	71.95	75.81
BRD-A15131297	CP	benazepril	angiotensin converting enzyme inhibitor	ACE		5.56, 3.33	41.27	0.78, 0.15	19.79	20.07	26.56	5.45	88.30	54.35	86.76	88.46	68.27	99.75	78.79	2.20	28.15	90.28	41.27	20.91	18.64	27.15	93.89
BRD-K14693417	CP	cinchonine	antimalarial agent	CYP2D6		5.00, 2.78	41.27	0.74, 0.19	-10.58	41.27	50.74	62.61	70.83	95.18	48.86	12.42	15.28	20.54	60.58	5.72	96.99	71.29	15.50	40.28	37.19	29.43	48.77
BRD-K44084986	CP	Y-27632	ROCK inhibitor, calcium sensitizer, leucine rich repeat kinase inhibitor	ROCK1, ROCK2, LRRK2, PKIA, PKN2, PRKACA, PRKCE	Rho associated kinase inhibitor	2.40, 1.20	41.23	1.06, 0.25	49.26	7.74	52.33	46.52	12.06	47.95	18.46	45.35	86.02	11.53	26.74	13.34	48.33	89.94	41.23	34.62	27.63	21.00	77.77
BRD-K63151507	CP	MNITMT	lymphocyte inhibitor			3.89, 1.67	41.23	1.07, 0.26	6.88	11.05	51.82	5.24	17.44	41.23	59.71	48.63	57.36	30.21	52.04	52.22	1.69	30.19	2.22	76.51	58.10	60.31	34.66
BRD-A12560204	CP	nitrendipine	calcium channel blocker, L-type calcium channel blocker	CACNA1C, CACNA1D, CACNA2D1, CACNA1H, CACNA1S, CACNA2D2, CACNB2, CACNG1, KCNN4	Calcium channel blocker	5.96, 3.31	41.20	1.74, 0.41	21.57	16.21	41.20	8.28	15.09	84.33	31.60	26.66	56.65	-5.27	62.67	1.69	52.79	78.48	3.49	83.08	57.20	80.90	96.54
BRD-K42573370	CP	avrainvillamide-analog-2	nucleophosmin inhibitor	NPM1	Nucleophosmin inhibitor	0.62, 0.00	41.18	0.59, 0.16	30.27	30.10	61.17	35.23	5.67	67.53	42.55	1.94	42.62	21.33	35.11	24.66	41.40	59.38	45.18	41.18	22.35	62.84	54.72
BRD-A18579359	CP	wiskostatin	neural Wiskott-Aldrich syndrome protein inhibitor	WAS, WASL		4.44, 3.89	41.17	1.68, 0.72	99.40	88.95	19.58	98.41	7.08	43.86	20.89	95.28	-44.11	9.04	63.80	34.77	66.08	40.51	21.09	57.86	41.17	33.03	91.68
BRD-K25079130	CP	avrainvillamide-analog-4	nucleophosmin inhibitor	NPM1	Nucleophosmin inhibitor	1.24, 0.00	41.16	0.49, 0.15	18.48	54.58	15.26	26.73	25.26	43.17	78.80	38.77	31.74	50.34	39.68	8.25	49.98	61.26	67.59	64.13	32.95	41.16	71.73
BRD-A36217750	CP	sulfinpyrazone	platelet aggregation inhibitor	ABCC1, ABCC2, FPR1, SLC22A12		5.99, 2.40	41.08	0.36, 0.06	12.00	4.02	41.08	44.45	37.13	57.32	88.94	84.19	-1.66	35.79	24.81	6.38	80.64	29.74	83.05	65.27	97.23	62.87	22.92
BRD-K27721098	CP	clopidogrel	purinergic receptor antagonist, platelet aggregation inhibitor, purinergic receptor inhibitor	P2RY12, CYP2B6, CYP2C19, CYP3A5		6.67, 3.33	41.08	2.81, 0.70	94.41	27.99	90.08	41.08	-7.89	63.65	5.88	-21.18	92.68	95.98	28.29	73.29	11.14	27.40	21.97	25.78	94.54	99.22	87.18
BRD-K61341215	CP	vecuronium	acetylcholine receptor antagonist	CHRNA2		4.44, 2.78	41.07	0.75, 0.28	4.09	-19.79	73.50	57.53	95.90	70.24	53.96	44.49	29.80	43.70	70.39	1.52	86.68	32.62	5.78	-24.09	29.96	25.14	41.07
BRD-A23290232	CP	westcort	corticosteroid		Glucocorticoid receptor agonist	4.19, 2.40	41.03	1.26, 0.47	11.95	34.67	66.84	80.72	41.03	75.58	25.19	25.54	81.86	-72.67	60.43	5.33	53.35	25.96	16.92	30.96	86.73	71.68	78.63
BRD-K50214219	CP	CS-1657	PARP inhibitor	PARP1		2.40, 0.00	41.03	0.98, 0.32	61.84	23.65	74.33	41.03	70.02	70.50	73.58	42.41	4.16	40.75	27.37	37.99	76.05	29.34	11.00	36.64	19.71	52.55	95.28
BRD-A73741725	CP	exemestane	aromatase inhibitor	CYP19A1	Aromatase inhibitor	4.44, 2.22	41.02	1.02, 0.35	31.26	21.49	44.36	41.02	97.29	72.54	-31.11	68.00	25.62	11.74	32.39	52.21	91.83	96.72	84.98	41.00	15.45	20.12	79.78
BRD-A75368507	CP	demeclocycline	30S ribosomal subunit inhibitor		Bacterial 30S ribosomal subunit inhibitor	7.19, 4.19	40.98	1.13, 0.25	14.68	18.00	40.98	29.05	18.66	13.82	54.82	39.16	55.13	73.49	-25.82	18.17	86.34	10.32	83.53	74.87	99.33	56.56	52.64
BRD-K10573841	CP	tunicamycin	GLCNAC phosphotransferase inhibitor	GNPTAB		5.39, 4.79	40.98	2.39, 0.75	50.27	90.16	33.60	12.92	33.44	7.63	36.53	90.64	2.26	52.85	7.79	99.93	69.64	40.98	5.32	99.93	55.55	28.42	78.13
BRD-K24681473	CP	YM-155	survivin inhibitor, XIAP expression inhibitor	BIRC5		5.00, 4.44	40.96	2.30, 0.64	65.43	95.17	78.35	25.50	33.75	31.92	0.00	22.63	56.47	41.48	5.08	66.71	5.82	20.26	12.41	98.77	40.96	49.33	69.80
BRD-A34806832	CP	proscillaridin	ATPase inhibitor	ATP1A1	ATPase inhibitor	5.56, 3.33	40.94	2.23, 0.53	34.23	72.89	7.50	55.51	68.83	25.50	8.13	50.68	20.24	55.82	76.75	83.20	58.63	19.88	31.50	98.48	7.79	21.22	40.94
BRD-A22256192	CP	terazosin	adrenergic receptor antagonist	ADRA1D, ADRA1A, ADRA1B, KCNH2, KCNH6, KCNH7		2.22, 0.00	40.93	0.55, 0.11	69.50	6.90	40.93	54.20	-4.47	39.32	45.80	18.42	52.94	83.81	62.32	14.25	8.99	21.41	9.07	13.94	64.70	73.78	82.20
BRD-A04668240	CP	CGP-52432	GABA receptor antagonist	GABBR1, GABBR2	GABA receptor antagonist	5.56, 2.78	40.91	1.38, 0.45	-7.46	-2.85	40.91	36.44	98.18	24.44	98.91	96.58	1.13	23.68	89.16	2.69	70.75	94.23	53.80	72.39	19.64	70.12	10.00
BRD-A36630025	CP	SN-38	topoisomerase inhibitor	TOP1	Topoisomerase inhibitor	6.67, 3.33	40.90	3.27, 1.09	40.90	93.70	28.68	28.26	25.31	71.79	20.30	10.38	9.85	98.46	42.56	99.13	32.63	29.68	27.75	75.79	41.94	61.79	62.32
BRD-A36267905	CP	buphenine	adrenergic receptor agonist	ADRB2	Beta-adrenergic receptor agonist	3.89, 1.67	40.89	0.68, 0.27	11.07	3.03	53.27	45.00	94.18	37.97	44.19	-19.88	62.67	39.74	53.74	5.64	27.71	43.82	41.85	40.89	14.47	50.38	15.27
BRD-K18316707	CP	O-1918	cannabinoid receptor antagonist			3.89, 1.11	40.88	0.81, 0.30	25.73	2.96	32.34	30.60	18.28	13.80	49.54	58.32	40.88	76.03	63.44	6.26	33.04	95.58	57.55	50.36	59.65	74.19	8.23
BRD-K20714604	CP	RS-56812	serotonin receptor antagonist, serotonin receptor partial agonist	HTR3A		5.56, 3.89	40.87	0.95, 0.38	37.99	3.45	60.15	38.54	14.12	94.73	49.57	56.12	99.37	42.13	47.72	0.01	40.87	4.72	39.88	15.46	70.26	21.42	82.37
BRD-K04046242	CP	equilin	estrogen receptor agonist	HSD17B1	Estrogen receptor agonist	1.11, 0.00	40.83	0.45, 0.36	40.83	15.34	22.96	59.30	69.46	56.46	30.80	54.50	-56.44	30.09	43.60	18.90	53.90	52.06	29.23	32.46	34.12	51.99	65.67
BRD-K60690191	CP	MPEP	glutamate receptor antagonist	GRM5, GRM1, GRM4		2.80, 0.93	40.81	1.56, 0.49	6.21	61.45	20.69	46.47	3.88	11.43	37.56	91.67	40.39	91.84	70.39	79.85	21.41	41.71	10.59	28.99	71.88	81.83	40.81
BRD-K59037100	CP	oxybenzone	lipase inhibitor	LIPE		5.00, 1.67	40.80	1.25, 0.38	-13.48	0.44	39.18	20.23	89.13	91.30	10.61	58.23	56.54	31.92	40.80	48.85	4.18	85.71	24.78	58.93	73.59	-17.95	85.39
BRD-K64935403	CP	ebelactone-b	pancreatic lipase inhibitor	PNLIP		5.00, 1.67	40.75	1.40, 0.40	30.71	-17.11	33.88	87.97	85.75	54.66	40.75	94.19	54.39	-10.96	-18.22	3.12	67.09	58.25	4.87	57.43	39.14	1.55	64.79
BRD-A30815329	CP	felodipine	calcium channel blocker, L-type calcium channel blocker	CACNA1C, CACNA1D, CACNA1H, CACNA1S, CACNA2D1, CACNA2D2, CACNB2, CALM1, CFTR, NR3C2, PDE1A, PDE1B, TNNC1, TNNC2		6.11, 3.33	40.73	0.97, 0.16	-0.85	-3.79	78.59	-10.90	99.06	21.79	86.64	87.79	3.07	2.36	63.09	81.25	97.86	68.03	27.45	40.73	26.17	16.81	42.38
BRD-K11927976	CP	ER-27319	mediator release inhibitor, syk inhibitor	SYK		1.67, 1.67	40.72	3.42, 1.16	88.91	78.08	89.26	42.78	-70.85	8.38	-14.67	-15.72	19.56	97.73	29.64	1.52	7.10	47.42	56.01	9.83	40.72	58.88	88.42
BRD-K08556791	CP	ethoprop	acetylcholinesterase inhibitor	ACHE		1.20, 0.00	40.69	1.47, 0.39	23.46	38.53	40.89	19.94	24.16	34.93	73.65	89.80	-11.74	34.14	11.29	18.77	92.33	67.14	44.26	40.69	59.63	45.71	70.47
BRD-A28422058	CP	L-689560	glutamate receptor antagonist	GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D		2.78, 1.11	40.66	0.76, 0.18	10.16	0.00	23.98	52.82	25.90	60.30	49.29	46.03	43.56	40.66	80.92	62.08	32.98	39.52	13.30	33.49	88.80	72.16	34.97
BRD-K07265709	CP	razoxane	topoisomerase inhibitor, chelating agent	TOP2A, TOP2B		7.22, 2.78	40.58	0.93, 0.33	-5.78	15.19	31.12	79.80	93.67	31.92	74.40	91.19	49.02	3.77	40.58	71.46	16.01	69.48	4.66	-8.49	-11.58	61.22	66.06
BRD-K30570479	CP	VU-0400195-3	glutamate receptor modulator	GRM4		5.00, 2.22	40.58	1.07, 0.27	1.37	4.40	94.67	11.35	29.36	98.75	86.47	83.01	1.34	93.37	17.01	82.69	96.96	52.84	40.58	6.52	30.90	-2.36	88.11
BRD-A79903587	CP	tegafur	DNA synthesis inhibitor, thymidylate synthase inhibitor	TYMS		10.60, 5.30	40.56	0.58, 0.20	72.87	7.94	32.47	10.31	98.12	79.43	21.88	39.25	23.44	83.68	84.68	55.15	35.67	99.79	95.23	40.56	18.66	33.07	97.36
BRD-K68507560	CP	dicycloverine	acetylcholine receptor antagonist, anticholinergic	CHRM1, CHRM2, CHRM3		6.67, 3.33	40.56	0.75, 0.18	16.81	23.39	85.16	62.28	40.09	97.45	93.68	76.30	72.91	34.89	34.90	39.38	90.68	88.49	30.73	18.09	30.08	40.56	65.34
BRD-K65910366	CP	KUC103904N	opioid receptor antagonist			4.44, 2.78	40.55	0.86, 0.15	34.77	32.17	-0.28	92.60	40.55	61.44	89.02	80.89	22.21	1.34	11.70	7.76	3.35	41.48	32.94	75.66	53.44	72.04	73.13
BRD-K99616396	CP	motesanib	KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor, angiogenesis inhibitor, RET tyrosine kinase inhibitor, vascular endothelial growth factor receptor (VEGFR) inhibitor, VEGFR antagonist	FLT1, FLT4, KDR, KIT, PDGFRA, RET	PDGFR/KIT inhibitor	1.67, 1.11	40.55	0.64, 0.17	12.36	58.46	70.41	11.40	26.98	76.56	46.40	49.13	20.13	45.71	32.98	2.03	25.82	46.67	20.08	60.62	35.95	40.55	87.56
BRD-A52326238	CP	isogedunin	HSP inhibitor			5.99, 3.59	40.50	1.13, 0.20	30.02	12.67	40.61	19.20	75.47	97.46	37.95	56.06	69.86	39.86	37.99	40.50	89.89	65.27	10.75	31.42	91.32	37.48	94.89
BRD-K52911425	CP	GDC-0941	PI3K inhibitor	PIK3CG, PIK3CA, PIK3CB, PIK3CD	PI3K inhibitor	4.44, 1.11	40.49	1.49, 0.70	88.17	56.48	89.20	97.23	23.20	12.99	82.90	56.70	10.62	90.72	23.50	79.16	26.87	22.41	25.17	53.02	16.69	40.49	39.34
BRD-K02953697	CP	naringin	cytochrome P450 inhibitor	SLCO1A2		2.40, 1.20	40.48	1.26, 0.47	29.20	14.15	35.90	27.89	59.03	19.47	80.36	46.59	30.23	99.37	61.51	12.12	80.52	17.62	52.44	40.48	70.92	21.17	78.59
BRD-A39255369	CP	DCPIB	chloride channel blocker, gap junction modulator, glutamate transporter inhibitor, membrane permeability inhibitor	SLC1A2		4.44, 1.67	40.47	0.65, 0.24	58.39	6.45	28.33	61.17	56.01	71.27	16.52	31.21	69.43	98.37	25.08	9.80	76.57	45.87	31.54	30.44	28.58	40.47	61.43
BRD-K18895904	CP	olanzapine	dopamine receptor antagonist, serotonin receptor antagonist	DRD2, HTR2A, HTR2C, DRD1, DRD3, DRD4, HRH1, HTR1A, HTR1B, HTR1D, HTR1E, HTR6, HTR7, ADRA1A, ADRA1B, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, ADRB3, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, CYP2C8, DRD5, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, HRH2, HRH4, HTR1F, HTR2B, HTR3A, HTR5A		4.64, 3.31	40.41	0.57, 0.17	8.96	6.93	77.49	11.19	64.53	27.06	63.60	60.51	89.71	99.44	40.01	7.76	90.67	71.58	40.41	26.53	35.04	-20.47	92.42
BRD-K67578145	CP	GDC-0879	RAF inhibitor	BRAF	RAF inhibitor	5.00, 3.33	40.38	1.20, 0.40	39.88	86.42	59.96	92.03	10.82	9.28	32.93	60.35	80.98	4.33	32.63	32.08	27.43	45.10	11.49	40.38	66.88	57.61	95.81
BRD-A73581086	CP	ergometrine	adrenergic receptor stimulatant, serotonin receptor stimulant	ADRA1A, HTR1E, HTR2A		5.00, 0.56	40.35	0.98, 0.39	23.15	30.61	74.97	5.78	48.10	79.80	11.52	61.24	11.08	23.30	78.67	0.02	17.51	95.38	30.05	60.73	41.19	40.35	88.53
BRD-A91699651	CP	chloroquine	antimalarial agent	CYP2C8, GSTA2, MRGPRX1, TLR9, TNF		2.78, 1.11	40.30	0.83, 0.11	1.34	11.36	49.43	25.73	72.53	26.53	52.43	79.75	36.23	62.52	30.48	9.16	69.70	69.12	23.57	39.29	51.06	54.86	40.30
BRD-A43940795	CP	tetrahydropalmatine	serotonin release inhibitor			1.11, 1.11	40.28	0.50, 0.14	45.28	14.80	59.59	71.00	40.28	34.90	74.38	3.70	65.02	89.77	39.77	14.13	22.33	54.41	18.82	45.30	19.27	70.06	36.51
BRD-K49890030	CP	gavestinel	glutamate receptor antagonist, glycine receptor antagonist	GLRB		5.56, 2.78	40.27	1.19, 0.34	80.04	15.18	22.83	34.18	88.27	96.20	19.36	43.82	14.66	96.78	51.47	94.43	53.09	88.90	32.01	40.27	35.97	33.99	29.43
