#1.3
2429	21	8	25
id	type	name	description	target	belongs_to	pc	median_tau_score	ts_pc	BRD-A51382177-summary	BRD-K76674262-summary	BRD-A15297126-summary	BRD-K77947974-summary	BRD-K05977355-summary	BRD-A09472452-summary	BRD-A17655518-summary	BRD-K34776109-summary	BRD-K28307902-summary	BRD-K64052750-summary	BRD-K80396088-summary	BRD-K22662435-summary	BRD-K55127134-summary	BRD-A22769835-summary	BRD-K15108141-summary	BRD-K12219985-summary	BRD-K47639036-summary	BRD-K11129031-summary	BRD-A49765801-summary	BRD-K36862742-summary	BRD-A31159102-summary
BRD-K51575138	CP	TPCA-1	IKK inhibitor	IKBKB	IKK inhibitor	5.21, 3.13	40.05	1.81, 0.59	40.05	16.07	21.86	11.35	47.25	82.24	1.55	42.71	63.88	99.75	-17.17	24.71	41.08	24.58	65.59	43.80	26.16	6.84	82.17	24.95	59.55
BRD-K71731651	CP	PNU-120596	acetylcholine receptor modulator, acetylcholine receptor positive allosteric modulator	CHRNA7		3.65, 1.04	40.05	1.24, 0.47	32.77	-62.20	15.22	46.94	-14.83	76.98	45.30	6.65	58.03	40.05	-2.75	59.21	41.59	80.12	-1.41	16.72	86.59	72.75	46.87	-14.01	-3.05
BRD-K51967704	CP	BIIB021	HSP inhibitor	AOX1, HSP90AA1	HSP inhibitor	2.08, 1.04	40.03	1.28, 0.52	32.39	-84.85	48.27	39.58	40.03	55.09	45.34	29.72	52.37	42.71	5.98	76.78	78.03	35.70	31.17	54.42	88.50	7.12	85.02	31.98	20.92
BRD-K93461745	CP	buspirone	serotonin receptor agonist, serotonin receptor partial agonist	HTR1A, DRD2		5.21, 2.08	40.03	0.68, 0.15	75.81	15.87	31.57	30.00	69.62	40.03	83.70	89.92	29.18	62.55	56.59	80.65	12.54	14.27	0.18	39.11	79.39	45.50	82.01	24.92	11.08
BRD-K14681867	CP	somatostatin	somatostatin receptor agonist, growth hormone receptor antagonist, growth hormone release inhibitor, somatostatin receptor ligand	SSTR1, SSTR2, SSTR3, SSTR4, SSTR5, GH1, GHR, OPRD1, OPRM1		6.25, 2.60	40.00	0.93, 0.34	65.58	20.11	53.87	17.53	96.04	43.20	34.07	23.17	64.99	96.20	66.37	23.28	5.70	64.32	8.41	40.00	27.68	25.48	78.21	44.41	15.60
BRD-K94830329	CP	ataluren	CFTR channel agonist, coagulation stimulant, dystrophin stimulant	CFTR, DMD, F8, F9		5.03, 2.79	39.98	1.92, 0.58	75.11	14.18	39.98	72.20	75.46	87.56	66.47	10.98	6.92	8.95	78.89	94.23	0.00	26.02	-0.88	30.69	49.10	29.41	92.27	-4.02	54.82
BRD-K05977823	CP	tenovins	SIRT inhibitor, TP53 activator	SIRT1, SIRT2		5.73, 1.56	39.96	1.14, 0.36	43.32	87.18	14.25	16.29	50.69	8.69	56.88	18.26	77.26	76.27	22.21	39.96	73.28	18.40	99.40	12.89	51.04	23.62	59.09	2.61	12.66
BRD-K66019333	CP	oxantel	fumarate reductase inhibitor			3.13, 2.60	39.94	0.78, 0.15	65.43	16.10	79.95	45.39	79.22	15.78	72.53	60.51	81.70	20.49	14.52	87.58	-3.09	53.51	0.18	29.66	39.94	31.10	54.87	13.24	9.21
BRD-K00312224	CP	PPT	estrogen receptor agonist	ESR1	Estrogen receptor agonist	4.69, 3.65	39.93	0.85, 0.16	27.86	11.42	38.50	54.90	35.19	34.90	9.72	62.20	14.17	56.59	66.35	39.93	74.22	26.07	-1.29	86.91	14.62	61.10	74.65	51.90	92.33
BRD-K15563106	CP	phloretin	VCAM expression inhibitor, ICAM1 expression inhibitor	AQP9, CLCN3, SLC23A1		3.13, 1.56	39.93	0.17, 0.02	53.93	74.06	15.59	12.38	8.45	22.18	78.85	58.56	59.66	85.24	46.75	59.73	19.48	43.74	0.85	17.64	30.83	4.02	67.82	13.56	39.93
BRD-K82484965	CP	carmoxirole	dopamine receptor agonist	DRD2		3.65, 3.13	39.92	0.95, 0.26	87.29	-40.88	76.96	40.81	46.27	68.46	80.37	44.04	21.29	2.47	40.88	15.76	4.43	92.79	39.92	37.65	59.46	10.96	2.57	4.45	0.07
BRD-A64125466	CP	dehydrocholic-acid	gastrointestinal agent that stimulates bile production or the flow of bile into the duodenum			2.08, 1.56	39.85	0.50, 0.16	66.15	21.67	21.75	66.37	21.76	61.08	69.94	36.44	11.14	39.85	83.18	52.68	15.96	29.88	-1.48	62.51	62.37	15.72	50.44	39.75	62.73
BRD-A21723284	CP	naltriben	opioid receptor antagonist	OPRD1, OPRK1, OPRM1		5.21, 3.13	39.84	1.01, 0.31	40.87	23.60	28.28	87.88	58.67	50.82	91.72	35.89	29.43	41.63	11.41	39.84	33.89	91.11	-2.40	95.86	99.05	82.87	11.97	28.49	8.11
BRD-K44779798	CP	miglitol	glucosidase inhibitor, sodium/glucose cotransporter activator	GAA, MGAM, GANAB, GANC, SLC5A4		5.52, 3.07	39.84	1.74, 0.57	18.90	40.19	52.23	39.84	12.32	18.37	97.28	57.02	77.46	86.14	39.84	89.82	27.48	69.63	0.63	37.34	5.57	52.13	21.49	96.83	35.23
BRD-K50311478	CP	tosyl-phenylalanyl-chloromethyl-ketone	chymotrypsin inhibitor, serine protease inhibitor			7.81, 5.73	39.82	1.01, 0.35	81.73	-37.46	89.08	93.74	10.74	99.93	86.53	19.66	21.74	21.75	7.67	29.80	88.20	85.00	23.76	39.82	93.27	90.27	45.90	25.77	12.85
BRD-A34806832	CP	proscillaridin	ATPase inhibitor	ATP1A1	ATPase inhibitor	6.25, 4.69	39.81	2.23, 0.53	52.00	99.37	11.99	39.81	21.36	13.14	77.17	63.93	8.47	25.43	4.40	13.30	63.40	63.08	97.22	69.93	75.39	27.18	44.72	17.64	10.75
BRD-K14693417	CP	cinchonine	antimalarial agent	CYP2D6		5.73, 2.08	39.80	0.74, 0.19	56.24	27.85	39.80	34.63	19.17	89.78	76.73	66.83	3.38	49.83	58.17	15.55	19.92	83.98	13.11	11.29	97.15	42.66	17.94	57.27	28.51
BRD-K17796732	CP	JWH-015	cannabinoid receptor agonist	CNR2, GPR55	Cannabinoid receptor agonist	8.33, 3.65	39.78	1.25, 0.41	98.12	13.69	21.49	18.57	91.87	39.78	78.16	98.18	21.96	34.50	77.64	5.74	3.45	47.65	7.15	95.09	17.44	6.45	85.40	55.42	89.74
BRD-K68103045	CP	CGS-20625	benzodiazepine receptor agonist, GABA benzodiazepine site receptor partial agonist	GABRA1, GABRA2, GABRA3, GABRA5		4.69, 2.60	39.78	0.89, 0.23	87.36	20.86	7.46	3.96	92.56	47.90	66.99	68.48	39.78	82.15	87.15	61.57	1.59	29.93	15.84	13.21	27.92	25.65	83.78	56.88	35.48
BRD-K55748775	CP	SCH-28080	ATPase inhibitor, potassium-competitive acid antagonist	ATP4A		6.15, 1.68	39.76	0.70, 0.25	34.41	20.60	51.49	43.65	25.86	61.97	95.33	11.41	12.67	8.14	88.03	75.32	58.02	95.84	2.85	1.16	29.77	50.05	39.76	4.47	40.86
BRD-K08998509	CP	fananserin	dopamine receptor antagonist, serotonin receptor antagonist	HTR2A, DRD4		4.17, 2.60	39.75	1.20, 0.42	78.01	49.43	36.43	44.92	72.23	57.59	69.00	98.91	38.90	26.91	26.30	74.49	39.75	24.64	-0.95	37.56	70.61	20.70	94.13	13.60	17.23
BRD-K10136726	CP	tosyllysyl-chloromethyl-ketone	chymotrypsin inhibitor			7.29, 2.08	39.69	0.97, 0.38	27.93	22.77	83.41	7.63	91.26	98.91	51.71	18.52	95.24	13.10	90.73	64.16	2.64	-35.77	8.11	58.26	30.70	34.56	42.69	62.42	39.69
BRD-K86434416	CP	selegiline	monoamine oxidase inhibitor, superoxide dismutase stimulant	MAOB, MAOA, CYP2B6, CYP2C19		3.91, 1.68	39.69	0.80, 0.26	60.88	-2.87	33.06	15.11	91.44	11.91	19.17	41.31	61.79	48.78	69.35	64.38	-11.55	69.67	3.39	56.23	39.69	25.53	4.14	55.55	14.20
BRD-K41445866	CP	alfaxalone	11-beta hydroxysteroid dehydrogenase inhibitor, chloride channel agonist, general pump inhibitor	HSD11B1		3.35, 2.23	39.62	1.35, 0.51	38.60	28.84	91.15	52.26	48.03	27.69	44.70	52.94	6.12	9.90	5.87	30.42	-0.53	94.21	0.00	14.01	64.62	66.05	78.57	84.62	39.62
BRD-A01593789	CP	chlormadinone	progesterone receptor agonist	PGR		5.73, 4.69	39.61	0.64, 0.23	26.42	18.42	83.06	22.97	65.24	39.61	20.06	57.88	99.82	79.69	48.53	76.94	25.65	83.26	1.52	27.55	16.32	74.99	90.31	38.08	23.45
BRD-A08003242	CP	rhodomyrtoxin-b	cytotoxic, DNA intercalator			7.26, 2.79	39.61	1.80, 0.58	78.33	98.27	39.61	96.03	9.89	98.09	16.86	40.47	2.54	98.63	-19.31	21.77	99.65	70.06	99.15	5.86	36.61	-10.96	-3.81	27.77	96.25
BRD-K15868788	CP	SDZ-205-557	serotonin receptor antagonist	HTR3A, HTR3B, HTR4		2.08, 0.52	39.60	0.76, 0.10	83.11	24.20	-30.16	39.60	26.26	13.89	37.61	12.22	15.57	13.77	91.27	69.56	49.62	68.14	49.07	54.55	64.33	96.76	30.35	94.44	23.90
BRD-K76840893	CP	RS-17053	adrenergic receptor antagonist	ADRA1A, ADRA1D		6.77, 5.73	39.59	1.68, 0.52	45.99	96.48	-32.55	99.01	13.16	39.59	28.69	55.21	8.31	99.01	-35.36	10.29	99.93	99.25	93.20	11.90	30.49	-7.57	57.47	3.59	97.76
BRD-K44094599	CP	tacrolimus	calcineurin inhibitor, FK506-binding protein inhibitor, immunosuppressant, insulin expression inhibitor, interleukin receptor antagonist, macrolide calcineurin inhibitor, rotamase inhibitor, T cell inhibitor	FKBP1A, CYP3A5, CYP3A7		7.36, 6.13	39.57	1.22, 0.44	50.58	-9.09	99.19	18.18	93.75	97.88	98.77	29.72	14.12	93.00	-32.23	11.34	78.31	77.87	5.48	-34.79	39.57	86.71	96.30	-43.80	-11.41
BRD-A26097136	CP	bulleyaconitine-a	non-opiod analgesic			5.73, 2.08	39.54	1.14, 0.45	73.67	41.47	63.85	39.54	24.54	-11.42	94.10	85.55	11.26	3.41	21.04	22.63	26.78	69.60	0.56	88.68	39.66	95.43	43.46	11.28	34.20
BRD-K46937689	CP	phenazone	cyclooxygenase inhibitor	PTGS1, PTGS2		5.21, 3.13	39.52	0.56, 0.14	22.91	12.74	45.64	9.66	33.17	39.52	88.81	59.83	71.58	15.47	49.36	78.05	12.10	40.15	1.62	56.10	29.97	94.75	93.91	10.05	14.22
BRD-A56020723	CP	CA-074-Me	cathepsin inhibitor, antiamyloidogenic agent	CTSB		2.79, 1.12	39.50	2.63, 0.91	39.50	68.11	26.87	69.58	12.29	99.48	21.60	11.85	12.78	2.53	6.98	64.27	94.05	93.54	19.56	55.61	37.54	49.61	18.33	45.87	42.90
BRD-K77908580	CP	entinostat	HDAC inhibitor, cell cycle inhibitor	HDAC1, HDAC2, HDAC3, HDAC9	HDAC inhibitor	0.52, 0.00	39.49	1.00, 0.38	73.67	71.56	37.54	42.51	42.37	11.56	16.93	39.49	9.78	53.64	56.83	36.55	21.45	44.92	94.32	25.83	13.64	7.33	48.93	36.51	51.51
BRD-A04756508	CP	norgestimate	progesterone receptor agonist	PGR, ESR1	Progesterone receptor agonist	7.29, 5.21	39.46	0.41, 0.15	87.24	-15.24	83.87	79.33	95.35	99.37	40.56	21.35	1.97	39.46	80.13	37.64	93.45	35.28	1.98	14.26	11.50	0.04	35.78	42.83	63.02
BRD-A70514680	CP	articaine	local anesthetic			4.47, 2.23	39.46	1.18, 0.34	46.86	11.08	54.38	1.30	41.13	37.86	45.21	73.26	92.94	42.72	12.85	39.46	1.23	98.94	-0.92	18.90	25.41	62.81	78.52	14.68	10.30
BRD-K96263742	CP	GW-7647	PPAR receptor agonist	PPARA	PPAR receptor agonist	8.33, 4.69	39.45	0.85, 0.20	59.56	20.65	62.16	1.73	98.80	39.45	-5.68	98.56	13.64	55.38	99.79	29.68	3.22	-37.41	-0.67	82.76	7.57	20.09	81.02	95.38	86.33
BRD-K19295594	CP	gossypol	BCL inhibitor, MCL1 inhibitor, 11-beta hydroxysteroid dehydrogenase inhibitor, growth factor receptor modulator, lipid peroxidase inhibitor	BCL2, BCL2L1, MCL1, BCL2L2, CTGF, EGF	BCL inhibitor	3.65, 1.56	39.42	1.26, 0.22	49.03	98.24	68.44	54.98	12.42	82.86	69.91	35.35	4.93	96.95	11.70	67.22	29.48	68.49	79.58	31.67	14.45	5.46	39.42	26.01	12.25
BRD-K56301217	CP	ABT-737	BCL inhibitor	BCL2, BCL2L1, BCL2L2	BCL inhibitor	5.73, 3.13	39.42	1.83, 0.67	39.42	-72.22	58.44	73.90	10.03	76.62	51.27	14.84	8.31	97.86	10.47	46.18	50.80	76.69	6.40	25.61	28.07	60.04	28.46	48.16	6.66
BRD-A24429032	CP	HEAT	adrenergic receptor antagonist	ADRA1A		5.21, 2.08	39.41	1.06, 0.27	46.89	-11.02	51.72	39.34	68.82	61.91	44.78	20.33	63.56	1.91	52.11	39.41	54.25	17.96	22.32	20.95	99.65	27.05	9.25	67.25	5.53
BRD-K64245000	CP	GW-4064	FXR agonist	NR1H4		6.25, 3.65	39.41	0.41, 0.08	62.72	18.11	42.23	11.15	80.87	88.75	16.16	73.46	75.48	95.81	94.94	20.35	8.22	36.91	-0.60	8.05	51.52	36.22	76.67	39.41	24.16
BRD-A63836183	CP	PD-123319	angiotensin antagonist	AGTR2		3.65, 1.56	39.34	0.80, 0.24	38.22	-14.29	88.90	37.16	27.16	27.54	20.90	31.74	93.06	69.83	58.50	39.66	-1.34	91.51	-9.43	94.01	60.29	39.34	90.94	46.24	3.35
BRD-K43796186	CP	benzyl-quinazolin-4-yl-amine	epidermal growth factor receptor (EGFR) inhibitor	EGFR		4.47, 2.23	39.32	0.90, 0.36	9.38	-36.32	92.05	4.79	47.07	34.80	40.95	18.74	31.93	96.16	7.59	23.98	84.40	39.32	17.93	8.28	45.72	99.54	42.90	59.97	84.58
BRD-A31007383	CP	SDZ-WAG-994	adenosine receptor agonist	ADORA1		5.21, 3.65	39.28	1.30, 0.43	82.32	39.28	50.64	67.48	45.79	25.40	18.85	70.20	58.44	9.65	38.35	77.32	4.55	-19.02	-1.23	99.54	51.97	37.06	73.73	27.01	24.03
BRD-K94832621	CP	Y-134	estrogen receptor antagonist, selective estrogen receptor modulator (SERM)	ESR1, ESR2	Estrogen receptor antagonist	6.77, 3.13	39.26	1.28, 0.23	39.26	46.86	-29.98	97.36	31.39	90.70	4.89	14.09	2.40	91.81	-18.67	12.97	97.78	95.68	96.14	40.47	59.20	-5.74	13.87	37.28	98.59
BRD-A62025033	CP	temsirolimus	mTOR inhibitor, cell cycle inhibitor, immunosuppressant, protein kinase inhibitor	MTOR, PTEN	MTOR inhibitor	3.65, 1.56	39.25	1.08, 0.38	80.40	39.25	27.78	24.30	69.03	59.41	9.68	34.53	17.67	95.67	5.07	87.29	43.26	61.32	93.68	34.28	27.98	5.61	42.42	28.43	71.80
BRD-K69763916	CP	LY-341495	glutamate receptor antagonist	GRM2, GRM3		4.17, 2.60	39.25	1.00, 0.32	31.91	16.30	55.66	62.94	97.89	87.80	52.84	22.72	43.86	1.94	37.94	50.57	9.23	35.74	-0.25	23.46	53.35	81.37	39.25	85.48	10.56
BRD-A02990301	CP	lofexidine	adrenergic receptor agonist	ADRA2A		5.73, 3.13	39.24	1.19, 0.33	35.04	10.02	30.05	88.80	14.95	65.25	61.60	95.15	52.41	39.24	18.42	72.00	12.08	37.15	-0.04	57.44	28.05	26.72	69.62	77.13	92.02
BRD-A90799790	CP	isradipine	calcium channel blocker, L-type calcium channel blocker	CACNA1C, CACNA1D, CACNA2D1, CACNA1F, CACNA1H, CACNA1S, CACNA2D2, CACNB2		9.50, 6.70	39.24	1.30, 0.35	76.94	29.13	96.57	5.73	39.24	78.79	72.14	72.76	32.95	11.26	6.65	63.57	13.03	99.20	11.21	49.56	76.26	99.33	2.57	19.81	32.18
BRD-K64402243	CP	ivachtin	caspase inhibitor	CASP3		4.17, 2.08	39.24	1.60, 0.39	82.00	14.18	80.48	6.16	15.24	18.57	91.61	11.79	69.51	71.23	89.09	92.39	1.59	59.35	0.00	26.82	95.03	59.66	39.24	8.17	-45.06
BRD-A16444946	CP	acarbose	glucosidase inhibitor	GAA, MGAM, AMY2A, SI		3.41, 1.14	39.22	0.84, 0.13	92.99	69.52	39.22	61.93	77.45	23.38	63.63	52.61	11.30	40.88	80.88	27.55	7.90	45.75	7.51	17.52	15.19	22.86	32.60	47.75	39.06
BRD-K37720887	CP	SB-525334	TGF beta receptor inhibitor	TGFBR1	TGF beta receptor inhibitor	2.60, 1.56	39.22	1.60, 0.44	24.33	-58.59	4.09	65.52	48.20	84.92	27.88	40.50	18.42	91.66	57.63	39.22	-2.89	30.99	-0.63	19.80	67.84	50.09	49.53	49.69	-12.52
BRD-K43389675	CP	daunorubicin	RNA synthesis inhibitor, topoisomerase inhibitor, DNA synthesis inhibitor, radical formation stimulant	TOP2A, TOP2B	Topoisomerase inhibitor	6.25, 3.13	39.21	2.67, 0.82	39.21	0.00	4.19	75.73	98.47	-79.00	-2.29	90.61	18.48	82.43	87.78	95.31	0.00	18.07	0.18	96.48	7.36	19.46	71.68	53.00	90.96
BRD-K62310379	CP	fluticasone	glucocorticoid receptor agonist	NR3C1, CYP3A5, CYP3A7, NR3C2, PGR, PLA2G4A	Glucocorticoid receptor agonist	10.42, 7.81	39.19	1.31, 0.69	44.32	76.69	99.61	7.47	96.25	20.38	64.03	15.01	97.59	39.19	25.45	32.57	16.28	35.71	48.19	12.78	75.95	36.57	98.95	18.29	46.12
BRD-A98702003	CP	carbenoxolone	11-beta hydroxysteroid dehydrogenase inhibitor	HSD11B1, GJA1, GJA10, GJA3, GJA4, GJA5, GJA8, GJA9, GJB1, GJB2, GJB3, GJB4, GJB5, GJB6, GJB7, GJC1, GJC2, GJC3, GJD2, GJD3, GJD4, GJE1, PANX1, PANX2, PANX3		6.77, 4.17	39.13	0.97, 0.31	90.86	0.00	79.26	76.98	30.05	93.63	56.87	28.89	8.87	39.13	67.92	31.95	-7.61	17.83	0.56	53.36	69.95	10.21	98.17	61.02	-4.91
BRD-A13084692	CP	troglitazone	PPAR receptor agonist, insulin sensitizer, CCK ligand expression inhibitor, EGR1 expression enhancer, glycogen synthase kinase stimulant	PPARG, ACSL4, AKR1B1, CCL2, CYP3A4, ESRRA, ESRRG, INS, SERPINE1, SLC29A1, TRPM3	PPAR receptor agonist	5.73, 2.60	39.12	0.83, 0.27	63.65	14.94	-21.71	13.55	84.32	17.00	77.51	98.23	18.85	46.61	90.47	38.89	86.33	39.12	-0.63	35.87	57.45	84.73	86.67	-2.40	9.74
BRD-A49358627	CP	ciprofibrate	PPAR receptor agonist, lipase clearing factor inhibitor	PPARA, LPL		3.13, 1.56	39.11	1.09, 0.34	37.63	6.94	7.05	8.03	41.12	81.81	37.06	63.97	71.87	5.68	83.84	50.92	-0.14	62.74	0.81	73.69	90.87	0.07	42.99	39.11	-9.01
BRD-K11158509	CP	tyrphostin-B44	EGFR inhibitor			5.73, 3.13	39.09	1.33, 0.44	13.39	-16.14	73.25	80.72	78.32	66.47	12.99	39.09	12.70	15.42	43.11	46.18	0.56	2.94	13.75	25.07	82.73	85.03	87.87	81.46	-11.30
BRD-A22844106	CP	tenoxicam	cyclooxygenase inhibitor, prostanoid receptor inhibitor	PTGS2, PTGS1		5.73, 2.60	39.08	0.67, 0.11	44.62	13.61	56.33	22.79	92.31	17.13	45.08	29.53	72.52	18.84	59.82	39.08	2.43	8.81	1.27	15.68	48.18	80.28	66.96	79.32	18.28
BRD-K67439147	CP	SIB-1893	glutamate receptor antagonist	GRM5, GRM4		5.73, 3.65	39.06	1.10, 0.41	90.16	88.69	44.15	32.20	65.91	31.46	0.93	31.61	27.75	33.47	2.18	39.06	0.63	54.14	99.61	52.29	29.84	-22.55	83.23	58.25	52.60
BRD-K79602928	CP	metformin	insulin sensitizer, AMPK activator, biguanide, gluconeogenesis inhibitor	ACACB, INS, PRKAB1		8.38, 5.59	39.06	1.72, 0.47	83.09	19.11	59.38	33.66	12.56	52.27	30.55	38.85	8.65	52.54	13.23	83.78	1.59	59.73	1.94	99.93	52.76	16.52	39.06	70.47	47.39
BRD-K67578145	CP	GDC-0879	RAF inhibitor	BRAF	RAF inhibitor	6.25, 2.60	39.05	1.20, 0.40	81.79	32.05	93.59	17.54	4.44	64.81	29.33	22.59	27.55	15.42	51.05	39.05	75.00	56.96	34.75	21.43	39.24	17.94	84.08	41.64	63.98
BRD-K04170657	CP	psoromic-acid	Rab-Prenylation Inhibitor			6.19, 3.09	39.04	1.73, 0.28	41.22	-22.07	54.88	91.56	4.83	36.38	96.48	92.59	5.57	44.98	14.25	15.98	29.86	70.23	-23.19	7.39	99.79	99.12	55.92	9.59	39.04
BRD-K61993165	CP	niacin	vitamin agonist	HCAR2, HCAR3, ACHE, DGAT2, HCAR1, NNMT, PTGDR, QPRT		2.60, 1.56	39.03	1.23, 0.31	73.94	23.58	47.16	18.03	15.16	12.15	6.47	32.89	72.78	83.36	61.59	57.69	32.34	77.11	-0.78	43.56	42.00	39.03	77.85	0.00	21.11
BRD-A94709349	CP	metaxalone	muscle relaxant			6.25, 3.65	39.02	0.88, 0.30	69.28	15.12	13.17	-5.20	97.68	27.63	43.76	99.93	16.41	73.88	94.43	72.60	-3.87	19.47	-0.46	68.07	82.96	39.02	94.30	5.52	11.27
BRD-K45988865	CP	tetramethylsilane	organosilicon compound used as an internal standard in NMR spectroscopy			2.08, 0.52	39.02	1.18, 0.18	70.83	13.13	59.03	15.95	78.48	18.82	29.33	31.66	47.88	97.32	83.82	61.97	39.02	35.50	1.93	27.04	61.28	-19.46	89.94	20.46	80.12
BRD-A72703248	CP	SKF-96365	calcium channel blocker, cytochrome P450 inhibitor	CYP3A4, TRPC1, PKD2, TRPC3, TRPC4, TRPC5, TRPV2		2.08, 0.52	38.98	0.49, 0.23	48.62	71.43	6.24	70.72	46.95	42.14	50.74	38.98	5.33	2.50	59.34	36.21	86.29	27.18	16.83	-5.85	17.03	59.24	66.32	14.15	33.75
BRD-K11630072	CP	carmofur	thymidylate synthase inhibitor, pyrimidine antagonist	TYMS	Thymidylate synthase inhibitor	4.91, 3.68	38.97	1.19, 0.41	31.36	91.85	47.05	74.26	59.99	6.79	46.51	38.97	82.85	38.51	14.69	60.13	2.08	90.56	99.75	6.86	28.06	-3.98	82.62	30.76	-0.04
BRD-K47679368	CP	bromfenac	cyclooxygenase inhibitor	PTGS1, PTGS2		5.03, 3.35	38.94	1.44, 0.48	83.90	45.45	69.41	7.61	75.05	38.94	74.38	12.92	38.10	10.96	35.86	93.16	29.29	34.13	-0.32	98.20	88.58	7.61	76.60	10.15	42.86
BRD-K51318897	CP	fenbendazole	cytochrome P450 inhibitor, tubulin inhibitor	CYP2C19, CYP2D6, CYP2J2, CYP3A4, TUBB	Tubulin inhibitor	5.73, 1.56	38.94	0.88, 0.42	35.78	89.11	38.94	11.13	29.48	72.97	41.78	65.57	52.50	-9.27	93.73	39.46	6.38	13.72	1.94	40.07	75.81	37.05	27.53	83.67	5.74
BRD-K51485625	CP	ritonavir	HIV protease inhibitor, cytochrome P450 inhibitor	CYP3A4, CYP1A2, CYP2B6, CYP2C19, CYP3A5, CYP3A7	HIV protease inhibitor	6.13, 2.45	38.94	0.77, 0.18	33.29	9.46	31.07	97.39	27.90	95.94	2.08	19.18	3.62	77.48	24.67	51.66	95.19	46.43	1.76	71.00	17.73	74.93	38.94	43.32	56.48
BRD-A79314293	CP	cephalosporanic-acid	core structure for synthesis of cephalosporin antibiotics			4.31, 1.72	38.93	1.76, 0.66	82.22	-46.92	91.79	18.56	56.81	34.05	82.19	1.48	38.39	5.73	71.30	67.31	0.00	93.58	0.00	11.81	61.22	91.08	42.15	38.93	0.42
BRD-K82164249	CP	andarine	androgen receptor modulator	AR	Androgen receptor modulator	2.08, 1.04	38.91	1.08, 0.30	54.33	32.27	45.80	3.66	58.43	38.91	8.77	58.15	11.22	39.66	20.88	90.73	34.73	63.21	0.77	48.78	4.85	39.01	56.56	15.88	13.58
BRD-A07780951	CP	orciprenaline	adrenergic receptor agonist	ADRB2	Beta-adrenergic receptor agonist	6.70, 5.03	38.89	1.14, 0.48	71.91	13.26	72.28	38.89	93.70	89.89	49.41	34.49	38.31	46.99	21.65	99.47	10.90	30.74	-1.20	91.01	24.15	45.47	81.90	8.67	18.33
BRD-K76775527	CP	nimesulide	cyclooxygenase inhibitor, matrix metalloprotease inhibitor, prostanoid receptor inhibitor	PTGS2, LTF, PLA2G2E, PTGS1		4.17, 1.56	38.88	1.30, 0.38	59.68	24.25	51.72	40.87	38.88	57.21	69.95	40.24	71.45	23.56	82.95	19.32	12.59	3.99	16.94	9.96	70.23	57.62	17.25	22.23	5.29
BRD-K81916719	CP	triclabendazole	acetylcholinesterase inhibitor, DNA methyltransferase inhibitor, microtubule inhibitor	DNMT1		3.07, 1.23	38.87	0.83, 0.25	-78.33	37.47	43.55	3.58	77.19	76.44	30.22	6.01	48.89	96.18	6.98	44.81	84.33	75.01	48.12	9.10	43.20	38.87	17.13	-80.42	3.03
BRD-K49372556	CP	mofezolac	cyclooxygenase inhibitor, cytochrome P450 inhibitor, platelet aggregation inhibitor			3.91, 2.79	38.86	1.19, 0.30	53.41	27.88	9.51	45.61	58.73	69.45	60.13	79.63	82.73	39.85	19.03	90.74	1.02	14.30	-0.35	99.89	24.32	19.50	38.86	32.72	33.81
BRD-K38449220	CP	seneciphylline	cytochrome P450 inhibitor			4.17, 1.04	38.85	0.83, 0.28	60.09	33.03	38.85	58.45	41.10	66.47	8.74	34.39	12.52	55.34	28.39	5.14	0.07	5.23	17.75	43.54	95.89	48.92	53.76	54.26	19.93
BRD-K52911425	CP	GDC-0941	PI3K inhibitor	PIK3CG, PIK3CA, PIK3CB, PIK3CD	PI3K inhibitor	7.29, 3.65	38.85	1.49, 0.70	40.95	81.83	2.82	84.35	79.82	9.80	25.28	67.78	6.69	99.47	-31.59	32.45	96.05	32.89	80.62	73.45	24.60	-5.74	38.85	6.39	97.02
BRD-K02992638	CP	lamivudine	nucleoside reverse transcriptase inhibitor, reverse transcriptase inhibitor			3.65, 2.08	38.81	0.59, 0.19	80.60	30.33	20.01	3.03	23.01	30.67	90.91	20.98	87.95	0.28	42.30	57.61	4.88	87.21	-0.85	49.55	82.03	64.73	38.81	20.43	39.70
BRD-K53972329	CP	ruxolitinib	JAK inhibitor, tyrosine kinase inhibitor	JAK1, JAK2, TYK2, JAK3		6.25, 4.17	38.81	0.56, 0.17	36.76	89.15	0.53	51.11	60.53	38.81	9.68	79.61	48.53	84.51	80.80	41.26	27.15	12.09	-0.85	40.01	15.19	24.94	87.95	7.65	-0.28
BRD-A87848830	CP	bimatoprost	prostanoid receptor agonist	PTGFR, AKR1C3, PTGER1, PTGER3		5.03, 3.35	38.78	1.51, 0.40	74.75	62.75	13.01	-46.72	98.79	7.86	38.78	87.34	10.65	39.22	29.63	53.33	0.88	12.73	8.38	73.37	3.29	0.07	91.69	83.14	76.93
BRD-K29530284	CP	amlexanox	histamine release inhibitor, mediator release inhibitor	FGF1, IL3, S100A12, S100A13		4.29, 0.61	38.78	1.24, 0.34	38.56	44.23	55.11	35.67	23.66	39.09	43.84	59.65	5.29	96.04	38.78	94.46	72.84	84.62	-0.42	55.14	7.25	30.33	-7.31	11.81	-71.19
