#1.3
2429	13	8	25
id	type	name	description	target	belongs_to	pc	median_tau_score	ts_pc	BRD-K82941592-summary	BRD-K81473089-summary	BRD-K50859149-summary	BRD-K15933101-summary	BRD-K19416115-summary	BRD-K50938287-summary	BRD-A70083328-summary	BRD-A33168282-summary	BRD-K93645900-summary	BRD-K53972329-summary	BRD-A95939040-summary	BRD-K36627727-summary	BRD-A62035778-summary
BRD-K97158071	CP	droperidol	dopamine receptor antagonist, dopamine receptor	DRD2, ADRA1A	Dopamine receptor antagonist	11.38, 7.32	50.52	0.52, 0.11	64.88	26.42	34.49	97.13	50.52	99.58	21.19	55.76	83.95	34.92	49.99	59.24	29.08
BRD-K33864865	CP	LY-225910	CCK receptor antagonist	CCKBR	CCK receptor antagonist	2.44, 1.63	50.51	0.90, 0.19	85.59	65.99	91.48	44.44	73.27	39.80	24.14	39.80	43.01	1.34	87.23	94.16	50.51
BRD-K35240538	CP	methylprednisolone	glucocorticoid receptor agonist	NR3C1	Glucocorticoid receptor agonist	7.32, 5.69	50.46	1.44, 0.60	92.92	64.47	13.98	23.72	98.41	48.38	32.09	99.25	85.22	89.39	35.28	49.65	50.46
BRD-A87606379	CP	nadolol	adrenergic receptor antagonist	ADRB1, ADRB2, ADRB3		10.57, 4.07	50.45	0.72, 0.11	50.45	38.76	31.03	58.52	92.36	77.27	8.68	87.82	73.48	4.40	38.38	28.26	65.22
BRD-K34820100	CP	tebuthiuron	photosynthesis inhibitor			2.44, 0.81	50.43	0.59, 0.14	47.43	82.24	79.47	96.07	50.43	46.29	83.74	20.15	38.81	57.22	54.75	10.14	38.00
BRD-K41903098	CP	diphenoxylate	opoid receptor agonist	OPRM1, OPRD1		10.58, 6.73	50.43	0.99, 0.19	3.60	15.78	57.83	15.25	68.87	98.80	12.70	61.85	97.78	6.96	44.82	50.43	61.19
BRD-K87573634	CP	propylpyrazole	estrogen receptor agonist	ESR1		6.14, 1.75	50.43	1.33, 0.36	50.43	31.53	74.73	-6.07	-66.96	42.99	81.98	-26.01	95.70	82.12	50.09	68.17	82.76
BRD-K07881437	CP	danusertib	Aurora kinase inhibitor, growth factor receptor inhibitor, Abl kinase inhibitor, Bcr-Abl kinase inhibitor, FGFR inhibitor, mitotic inhibitor, protein kinase inhibitor, RET tyrosine kinase inhibitor	AURKA, AURKB, AURKC, FGFR1, NTRK1, RET, BCR, SLK	Aurora kinase inhibitor	3.25, 3.25	50.42	2.02, 0.48	89.77	51.71	9.23	19.21	88.92	30.40	61.87	60.68	50.42	99.08	17.12	39.79	46.90
BRD-K93280214	CP	gabazine	GABA receptor antagonist	GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRG2		9.76, 8.13	50.42	0.88, 0.17	44.67	50.42	97.53	48.69	84.99	99.79	22.83	78.42	26.43	26.83	89.51	39.56	80.66
BRD-K89152108	CP	liothyronine	thyroid hormone function stimulant	THRA, THRB		3.51, 1.75	50.39	0.84, 0.28	54.35	24.76	24.75	1.48	62.59	66.52	47.88	78.53	50.39	71.91	37.67	11.70	77.39
BRD-K34098590	CP	tienilic-acid	sodium/potassium/chloride transporter inhibitor, uric acid diuretic	CYP2C9, SLC12A1, SLC22A12		4.39, 0.88	50.37	1.44, 0.52	31.01	84.34	65.16	50.37	92.78	72.87	-4.45	58.40	17.63	-10.34	25.41	27.12	80.06
BRD-K30570479	CP	VU-0400195-3	glutamate receptor modulator	GRM4		5.69, 1.63	50.36	1.07, 0.27	18.23	93.54	7.36	-2.31	90.64	89.26	44.46	78.79	23.90	20.09	84.96	50.36	96.65
BRD-K80725632	CP	lavendustin-c	epidermal growth factor receptor (EGFR) inhibitor	CAMK2A, EGFR, SRC		7.32, 2.44	50.36	1.09, 0.26	44.55	42.91	23.92	30.06	87.92	96.10	78.95	50.36	90.18	68.11	0.00	39.78	98.20
BRD-A23072235	CP	pheniramine	acetylcholine receptor antagonist	HRH1		3.25, 2.44	50.33	0.61, 0.11	15.58	74.18	-2.08	18.03	61.47	56.84	50.33	36.66	47.27	62.58	82.40	15.03	64.81
BRD-K20141153	CP	atomoxetine	norepinephrine transporter inhibitor, adrenergic transmitter uptake inhibitor	SLC6A2, SLC6A3, SLC6A4, GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D, GRIN3A, GRIN3B		6.50, 4.88	50.30	0.63, 0.11	30.48	29.85	50.30	70.84	62.33	99.40	77.71	32.26	35.71	72.50	48.86	4.37	92.71
BRD-K89839824	CP	raltitrexed	thymidylate synthase inhibitor, pyrimidine antagonist	TYMS, FPGS	Thymidylate synthase inhibitor	4.07, 2.44	50.27	0.86, 0.26	50.27	35.97	43.81	53.96	98.63	82.86	50.39	43.94	88.84	-1.76	72.15	43.93	20.01
BRD-A12016240	CP	LY-278584	serotonin receptor antagonist	HTR3A		4.88, 1.63	50.26	0.68, 0.18	50.26	44.84	22.02	15.88	13.59	77.02	32.37	77.68	95.75	87.35	77.23	11.04	55.77
BRD-A88774919	CP	doxycycline	metalloproteinase inhibitor, 30S ribosomal protein inhibitor, matrix metalloprotease inhibitor, protein arginine deiminase inhibitor	MMP8, MMP1	Bacterial 30S ribosomal subunit inhibitor	12.28, 5.26	50.26	0.78, 0.23	67.43	99.51	97.28	9.85	16.32	82.61	6.59	26.04	48.50	0.00	86.82	50.26	73.32
BRD-K40578143	CP	GR-79236	adenosine receptor agonist	ADORA1, ADORA2A	Adenosine receptor agonist	3.25, 1.63	50.25	1.09, 0.34	45.53	23.51	12.87	50.25	93.83	87.84	12.87	89.63	44.19	62.74	84.82	81.17	39.48
BRD-K28667196	CP	fillalbin	increases arterial blood pressure			4.07, 1.63	50.21	0.75, 0.22	61.86	32.65	82.16	50.21	64.96	-1.76	39.73	23.45	31.79	60.78	72.65	10.15	78.49
BRD-K39391626	CP	ethylestrenol	anabolic steroid, has some progesterone-like activity	AR	Progesterone receptor agonist, Progesterone receptor antagonist	5.77, 4.81	50.21	1.59, 0.70	87.46	54.54	7.64	75.77	49.91	14.98	46.04	34.07	99.93	45.28	51.75	96.82	50.21
BRD-K95739795	CP	tetrabenazine	vesicular monoamine transporter inhibitor	SLC18A2, DRD2, SLC18A1		6.14, 2.63	50.20	1.45, 0.44	4.12	95.77	50.20	3.47	73.29	-29.60	73.93	61.02	99.37	84.38	41.22	-24.57	10.27
BRD-K29359156	CP	ebselen	COX inihibitor, H+/K+-ATPase inhibitor, leukotriene receptor antagonist, NADPH oxidase inhibitor, nitric oxide synthase inhibitor, PKC inhibitor, prostanoid receptor antagonist, protein kinase C inhibitor, reducing agent	ALB, LTB4R, NOX3		4.07, 0.81	50.10	1.01, 0.25	0.95	50.10	37.37	74.76	95.95	50.16	36.58	6.13	18.59	95.89	65.34	49.60	82.04
BRD-K63630713	CP	etacrynic-acid	not applicable, sodium/potassium/chloride transporter inhibitor	SLC12A1, ATP1A1, SLC12A2		1.75, 0.00	50.07	0.82, 0.19	42.84	93.95	64.36	1.09	85.67	65.32	21.54	86.98	40.24	35.12	50.07	66.81	36.32
BRD-A15493168	CP	tetracycline	30S ribosomal protein inhibitor, 30S ribosomal subunit inhibitor, protein arginine deiminase inhibitor	PRNP	Bacterial 30S ribosomal subunit inhibitor	7.02, 4.39	50.06	2.18, 0.53	55.46	98.57	97.97	22.55	95.36	33.61	50.06	44.12	71.08	50.53	30.19	2.08	44.04
BRD-K12219985	CP	glipizide	sulfonylurea, ATP channel blocker, ATP-sensitive potassium channel antagonist, insulin secretagogue	ABCC8, KCNJ10, KCNJ11, PPARG	KCNJ11 modulator	5.69, 2.44	49.96	0.94, 0.19	49.96	93.98	49.32	49.43	-65.11	62.88	55.65	47.31	21.11	21.60	77.67	87.00	93.45
BRD-K76810206	CP	nicergoline	adrenergic receptor antagonist	ADRA1A		8.94, 2.44	49.93	0.76, 0.16	96.54	17.99	76.37	62.45	94.28	51.40	49.93	46.08	62.51	32.43	35.69	28.07	22.81
BRD-A54845972	CP	dihydroergotamine	serotonin receptor agonist, adrenergic receptor partial agonist, dopamine receptor agonist	HTR1D, HTR1B, ADRA2A, DRD2, HTR1E, HTR1F, HTR2B, HTR7		2.63, 0.88	49.89	1.47, 0.50	13.82	80.78	28.52	21.26	44.26	94.99	86.70	38.26	96.36	35.97	56.35	49.89	77.67
BRD-A72596465	CP	GW-6471	PPAR receptor antagonist	PPARA		7.32, 0.81	49.89	0.81, 0.17	63.09	18.53	14.25	31.72	50.74	49.89	52.29	83.49	44.49	57.12	33.28	32.98	96.65
BRD-K68756823	CP	FR-180204	MAP kinase inhibitor	MAPK1, MAPK3		4.07, 0.81	49.87	0.89, 0.24	51.70	1.97	49.87	24.56	-90.22	26.37	52.61	28.37	52.79	92.70	14.61	50.95	68.09
BRD-A29644307	CP	nomifensine	norepinephrine-dopamine reuptake inhibitor	SLC6A2, SLC6A3, DRD2, MAOA, MAOB, MPO		9.65, 3.51	49.80	1.27, 0.43	9.47	75.12	95.09	41.14	95.54	91.85	35.12	49.80	19.43	4.44	70.07	27.27	95.87
BRD-K36529613	CP	PU-H71	HSP inhibitor	HSP90AA1	HSP inhibitor	4.88, 2.44	49.78	1.07, 0.36	8.56	30.08	49.78	7.43	58.56	73.20	6.66	20.86	68.38	98.51	44.25	67.64	52.05
BRD-K26521938	CP	dinoprostone	prostanoid receptor agonist	PTGER2, PTGER1, PTGER3, PTGER4, CATSPER1, CATSPER2, CATSPER3, CATSPER4, PTGDR, PTGDR2, PTGFR, TBXA2R		8.13, 4.07	49.75	0.90, 0.27	49.75	78.50	20.66	21.13	58.51	41.23	27.66	11.79	89.51	99.44	60.40	45.40	69.98
BRD-A99833829	CP	bethanechol	acetylcholine receptor agonist	CHRM2, CHRM1, CHRM3, CHRM4		8.77, 4.39	49.73	1.18, 0.32	49.73	70.28	-27.27	26.26	59.66	33.59	22.43	68.77	95.43	94.10	38.46	46.20	66.97
BRD-M47937986	CP	cefatrizine	cell wall synthesis inhibitor			9.62, 6.73	49.72	0.83, 0.25	-77.53	18.30	49.72	14.39	99.17	99.65	22.38	76.63	88.28	48.98	68.24	33.31	55.06
BRD-K13819402	CP	desoxypeganine	acetylcholinesterase inhibitor, monoamine oxidase inhibitor	ACHE, MAOA		6.50, 2.44	49.71	0.45, 0.10	89.86	94.64	49.71	8.07	86.11	68.62	46.17	29.39	82.42	3.30	40.97	13.45	97.04
BRD-A90311807	CP	cilastatin	dehydropeptidase inhibitor	DPEP1		4.88, 3.25	49.70	0.95, 0.34	39.34	49.70	89.64	11.12	79.42	84.15	65.77	29.35	90.92	35.02	61.82	29.24	37.83
BRD-K15842202	CP	eudesmic-acid	in touchstone			8.06, 3.23	49.68	1.62, 0.36	-11.97	5.67	96.19	60.16	-14.99	26.22	2.75	65.35	98.16	55.29	25.66	72.62	49.68
BRD-A15914070	CP	4-hydroxy-2-nonenal	cytotoxic lipid peroxidation product	IKBKB		1.35, 1.35	49.61	1.76, 0.58	65.79	10.15	4.36	91.76	9.58	83.65	19.89	49.61	71.29	83.70	24.84	0.00	79.80
BRD-K20655524	CP	mefexamide	psychostimulant			4.88, 2.44	49.61	0.80, 0.31	21.99	48.02	26.86	91.33	85.75	87.53	67.01	33.33	75.47	49.61	33.18	10.19	58.59
BRD-K63945320	CP	dihydrosamidin	nitric oxide production inhibitor, phospholipase inhibitor, platelet activating factor receptor antagonist			7.32, 3.25	49.57	0.44, 0.09	22.37	49.57	94.80	96.13	25.22	78.09	24.20	5.53	74.26	56.86	25.26	50.42	35.74
BRD-A43930669	CP	L-368899	oxytocin receptor antagonist	OXTR, AVPR1A, AVPR2, OXT		2.44, 1.63	49.55	1.28, 0.47	92.09	75.51	34.48	-17.39	93.11	76.13	34.25	49.55	35.18	19.94	63.18	9.81	93.40
BRD-A66927094	CP	nemonapride	dopamine receptor antagonist, serotonin receptor agonist	DRD2, DRD3, DRD4		0.00, 0.00	49.55	0.98, 0.38	17.76	53.65	84.02	87.91	79.70	57.99	22.93	45.63	40.79	40.74	36.20	83.74	49.55
BRD-K57718010	CP	pentylenetetrazol	GABA receptor antagonist		GABA receptor antagonist	3.25, 1.63	49.53	1.01, 0.26	66.78	7.96	80.34	16.37	-10.49	88.95	74.30	29.80	23.69	27.11	49.53	65.14	79.44
BRD-K10852020	CP	tolcapone	catechol O methyltransferase inhibitor, transthyretin amyloid inhibitor	COMT, TTR		4.39, 0.88	49.52	1.28, 0.36	49.52	73.36	14.05	2.64	80.02	97.31	60.51	36.25	77.18	25.51	11.68	31.39	89.57
BRD-K29582115	CP	ziprasidone	dopamine receptor antagonist, serotonin receptor antagonist, norepinephrine reuptake inhibitor, serotonin receptor agonist, serotonin reuptake inhibitor	DRD2, HTR2A, HTR1A, HTR1D, HRH1, HTR1B, HTR1E, HTR2C, HTR7, ADRA1A, ADRA1B, ADRA2A, ADRA2B, ADRA2C, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD3, DRD4, DRD5, HTR3A, HTR6, SLC6A4		6.50, 4.07	49.52	1.74, 0.64	10.15	49.52	69.05	88.70	99.44	10.30	7.98	51.50	62.01	0.99	0.81	68.45	36.54
BRD-A49046702	CP	SKF-89976A	GABA uptake inhibitor	SLC6A1		2.44, 2.44	49.50	0.89, 0.27	18.55	49.50	81.43	93.66	-16.71	73.79	10.22	90.90	33.98	47.82	7.85	60.32	52.26
BRD-K06817181	CP	BRD-K06817181	JAK inhibitor	JAK2		4.05, 4.05	49.50	1.34, 0.46	85.23	99.82	49.50	4.22	91.60	15.40	76.00	30.82	94.57	9.60	5.79	-3.24	84.23
BRD-K13049116	CP	BMS-754807	insulin growth factor receptor inhibitor	IGF1R, AKT1	IGF-1 inhibitor	0.00, 0.00	49.50	2.85, 0.90	84.84	10.14	12.15	3.35	24.78	51.03	56.35	20.07	60.20	84.11	49.50	80.92	40.05
BRD-K81916719	CP	triclabendazole	acetylcholinesterase inhibitor, DNA methyltransferase inhibitor, microtubule inhibitor	DNMT1		8.65, 3.85	49.50	0.83, 0.25	93.27	11.10	14.42	15.72	-56.61	99.75	85.11	49.50	95.16	11.69	54.84	5.46	82.44
BRD-K82091397	CP	SB-239063	p38 MAPK inhibitor, interleukin inhibitor, tumor necrosis factor production inhibitor	MAPK11, MAPK14, PTGS2, TNF	P38 MAPK inhibitor	4.88, 3.25	49.50	0.83, 0.35	7.39	42.95	-19.24	71.61	83.94	38.83	23.51	49.50	64.93	85.73	11.74	82.75	82.71
BRD-K50388907	CP	fenofibrate	PPAR receptor agonist, apolipoprotein expression enhancer, lipase clearing factor inhibitor	PPARA, APOA1, CYP2C19, CYP2C8, MMP25		4.07, 0.81	49.47	1.01, 0.25	1.34	67.65	17.99	71.68	86.37	62.61	22.25	9.20	62.91	49.47	39.12	15.60	87.58
BRD-K85090592	CP	pilocarpine	acetylcholine receptor agonist	CHRM3, CHRM1, CHRM2, CHRM4, CHRM5		9.62, 7.69	49.44	1.15, 0.33	34.59	34.93	47.12	39.05	94.68	99.89	29.86	12.05	49.44	57.06	63.85	66.63	58.71
BRD-A03816571	CP	CP-55940	cannabinoid receptor agonist, CC chemokine receptor antagonist	CNR1, CNR2, CXCR4, GPR55		4.88, 2.44	49.41	1.01, 0.33	40.29	41.99	76.18	30.47	71.32	75.28	11.87	49.41	28.05	95.51	81.86	56.52	10.38
BRD-K07212038	CP	selinidin	cumarin derivative with antiallergic properties			3.23, 1.61	49.35	2.61, 0.97	-0.07	88.15	85.74	92.77	-39.18	49.35	27.83	32.12	97.08	70.88	4.69	97.96	11.88
BRD-A48430263	CP	pioglitazone	PPAR receptor agonist, insulin sensitizer, adiponectin expression enhancer, thiazolidinedione	PPARG, INS, TRPM3	PPAR receptor agonist	4.07, 2.44	49.33	0.41, 0.10	26.29	86.77	22.37	35.97	89.19	81.80	50.52	76.62	25.18	55.23	36.48	49.33	16.99
BRD-K09132007	CP	D-4476	casein kinase inhibitor, TGF beta receptor inhibitor	CSNK1A1, CSNK1D, TGFB1	TGF beta receptor inhibitor	3.25, 0.81	49.31	1.18, 0.35	9.42	6.76	77.14	31.77	55.58	49.31	26.19	25.58	64.85	31.85	55.62	83.07	80.69
BRD-K64755930	CP	etazolate	phosphodiesterase inhibitor, alpha secretase activator, GABA receptor modulator	GABRB3, PDE4A		2.63, 0.88	49.31	1.39, 0.44	79.39	77.74	34.90	38.56	65.78	44.90	49.31	85.99	43.92	89.70	86.44	25.41	41.21
BRD-K79131256	CP	albendazole	tubulin inhibitor, acetylcholinesterase inhibitor, microtubule inhibitor	CYP1A2, CYP2J2, TUBA1A, TUBB, TUBB4B	Tubulin inhibitor	6.50, 4.88	49.29	0.83, 0.44	18.93	99.82	66.82	27.06	69.40	62.04	71.70	66.37	40.07	43.16	25.79	37.63	49.29
BRD-A45140972	CP	meclocycline	tetracycline antibiotic		Bacterial 30S ribosomal subunit inhibitor	4.88, 1.63	49.28	0.55, 0.11	94.52	99.22	-44.96	55.78	79.34	49.28	33.05	28.12	47.73	15.29	91.42	17.17	95.37
BRD-K94887716	CP	TFMPP	serotonin receptor agonist, serotonin receptor antagonist			8.65, 3.85	49.27	1.41, 0.39	57.66	84.55	22.06	32.41	88.03	19.13	67.34	22.45	98.21	55.29	37.20	49.27	29.55
BRD-A24191444	CP	ifenprodil	adrenergic receptor antagonist, glutamate receptor antagonist	GRIN1, GRIN2B		4.81, 3.85	49.25	0.90, 0.16	57.45	46.50	83.89	41.23	49.25	69.59	61.22	11.00	87.73	28.20	3.92	0.67	92.28
BRD-A55913614	CP	primaquine	antimalarial agent, DNA inhibitor	KRT7, NQO2		4.07, 1.63	49.23	0.57, 0.14	-2.71	78.62	70.01	28.24	11.49	96.76	18.58	8.06	15.53	84.25	49.23	84.84	52.97
BRD-A05186015	CP	bupropion	dopamine reuptake inhibitor, adrenergic transmitter uptake inhibitor, dopamine transporter inhibitor, norepinephrine transporter inhibitor, norepinephrine/dopamine dual reuptake inhibitor	SLC6A2, SLC6A3, CHRNA3, CYP2B6		7.32, 4.88	49.21	0.61, 0.08	89.15	87.96	49.21	37.08	28.95	99.61	44.76	24.04	69.80	86.70	39.35	37.91	49.74
BRD-K55191674	CP	benzylpenicillin	PBP3 inhibitor			6.50, 5.69	49.17	2.00, 0.72	82.19	62.41	73.22	99.89	42.33	49.17	-4.16	84.84	-14.69	-6.86	1.62	45.42	75.55
BRD-K03642198	CP	AY-9944	hedgehog pathway inhibitor			6.50, 1.63	49.16	1.05, 0.19	99.75	97.83	36.30	23.51	56.37	49.16	0.32	8.01	29.88	83.84	90.75	17.26	62.77
BRD-A84389633	CP	tropanyl-3,5-dimethylbenzoate	serotonin receptor antagonist			5.69, 4.07	49.15	0.81, 0.18	64.50	26.07	47.15	64.83	29.96	38.18	17.74	63.17	19.18	97.59	71.60	49.15	50.83
BRD-K46742498	CP	alosetron	serotonin receptor antagonist	HTR3A		8.65, 5.77	49.06	1.31, 0.35	8.31	65.82	96.11	19.01	98.63	62.85	64.22	6.49	96.89	26.58	24.17	6.84	49.06
BRD-K72541103	CP	JAK3-inhibitor-I	JAK inhibitor	JAK3	JAK inhibitor	4.07, 2.44	49.05	0.73, 0.20	82.66	64.12	22.18	13.54	-4.70	22.98	75.05	20.20	80.83	93.00	75.27	49.05	22.53
BRD-K80325895	CP	eicosadienoic-acid	in touchstone			11.40, 5.26	49.05	1.49, 0.41	42.94	96.15	71.25	15.20	35.17	97.00	92.11	99.93	89.95	7.96	49.05	-3.12	30.98
BRD-K56450366	CP	NSC-94258	antitumor agent	AKR1B1, CYP19A1, HSD17B1		9.46, 6.76	49.03	1.42, 0.42	14.44	66.46	98.61	97.96	93.96	38.08	69.67	49.03	39.48	-5.44	51.71	0.00	22.82
BRD-A94543220	CP	bifonazole	cell wall synthesis inhibitor, sterol demethylase inhibitor	CYP2B6		12.50, 6.73	49.01	1.10, 0.36	8.65	23.17	49.01	13.83	70.14	95.20	12.65	38.06	98.68	99.17	9.75	81.46	72.80
BRD-K43860855	CP	iobenguane	radiopharmaceutical and antineoplastic agent			7.32, 4.88	48.99	1.20, 0.38	0.39	92.41	98.79	32.68	84.33	56.45	-3.03	30.77	83.15	48.99	13.11	48.92	87.08
BRD-K55127134	CP	fluphenazine	dopamine receptor antagonist, acetylcholine receptor ligand, dopamine receptor, histamine receptor antagonist, serotonin receptor antagonist	DRD2, DRD1, CALM1, CHRNA7, DRD5, HRH1, HTR2A, HTR6, HTR7	Dopamine receptor antagonist	3.25, 1.63	48.97	1.40, 0.49	96.51	48.97	37.89	27.60	61.07	68.79	17.73	52.41	46.60	14.32	63.54	36.67	75.48
BRD-K45861246	CP	azaperone	dopamine receptor antagonist	DRD2, DRD3		3.25, 1.63	48.96	0.59, 0.11	48.96	60.13	57.80	91.14	63.23	93.19	44.74	36.35	41.77	27.24	36.18	18.88	85.23
BRD-K33483813	CP	actarit	interleukin receptor agonist			3.85, 2.88	48.94	1.20, 0.30	84.83	48.94	20.18	-3.82	91.71	77.63	69.92	87.19	19.92	0.14	19.36	4.55	69.66
BRD-A41995253	CP	brucine	glycine receptor antagonist	CHRM1, CHRM2, CHRM3, CHRM4, CHRM5		6.50, 4.88	48.91	0.60, 0.14	88.30	48.91	17.45	40.31	81.88	41.30	58.16	57.46	90.78	3.24	13.89	24.91	99.22
BRD-K05926469	CP	lenalidomide	angiogenesis inhibitor, cereblon inhibitor, tumor apoptosis inducer, tumor necrosis factor production inhibitor, tumor necrosis factor receptor antagonist	CRBN, TNF, CDH5, PTGS2, TNFSF11		8.13, 7.32	48.91	1.30, 0.36	6.60	52.72	52.99	92.43	99.82	46.41	4.49	75.56	65.90	18.55	30.12	48.91	21.43
BRD-A61856038	CP	tremulacin	5-lipoxygenase inhibitor			5.69, 3.25	48.89	1.53, 0.52	51.30	57.34	48.89	49.22	35.48	25.14	10.11	5.25	84.20	48.99	30.10	80.01	6.90
BRD-K06712146	CP	YM-90709	IL5 inhibitor, interleukin receptor antagonist	CSF2RB, IL5RA		5.69, 4.07	48.85	1.00, 0.31	94.84	93.93	15.14	20.55	15.05	8.54	36.91	4.87	48.85	79.82	82.38	86.42	90.42
BRD-K72420232	CP	WZ-4002	EGFR inhibitor	EGFR, ERBB2	EGFR inhibitor	5.69, 3.25	48.85	1.35, 0.40	97.13	47.32	24.82	-26.35	89.51	49.06	54.71	48.85	24.35	3.91	34.60	75.33	80.61
BRD-K10870738	CP	CDC	lipoxygenase inhibitor	ALOX12, ALOX5		5.69, 3.25	48.82	1.05, 0.38	0.53	8.29	63.95	93.90	84.54	83.74	47.68	13.59	28.60	4.80	97.77	94.73	48.82
BRD-K52075715	CP	oxibendazole	DNA polymerase inhibitor, tubulin inhibitor	TUBB, TUBB4B	Tubulin inhibitor	3.25, 1.63	48.77	1.08, 0.47	10.97	48.82	30.16	81.02	71.19	87.46	50.51	46.27	42.43	19.01	13.11	61.40	48.77
BRD-K06854232	CP	AM-580	RAR agonist, retinoid receptor agonist	RARA	Retinoid receptor agonist	5.69, 3.25	48.76	0.38, 0.13	39.45	93.92	36.01	34.55	-50.42	71.59	19.38	48.76	81.56	50.04	32.75	98.31	76.58
BRD-K32501161	CP	vanoxerine	dopamine reuptake inhibitor, dopamine transporter inhibitor, monoamine oxidase inhibitor	SLC6A3, MAOA, MAOB		1.63, 0.00	48.76	1.47, 0.31	6.38	28.60	91.24	48.76	34.71	90.13	57.84	9.14	44.21	28.95	70.96	82.98	68.50
BRD-K76304753	CP	phenazopyridine	unidentified pharmacological activity	SCN1A		3.25, 2.44	48.75	0.52, 0.19	77.75	24.61	39.16	59.79	69.14	58.18	5.11	57.25	44.40	45.57	48.75	56.57	26.05
BRD-K78084463	CP	W-12	calmodulin antagonist			4.84, 3.23	48.74	1.39, 0.38	59.75	27.31	-48.36	23.53	21.49	72.73	2.89	-29.05	94.28	48.74	95.99	71.19	56.41
BRD-A09467419	CP	mebeverine	acetylcholine receptor antagonist	CHRM1, CHRM2, CHRM3, CHRM4		5.69, 4.88	48.71	0.85, 0.23	93.95	36.49	23.43	-2.68	66.66	48.71	26.48	-23.58	99.40	81.50	76.27	14.99	66.06
BRD-A69636825	CP	diltiazem	L-type calcium channel blocker, calcium channel antagonist, calcium channel blocker	CACNA1C, CACNA1S, CACNA2D1, CACNG1, CYP3A5, CYP3A7, HTR3A, KCNA5		12.20, 6.50	48.71	0.91, 0.31	49.32	65.04	30.26	48.71	99.49	32.52	15.88	5.32	83.53	-20.50	69.86	23.31	95.39
BRD-K17796732	CP	JWH-015	cannabinoid receptor agonist	CNR2, GPR55	Cannabinoid receptor agonist	1.63, 0.81	48.70	1.25, 0.41	81.45	65.83	29.79	75.50	48.70	90.81	10.13	37.91	18.50	27.68	73.94	4.81	93.58
BRD-K21283037	CP	riluzole	glutamate release inhibitor, dopamine receptor agonist, glutamate receptor antagonist, potassium channel blocker, Sodium Channel  Blockers, sodium channel blocker	KCND3, KCNK10, KCNK2, KCNK4, KCNN4, SCN5A, SLC7A11		4.07, 1.63	48.66	0.35, 0.05	71.01	38.71	70.67	44.62	-59.66	83.15	81.03	34.00	71.77	29.39	30.08	88.86	48.66
BRD-K15935639	CP	z-leu3-VS	PGPH inhibitor, proteasome inhibitor		Proteasome inhibitor	1.61, 1.61	48.62	3.00, 0.82	0.07	68.39	51.46	58.45	-68.83	48.62	4.00	6.05	69.94	99.51	26.81	14.35	52.49
BRD-A60197193	CP	amisulpride	dopamine receptor antagonist	DRD2, DRD3, HTR2A, HTR7		4.39, 2.63	48.59	0.55, 0.09	42.73	71.33	51.29	19.54	-12.58	48.59	73.28	83.81	77.25	46.65	36.87	-2.36	58.41
BRD-A02333338	CP	cyclopamine	smoothened receptor antagonist, hedgehog pathway inhibitor	SMO, DHH, IHH, PTCH1		0.81, 0.00	48.54	1.39, 0.55	71.33	8.92	57.80	0.00	70.58	48.54	35.56	52.06	85.95	37.92	23.93	44.22	61.21
BRD-K09631521	CP	thiotepa	cytochrome P450 inhibitor	CYP2B6		8.13, 4.07	48.52	1.48, 0.39	71.44	48.52	48.45	6.03	97.96	39.75	54.17	78.95	99.75	42.42	47.18	47.51	95.81
BRD-K91900765	CP	VX-745	p38 MAPK inhibitor	MAPK14, MAPK11, MAPK12	P38 MAPK inhibitor	4.07, 2.44	48.49	0.86, 0.30	24.11	47.46	79.51	24.55	91.51	34.25	81.03	75.22	35.21	49.60	48.49	18.25	62.07
BRD-K50938287	CP	sumatriptan	serotonin receptor agonist	HTR1D, HTR1B, HTR1A, HTR1F, HTR1E, HTR5A, HTR6, HTR7		14.42, 12.50	48.47	0.84, 0.25	-87.63	9.55	93.05	41.76	89.50	99.97	48.47	74.14	-80.28	29.24	83.47	2.82	72.85
BRD-A15530910	CP	carpindolol	adrenergic receptor antagonist, serotonin receptor antagonist		Serotonin receptor antagonist	11.38, 5.69	48.46	1.11, 0.32	98.32	41.11	63.91	23.02	91.02	46.32	35.76	9.13	48.46	80.23	99.61	69.88	41.10
BRD-A40639672	CP	ketorolac	cyclooxygenase inhibitor	PTGS1, PTGS2		4.88, 2.44	48.46	0.77, 0.16	83.42	92.69	18.52	57.30	18.14	48.46	29.72	43.89	91.29	26.61	21.85	78.61	92.77
BRD-A98431941	CP	ephedrine	adrenergic receptor agonist	ACHE, ADRA1A, ADRB2, SLC18A2, SLC6A2		7.02, 5.26	48.40	1.33, 0.41	61.13	45.75	50.42	93.21	30.04	28.12	69.77	16.97	97.99	68.54	48.40	46.28	46.54
BRD-K72029282	CP	probucol	atherogenesis inhibitor, cholesterol inhibitor, reducing agent	ABCA1, ABCB11, CES1		5.69, 4.07	48.40	1.40, 0.43	55.85	10.88	97.78	91.58	46.34	76.11	7.10	89.92	70.39	48.40	35.41	19.37	44.21
