#1.3
2429	20	8	25
id	type	name	description	target	belongs_to	pc	median_tau_score	ts_pc	BRD-K32318651-summary	BRD-K70358946-summary	BRD-K53737926-summary	BRD-K20141153-summary	BRD-K94830329-summary	BRD-K52172416-summary	BRD-K97181089-summary	BRD-K62200014-summary	BRD-A25234499-summary	BRD-A20239487-summary	BRD-K33483813-summary	BRD-K57631554-summary	BRD-K70330367-summary	BRD-K02265150-summary	BRD-K66175015-summary	BRD-K29530284-summary	BRD-K11433652-summary	BRD-K91290917-summary	BRD-K67043667-summary	BRD-K56558538-summary
BRD-A62434282	CP	goserelin	gonadotropin releasing factor hormone receptor agonist, luteinizing hormone releasing hormone agonist	GNRHR, GNRH1, LHCGR		5.32, 3.19	48.12	1.14, 0.35	35.11	19.71	74.28	87.76	29.58	98.02	7.54	20.84	45.62	31.30	87.68	52.35	1.16	69.98	1.62	63.00	81.54	50.62	2.33	95.71
BRD-A65013509	CP	oxybutynin	acetylcholine receptor antagonist	CHRM3, CHRM1, CHRM2, CHRM4		8.52, 3.98	48.08	1.14, 0.34	5.19	68.97	3.81	97.57	96.38	57.02	95.25	-2.18	83.87	40.64	33.76	94.28	13.47	18.09	34.28	86.32	87.27	16.57	24.59	55.53
BRD-A03816571	CP	CP-55940	cannabinoid receptor agonist, CC chemokine receptor antagonist	CNR1, CNR2, CXCR4, GPR55		1.60, 0.53	48.01	1.01, 0.33	-51.69	58.34	56.88	41.23	43.41	47.45	-7.47	0.43	31.30	81.39	77.75	67.97	53.62	48.57	16.26	75.65	74.42	24.15	55.65	-35.09
BRD-K32744045	CP	disulfiram	aldehyde dehydrogenase inhibitor, DNA methyltransferase inhibitor, TRPA1 agonist	ALDH2, ALDH1A2, ALDH5A1, ALDH7A1, CYP2E1, DBH, DNMT1, TRPA1		8.18, 2.52	48.00	1.80, 0.52	30.24	96.92	39.64	33.83	11.94	17.70	12.91	-2.22	6.14	66.98	97.36	45.00	-52.72	80.31	87.40	88.52	83.38	89.00	51.01	71.43
BRD-K76617868	CP	fasudil	ROCK inhibitor, calcium sensitizer, PKA inhibitor, protein kinase inhibitor, rho associated kinase inhibitor	ROCK1, ROCK2, PKIA, PRKACA	PKA inhibitor, Rho associated kinase inhibitor	5.32, 3.19	48.00	0.91, 0.25	92.19	28.42	89.68	94.09	86.60	38.86	99.65	75.02	45.31	60.88	18.45	-6.07	50.27	59.98	7.91	45.72	-64.65	13.39	80.91	21.10
BRD-K96119599	CP	leucodin	melanin synthesis inhibitor			6.38, 2.13	48.00	0.83, 0.19	76.30	25.29	49.52	43.73	46.47	60.99	66.74	4.75	22.26	35.93	34.96	38.75	68.08	93.41	3.74	88.09	66.12	44.85	80.79	51.11
BRD-K33818169	CP	GW-3965	LXR agonist, ABC transporter expression enhancer	NR1H2, NR1H3, ABCA1		5.32, 4.79	47.95	0.90, 0.35	67.39	11.83	70.73	39.87	13.43	65.08	47.78	99.93	32.22	78.13	78.71	48.13	31.05	39.49	56.22	25.24	62.27	4.46	37.78	86.27
BRD-K50938287	CP	sumatriptan	serotonin receptor agonist	HTR1D, HTR1B, HTR1A, HTR1F, HTR1E, HTR5A, HTR6, HTR7		8.18, 4.40	47.95	0.84, 0.25	-19.19	47.00	27.69	86.12	96.10	3.00	45.30	61.74	6.62	27.44	97.64	85.81	47.77	48.14	6.41	63.46	79.20	23.45	55.42	79.31
BRD-K60298136	CP	ITE	aryl hydrocarbon receptor agonist, aryl hydrocarbon receptor ligand	AHR		3.72, 1.60	47.89	1.24, 0.36	85.55	42.59	25.46	18.18	78.34	81.65	85.15	51.73	51.04	44.86	64.40	49.04	34.73	10.57	10.57	51.72	42.09	90.58	13.64	46.74
BRD-A85234536	CP	N6-cyclopentyladenosine	adenosine receptor agonist	ADORA1, ADORA2A, ADORA2B, ADORA3, SLC29A1	Adenosine receptor agonist	3.41, 2.27	47.89	1.27, 0.39	77.03	13.90	15.45	94.11	58.45	42.61	27.97	47.03	14.66	72.17	32.24	81.94	42.79	67.96	45.75	83.62	57.00	49.95	48.75	36.82
BRD-K00673382	CP	famotidine	histamine receptor antagonist	HRH2		7.55, 5.03	47.85	1.61, 0.40	95.12	-7.67	84.40	17.71	32.19	94.51	99.89	-3.91	10.75	47.48	2.68	11.95	95.25	9.31	72.31	88.83	82.04	33.61	48.23	64.03
BRD-A49358627	CP	ciprofibrate	PPAR receptor agonist, lipase clearing factor inhibitor	PPARA, LPL		7.98, 3.19	47.83	1.09, 0.34	66.37	-9.94	57.98	25.73	97.22	53.57	10.67	11.60	9.00	78.30	96.26	55.44	89.24	42.10	7.51	33.99	22.81	5.62	56.92	92.60
BRD-K70511574	CP	sunitinib	FLT3 inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, RET tyrosine kinase inhibitor, VEGFR inhibitor, angiogenesis inhibitor, colony stimulating factor receptor antagonist, colony stimulating factor receptor inhibitor, platelet-derived growth factor receptor (PDGFR) inhibitor, vascular endothelial growth factor receptor (VEGFR) inhibitor, vascular endothelial growth factor receptor 1 (VEGFR1) inhibitor, vascular endothelial growth factor receptor 2 (VEGFR2) inhibitor, VEGFR antagonist	FLT3, KDR, KIT, FLT4, FLT1, PDGFRA, PDGFRB, RET, CSF1R, FGFR1		3.72, 1.60	47.83	1.27, 0.45	15.47	35.92	39.49	53.61	74.21	51.76	44.72	7.97	11.81	74.01	66.53	48.98	49.82	46.69	52.91	-17.01	73.33	29.82	12.33	83.65
BRD-K87991767	CP	umbelliferone	carbonic anhydrase inhibitor, cyclooxygenase inhibitor	CA9, CA12, PTGS2		6.38, 4.79	47.82	0.61, 0.16	93.73	78.41	2.04	39.82	98.20	86.86	98.61	0.14	57.46	25.12	80.42	13.30	48.75	9.80	8.81	61.73	85.22	46.88	22.63	25.65
BRD-K15842202	CP	eudesmic-acid	in touchstone			3.09, 1.03	47.80	1.62, 0.36	31.83	-2.18	25.95	43.69	19.08	13.99	79.15	51.92	6.59	42.62	81.34	81.42	67.21	0.03	62.67	67.23	95.32	75.33	26.12	54.03
BRD-A17428743	CP	BW-723C86	serotonin receptor agonist	HTR2B, HTR2A, HTR2C		3.72, 1.60	47.78	0.78, 0.22	26.17	-9.81	72.90	54.67	60.42	83.31	84.74	21.59	22.57	45.60	58.70	11.33	48.44	95.38	68.34	8.79	47.12	79.39	13.59	39.71
BRD-K64881305	CP	ispinesib	kinesin family member inhibitor, kinesin inhibitor, Kinesin-Like Spindle Protein  KIF11 (KSP, Eg5) Inhibitors	KIF11		7.98, 3.72	47.77	1.68, 0.51	21.24	97.25	92.48	48.99	80.89	41.46	42.14	11.66	1.48	48.62	72.14	46.93	-26.80	99.33	99.86	61.92	16.24	50.91	9.30	18.52
BRD-K45330754	CP	diethylstilbestrol	estrogen receptor agonist, chloride channel blocker	ESR1, ESR2, ESRRG, ESRRB	Estrogen receptor agonist	0.00, 0.00	47.76	0.41, 0.31	44.83	39.26	36.42	55.09	76.95	50.56	39.29	6.13	67.14	40.76	65.68	62.63	49.94	18.70	30.02	45.75	49.78	7.97	65.08	62.78
BRD-A48430263	CP	pioglitazone	PPAR receptor agonist, insulin sensitizer, adiponectin expression enhancer, thiazolidinedione	PPARG, INS, TRPM3	PPAR receptor agonist	6.38, 3.72	47.75	0.41, 0.10	86.10	26.96	3.66	24.23	63.01	58.30	55.10	68.64	34.39	56.34	99.12	3.00	72.85	4.59	5.72	41.03	74.92	36.01	12.47	54.47
BRD-A15914070	CP	4-hydroxy-2-nonenal	cytotoxic lipid peroxidation product	IKBKB		2.70, 0.90	47.75	1.76, 0.58	84.00	24.17	30.80	37.65	70.10	25.23	0.63	10.45	6.24	74.98	32.49	10.25	72.26	76.37	77.18	88.12	69.08	57.84	20.04	65.66
BRD-K03981224	CP	ethisterone	androgen receptor agonist	TYR		5.85, 2.66	47.74	0.73, 0.25	81.75	5.94	54.92	15.51	84.84	73.12	94.11	19.44	11.08	87.36	82.96	40.57	75.20	24.11	1.69	22.50	96.27	0.18	-10.09	56.11
BRD-K73395020	CP	SA-1478088	metalloproteinase inhibitor	MMP12, MMP14, MMP2, MMP8, MMP9		1.60, 0.00	47.74	2.35, 0.81	45.74	73.25	69.92	32.83	66.78	28.48	24.58	67.08	21.24	55.79	49.73	82.12	12.68	89.25	96.86	39.11	5.67	26.50	29.07	50.63
BRD-K99174507	CP	cardiogenol-c	pyrimidine compound, induces embryonic stem cell ifferentiation into cardiomyocytes			4.79, 2.66	47.74	0.99, 0.17	66.39	10.03	26.14	74.58	63.25	80.35	42.53	9.49	98.34	63.89	90.61	78.81	44.09	34.19	40.79	-8.94	51.58	16.76	51.38	13.58
BRD-A28318179	CP	aminomethyltransferase	nitric oxide synthase inhibitor	NOS2		10.11, 5.32	47.67	1.30, 0.47	14.83	76.90	50.70	96.71	96.66	10.71	37.59	26.07	98.94	38.47	90.41	72.28	44.64	51.67	1.62	33.91	96.44	10.84	19.68	94.48
BRD-K93645900	CP	tadalafil	phosphodiesterase inhibitor	PDE5A, PDE11A		4.79, 3.19	47.65	0.43, 0.08	52.44	74.45	20.09	33.99	65.10	66.16	42.86	15.92	17.86	61.50	82.57	65.63	6.58	18.17	30.85	93.61	68.39	24.64	11.08	65.76
BRD-K00184207	CP	GR-206	aryl hydrocarbon receptor ligand			3.19, 1.60	47.65	0.97, 0.31	46.90	48.39	28.52	30.14	79.68	74.54	74.36	61.15	17.53	62.89	89.99	72.00	29.43	71.95	28.64	15.51	29.36	7.24	11.46	82.99
BRD-K55191674	CP	benzylpenicillin	PBP3 inhibitor			9.04, 5.85	47.63	2.00, 0.72	96.48	3.84	6.40	31.23	49.57	73.93	35.17	99.93	17.68	73.02	-41.90	45.69	52.16	86.59	29.04	14.17	71.07	83.56	16.22	61.29
BRD-K72222507	CP	quinapril	angiotensin converting enzyme inhibitor	ACE		5.85, 4.79	47.61	0.57, 0.11	63.71	31.59	43.01	45.68	31.99	93.16	82.01	8.53	77.02	75.71	80.38	59.45	21.56	5.02	9.72	12.26	49.55	97.62	71.62	-13.42
BRD-A56987319	CP	SQ-22536	adenylyl cyclase inhibitor	ADCY1, ADCY5		2.66, 1.60	47.61	1.06, 0.40	37.41	5.88	50.77	63.12	81.23	22.24	45.16	83.30	9.64	92.42	86.91	50.06	41.81	67.36	6.98	68.73	41.84	36.81	96.63	12.63
BRD-K64341947	CP	CFM-1571	guanylate cyclase activator			6.38, 3.72	47.58	0.94, 0.24	83.43	11.93	97.61	30.27	15.28	27.66	11.33	7.00	46.35	85.03	33.98	59.59	64.42	54.54	64.52	48.82	68.58	90.30	11.52	13.53
BRD-K34014345	CP	naproxol	antiinflammatory agent	PTGS1, PTGS2		4.79, 2.66	47.57	0.80, 0.20	86.89	43.32	61.89	12.36	47.32	27.31	47.81	24.33	52.40	97.82	83.97	91.03	39.54	15.37	4.81	72.51	86.96	34.28	69.75	27.03
BRD-K27141178	CP	SB-203186	serotonin receptor antagonist	HTR4		4.55, 2.84	47.56	1.80, 0.59	67.24	25.80	85.57	-4.86	17.03	56.66	17.33	99.82	91.98	27.13	55.20	-10.23	53.74	57.22	37.52	36.54	68.85	74.36	41.38	22.21
BRD-K79353516	CP	indolophenanthridine	CALY activator, dopamine receptor agonist	CALY, DRD1		1.60, 1.06	47.56	1.11, 0.25	56.20	38.98	80.69	87.74	86.57	58.11	15.46	78.75	4.75	25.02	28.69	81.27	41.91	93.34	62.05	53.21	25.76	28.55	40.83	32.01
BRD-A56892734	CP	esomeprazole	ATPase inhibitor, ABC transporter expression enhancer	ATP4A, CYP2C19, CYP3A4		6.29, 3.77	47.54	1.60, 0.34	59.01	33.81	48.47	16.22	73.05	69.11	5.29	17.67	41.52	46.61	99.86	81.93	84.14	19.25	70.96	66.49	68.91	16.09	21.03	7.33
BRD-K45401373	CP	betulinic-acid	apoptosis stimulant, caspase activator, diacylglycerol O acyltransferase inhibitor, HIV integrase inhibitor, NFkB pathway activator, NFKB pathway inhibitor, SARS coronavirus 3C-like protease inhibitor, topoisomerase inhibitor	CASP3, CASP8, GPBAR1, TOP1		3.72, 1.06	47.50	0.89, 0.25	51.69	47.44	55.49	47.57	68.04	19.14	13.85	11.35	32.90	77.13	92.14	55.25	38.36	61.15	18.10	90.23	70.06	22.85	17.45	43.65
BRD-A72703248	CP	SKF-96365	calcium channel blocker, cytochrome P450 inhibitor	CYP3A4, TRPC1, PKD2, TRPC3, TRPC4, TRPC5, TRPV2		4.79, 1.60	47.50	0.49, 0.23	53.76	76.80	46.50	8.53	48.96	30.79	86.38	53.56	10.03	6.91	52.54	-6.45	21.57	83.83	11.68	11.49	48.49	75.10	18.02	80.02
BRD-K59037100	CP	oxybenzone	lipase inhibitor	LIPE		5.32, 3.72	47.50	1.25, 0.38	10.00	20.31	27.09	65.82	18.83	61.57	95.06	51.12	15.93	27.86	85.66	90.13	47.25	47.74	8.93	74.91	64.94	4.55	30.44	98.34
BRD-K44432556	CP	VU-0418946-1	hypoxia inducible factor activator	HIF1A	HIF activator	2.13, 0.53	47.48	1.80, 0.63	64.77	86.49	47.00	32.67	63.10	34.08	3.31	84.75	10.18	20.79	-54.52	76.40	-2.18	47.96	96.34	61.97	66.44	69.80	34.29	33.22
BRD-A95445494	CP	maackiain	interleukin synthesis inhibitor, sodium/glucose cotransporter inhibitor	SLC5A2		5.32, 2.13	47.45	1.69, 0.55	94.47	5.13	18.91	63.20	80.94	72.27	41.53	90.16	52.10	68.82	35.98	42.80	62.06	75.07	33.51	35.21	66.76	34.00	40.05	30.47
BRD-K27721098	CP	clopidogrel	purinergic receptor antagonist, platelet aggregation inhibitor, purinergic receptor inhibitor	P2RY12, CYP2B6, CYP2C19, CYP3A5		12.23, 9.04	47.43	2.81, 0.70	99.93	-12.14	25.47	99.79	91.73	94.82	17.06	52.50	99.93	28.65	-87.04	57.92	71.98	75.30	51.34	8.61	-73.78	14.34	43.53	37.31
BRD-K19605405	CP	ZM-241385	adenosine receptor antagonist	ADORA2A, ADORA2B, ADORA1, ADORA3		8.51, 4.26	47.43	0.63, 0.23	93.92	45.95	48.90	98.27	87.94	27.94	3.60	45.03	17.37	60.68	97.86	12.93	9.31	36.26	52.75	63.36	70.53	51.64	35.02	-1.59
BRD-K95992530	CP	Cyclo-[Arg-Gly-Asp-D-Phe-Val]	integrin antagonist	ITGAV, ITGB3		2.13, 0.53	47.41	0.75, 0.14	40.90	50.24	63.71	35.09	92.16	45.12	64.48	0.86	31.09	78.16	76.31	49.71	55.46	73.65	41.24	32.63	36.52	36.21	85.73	40.14
BRD-K41707108	CP	ceramide	nitric oxide production inhibitor, phosphoenolpyruvate carboxylase activator, serine/threonine protein phosphatase activator			7.39, 3.98	47.40	1.00, 0.25	90.71	26.90	53.58	99.89	18.56	51.76	24.97	94.53	55.27	95.28	80.00	69.12	43.04	17.32	35.12	86.68	35.34	16.18	18.57	8.32
BRD-A51410489	CP	yohimbine	adrenergic receptor antagonist	ADRA2A, ADRA2C, ADRA2B, HTR1A, HTR1B, HTR1D, HTR2B, DRD2, DRD3, HTR1E, HTR1F, HTR2A, HTR2C, HTR5A, HTR7, KCNJ1, KCNJ10, KCNJ11, KCNJ12, KCNJ14, KCNJ15, KCNJ8		4.26, 3.72	47.33	1.49, 0.53	73.43	10.53	27.82	72.65	72.14	69.83	52.21	99.86	20.18	52.15	82.86	31.60	42.50	41.42	22.90	5.48	35.02	95.30	72.01	35.99
BRD-K10670311	CP	sulfasalazine	cyclooxygenase inhibitor, disease modifying antirheumatic drug, lipoxygenase inhibitor, NFkB pathway inhibitor, prostanoid receptor inhibitor, thromboxane receptor antagonist	PTGS1, PTGS2, ACAT1, ALOX5, CHUK, IKBKB, PLA2G1B, PPARG, SLC46A1, SLC7A11, TBXAS1		7.55, 4.40	47.32	1.00, 0.25	43.76	47.65	14.70	46.82	46.88	9.89	75.38	96.12	17.85	66.88	98.68	68.20	64.28	46.99	34.72	94.96	64.78	19.32	99.66	9.26
BRD-K16551401	CP	PNU-22394	serotonin receptor agonist	MAOA, MAOB		5.32, 2.13	47.28	0.97, 0.28	33.80	23.78	48.50	69.99	69.30	59.16	46.07	35.13	31.59	86.45	99.08	71.19	71.49	26.36	22.12	23.13	84.96	38.91	79.48	42.77
BRD-A42346008	CP	metanephrine	epinephrine metabolite, levels are diagnostic for the neoplasm pheochromocytoma			6.82, 3.41	47.28	1.57, 0.50	33.91	48.88	-4.91	16.03	37.36	39.90	75.51	3.00	99.26	68.13	97.88	50.67	45.68	37.60	41.91	78.65	52.02	63.88	80.96	26.32
BRD-K26863634	CP	BIX-01338	histone methyltransferase inhibitor			1.70, 1.14	47.28	1.50, 0.34	24.65	48.45	58.23	22.92	63.33	20.96	6.60	3.68	15.44	66.21	59.43	81.45	46.11	50.90	2.18	86.79	69.43	89.74	5.55	33.21
BRD-K15519488	CP	CS-110266	dopamine receptor agonist	SLC6A3		9.09, 7.07	47.27	3.87, 1.32	99.47	51.41	95.96	99.68	78.97	47.52	0.39	89.17	43.35	48.31	-91.51	44.13	4.69	62.70	47.03	24.42	-30.02	99.89	35.63	36.83
BRD-K81876028	CP	CP-93129	serotonin receptor agonist	HTR1A, HTR1B		4.79, 1.06	47.25	1.17, 0.32	45.36	19.38	20.73	22.20	96.19	13.93	99.44	9.16	80.93	62.48	29.84	49.13	87.05	58.69	15.53	96.12	61.09	72.28	30.20	32.12
BRD-K10177585	CP	PSB-11	adenosine receptor antagonist	ADORA3, ADORA1, ADORA2A		3.19, 1.60	47.18	1.27, 0.49	64.40	17.20	51.34	95.29	56.57	48.27	0.00	17.93	28.86	81.29	38.15	51.61	51.78	46.08	7.49	14.00	86.12	45.44	92.35	9.78
BRD-K34437622	CP	BRD-K34437622	thymidylate synthase inhibitor	TYMS		9.43, 3.77	47.16	1.73, 0.50	81.77	6.57	44.67	96.93	62.07	24.70	9.62	33.28	28.39	89.99	96.08	73.85	49.66	6.41	59.29	96.00	34.48	10.72	99.58	0.60
BRD-K60923938	CP	veratridine	sodium channel activator	SCN1A, SCN3A, SCN8A, SCN9A		5.32, 4.79	47.16	1.07, 0.30	26.33	5.46	76.65	93.61	92.88	20.35	25.25	56.17	15.49	76.41	99.19	87.93	20.42	19.49	8.56	71.79	73.43	39.78	24.73	54.55
BRD-A80574334	CP	oxalomalic-acid	isocitrate dehydrogenase inhibitor	ACO1, IDH1		7.98, 5.85	47.16	1.95, 0.58	89.93	6.66	14.33	89.37	46.80	85.58	3.96	50.37	99.82	96.05	-28.61	12.64	47.52	76.45	-1.09	30.90	98.31	79.93	30.33	34.33
BRD-K66896231	CP	BRD-K66896231	acetylcholinesterase inhibitor	ACHE		8.81, 6.92	47.16	1.90, 0.75	41.29	69.59	47.02	47.30	45.35	20.50	98.75	0.03	25.70	67.32	93.74	38.29	53.93	42.96	35.81	99.58	84.44	78.17	98.17	38.29
BRD-A54596827	CP	solifenacin	acetylcholine receptor antagonist	CHRM3, CHRM1, CHRM2, CHRM4, CHRM5		3.98, 1.70	47.13	1.32, 0.39	54.07	21.81	77.43	30.12	83.20	17.41	18.10	39.83	97.43	88.35	60.99	41.44	40.96	18.95	54.43	68.34	52.82	19.07	87.79	22.90
BRD-K50417881	CP	eticlopride	dopamine receptor antagonist	DRD2, DRD3, DRD4		3.41, 1.14	47.11	1.05, 0.25	40.50	87.34	57.77	45.69	70.18	4.16	11.49	19.32	68.19	48.54	58.29	57.16	43.11	42.37	41.11	81.78	69.93	8.77	85.26	33.40
BRD-A35519318	CP	benidipine	calcium channel blocker, L-type calcium channel blocker	CACNA1C, CACNA1G, CYP3A5		7.55, 4.40	47.08	0.88, 0.27	39.77	64.48	0.02	51.68	48.01	10.16	95.74	55.14	28.06	45.74	85.72	1.54	53.50	2.84	51.69	96.53	58.47	10.25	27.47	46.15
BRD-K49404994	CP	levetiracetam	acetylcholine receptor agonist, N-type calcium channel blocker, synaptic vesicle glycoprotein ligand	SV2A, CACNA1B, SCN1A		5.03, 1.89	47.05	0.77, 0.24	55.78	7.02	-28.22	86.19	91.57	20.13	38.33	80.31	14.97	95.10	61.09	40.43	55.02	20.66	22.83	53.66	84.77	3.99	90.51	19.23
BRD-K10065684	CP	dantron	stimulant laxative			6.38, 3.72	47.04	0.89, 0.15	48.76	4.85	79.25	40.44	78.43	18.39	64.50	45.32	9.78	59.62	37.81	65.46	95.77	12.91	44.50	17.76	67.62	16.43	64.24	98.70
BRD-K46862739	CP	metyrapone	cytochrome P450 inhibitor, 11-beta hydroxysteroid dehydrogenase inhibitor, mineralocorticoid receptor antagonist	CYP11B1, HSD11B1, NR3C2		4.55, 1.70	47.03	0.67, 0.19	68.13	18.91	0.03	53.94	63.54	38.35	69.98	16.15	24.33	50.81	95.95	30.98	80.90	51.06	24.92	69.25	43.25	0.07	65.12	23.83
BRD-A07765530	CP	epinephrine	carbonic anhydrase activator, hormone, neurotransmitter	ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, ADRB3, PAH, TNF		9.09, 4.55	47.02	1.24, 0.66	71.06	41.82	6.48	25.50	86.98	48.47	93.26	29.68	49.69	64.97	-32.48	99.51	19.96	11.37	32.58	45.56	85.39	67.51	75.48	35.92
BRD-K62289640	CP	lylamine	cannabinoid receptor agonist	CNR1		5.32, 3.72	47.01	1.65, 0.63	41.49	91.37	99.26	72.32	62.50	79.68	13.16	82.76	8.99	25.30	16.02	52.53	14.99	96.48	99.01	5.23	24.47	99.37	15.09	15.84
BRD-K21680192	CP	mitoxantrone	topoisomerase inhibitor, DNA intercalating drug, HCV inhibitor, immunosuppressant, Pim kinase inhibitor	TOP2A, PIM1	Topoisomerase inhibitor	1.14, 0.00	46.99	2.56, 0.70	74.08	20.32	25.72	86.50	59.22	31.05	39.35	54.64	3.77	83.53	-71.80	2.33	11.42	18.02	68.08	95.24	-69.44	90.65	78.85	60.36
BRD-K31843556	CP	T-0070907	PPAR receptor anatagonist, PPAR receptor antagonist	PPARG		2.13, 1.06	46.97	0.45, 0.10	46.13	54.88	20.54	77.41	31.85	7.08	58.30	13.54	14.47	8.96	84.71	10.29	47.81	72.51	88.21	64.82	60.03	40.93	90.64	9.42
BRD-A73680854	CP	PT-630	dipeptidyl peptidase inhibitor, fibroblast activation protein inhibitor	DPP4, FAP		4.26, 2.66	46.95	1.68, 0.49	-18.64	13.79	6.11	89.54	81.57	59.11	99.86	3.63	77.10	24.33	93.55	63.89	51.34	72.16	6.46	20.46	83.59	8.58	42.57	34.05
BRD-K98493452	CP	honokiol	AKT inhibitor, neurotrophic agent	ALOX5, PTGS1, PTGS2		8.18, 5.66	46.95	1.67, 0.49	49.55	89.28	7.73	69.60	32.83	17.98	31.83	14.33	75.72	10.82	73.74	-2.05	59.38	13.99	44.35	99.44	55.99	83.53	95.31	9.33
BRD-K85090592	CP	pilocarpine	acetylcholine receptor agonist	CHRM3, CHRM1, CHRM2, CHRM4, CHRM5		4.40, 2.52	46.94	1.15, 0.33	60.33	26.89	7.58	92.97	82.38	76.42	12.26	63.76	6.08	18.53	65.13	20.29	87.05	46.99	1.12	46.88	65.80	3.12	23.17	93.44
BRD-K51476772	CP	ST-638	tyrosine kinase inhibitor			3.98, 1.70	46.93	0.95, 0.25	49.02	79.36	14.11	22.14	90.03	35.60	68.89	11.34	44.84	76.19	85.64	7.65	20.84	11.69	85.32	79.52	67.10	82.75	39.11	36.10
BRD-A08877921	CP	cephalotaxine	protein synthesis inhibitor			4.12, 3.09	46.92	1.22, 0.17	17.33	9.13	47.97	84.02	67.74	29.06	27.93	83.65	98.80	24.46	45.87	90.18	26.83	8.60	19.98	2.40	52.00	92.74	49.17	79.61
BRD-K74501079	CP	azithromycin	50S ribosomal subunit inhibitor, protein synthesis inhibitor	MLNR		9.04, 6.91	46.91	1.00, 0.33	99.54	31.13	61.20	24.15	78.98	86.54	7.67	55.53	98.77	56.81	90.53	14.10	18.98	64.61	14.79	11.63	38.30	3.19	58.92	13.96
BRD-K49328571	CP	dasatinib	KIT inhibitor, src inhibitor, Bcr-Abl kinase inhibitor, ephrin receptor inhibitor, PDGFR tyrosine kinase receptor inhibitor, yes kinase inhibitor, Abl kinase inhibitor, Bruton's tyrosine kinase (BTK) inhibitor, discoidin domain containing receptor Inhibitor, lymphocyte specific tyrosine kinase inhibitor, tyrosine kinase inhibitor	ABL1, FYN, LCK, SRC, KIT, YES1, BCR, EPHA2, LYN, PDGFRB, ABL2, BTK, DDR1, DDR2, PDGFRA, STAT5B	SRC inhibitor	7.98, 4.79	46.85	1.44, 0.53	41.27	39.23	98.71	78.17	51.44	31.73	47.72	98.63	15.68	34.67	18.17	92.09	90.84	93.88	99.33	45.98	-21.29	78.61	39.83	25.14
BRD-K62200014	CP	anagrelide	phosphodiesterase inhibitor	PDE3A		12.23, 8.51	46.84	0.98, 0.31	37.28	8.16	87.77	45.28	28.35	30.09	13.46	99.97	36.72	66.90	96.97	57.68	83.63	58.69	23.11	43.27	48.40	36.32	67.56	71.47
BRD-K30743633	CP	TCPOBOP	constitutive androstane receptor (CAR) agonist	NR1I3		9.57, 4.79	46.83	1.01, 0.31	70.31	24.32	18.07	93.52	23.48	87.96	99.86	-0.74	16.50	69.49	-64.86	69.33	96.27	-5.75	-1.55	93.29	98.39	22.13	84.83	14.73
BRD-K95785537	CP	PP-2	src inhibitor	SRC, LCK, ABL1, LYN, RIPK2	SRC inhibitor	3.72, 0.53	46.82	1.60, 0.53	36.32	59.54	43.03	51.59	80.59	14.38	14.67	19.08	6.06	75.62	18.75	42.76	50.61	87.51	88.30	59.65	58.24	0.28	73.03	19.40
BRD-K92731339	CP	perindopril	angiotensin converting enzyme inhibitor	ACE		6.91, 3.72	46.80	0.61, 0.22	-32.98	6.81	24.21	21.65	87.28	59.00	79.45	94.80	1.06	41.78	97.15	70.85	46.17	66.08	14.26	15.97	94.89	47.43	19.23	97.71
BRD-K06817181	CP	BRD-K06817181	JAK inhibitor	JAK2		9.01, 2.70	46.79	1.34, 0.46	15.97	17.89	2.50	-3.42	46.89	83.79	98.06	3.91	4.28	92.49	74.60	-12.97	64.89	65.14	46.69	86.34	96.53	0.46	22.33	66.61
BRD-K47761761	CP	PD-168077	dopamine receptor agonist	DRD2, DRD4		3.98, 2.27	46.78	1.06, 0.20	49.20	10.75	86.48	51.50	92.86	20.85	12.60	59.80	24.25	68.51	66.29	77.53	10.17	55.57	2.64	44.37	23.00	12.13	33.99	67.31
BRD-A71459254	CP	cymarin	ATPase inhibitor	ATP1A1	ATPase inhibitor	1.06, 0.00	46.76	1.97, 0.57	83.31	40.16	23.21	84.72	51.23	31.39	56.07	43.64	13.46	62.22	13.65	49.89	13.59	10.15	66.28	12.71	53.41	55.56	25.39	75.22
BRD-K83636919	CP	entacapone	catechol O methyltransferase inhibitor	COMT		8.52, 3.41	46.74	1.48, 0.48	-95.86	3.03	29.74	7.94	92.91	7.19	82.56	20.76	31.91	88.84	96.19	88.48	76.70	53.87	27.16	56.22	98.70	2.84	39.62	63.71
BRD-K67860401	CP	AR-A014418	glycogen synthase kinase inhibitor	GSK3B	Glycogen synthase kinase inhibitor	3.19, 1.60	46.74	0.88, 0.19	53.51	4.80	-13.20	11.24	46.59	43.67	93.07	88.96	95.73	67.05	52.53	25.78	46.88	2.50	12.66	42.77	60.91	24.92	54.97	70.99
BRD-K83508485	CP	FK-888	tachykinin antagonist	TACR1, TACR2	Tachykinin antagonist	9.57, 5.85	46.73	1.00, 0.35	86.33	50.28	99.13	69.40	61.46	27.94	39.09	22.69	9.02	55.67	43.19	43.19	9.67	99.08	88.27	3.56	-14.62	60.09	91.54	28.83
