#1.3
2429	28	8	25
id	type	name	description	target	belongs_to	pc	median_tau_score	ts_pc	BRD-K04185004-summary	BRD-K25394294-summary	BRD-K55930204-summary	BRD-K87990216-summary	BRD-A43882281-summary	BRD-A33447119-summary	BRD-K47780086-summary	BRD-K74514084-summary	BRD-A22380646-summary	BRD-A28746609-summary	BRD-A65013509-summary	BRD-A18043272-summary	BRD-K01292756-summary	BRD-A19633847-summary	BRD-K85090592-summary	BRD-A97479839-summary	BRD-K90333595-summary	BRD-K15567136-summary	BRD-A48430263-summary	BRD-K67277431-summary	BRD-K51313569-summary	BRD-K47869605-summary	BRD-A97701745-summary	BRD-K37991163-summary	BRD-K67102207-summary	BRD-K15409150-summary	BRD-K92731339-summary	BRD-A57382968-summary
BRD-K78278890	CP	NM-PP1	calcium/calmodulin dependent protein kinase inhibitor, growth factor receptor inhibitor, MAP kinase inhibitor, mutant kinase inhibitor	CAMK2A, LCK, MAPK8, PRKACA, RIPK2, SRC		7.84, 3.36	42.98	1.14, 0.35	52.17	9.72	40.50	7.99	35.33	41.32	12.47	97.52	45.69	81.77	55.24	73.09	6.04	22.74	60.92	19.48	6.17	63.04	36.54	33.93	96.90	14.18	51.35	21.85	85.56	44.63	95.37	75.47
BRD-K88568253	CP	iproniazid	monoamine oxidase inhibitor	MAOA, MAOB		5.65, 3.63	42.97	0.60, 0.25	23.60	25.24	49.13	53.39	72.11	52.15	62.59	10.19	84.20	14.51	72.13	29.58	4.41	0.70	43.09	39.56	85.83	42.85	71.78	37.64	64.53	48.99	38.45	1.69	95.15	36.45	48.29	11.56
BRD-U33728988	CP	QL-X-138	mTOR inhibitor	BTK, JAK3, MKNK2, MTOR, PRKDC	MTOR inhibitor	4.48, 1.49	42.93	1.47, 0.68	34.81	6.05	14.45	55.78	16.67	40.37	33.37	97.99	43.51	81.23	17.14	13.26	7.40	85.11	56.26	1.20	8.81	42.36	49.69	58.21	94.33	76.61	47.13	85.47	43.76	86.48	32.77	8.89
BRD-K14880289	CP	GW-501516	PPAR receptor agonist, insulin sensitizer	PPARD, INS, PPARA	PPAR receptor agonist	2.99, 1.49	42.92	0.93, 0.31	42.58	8.29	75.61	22.40	7.54	14.97	29.83	93.90	93.19	60.20	26.17	91.64	43.26	37.89	44.79	34.86	19.05	75.60	74.40	60.66	12.68	37.30	59.52	41.31	76.88	68.12	30.10	65.51
BRD-K02275692	CP	cefotiam	cell wall synthesis inhibitor			3.36, 1.87	42.91	1.11, 0.27	52.56	57.80	41.30	13.24	22.98	75.45	25.44	30.66	94.18	47.02	86.24	67.36	2.48	32.25	95.07	80.08	44.52	2.33	59.80	87.21	4.77	80.30	33.58	8.05	78.92	6.41	5.53	4.33
BRD-K97354755	CP	SU-6656	src inhibitor	LYN, AURKB, AURKC, BRSK2, CALM1, CAMK2D, LCK, RET, SRC, YES1		5.15, 2.94	42.82	1.23, 0.32	99.15	63.67	66.99	70.68	3.38	48.31	45.72	98.20	83.79	31.45	34.49	98.03	-2.47	17.52	86.48	23.51	23.24	66.95	9.41	78.92	52.92	39.91	21.07	6.40	36.34	21.44	74.73	13.92
BRD-K59570838	CP	homoveratrylamine	dopamine analog			2.24, 1.49	42.80	1.41, 0.34	60.00	68.86	58.95	49.50	51.39	52.60	64.08	0.00	66.95	19.43	8.83	35.40	3.89	5.82	87.05	37.71	21.81	64.15	22.37	46.22	80.15	37.26	49.57	0.07	81.77	12.86	20.91	39.38
BRD-K17008822	CP	BD-1008	sigma receptor antagonist		Sigma receptor antagonist	4.85, 1.87	42.78	1.15, 0.38	95.07	29.71	44.24	24.77	34.23	54.81	43.75	37.90	41.81	76.36	78.90	92.55	5.24	31.46	88.98	37.07	57.61	5.16	23.05	95.94	78.14	78.41	57.18	28.48	56.72	39.94	38.94	33.25
BRD-K02965346	CP	SU-11274	hepatocyte growth factor receptor inhibitor, tyrosine kinase inhibitor	MET		6.34, 4.10	42.77	1.42, 0.56	19.07	10.97	81.62	15.07	9.85	33.42	82.65	95.92	41.81	64.53	66.54	18.59	85.94	78.62	54.19	72.56	36.19	19.50	39.77	9.61	99.82	0.42	33.64	53.22	81.45	43.73	69.35	13.07
BRD-K07117950	CP	imperatorin	acetylcholinesterase inhibitor, nitric oxide production inhibitor, Sodium Channel  Blockers	ACHE, HTR7		2.99, 0.75	42.74	0.82, 0.20	75.97	63.25	45.16	6.82	-4.09	51.09	10.77	20.52	90.06	66.99	84.25	-13.91	1.27	0.99	78.56	40.31	64.86	22.63	31.32	81.92	66.52	59.58	33.08	-1.59	88.58	0.53	75.24	23.97
BRD-K46441700	CP	GR-55562	serotonin receptor antagonist	HTR1B, HTR1D	Serotonin receptor antagonist	4.10, 1.49	42.71	0.80, 0.25	57.85	9.55	94.50	17.96	2.96	1.90	12.85	29.90	55.01	45.06	79.55	15.16	95.91	73.88	43.34	58.14	61.61	23.64	11.05	15.02	61.26	6.16	42.08	66.88	44.97	79.96	-0.42	0.67
BRD-K02123250	CP	JNJ-38877605	hepatocyte growth factor receptor inhibitor, tyrosine kinase inhibitor	MET		4.03, 1.21	42.66	1.05, 0.27	43.53	63.48	88.31	82.29	73.90	36.99	95.28	91.85	95.24	31.33	45.49	25.04	3.88	4.30	16.05	17.49	27.01	31.58	36.40	41.80	44.71	69.24	27.09	16.93	56.95	21.46	87.08	67.18
BRD-K93176058	CP	AC-55649	RAR agonist, retinoid receptor agonist	RARB, RARA	Retinoid receptor agonist	2.99, 0.75	42.60	1.35, 0.26	79.57	40.53	81.20	55.49	30.36	9.49	38.45	9.67	78.13	78.45	76.13	89.82	48.65	-84.85	86.95	95.77	63.79	18.87	44.67	67.10	-3.80	18.90	95.78	-33.58	26.52	6.33	25.25	15.27
BRD-K42679050	CP	Y-27152	potassium channel activator, potassium channel agonist	ABCC9, KCNJ8		5.60, 2.61	42.59	0.83, 0.25	90.36	79.09	26.48	55.53	15.80	34.83	70.08	14.83	60.81	44.65	26.19	63.77	9.74	4.96	80.34	63.60	63.19	33.68	40.53	34.11	57.41	5.94	86.45	-1.66	52.48	11.97	66.73	21.70
BRD-K44497846	CP	enalapril	angiotensin converting enzyme inhibitor, angiotensin receptor blocker	ACE		9.68, 5.65	42.58	1.09, 0.33	36.51	6.08	98.50	45.34	27.20	85.81	23.84	56.60	11.08	88.03	98.45	42.82	9.69	7.08	31.16	42.34	23.50	71.37	31.75	93.54	57.17	87.69	79.77	1.94	74.57	24.25	28.69	76.60
BRD-A41722204	CP	sulmazole	calcium sensitizer, phosphodiesterase inhibitor			7.84, 4.10	42.57	0.52, 0.11	64.00	13.97	60.74	58.32	99.44	83.21	42.17	4.50	51.39	37.50	42.97	80.21	19.30	-18.02	67.31	4.51	12.54	27.24	19.86	51.66	52.98	6.39	92.53	19.38	56.76	6.77	40.45	83.46
BRD-K50388907	CP	fenofibrate	PPAR receptor agonist, apolipoprotein expression enhancer, lipase clearing factor inhibitor	PPARA, APOA1, CYP2C19, CYP2C8, MMP25		3.36, 1.49	42.54	1.01, 0.25	86.98	7.19	41.33	84.40	60.22	20.57	52.73	55.58	18.33	40.93	67.90	68.15	4.10	4.20	56.20	43.75	75.85	18.84	50.60	52.78	15.05	10.63	-64.74	17.36	44.71	12.92	64.30	26.78
BRD-A06352508	CP	SB-218078	CHK inhibitor, PKC inhibitor	CHEK1		2.24, 0.00	42.52	1.43, 0.60	21.78	22.46	13.18	54.01	27.16	43.43	38.11	74.98	57.17	-15.55	10.52	59.96	7.04	84.14	25.13	33.18	15.85	61.21	43.21	74.48	83.67	77.32	-4.85	4.98	49.11	72.07	41.84	59.35
BRD-K66956375	CP	oleoylethanolamide	Glucose-Dependent Insulinotropic Receptor (GDIR, GPR119)  Agonists, potassium channel blocker, PPAR receptor agonist	CNR1, GPR119, GPR55, KCND3, PPARA		2.99, 2.24	42.51	1.34, 0.52	27.46	13.40	97.74	9.29	98.94	60.85	38.16	97.84	92.30	34.99	49.64	38.34	4.47	15.24	93.97	46.68	69.02	33.96	71.78	69.22	23.25	67.78	82.67	-5.58	26.77	26.46	49.11	10.38
BRD-A78360835	CP	cercosporin	photoactivated to produce toxic reactive oxygen species, PKC inhibitor			4.84, 2.82	42.50	2.96, 0.78	3.24	40.14	-8.18	14.66	62.45	3.98	59.10	94.30	24.82	14.37	44.87	34.96	83.40	99.51	67.86	14.45	5.07	88.64	87.26	23.42	97.78	98.73	5.46	83.40	52.70	95.19	8.25	10.71
BRD-K63923597	CP	barasertib	Aurora kinase inhibitor, mitotic inhibitor, protein kinase inhibitor	AURKB, AURKC	Aurora kinase inhibitor	2.61, 0.75	42.50	0.64, 0.41	40.63	15.72	17.02	43.25	4.93	67.82	37.76	70.15	58.97	30.64	76.22	62.58	36.03	47.78	41.75	48.16	47.36	34.50	26.58	38.43	49.74	61.13	76.47	10.16	34.90	44.84	50.69	27.46
BRD-K31238592	CP	devazepide	CCK receptor antagonist, gastrin inhibitor	CCKAR, CCKBR, GAST	CCK receptor antagonist	5.22, 2.24	42.48	1.43, 0.45	48.83	2.43	49.08	40.27	17.15	15.27	66.15	85.97	22.32	37.11	81.91	4.21	50.80	89.75	35.49	67.60	83.69	53.17	37.34	20.15	44.57	40.38	61.11	16.58	14.00	88.51	98.88	17.71
BRD-A90311807	CP	cilastatin	dehydropeptidase inhibitor	DPEP1		4.48, 2.24	42.45	0.95, 0.34	51.10	13.21	83.40	66.84	32.50	42.55	39.55	62.03	84.16	79.68	56.80	42.35	0.63	-84.01	97.55	15.82	81.53	28.93	70.26	96.85	56.07	-2.90	18.67	9.43	8.35	20.55	96.37	13.28
BRD-K04210847	CP	tamoxifen	estrogen receptor antagonist, selective estrogen receptor modulator (SERM), estrogen receptor agonist, estrogen receptor modulator, PKC inhibitor	ESR1, ESR2, CYP3A5, EBP, GPER1, PRKCA, PRKCB, PRKCD, PRKCE, PRKCG, PRKCI, PRKCQ, PRKCZ	Estrogen receptor antagonist	8.47, 4.84	42.41	1.98, 0.59	19.04	27.85	48.32	-3.59	14.14	29.99	6.64	96.62	6.03	42.33	71.44	65.63	99.89	97.32	57.06	17.09	91.88	48.84	39.76	56.00	77.95	42.48	2.61	92.39	31.92	93.97	-3.29	-2.94
BRD-A77118605	CP	BML-ST330	phospholipase inhibitor, DNA inhibitor, RNA synthesis inhibitor			4.85, 2.99	42.39	0.82, 0.33	75.16	16.13	27.96	83.70	60.25	49.63	81.33	44.71	14.14	75.51	28.96	-64.47	0.25	16.38	24.05	64.06	74.41	7.39	63.48	53.97	58.47	28.34	85.44	26.51	40.06	5.43	72.41	36.81
BRD-A28105619	CP	cucurbitacin-i	inhibitor of STAT3/JAK2 signaling, JAK inhbitor, lipocortin synthesis stimulant, STAT inhibitor	JAK2, STAT3		5.60, 3.73	42.38	2.92, 0.80	34.24	13.57	48.34	24.81	44.43	2.57	30.41	96.59	10.72	85.65	15.47	91.00	90.31	99.47	76.91	40.33	6.34	83.40	72.68	33.61	85.94	97.67	21.13	62.06	31.23	94.20	30.62	0.00
BRD-A54596827	CP	solifenacin	acetylcholine receptor antagonist	CHRM3, CHRM1, CHRM2, CHRM4, CHRM5		6.45, 2.42	42.36	1.32, 0.39	29.43	55.03	87.21	13.67	97.46	66.77	74.89	73.05	64.48	84.28	46.79	53.34	88.03	41.50	17.74	43.22	48.75	16.33	18.12	45.87	26.98	26.67	25.49	3.96	17.18	18.84	40.75	2.01
BRD-K54987996	CP	CAY-10578	casein kinase inhibitor			5.24, 2.82	42.35	1.03, 0.23	61.83	45.73	94.85	62.22	57.52	27.52	35.43	71.15	11.13	15.03	23.29	-0.74	0.35	5.13	82.25	72.63	77.77	35.76	96.78	38.98	25.72	77.41	-51.40	3.81	83.39	17.93	55.76	93.88
BRD-A99449986	CP	MT-21	adenine nucleotide translocase inhibitor, caspase activator, neurotrophic agent	CYCS, SLC25A4		4.85, 2.61	42.30	0.67, 0.20	82.64	18.71	49.04	86.96	44.35	63.33	74.75	60.13	12.30	18.74	44.93	16.15	7.15	33.21	32.59	21.67	66.92	2.47	95.03	39.24	34.22	9.48	41.01	43.59	34.04	54.58	60.07	44.02
BRD-K68558722	CP	deracoxib	cyclooxygenase inhibitor	PTGS2		4.48, 1.12	42.29	0.60, 0.18	-8.98	28.90	64.77	17.32	51.35	14.95	54.20	30.49	95.24	13.90	69.37	69.85	21.91	9.24	37.99	39.65	93.18	10.26	96.86	36.33	63.70	65.35	53.98	26.83	61.59	7.85	71.27	44.93
BRD-A56987319	CP	SQ-22536	adenylyl cyclase inhibitor	ADCY1, ADCY5		6.72, 3.36	42.28	1.06, 0.40	47.82	7.53	41.15	22.44	35.45	11.21	65.64	47.36	14.26	43.40	90.64	95.50	3.91	5.55	80.91	10.90	19.57	73.96	28.50	80.85	96.94	7.35	67.83	2.96	54.36	10.95	83.66	77.85
BRD-K55191674	CP	benzylpenicillin	PBP3 inhibitor			7.46, 4.10	42.20	2.00, 0.72	67.88	43.82	-54.95	96.60	55.45	77.41	34.11	22.37	24.97	69.44	35.93	74.49	16.94	1.78	84.56	6.88	11.91	62.03	40.59	22.54	89.88	5.74	56.86	14.25	97.78	30.68	90.07	99.86
BRD-A45664787	CP	iloprost	platelet aggregation inhibitor, prostanoid receptor agonist, prostacyclin analog	PTGIR, PTGER1, PTGER2, PDE4A, PDE4B, PDE4C, PDE4D, PLAT, PTGDR, PTGER3, PTGER4, PTGFR, TBXA2R		2.99, 1.87	42.19	0.84, 0.25	57.69	92.28	22.41	22.90	32.31	21.10	49.91	75.95	55.01	13.11	36.71	91.62	2.47	23.68	57.34	31.00	59.21	46.19	93.59	71.66	27.72	38.20	67.86	-0.14	47.28	18.26	25.83	67.57
BRD-K94353609	CP	fluocinolone	corticosteroid agonist, glucocorticoid receptor agonist	NR3C1, SERPINA6	Glucocorticoid receptor agonist	5.24, 2.42	42.17	1.72, 0.78	53.86	2.15	99.05	28.34	0.53	65.30	17.26	92.29	93.59	40.21	87.79	84.00	2.36	30.46	54.12	75.96	2.80	18.64	40.34	7.51	31.66	75.04	88.25	83.63	76.25	0.00	44.01	4.04
BRD-K98684188	CP	GSK-0660	PPAR receptor inhibitor	PPARD		4.85, 1.87	42.16	1.11, 0.32	20.19	30.20	25.91	6.98	15.17	85.65	45.43	84.87	12.57	5.41	56.61	98.73	18.57	19.50	90.00	1.97	17.66	46.00	60.23	77.50	89.86	22.55	8.39	83.38	54.80	38.89	47.75	79.49
BRD-A88282067	CP	delcorine	ganglioblocking, antiarrhythmic			4.85, 2.24	42.15	1.53, 0.42	46.44	82.92	68.07	5.32	13.92	97.07	10.96	61.98	58.66	4.15	32.52	75.30	13.83	9.44	53.42	29.96	42.30	83.72	41.99	99.61	58.77	90.19	30.86	0.14	40.52	6.95	-0.56	56.92
BRD-K56047318	CP	RHC-80267	triacylglycerol lipase inhibitor	DAGLA, DAGLB, LIPC, LIPE, LIPG		5.22, 1.12	42.12	0.72, 0.19	95.95	96.87	-15.04	52.95	32.35	45.81	23.18	69.96	24.98	63.94	38.43	97.56	3.10	24.86	15.93	37.82	30.39	46.12	49.32	90.34	33.39	45.99	58.63	30.55	64.67	13.32	55.69	16.38
BRD-K14693417	CP	cinchonine	antimalarial agent	CYP2D6		4.48, 2.24	42.11	0.74, 0.19	41.14	35.16	59.45	17.74	47.62	33.02	17.87	73.60	67.19	60.92	56.00	95.04	2.19	18.86	66.17	90.92	68.16	15.09	32.14	41.60	28.32	42.62	84.97	8.06	78.70	31.02	60.21	12.31
BRD-K77171813	CP	proxyfan	histamine receptor modulator	HRH3		4.48, 2.61	42.10	0.90, 0.24	22.66	55.91	80.97	18.12	56.21	35.13	35.28	61.71	64.97	41.92	98.45	59.71	24.11	4.40	97.74	57.79	42.28	75.05	19.96	66.73	28.37	33.30	36.09	2.01	63.58	16.49	27.25	70.66
BRD-K84987553	CP	MDM2-inhibitor	MDM inhibitor	MDM2	MDM inhibitor	4.10, 2.24	42.08	1.22, 0.52	99.58	12.77	23.51	70.16	13.62	33.00	7.98	71.68	37.83	56.04	58.99	85.15	13.93	22.60	60.36	65.34	62.13	25.29	24.78	37.53	7.91	43.34	72.48	42.52	85.73	41.64	12.16	75.36
BRD-K06817181	CP	BRD-K06817181	JAK inhibitor	JAK2		3.75, 1.25	42.08	1.34, 0.46	56.33	62.27	64.53	52.04	32.11	92.60	57.73	82.88	6.68	4.08	73.31	75.94	0.02	29.61	0.46	70.04	74.80	26.60	96.00	0.00	1.53	2.18	89.52	-1.27	11.49	20.83	59.28	0.00
BRD-K63151507	CP	MNITMT	lymphocyte inhibitor			4.48, 2.61	42.06	1.07, 0.26	31.08	97.71	73.04	31.58	70.56	72.58	28.02	44.35	39.77	24.96	65.12	23.16	18.74	24.79	57.63	49.73	60.36	23.51	11.54	84.91	25.68	80.24	39.69	7.66	73.86	45.47	74.78	18.49
BRD-K44094599	CP	tacrolimus	calcineurin inhibitor, FK506-binding protein inhibitor, immunosuppressant, insulin expression inhibitor, interleukin receptor antagonist, macrolide calcineurin inhibitor, rotamase inhibitor, T cell inhibitor	FKBP1A, CYP3A5, CYP3A7		3.59, 1.79	42.04	1.22, 0.44	20.02	-4.59	90.12	-12.41	-13.37	-84.78	78.44	83.60	99.89	18.17	55.28	43.20	84.27	77.30	42.54	82.57	91.68	15.04	41.54	29.56	81.89	83.04	46.19	3.35	12.88	21.38	15.90	4.11
BRD-A46179541	CP	doxapram	potassium channel blocker	KCNK3, KCNK9	Potassium channel blocker	2.99, 0.75	42.02	1.13, 0.48	54.55	71.70	58.25	67.89	48.24	60.17	21.56	33.80	81.92	24.23	18.03	81.57	0.63	1.06	90.09	76.96	2.78	0.60	28.13	41.05	40.67	57.92	42.66	3.24	82.12	48.21	41.38	10.84
BRD-K15935639	CP	z-leu3-VS	PGPH inhibitor, proteasome inhibitor		Proteasome inhibitor	3.68, 1.47	41.98	3.00, 0.82	22.39	13.92	-50.87	81.31	85.27	-11.99	39.04	7.54	14.73	1.99	9.26	-1.97	69.04	95.99	94.54	38.12	54.06	44.92	99.05	64.11	82.62	82.52	28.21	80.97	1.95	92.05	96.24	-7.65
BRD-A41145729	CP	methoprene-acid	RXR agonist	NCOA2, NR1H3, RXRA, RXRB		6.72, 2.99	41.95	1.06, 0.35	46.96	41.64	63.30	-36.93	79.76	78.73	10.67	27.75	28.47	35.07	22.40	93.62	1.97	-4.49	59.52	26.58	94.74	4.03	67.38	42.26	53.54	70.79	80.13	43.45	29.47	24.08	91.17	27.49
BRD-A15079084	CP	phorbol-12-myristate-13-acetate	PKC activator, CD antagonist	CD4, KCNT2, PRKCA, TRPV4	PKC activator	6.72, 4.48	41.92	2.48, 0.49	21.33	24.48	32.25	39.10	36.20	3.00	74.40	92.07	7.34	11.62	80.67	59.04	92.95	98.87	70.63	37.68	24.01	55.05	38.87	32.44	96.85	98.77	4.37	88.27	32.74	91.83	44.75	55.55
BRD-A72066420	CP	mifobate	cholesterol inhibitor, PPAR receptor antagonist, renin inhibitor	PPARG, REN		4.44, 2.82	41.92	1.33, 0.49	76.04	34.86	41.79	18.21	92.40	93.69	45.93	51.59	97.71	14.05	76.76	99.89	12.28	6.53	78.55	7.83	19.62	4.41	39.73	97.41	42.05	27.08	94.01	2.33	79.94	14.89	23.08	72.68
BRD-K42095107	CP	daidzein	estrogen receptor agonist	ESRRA, ESRRB, ESRRG, TRPC5	Estrogen receptor agonist	3.23, 1.21	41.91	1.38, 0.39	87.91	97.17	53.49	32.86	31.76	31.82	44.94	92.52	34.53	64.72	50.21	99.19	13.81	37.60	44.45	25.51	60.92	41.35	34.80	84.66	25.56	11.44	46.31	42.48	39.89	14.41	52.92	29.97
BRD-K07265709	CP	razoxane	topoisomerase inhibitor, chelating agent	TOP2A, TOP2B		5.22, 3.36	41.88	0.93, 0.33	72.12	23.33	72.97	90.22	80.80	66.44	28.04	15.84	95.64	31.12	33.31	20.58	6.14	49.11	82.34	85.45	61.55	3.10	61.89	8.32	80.15	12.25	96.16	5.09	61.98	0.35	5.69	34.64
BRD-K54416256	CP	methimazole	antithyroid Drugs	TPO		4.44, 4.03	41.85	0.90, 0.34	52.96	22.46	99.68	41.64	70.78	78.53	59.08	24.96	58.85	85.98	99.72	47.95	1.99	1.80	67.33	25.08	39.71	23.66	26.22	91.15	33.09	42.06	13.92	0.03	88.12	18.74	26.26	56.49
BRD-A30205217	CP	ethotoin	anticonvulsant	SCN5A		4.03, 2.02	41.83	1.16, 0.38	16.16	82.54	33.85	30.42	72.66	76.22	93.86	69.58	78.17	24.95	63.27	93.53	10.97	1.83	37.08	43.23	89.01	64.13	89.60	96.04	40.11	38.89	25.81	16.43	33.03	1.76	50.05	40.44
BRD-A25004090	CP	erastin	anion channel modulator, ion channel antagonist	VDAC2		2.24, 0.75	41.82	0.59, 0.35	70.42	19.41	62.10	30.73	42.65	33.27	26.96	96.05	41.09	34.95	45.99	75.09	44.44	61.06	81.61	42.10	17.62	11.63	35.95	75.87	41.54	62.51	20.64	16.91	70.53	53.56	7.55	-0.56
BRD-A09925278	CP	etilefrine	adrenergic receptor agonist	ADRA1A, ADRB1		4.84, 1.21	41.77	0.82, 0.22	61.86	45.50	38.05	26.97	66.37	55.49	90.35	85.22	93.78	79.26	35.73	93.25	30.71	27.88	31.87	18.89	83.18	30.83	57.54	77.05	67.12	34.62	22.90	4.12	53.44	15.85	18.17	1.90
BRD-K10065684	CP	dantron	stimulant laxative			6.34, 3.36	41.76	0.89, 0.15	43.52	16.63	21.74	91.02	64.35	28.49	10.46	82.90	90.22	53.10	85.53	11.98	6.56	6.80	87.00	40.01	98.10	19.12	55.29	39.97	54.66	95.88	30.44	77.40	-27.06	27.50	89.16	11.87
BRD-K18757346	CP	U-46619	thromboxane receptor agonist	PTGDR, PTGDR2, PTGER1, PTGER2, PTGER3, PTGER4, PTGFR, PTGIR, TBXA2R		4.85, 2.61	41.75	0.91, 0.20	34.69	12.83	49.24	72.45	72.40	30.22	96.44	43.84	97.97	19.23	61.29	76.95	1.83	1.41	78.92	14.48	39.67	44.15	14.20	16.34	26.14	72.35	18.84	-9.31	11.55	57.33	98.39	73.78
BRD-A29901043	CP	KIN001-127	ITK inhibitor	ITK		5.22, 3.36	41.75	1.63, 0.50	31.73	7.92	27.91	12.88	34.59	81.59	95.71	80.17	63.44	97.81	57.09	73.60	85.73	90.77	17.88	43.58	84.73	32.53	3.12	0.78	92.36	27.14	36.34	84.68	39.92	84.62	33.73	7.33
BRD-K04546108	CP	JAK3-inhibitor-VI	JAK inhibitor	JAK3	JAK inhibitor	1.49, 0.75	41.69	1.86, 0.65	22.86	36.94	-10.15	90.51	62.84	41.89	32.83	51.47	8.04	-0.70	37.62	6.75	5.93	90.24	47.31	41.49	5.26	87.65	74.67	52.46	67.24	93.88	-5.93	13.14	46.64	81.56	59.96	10.01
BRD-K52620403	CP	STO-609	calcium/calmodulin dependent protein kinase inhibitor, calmodulin inhibitor	CAMKK1, CAMKK2		4.48, 2.99	41.68	1.22, 0.38	58.31	-2.15	82.85	81.52	39.67	93.69	7.54	89.98	86.01	90.09	74.16	50.90	3.21	30.90	15.08	70.04	61.99	6.40	92.73	42.27	36.95	10.86	30.41	1.55	40.27	41.10	49.18	6.90
BRD-K91601245	CP	mercaptopurine	immunosuppressant, protein synthesis inhibitor, purine antagonist	HPRT1, IMPDH1, IMPDH2, PPAT		8.06, 4.84	41.67	1.15, 0.31	29.98	14.26	85.83	21.77	54.98	30.12	94.23	89.50	52.32	2.04	97.04	94.62	30.61	21.77	98.15	25.47	28.51	79.79	30.54	6.74	83.77	40.44	59.07	3.11	58.96	84.95	35.22	42.91
BRD-K19309090	CP	SR-95639A	acetylcholine receptor agonist	CHRM1		2.99, 1.87	41.67	0.89, 0.15	15.43	39.52	66.41	-70.37	-5.84	46.18	48.43	43.81	3.39	29.54	84.24	75.50	10.74	7.17	57.55	77.60	15.21	50.73	-17.03	82.22	50.27	17.45	69.41	-0.02	87.56	22.30	68.64	24.01
BRD-K24681473	CP	YM-155	survivin inhibitor, XIAP expression inhibitor	BIRC5		5.60, 2.61	41.65	2.30, 0.64	66.34	0.42	-5.75	2.40	74.58	0.32	82.85	33.00	37.76	4.86	42.98	-23.65	3.95	92.99	95.39	64.23	24.93	40.32	94.60	15.98	71.43	98.77	7.28	67.53	63.03	94.16	88.09	1.16
BRD-K30697463	CP	desoximetasone	glucocorticoid receptor agonist	NR3C1, PLA2G1B	Glucocorticoid receptor agonist	2.61, 1.49	41.59	1.52, 0.51	58.54	59.04	58.13	64.09	86.74	19.39	26.98	3.07	57.31	39.15	17.12	20.84	3.63	18.32	94.95	59.42	37.03	25.16	48.58	43.85	44.32	82.26	39.34	61.14	83.70	3.42	-9.64	-37.43
BRD-K47328134	CP	lysylphenylalanyl-tyrosine	heparin activation inhibitor			2.94, 0.74	41.57	1.41, 0.44	40.69	48.21	52.29	41.70	39.47	26.95	41.44	66.45	-26.51	1.66	85.76	81.93	10.98	1.09	81.14	84.70	76.71	82.18	-9.46	86.35	2.75	62.43	45.71	-7.46	81.71	38.04	23.68	-5.14
BRD-A98299281	CP	velnacrine	calcium channel activator	ACHE		6.85, 3.23	41.56	0.89, 0.18	63.39	48.24	72.08	15.47	28.43	18.02	25.33	7.44	87.87	59.04	24.43	99.44	16.88	10.94	83.72	63.89	17.93	48.75	90.08	35.92	26.55	75.10	25.60	5.24	95.26	16.15	50.68	47.20
BRD-A51410489	CP	yohimbine	adrenergic receptor antagonist	ADRA2A, ADRA2C, ADRA2B, HTR1A, HTR1B, HTR1D, HTR2B, DRD2, DRD3, HTR1E, HTR1F, HTR2A, HTR2C, HTR5A, HTR7, KCNJ1, KCNJ10, KCNJ11, KCNJ12, KCNJ14, KCNJ15, KCNJ8		4.85, 2.99	41.48	1.49, 0.53	33.93	29.41	12.99	86.74	39.81	46.96	76.42	54.47	42.48	19.40	60.84	68.09	32.88	13.46	89.47	30.52	6.93	53.19	14.60	64.60	80.47	66.30	40.47	4.99	31.47	17.93	98.78	82.27
BRD-K92093830	CP	doxorubicin	topoisomerase inhibitor, DNA intercalating drug	TOP2A	Topoisomerase inhibitor	2.99, 0.37	41.47	1.56, 0.65	61.85	89.74	19.44	76.40	96.68	72.28	90.86	78.38	82.75	3.03	11.63	-17.42	5.62	35.60	92.07	50.91	9.71	67.42	36.98	85.15	94.31	0.70	31.95	39.55	32.49	4.06	27.23	43.38
BRD-K79131256	CP	albendazole	tubulin inhibitor, acetylcholinesterase inhibitor, microtubule inhibitor	CYP1A2, CYP2J2, TUBA1A, TUBB, TUBB4B	Tubulin inhibitor	11.57, 8.96	41.44	0.83, 0.44	36.68	4.84	72.54	8.94	21.11	98.12	32.76	16.06	72.56	99.47	68.55	57.68	-0.14	1.48	76.38	58.01	66.77	3.25	59.29	30.35	12.37	98.87	46.21	-7.24	66.45	15.97	82.01	16.59
BRD-K08640512	CP	RS-100329	adrenoceptor antagonist	ADRA1A, ADRA1D		2.24, 1.87	41.43	0.98, 0.36	54.42	2.08	68.70	45.89	12.28	15.50	31.61	39.29	57.89	79.54	33.98	33.36	4.52	8.10	67.29	80.08	46.59	54.79	48.96	18.76	14.30	46.57	34.91	9.52	62.96	0.88	90.22	43.57
BRD-K49890030	CP	gavestinel	glutamate receptor antagonist, glycine receptor antagonist	GLRB		3.36, 2.24	41.42	1.19, 0.34	87.51	76.30	35.86	46.98	60.96	29.44	48.96	73.04	63.27	66.36	71.72	74.29	7.58	33.13	49.56	26.56	97.85	21.01	15.33	93.87	16.56	21.04	35.05	5.98	83.60	11.45	10.34	23.77
