#1.3
2429	24	8	25
id	type	name	description	target	belongs_to	pc	median_tau_score	ts_pc	BRD-K79254416-summary	BRD-K48722258-summary	BRD-A93424738-summary	BRD-A13188892-summary	BRD-A69636825-summary	BRD-K22031190-summary	BRD-K62363391-summary	BRD-A51820102-summary	BRD-K43887077-summary	BRD-K71103788-summary	BRD-K33211335-summary	BRD-A46179541-summary	BRD-A94756469-summary	BRD-K81272440-summary	BRD-A35108200-summary	BRD-K92093830-summary	BRD-K73109821-summary	BRD-K97158071-summary	BRD-A92537424-summary	BRD-K06878038-summary	BRD-K49328571-summary	BRD-A29734509-summary	BRD-K05673000-summary	BRD-K08252256-summary
BRD-K18059238	CP	gamma-linolenic-acid	cyclooxygenase inhibitor, prostanoid receptor stimulant, thromboxane synthase stimulant	TBXAS1		8.19, 3.88	45.59	1.66, 0.52	82.63	78.54	19.93	86.33	37.37	98.52	27.16	75.06	15.54	-42.98	37.49	33.13	13.59	58.07	4.44	71.82	46.35	98.59	29.01	43.02	83.72	48.98	49.08	44.84
BRD-K36529613	CP	PU-H71	HSP inhibitor	HSP90AA1	HSP inhibitor	5.17, 2.16	45.59	1.07, 0.36	63.33	38.13	79.09	41.06	66.49	23.56	42.48	-55.62	78.06	82.11	18.81	34.71	-91.33	56.44	46.62	44.56	60.98	46.75	86.88	57.95	93.67	0.60	33.93	9.55
BRD-K09907482	CP	PRL-3-inhibitor-I	PRL phosphatase inhibitor, tyrosine phosphatase inhibitor	PTP4A3		2.16, 0.86	45.58	0.49, 0.07	43.01	6.01	52.28	72.91	45.15	30.62	70.38	40.01	32.39	46.01	51.48	79.44	9.81	20.28	65.06	20.94	13.88	33.54	75.85	63.90	15.25	65.71	87.63	93.09
BRD-K26160755	CP	RS-45041-190	imidazoline receptor agonist			5.60, 2.59	45.58	0.84, 0.15	54.62	61.72	54.34	60.26	39.22	43.93	49.19	7.52	95.67	5.92	99.79	32.77	16.79	47.23	32.12	13.99	88.05	76.07	33.04	99.72	65.24	16.87	7.01	30.07
BRD-U73238814	CP	QL-XI-92	DDR1 inhibitor	DDR1		1.72, 0.43	45.57	1.31, 0.35	59.42	68.68	47.99	18.07	77.62	10.62	-29.97	51.84	69.99	73.78	28.46	72.04	-89.38	23.36	37.68	93.17	5.94	20.57	31.21	88.99	79.11	74.20	43.15	19.81
BRD-A61793559	CP	metolazone	carbonic anhydrase inhibitor, quinazoline diuretic, inhibitor of sodium chloride symporters	SLC12A3, CA2, CA7		3.45, 2.59	45.56	0.48, 0.10	62.20	31.19	23.22	33.92	44.70	52.09	76.97	27.01	46.58	16.81	20.46	46.42	12.52	8.31	77.82	13.04	60.08	18.52	63.18	82.57	19.43	71.77	59.08	99.33
BRD-A83937277	CP	mephenytoin	cytochrome P450 substrate	SCN5A, CYP2C19		5.16, 3.29	45.56	1.45, 0.38	15.79	63.99	38.67	58.72	6.42	80.75	52.45	52.66	91.44	3.50	38.64	93.76	29.71	67.86	61.07	34.02	93.13	10.30	2.01	98.56	21.42	10.36	63.39	36.38
BRD-U01690642	CP	acetyl-geranyl-cysteine	Ras carboxyl methylation inhibitor			7.33, 4.31	45.52	1.15, 0.40	50.31	33.78	29.91	8.23	42.76	40.50	53.59	1.62	98.40	48.28	82.62	87.66	1.41	13.95	14.55	15.87	0.99	94.73	63.28	91.61	6.77	48.79	79.97	85.09
BRD-K32584078	CP	BML-257	AKT inhibitor, HCV NS5B RdRp inhibitor	AKT1		7.33, 4.31	45.50	0.93, 0.32	2.89	22.43	13.46	51.10	99.54	55.18	-26.14	74.51	15.68	71.06	99.33	56.32	10.71	98.12	0.00	10.62	44.04	53.77	77.45	61.26	-13.95	27.60	28.86	46.95
BRD-A85025557	CP	NCS-382	GABA receptor antagonist	GABBR1, GABBR2, SLC52A2	GABA receptor antagonist	4.74, 2.16	45.49	0.59, 0.10	70.70	33.87	1.97	42.52	83.11	21.45	77.93	11.83	53.70	52.17	28.99	68.03	4.65	41.61	-51.81	46.23	92.91	74.65	86.62	63.58	24.64	31.66	44.76	52.10
BRD-K26117720	CP	gingerol	nitric oxide synthase inhibitor			2.35, 1.41	45.45	0.75, 0.14	53.30	89.56	7.85	19.92	-4.33	41.22	87.06	18.04	55.25	19.22	49.35	70.04	33.03	12.00	48.30	72.27	17.56	32.40	66.13	87.97	57.71	9.34	55.75	42.60
BRD-A29901043	CP	KIN001-127	ITK inhibitor	ITK		6.90, 4.74	45.43	1.63, 0.50	32.44	98.59	8.50	91.58	73.89	19.73	70.52	8.21	44.16	73.27	50.40	27.06	76.84	17.67	14.94	46.93	40.81	46.37	44.49	64.03	53.82	4.56	63.56	9.27
BRD-K68873215	CP	phosphodiesterase-V-inhibitor-II	phosphodiesterase inhibitor	PDE5A		5.17, 3.02	45.42	0.68, 0.23	23.56	79.95	26.42	59.14	96.92	52.54	86.83	92.60	41.01	36.07	46.69	26.89	44.16	38.65	0.00	68.47	69.84	93.76	63.60	97.92	18.76	-6.91	19.43	13.54
BRD-A82096673	CP	KU-C103428N	CDC inhibitor, rho GTPase inhibitor	NFE2		3.76, 0.94	45.39	0.64, 0.17	53.15	78.66	84.64	15.58	-12.73	23.60	56.00	86.35	24.67	-2.66	40.09	68.65	50.68	13.99	56.49	58.11	4.37	12.07	30.52	96.63	61.78	12.94	72.91	23.03
BRD-A62182663	CP	YK-4279	apoptosis stimulant, binding of RNA helicase A to the transcription factor EWS-FLI1 inhibitor, EWS-FLI1 inhibitor	DHX9, EWSR1, FLI1		2.16, 0.00	45.34	1.40, 0.68	49.66	35.96	11.19	17.09	15.35	7.90	57.90	-19.14	48.41	9.85	17.29	79.10	42.27	52.85	63.64	21.86	52.97	33.13	61.61	59.63	38.00	72.99	70.84	54.44
BRD-A35108200	CP	dexamethasone	glucocorticoid receptor agonist, corticosteroid agonist, immunosuppressant	ANXA1, CYP3A4, CYP3A5, NOS2, NR0B1, NR3C1, NR3C2	Glucocorticoid receptor agonist	9.05, 6.47	45.32	1.30, 0.85	67.45	45.68	96.90	3.07	24.43	19.83	54.78	91.71	30.91	1.76	63.48	45.64	-3.28	53.43	99.99	22.89	10.81	18.25	41.68	80.72	58.01	45.01	51.05	44.05
BRD-A19633847	CP	perhexiline	carnitine palmitoyltransferase binder, carnitine palmitoyltransferase inhibitor	CPT1A, CPT2		1.72, 0.43	45.29	2.63, 0.72	13.15	98.19	45.98	73.36	36.50	21.69	41.04	82.01	44.60	92.47	9.12	49.16	95.81	7.99	66.15	48.80	16.69	19.11	63.06	8.49	93.73	46.69	22.42	29.58
BRD-K76568384	CP	PHTPP	estrogen receptor antagonist	ESR2		3.45, 1.72	45.27	1.22, 0.45	26.11	0.30	37.14	78.03	5.93	59.89	54.34	66.21	34.55	28.99	15.81	77.72	31.75	74.12	13.48	13.08	65.44	60.20	26.92	93.70	53.41	28.56	53.97	79.08
BRD-M41783010	CP	acamprosate	glutamate receptor antagonist, excitatory amino acid receptor antagonist, GABA receptor agonist, glutamate receptor modulator	GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D, GRIN3A, GRIN3B, GRM5		6.17, 2.47	45.25	1.35, 0.39	98.10	49.12	15.56	99.82	43.22	91.56	74.27	41.41	47.28	10.27	0.74	11.08	7.50	2.47	19.86	68.36	76.17	40.23	11.94	82.70	8.40	61.64	88.33	82.75
BRD-K24240364	CP	GYKI-52466	glutamate receptor antagonist, kainate receptor antagonist	GRIA1, GRIA2, GRIA3, GRIA4		3.88, 2.16	45.15	1.10, 0.34	37.33	80.78	74.90	5.72	23.03	74.23	47.96	84.20	92.87	28.95	31.76	61.52	3.26	29.56	69.42	42.26	42.34	17.39	41.62	36.19	65.08	88.21	85.86	98.40
BRD-K56301217	CP	ABT-737	BCL inhibitor	BCL2, BCL2L1, BCL2L2	BCL inhibitor	1.72, 0.43	45.15	1.83, 0.67	19.01	83.49	4.45	48.49	48.99	26.65	62.34	83.92	15.62	60.87	42.77	55.04	62.47	47.52	28.26	15.69	8.56	6.20	56.35	-40.98	71.14	13.03	51.63	10.05
BRD-K34437622	CP	BRD-K34437622	thymidylate synthase inhibitor	TYMS		2.62, 1.05	45.13	1.73, 0.50	66.11	44.55	28.58	29.55	86.48	61.17	89.65	48.99	54.12	3.14	72.66	25.89	47.53	39.56	21.30	85.50	11.62	93.62	34.60	82.94	17.05	45.70	42.80	31.87
BRD-K23192422	CP	lestaurtinib	FLT3 inhibitor, growth factor receptor inhibitor, JAK inhibitor, apoptosis stimulant	FLT3, NTRK1, JAK2, NTRK2, NTRK3	FLT3 inhibitor, JAK inhibitor	6.03, 3.45	45.12	3.09, 0.86	55.50	67.06	1.37	49.37	38.91	76.53	53.53	6.64	44.32	0.25	57.04	58.50	1.52	3.93	4.42	98.45	17.25	57.96	-17.60	-3.82	31.67	60.85	45.92	90.50
BRD-K46068882	CP	eugenitol	androgen receptor (AR) inhibitor, free radical scavenger, monoamine oxidase inhibitor, quorum sensing signaling modulator	AR, MAOA		5.17, 0.86	45.09	1.18, 0.30	60.43	45.18	27.54	69.46	63.55	2.29	95.07	44.99	16.92	71.41	51.73	78.89	50.42	13.47	23.69	-22.79	7.61	-6.78	48.08	-39.97	-23.02	98.01	88.56	25.69
BRD-K16233984	CP	eriochrome-black-t	azo dye used in titrations to detect metal ions			4.31, 0.86	45.06	1.23, 0.38	76.31	8.26	64.33	34.11	23.12	75.86	-54.76	5.27	82.37	85.81	42.43	40.26	84.57	9.61	47.69	12.58	17.47	12.44	88.62	65.66	34.38	69.87	86.27	79.24
BRD-K24201553	CP	SB-269970	serotonin receptor antagonist	HTR7		3.02, 0.86	45.05	0.86, 0.31	51.31	25.23	52.70	80.63	53.31	12.90	57.97	61.97	25.50	6.75	13.26	13.62	0.00	91.60	12.78	30.14	55.69	39.21	67.41	79.49	32.08	50.88	38.95	67.52
BRD-K74141488	CP	naftifine	squalene epoxidase inhibitor, steroid sulfatase inhibitor	SQLE		4.74, 2.16	45.05	0.83, 0.30	54.07	22.84	66.78	41.54	45.43	38.05	95.76	20.11	44.66	28.91	48.68	30.22	22.60	14.82	32.95	6.71	49.36	45.69	86.48	79.54	8.24	90.72	62.01	63.22
BRD-K80970344	CP	pyrrolidine-dithiocarbamate	NFkB pathway inhibitor	HSD11B1, RELA	NFkB pathway inhibitor	0.43, 0.00	45.04	1.64, 0.73	22.04	81.42	47.66	69.76	50.43	28.39	47.10	1.11	50.50	14.87	64.15	33.76	88.83	58.53	16.15	9.99	26.46	55.00	77.26	60.21	13.59	5.82	42.98	8.40
BRD-A65550283	CP	ginsenoside	steroidal receptor agonist			4.74, 2.16	45.03	1.13, 0.31	44.50	27.43	73.67	44.00	94.98	58.09	-19.10	66.70	12.24	11.75	20.79	82.01	59.18	6.50	14.40	8.76	45.56	66.52	60.74	-53.14	19.21	78.58	74.59	97.08
BRD-K09255212	CP	clioquinol	chelating agent, antiamyloidogenic agent, beta amyloid antagonist, carbonic anhydrase inhibitor	OPRK1		4.69, 2.35	45.00	0.92, 0.15	49.34	35.35	20.62	49.95	40.77	48.85	21.42	49.13	33.64	80.59	86.56	33.85	58.92	58.47	78.13	6.45	5.61	41.16	54.91	77.91	20.69	31.45	95.91	28.52
BRD-K60219430	CP	serdemetan	MDM inhibitor, angiogenesis stimulant, apoptosis stimulant, oncogene inhibitor	MDM2		5.60, 2.59	44.97	1.31, 0.38	35.43	99.26	59.85	56.13	37.54	7.36	62.64	98.91	63.52	64.88	17.54	52.39	90.12	19.93	52.92	79.14	28.53	32.48	34.09	56.42	25.68	11.01	27.91	27.52
BRD-K69650333	CP	idarubicin	topoisomerase inhibitor, radical formation stimulant, RNA synthesis inhibitor	TOP2A	Topoisomerase inhibitor	5.79, 5.26	44.96	2.64, 0.69	74.52	78.77	0.02	41.95	-0.21	91.90	46.60	0.00	0.88	NaN	24.36	25.16	0.00	11.55	44.96	99.22	66.79	98.91	6.17	9.76	83.10	94.18	65.62	84.57
BRD-K33818169	CP	GW-3965	LXR agonist, ABC transporter expression enhancer	NR1H2, NR1H3, ABCA1		6.03, 2.59	44.96	0.90, 0.35	22.20	45.08	15.38	73.99	97.24	51.11	89.26	99.30	-7.17	6.10	27.08	22.62	26.38	19.86	44.83	39.14	10.90	95.07	87.50	64.60	45.12	37.25	67.07	60.28
BRD-K06426971	CP	ryuvidine	histone lyinse methyltransferase inhibitor	CDK4, CDK2		3.45, 3.02	44.91	1.86, 0.38	51.54	88.97	63.07	86.20	42.87	74.37	31.81	21.50	25.62	0.99	48.20	22.19	98.45	9.32	77.03	91.74	87.89	74.79	17.20	21.42	26.81	39.08	46.95	28.09
BRD-A03623303	CP	metoprolol	adrenergic receptor antagonist	ADRB1, ADRB2		3.88, 2.16	44.89	0.89, 0.38	79.48	0.60	26.47	92.24	58.41	92.55	44.33	70.83	21.94	15.94	61.27	88.58	19.72	16.46	47.42	17.66	30.28	45.44	38.23	92.61	-7.93	17.68	64.28	91.91
BRD-K91733562	CP	secoisolariciresinol	antioxidant			5.17, 3.02	44.89	1.17, 0.33	79.64	77.45	27.47	53.21	19.20	17.83	56.48	-26.73	53.67	27.65	28.70	98.91	19.79	82.32	58.04	55.25	86.64	32.34	12.78	41.32	40.32	39.60	83.91	48.45
BRD-A13946108	CP	sulindac	ABC transporter expression enhancer, cyclooxygenase inhibitor, NFkB pathway inhibitor	AKR1B1, PTGS1, PTGS2, MAPK3, PPARD, PTGDR2		6.57, 4.23	44.88	1.27, 0.35	44.94	32.64	79.19	22.08	68.37	92.67	93.19	61.57	96.11	92.53	71.51	36.13	33.38	47.45	12.24	65.97	4.79	44.82	-43.29	99.72	40.42	39.48	10.64	36.86
BRD-A75552914	CP	isoxicam	cyclooxygenase inhibitor	PTGS1, PTGS2		4.74, 1.72	44.87	1.00, 0.19	25.50	66.22	53.16	20.10	34.23	59.63	45.25	78.39	26.72	59.31	16.16	52.92	1.41	28.75	94.01	9.78	64.14	12.55	31.21	97.14	16.87	85.03	44.49	83.98
BRD-K82164249	CP	andarine	androgen receptor modulator	AR	Androgen receptor modulator	6.47, 3.88	44.83	1.08, 0.30	60.96	69.84	15.09	45.55	44.11	29.47	85.39	32.60	27.53	24.81	50.29	92.85	35.69	28.93	62.13	20.56	15.40	82.75	75.10	56.62	67.18	34.86	80.68	9.84
BRD-A59215453	CP	lobelanidine	acetylcholine receptor antagonist, dopamine receptor modulator, opioid receptor antagonist, vesicular monoamine transporter ligand	SLC18A2, CHRNA10, CHRNA4, CHRNA9, CHRNB2, OPRM1		3.45, 1.72	44.81	1.27, 0.51	49.89	-3.49	9.45	20.76	12.36	83.19	77.05	72.87	21.10	50.49	26.22	52.01	8.35	34.81	9.16	14.27	39.72	70.78	66.66	85.82	28.12	88.97	83.37	67.79
BRD-K62056274	CP	quipazine	serotonin receptor agonist	HTR2A, HTR3A, HTR3B, HTR1A, HTR1D, HTR2B, HTR2C, HTR6, SLC6A4		5.16, 1.88	44.81	1.32, 0.41	81.20	73.07	25.44	48.81	92.66	7.83	75.20	33.08	37.14	3.45	92.39	96.81	3.14	33.47	95.27	18.59	22.45	40.80	60.51	92.93	20.75	25.71	70.07	59.96
BRD-K85013741	CP	auraptene	lipoxygenase inhibitor, monoamine oxidase inhibitor, nitric oxide production inhibitor, nitric oxide synthase expression inhibitor	MAOB		6.03, 2.59	44.80	1.27, 0.41	43.78	-10.86	32.13	45.82	72.48	17.21	83.22	25.47	88.77	75.85	97.85	25.90	1.37	80.73	15.10	39.47	71.77	99.58	99.61	96.76	37.34	20.20	85.09	6.69
BRD-A39747742	CP	estradiol-valerate	estrogen receptor agonist	ESR1	Estrogen receptor agonist	6.47, 2.59	44.78	1.16, 0.43	36.63	44.88	37.80	19.84	68.13	31.26	55.69	83.14	-3.39	11.63	44.68	91.88	21.49	72.67	71.99	28.56	33.09	96.93	99.12	59.62	0.00	74.14	93.40	10.69
BRD-K99411983	CP	lumicolchicine	colchicine isomer, non-binder of microtubules			9.91, 4.74	44.75	0.51, 0.16	73.39	21.45	20.03	68.85	99.12	80.64	47.03	32.34	28.99	83.05	93.32	87.94	5.50	42.48	24.07	3.59	20.27	33.47	99.23	99.65	4.59	34.59	80.16	95.35
BRD-K06198550	CP	isorotenone	mitochondrial complex I inhibitor, NADH-ubiquinone oxidoreductase (Complex I) inhibitor	MT-ND1		3.45, 1.72	44.73	1.10, 0.23	17.15	-53.46	70.72	88.12	51.57	15.16	84.76	8.04	55.18	26.77	99.47	34.34	76.69	37.88	73.71	3.49	14.95	8.92	83.19	34.37	9.28	83.95	54.55	69.92
BRD-A29644307	CP	nomifensine	norepinephrine-dopamine reuptake inhibitor	SLC6A2, SLC6A3, DRD2, MAOA, MAOB, MPO		5.16, 3.76	44.72	1.27, 0.43	42.29	11.33	15.61	47.14	37.16	56.74	77.95	40.14	89.37	25.65	92.44	85.52	25.93	96.26	34.61	7.33	33.77	3.91	59.54	82.45	16.97	83.20	68.63	92.75
BRD-K45330754	CP	diethylstilbestrol	estrogen receptor agonist, chloride channel blocker	ESR1, ESR2, ESRRG, ESRRB	Estrogen receptor agonist	2.16, 0.43	44.69	0.41, 0.31	51.83	17.66	54.02	42.42	49.76	60.55	-16.87	46.48	40.31	31.41	74.18	71.75	4.26	10.57	88.94	25.54	29.26	12.46	60.78	74.27	15.54	42.91	65.96	64.68
BRD-K06753942	CP	nobiletin	MEK phosphorylation inhibitor, nitric oxide synthase expression inhibitor, P glycoprotein inhibitor, tyrosinase inhibitor	ABCB1, MAP2K1, TYR		4.74, 2.59	44.67	0.42, 0.13	37.69	66.37	35.66	72.16	20.49	36.85	33.61	65.14	68.86	9.95	41.90	30.98	3.72	97.36	57.49	61.82	45.50	43.83	22.32	47.44	72.12	46.83	28.10	57.99
BRD-A37817666	CP	picrotoxin	GABA receptor antagonist	GABRA1, GLRA2, GLRA3, GABRR1, GLRA1, GLRB, HTR3A, HTR3B		5.17, 2.16	44.65	1.11, 0.36	29.57	46.67	39.57	87.88	67.57	58.10	66.08	32.04	16.50	35.82	75.27	63.63	5.21	38.07	42.64	10.45	19.91	23.36	83.66	62.22	-12.71	88.29	81.94	72.92
BRD-K96740444	CP	itopride	dopamine receptor antagonist, acetylcholinesterase inhibitor	DRD2, ACHE, CHRM3		5.24, 2.62	44.63	0.83, 0.28	84.92	51.58	26.74	90.73	25.28	20.85	77.23	37.60	81.75	16.87	33.79	52.15	20.54	86.74	38.31	62.41	14.48	2.96	50.95	95.09	11.13	0.11	70.34	95.84
BRD-A84702196	CP	penicillin	cell wall synthesis inhibitor		Bacterial cell wall synthesis inhibitor	4.31, 2.59	44.62	1.33, 0.38	37.71	91.90	72.04	53.44	84.85	78.94	44.90	56.21	56.12	31.49	20.83	97.99	0.92	2.71	43.70	29.62	28.99	73.88	30.90	-95.40	24.81	44.33	92.60	77.30
BRD-K56047318	CP	RHC-80267	triacylglycerol lipase inhibitor	DAGLA, DAGLB, LIPC, LIPE, LIPG		7.76, 4.31	44.62	0.72, 0.19	44.99	-39.10	59.28	20.07	81.33	61.69	18.89	77.89	19.17	3.05	95.59	38.47	44.24	3.17	46.42	25.02	46.16	84.54	27.66	7.08	15.39	97.30	91.34	94.72
BRD-A23637604	CP	oxymetholone	androgen receptor agonist, synthetic hormone with anabolic and androgenic properties	AR	Androgen receptor modulator	6.81, 4.19	44.61	0.65, 0.24	14.13	79.45	79.01	53.59	47.84	2.03	51.62	26.19	31.96	98.87	80.44	69.29	84.14	85.03	39.60	1.30	5.39	7.32	41.39	99.55	12.07	-3.24	68.79	-7.37
BRD-A50157456	CP	terbutaline	adrenergic receptor agonist	ADRB2	Beta-adrenergic receptor agonist	5.63, 3.76	44.60	1.10, 0.42	36.05	56.47	22.30	43.58	34.45	19.60	95.71	50.02	99.93	20.74	47.82	52.04	7.52	78.71	31.18	6.48	22.65	-9.63	71.58	98.24	45.62	46.20	84.83	42.50
BRD-A48809242	CP	IB-MECA	adenosine receptor agonist, granulocyte colony stimulating factor agonist	ADORA3, ADORA1, ADORA2A, ADORA2B	Adenosine receptor agonist	4.69, 2.35	44.59	0.89, 0.24	14.41	33.35	65.49	46.52	5.80	42.65	53.04	10.26	61.30	81.72	31.59	42.19	0.00	3.35	90.71	-8.19	67.15	11.19	79.02	64.42	60.29	81.64	77.75	22.76
BRD-A65615053	CP	zacopride	serotonin receptor antagonist, serotonin receptor agonist	HTR3A, HTR4, HTR3B, HTR5A		6.10, 4.23	44.57	0.26, 0.05	28.98	35.76	44.98	44.77	97.48	24.94	26.73	77.67	4.91	73.33	57.12	44.36	7.54	14.32	87.75	24.16	7.29	92.11	22.98	97.34	12.36	61.40	72.22	79.17
BRD-K64157027	CP	ZD-2079	adrenergic receptor agonist, insulin sensitizer	ADRB3		5.60, 2.59	44.57	1.17, 0.34	90.34	0.60	23.28	47.29	77.33	36.26	98.84	42.59	50.73	43.40	31.60	89.10	32.32	96.77	-7.12	1.92	91.61	81.70	53.98	31.43	41.96	25.76	95.39	45.73
BRD-K84595254	CP	strophanthidin	ATPase inhibitor	ATP1A1, ATP1A2, ATP1A3, ATP1A4, ATP1B1, ATP1B2, ATP1B3, ATP1B4, FXYD2	ATPase inhibitor	4.31, 4.31	44.56	1.91, 0.48	82.23	45.31	33.88	86.64	22.07	15.56	62.87	-1.55	20.14	18.88	38.46	59.76	99.61	46.82	43.81	84.09	85.70	62.02	15.02	19.27	0.00	7.79	86.04	93.73
BRD-K55430733	CP	WAY-629	serotonin receptor agonist	HTR2C		3.29, 1.88	44.49	1.16, 0.34	52.39	79.62	67.44	45.93	29.94	7.40	81.29	27.56	13.39	7.36	65.53	47.94	25.79	22.59	93.27	20.74	68.71	26.96	8.38	58.40	43.05	37.17	56.27	86.47
BRD-K02130563	CP	panobinostat	HDAC inhibitor, apoptosis stimulant, cell cycle inhibitor	HDAC1, HDAC2, HDAC3, HDAC4, HDAC6, HDAC7, HDAC8, HDAC9	HDAC inhibitor	1.72, 0.43	44.47	1.89, 0.52	41.55	92.87	47.38	66.92	-45.50	26.08	23.64	50.43	32.96	6.13	25.59	51.07	88.28	10.15	9.73	95.38	52.51	72.04	16.57	68.22	62.82	52.10	26.83	32.82
BRD-K96778649	CP	tyrphostin-47	EGFR inhibitor, epidermal growth factor receptor (EGFR) inhibitor	EGFR		5.17, 1.72	44.45	1.05, 0.30	56.45	68.78	36.89	44.93	94.91	5.30	0.00	55.57	77.18	3.07	60.64	24.59	26.44	99.05	-5.57	13.40	45.48	97.38	83.08	43.97	6.32	14.89	62.80	8.41
BRD-K92413528	CP	thiazolidinecarboxylic-acid	glutathione synthase stimulant, reducing agent			4.71, 2.62	44.44	2.32, 0.82	95.60	78.73	19.96	4.02	45.02	71.54	79.48	21.73	16.19	-2.63	91.15	90.69	5.52	43.87	27.10	83.99	22.34	81.91	4.85	0.00	42.34	61.37	87.66	99.93
BRD-A72703248	CP	SKF-96365	calcium channel blocker, cytochrome P450 inhibitor	CYP3A4, TRPC1, PKD2, TRPC3, TRPC4, TRPC5, TRPV2		3.45, 0.86	44.44	0.49, 0.23	4.72	15.59	43.82	23.30	87.45	53.85	16.33	19.02	45.06	76.85	58.65	28.05	34.60	63.40	-7.12	-29.01	82.36	75.11	94.31	80.20	17.89	47.36	55.80	14.53
BRD-K84663978	CP	trequinsin	phosphodiesterase inhibitor, platelet aggregation inhibitor, potassium channel blocker	PDE4A, PDE4B, PDE4C, PDE4D, PDE5A, PTGIR		3.02, 0.86	44.38	0.55, 0.36	76.06	44.96	45.91	52.36	52.71	28.79	80.19	18.34	49.18	25.73	23.39	39.58	18.62	7.22	79.84	33.08	38.33	43.50	43.10	94.21	48.23	63.28	91.57	43.79
BRD-K96799727	CP	pifithrin-mu	HSP inhibitor	HSPA1A, TP53		0.43, 0.00	44.37	1.05, 0.24	60.09	89.31	27.94	68.38	51.10	36.84	47.61	57.01	47.74	10.99	33.36	76.73	45.18	27.68	36.61	32.13	21.20	54.16	40.41	43.56	35.54	31.25	66.90	45.66
BRD-A09094913	CP	strychnine	acetylcholine receptor antagonist	GLRA1, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, CHRNA10, CHRNA9, GLRA2, GLRA3, GLRB		3.88, 3.45	44.35	0.85, 0.19	21.00	35.55	81.31	54.87	29.36	45.39	75.78	79.74	46.54	25.38	84.70	13.93	15.56	23.31	61.27	8.69	42.80	2.11	70.34	94.59	43.32	87.71	29.92	72.67
BRD-A94793051	CP	gestrinone	progesterone receptor antagonist, Estradiol 17 beta dehydrogenase stimulant, estrone sulfotransferase stimulant	PGR, AR, ESR1	Androgen receptor modulator, Progesterone receptor antagonist	8.45, 5.16	44.31	1.31, 0.41	72.10	84.02	35.91	95.83	81.44	15.60	92.52	8.03	98.77	67.74	7.30	31.88	29.93	93.90	19.86	30.91	25.84	33.14	72.34	94.83	52.70	7.59	91.50	16.23
BRD-A68281735	CP	REV-5901	leukotriene receptor antagonist, lipoxygenase inhibitor	ALOX5		3.02, 1.29	44.30	0.92, 0.35	6.94	46.72	74.25	23.39	29.99	45.06	86.55	11.69	54.05	67.43	76.16	36.62	75.29	94.17	14.12	4.19	19.69	62.61	66.18	29.10	36.40	45.57	-39.81	43.54
BRD-A81402010	CP	KU-C103443N	CDC inhibitor, rho GTPase inhibitor			2.35, 0.94	44.24	0.75, 0.23	26.56	54.87	15.48	18.07	66.13	23.00	64.95	64.22	70.38	26.02	17.65	59.24	56.15	76.15	23.36	21.08	85.08	34.39	54.10	94.42	73.38	9.87	-28.42	5.05
BRD-K18678457	CP	ZD-7288	HCN (hyperpolarization activated cyclic nucleotide gated) channel blocker, HCN channel antagonist, potassium channel antagonist, sodium channel blocker	HCN1, HCN2, HCN3, HCN4		6.90, 2.59	44.24	1.08, 0.36	75.44	22.72	28.08	87.57	44.46	7.70	73.58	44.03	86.15	39.79	94.53	45.18	13.19	80.83	8.54	4.79	98.98	74.62	83.18	97.77	12.69	4.16	11.84	-5.39
BRD-A37492983	CP	iocetamic-acid	molecule used as a contrast medium			4.69, 1.88	44.23	0.77, 0.35	55.68	51.89	4.46	79.59	57.98	88.06	81.42	27.01	44.71	-2.40	15.17	86.48	7.89	13.77	23.48	79.38	50.18	34.42	62.99	43.76	48.59	22.51	20.31	13.04
BRD-A52282606	CP	lacidipine	calcium channel blocker, L-type calcium channel blocker	CACNA1C	Calcium channel blocker	4.71, 2.62	44.17	0.85, 0.20	62.38	18.97	5.80	54.37	47.37	40.98	96.00	-20.25	78.54	92.46	27.18	62.58	-0.39	99.58	0.14	31.65	-23.20	4.23	57.57	98.27	19.55	8.95	74.90	63.10
BRD-A02180903	CP	betamethasone	corticosteroid agonist, glucocorticoid receptor agonist	NR3C1	Glucocorticoid receptor agonist	11.21, 6.90	44.17	1.63, 0.90	58.24	2.47	98.07	25.62	85.18	-11.83	66.23	89.81	37.46	9.05	97.47	50.88	7.82	17.96	99.93	22.17	31.70	17.34	98.66	77.46	11.91	61.59	27.11	54.31
BRD-K44497846	CP	enalapril	angiotensin converting enzyme inhibitor, angiotensin receptor blocker	ACE		7.04, 2.82	44.17	1.09, 0.33	45.13	1.13	7.36	74.24	24.01	35.69	71.32	88.99	96.39	46.53	82.42	31.60	0.00	91.38	38.93	17.51	43.20	12.33	46.81	98.94	37.39	67.44	29.50	93.27
