#1.3
2429	26	8	25
id	type	name	description	target	belongs_to	pc	median_tau_score	ts_pc	BRD-A45889380-summary	BRD-A84174393-summary	BRD-K50398167-summary	BRD-K79602928-summary	BRD-K61250553-summary	BRD-K92984783-summary	BRD-A20126139-summary	BRD-K71035033-summary	BRD-K99451608-summary	BRD-A33711280-summary	BRD-K69688083-summary	BRD-A04352665-summary	BRD-K18194590-summary	BRD-K97564742-summary	BRD-K82795137-summary	BRD-K13356952-summary	BRD-K78126613-summary	BRD-K77987382-summary	BRD-A03216249-summary	BRD-A61793559-summary	BRD-K75641298-summary	BRD-K91601245-summary	BRD-K54416256-summary	BRD-A50311610-summary	BRD-K62996583-summary	BRD-K76205745-summary
BRD-A98378129	CP	talniflumate	cyclooxygenase inhibitor, calcium channel blocker, calcium-activated chloride channel blocker, mucin production inhibitor	CLCA1		4.10, 2.05	44.44	1.20, 0.51	13.20	4.80	10.10	29.30	7.07	90.35	41.02	46.16	47.01	64.11	62.89	92.28	82.93	75.79	41.26	95.44	5.51	14.46	70.31	55.04	68.15	42.72	53.86	35.29	36.56	14.22
BRD-K97564742	CP	mepyramine	histamine receptor antagonist	HRH1		7.38, 6.15	44.44	0.50, 0.14	1.90	8.39	44.02	19.23	0.53	52.78	35.78	74.36	69.72	15.87	27.40	28.04	70.22	99.97	66.40	77.87	3.22	28.57	49.89	64.13	59.73	35.67	64.27	44.86	43.55	94.17
BRD-K17674993	CP	diflorasone	corticosteroid agonist, cytochrome P450 inhibitor, glucocorticoid receptor agonist, immunosuppressant	NR3C1, PLA2G1B	Glucocorticoid receptor agonist	8.61, 4.51	44.42	1.47, 0.31	84.89	96.67	88.30	88.13	32.33	33.22	99.54	4.83	43.06	0.46	71.43	22.14	86.54	24.00	21.07	-4.62	2.78	45.78	72.28	93.20	71.37	-14.83	88.20	64.73	9.30	4.16
BRD-A79803969	CP	memantine	glutamate receptor antagonist, glutamate release inhibitor	GRIN1, CHRFAM7A, CYP2E1, DRD2, GRIN2A, GRIN2B, GRIN3A, HTR3A		6.11, 3.06	44.41	1.36, 0.72	3.68	44.17	73.54	3.84	6.87	79.76	99.03	81.44	81.41	44.65	26.50	27.82	-3.56	62.69	35.26	89.75	7.72	33.26	32.25	52.68	53.87	40.33	92.39	67.04	6.83	81.53
BRD-K21806131	CP	tegaserod	serotonin receptor partial agonist, serotonin receptor agonist	HTR4, HTR2B, HTR2A, HTR2C		5.52, 4.42	44.40	1.69, 0.63	97.92	-17.44	27.62	54.76	98.31	1.30	26.81	56.57	83.74	99.72	19.06	12.96	60.50	1.83	99.08	26.63	98.70	98.41	56.71	20.07	27.18	80.35	23.79	81.99	34.05	-11.91
BRD-K99291625	CP	SB-203580	p38 MAPK inhibitor, calcium channel activator, interleukin inhibitor, stress activated protein kinase inhibitor	MAPK14, MAPK1, MAPK11, AKT1, ALOX5, CHEK1, CYP2D6, CYP3A4, GAK, GSK3B, LCK, MAPK10, MAPK12, MAPK8, MAPK9, PRKCA, RAF1, RIPK2, ROCK1, RPS6KB1, SGK1, SRC, TNF	P38 MAPK inhibitor	4.51, 2.87	44.40	1.74, 0.34	38.14	46.67	53.17	35.17	10.26	44.01	20.38	99.68	98.41	58.83	41.97	84.09	13.36	62.49	13.38	37.74	16.39	91.65	84.11	92.97	51.40	44.79	73.25	14.47	31.95	17.01
BRD-K51223576	CP	AG-99	tyrosine kinase inhibitor	EGFR		5.68, 2.62	44.37	1.05, 0.27	17.82	36.25	83.31	13.17	9.61	21.07	21.91	81.56	61.25	26.00	67.51	96.65	15.47	78.64	38.22	24.42	45.84	62.11	96.65	60.46	74.82	42.90	26.03	77.10	62.76	8.56
BRD-K92984783	CP	melperone	dopamine receptor antagonist, serotonin receptor antagonist	DRD2, HTR1A, HTR2A		7.38, 4.51	44.34	0.91, 0.20	22.29	1.73	81.33	16.02	-0.53	99.99	15.57	82.48	84.01	15.53	54.81	33.45	68.98	87.11	51.16	79.00	1.52	15.75	46.18	33.75	17.00	85.48	42.51	53.39	17.95	96.48
BRD-A64933752	CP	CV-1808	adenosine receptor agonist	ADORA2A, ADORA2B	Adenosine receptor agonist	2.62, 1.31	44.33	1.07, 0.36	46.92	16.30	34.65	70.07	2.22	44.75	53.21	18.57	70.61	69.10	56.19	72.69	84.65	33.38	43.65	-51.29	6.75	0.99	49.23	41.66	79.89	49.75	31.77	86.55	21.24	43.91
BRD-K78637815	CP	LY-320135	cannabinoid receptor antagonist	CNR1		4.10, 1.23	44.32	1.63, 0.51	-3.08	17.28	61.78	-9.94	3.24	80.81	27.98	5.07	69.45	17.93	61.65	96.65	1.55	49.01	61.02	96.01	12.31	78.75	28.34	10.99	71.19	95.00	39.64	8.80	65.42	84.94
BRD-K31987754	CP	oleylethanolamide	Glucose-Dependent Insulinotropic Receptor (GDIR, GPR119)  Agonists, potassium channel blocker	GPR119, CNR1, GPR55, KCND3, PPARA		1.75, 0.87	44.32	0.98, 0.31	5.66	45.83	86.90	49.97	22.83	8.35	25.59	15.01	52.34	60.76	88.24	52.62	77.79	46.51	38.06	52.47	18.44	19.41	37.17	64.70	21.61	42.81	73.39	50.03	6.47	13.44
BRD-K88741031	CP	methyl-2,5-dihydroxycinnamate	EGFR inhibitor, tyrosine kinase inhibitor	EGFR		4.92, 2.05	44.30	1.06, 0.33	80.55	-18.09	20.01	5.43	11.50	97.99	27.00	20.98	79.03	11.53	79.25	76.62	-19.87	86.23	79.52	97.25	81.19	98.20	47.40	89.53	88.25	35.81	11.47	13.53	41.19	20.21
BRD-K14821540	CP	FCCP	mitochondrial oxidative phosphorylation uncoupler			4.92, 1.64	44.24	1.90, 0.72	95.97	9.73	35.38	29.42	99.31	6.45	40.17	61.59	98.20	49.04	77.06	15.36	9.31	12.54	36.70	-32.91	99.37	98.13	17.84	32.12	97.32	73.22	82.88	78.56	48.31	9.25
BRD-K96799727	CP	pifithrin-mu	HSP inhibitor	HSPA1A, TP53		2.05, 0.82	44.22	1.05, 0.24	80.21	78.20	23.97	42.81	12.39	58.48	27.74	36.39	21.17	33.64	27.20	60.66	62.60	65.79	20.04	69.21	96.49	73.83	44.78	43.66	60.61	31.99	61.04	15.79	57.90	5.37
BRD-K17378184	CP	prestwick-559	dopamine receptor agonist	DRD3, ADRA1A, ADRA1D, ADRA2A, DRD1, DRD2, DRD4, HTR1A, HTR2B		5.33, 3.69	44.20	0.68, 0.16	62.78	17.28	22.34	27.49	38.81	26.49	31.44	15.12	83.70	92.82	35.80	85.34	31.66	84.03	91.89	87.75	12.56	15.47	67.51	49.59	51.58	85.56	79.85	31.07	83.58	22.80
BRD-U01690642	CP	acetyl-geranyl-cysteine	Ras carboxyl methylation inhibitor			5.74, 3.69	44.19	1.15, 0.40	36.84	44.27	73.34	23.67	-0.32	99.22	6.59	99.58	84.65	59.07	44.12	17.68	11.01	78.06	72.17	79.81	17.76	-19.70	68.62	71.50	32.46	37.02	83.89	18.37	40.62	77.71
BRD-A54236247	CP	racephedrine	adrenergic receptor agonist			2.62, 0.87	44.18	1.25, 0.33	6.69	69.60	19.60	31.10	10.33	88.63	36.73	23.13	74.10	57.64	42.96	45.40	24.64	92.86	10.65	86.66	8.21	27.52	56.73	71.95	41.33	75.01	70.47	91.48	-6.45	58.04
BRD-K77641333	CP	naphazoline	adrenergic receptor agonist, peptide agonist	ADRA1A, ADRA2A		7.79, 3.69	44.16	1.15, 0.33	0.67	28.60	99.30	11.96	53.94	43.19	94.27	27.92	25.38	38.62	70.73	65.16	88.35	90.51	45.13	99.37	58.35	20.03	23.12	85.26	81.50	96.74	16.39	35.00	30.09	23.07
BRD-K97118047	CP	4,5,6,7-tetrabromobenzotriazole	casein kinase inhibitor	CSNK2A1, AKT1, CHEK1, CSNK2A2, CSNK2B, GSK3B, LCK, MAP2K1, MAPK1, MAPK11, MAPK12, MAPK14, MAPK8, PRKCA, ROCK1, RPS6KB1, SGK1		4.51, 2.87	44.15	0.66, 0.16	-31.24	52.81	33.50	86.44	7.17	55.89	27.28	79.21	39.96	25.51	74.47	97.83	13.84	34.62	7.99	56.22	76.87	61.65	29.38	41.72	67.22	64.32	12.56	36.75	81.04	46.57
BRD-K34437622	CP	BRD-K34437622	thymidylate synthase inhibitor	TYMS		2.42, 0.97	44.10	1.73, 0.50	4.87	0.25	73.63	32.20	2.92	4.86	43.43	92.02	80.27	44.78	23.86	84.09	46.17	92.89	71.35	13.42	54.45	8.08	72.56	43.18	21.39	80.18	95.24	36.37	42.07	89.16
BRD-K75699339	CP	rizatriptan	serotonin receptor agonist	HTR1D, HTR1B, HTR1F, HTR1A, HTR1E		1.23, 0.41	44.09	0.34, 0.08	-6.12	64.74	70.87	12.91	-3.68	45.00	78.76	80.35	77.43	3.58	15.84	17.90	55.98	77.18	21.12	78.03	24.39	42.98	26.11	44.19	28.38	68.05	87.94	44.10	6.85	44.09
BRD-A39522003	CP	OMDM-2	FAAH reuptake inhibitor	GPR119		2.05, 1.23	44.09	1.06, 0.41	12.95	15.91	12.53	0.00	28.49	69.21	59.71	43.77	82.15	97.99	17.13	51.85	88.24	83.37	91.74	57.54	55.11	88.79	-8.14	11.99	3.00	80.35	44.40	16.03	26.85	30.52
BRD-K78084463	CP	W-12	calmodulin antagonist			4.76, 2.38	44.08	1.39, 0.38	3.84	96.37	98.02	93.31	92.41	-92.98	80.26	-4.62	42.59	0.92	85.37	-3.35	96.74	-62.35	8.28	7.91	84.41	72.46	80.65	61.45	79.59	-21.67	20.83	33.51	45.56	8.58
BRD-A96799240	CP	4-hydroxyretinoic-acid	retinoic acid metabolite			4.10, 1.64	44.07	1.15, 0.31	41.70	42.24	78.33	86.50	65.22	9.66	24.00	90.41	89.74	21.14	46.12	42.31	-42.32	27.04	13.29	52.07	70.90	39.56	77.89	45.83	70.58	37.16	93.03	38.81	65.59	10.26
BRD-K51805276	CP	temefos	cholinesterase inhibitor			5.33, 3.28	44.07	0.72, 0.23	5.51	50.88	22.14	3.88	0.56	47.75	35.12	85.61	63.61	54.82	19.06	21.24	24.34	88.64	54.68	43.45	0.60	5.71	49.16	59.30	34.16	49.76	44.69	24.05	59.38	99.19
BRD-K30649484	CP	mafenide	carbonic anhydrase inhibitor, unidentified pharmacological activity	CA6, CA12, CA14, CA2, CA4, CA9		4.10, 3.28	44.06	1.82, 0.47	56.83	20.29	88.14	80.65	29.69	39.41	66.31	42.94	52.29	30.92	58.78	60.15	24.53	69.05	-16.29	-61.73	25.48	0.99	98.24	4.33	52.31	20.35	86.31	64.01	45.18	-9.54
BRD-K37865504	CP	LY-2183240	FAAH inhibitor, FAAH reuptake inhibitor	FAAH		5.33, 4.10	44.04	1.76, 0.63	95.03	-0.49	42.42	36.97	1.61	64.26	21.79	26.46	47.84	64.61	45.66	18.23	41.77	73.32	52.16	46.10	94.26	98.94	24.14	15.91	33.13	53.11	73.15	47.47	37.39	3.95
BRD-K88849294	CP	lobaric-acid	tyrosine phosphatase inhibitor	PTPN1		5.24, 2.18	44.04	1.53, 0.39	14.31	-20.93	14.63	33.39	13.65	86.33	80.83	10.30	59.90	55.41	69.90	82.49	11.86	98.16	74.14	57.94	29.14	4.58	40.62	54.89	16.27	18.22	47.46	74.75	82.19	35.15
BRD-K66956375	CP	oleoylethanolamide	Glucose-Dependent Insulinotropic Receptor (GDIR, GPR119)  Agonists, potassium channel blocker, PPAR receptor agonist	CNR1, GPR119, GPR55, KCND3, PPARA		7.79, 4.51	44.03	1.34, 0.52	59.97	1.37	9.34	3.77	1.73	48.05	28.89	99.79	98.66	20.02	4.29	97.31	40.01	29.07	27.66	88.37	92.47	38.87	74.17	79.37	32.93	30.83	74.18	71.23	50.55	99.12
BRD-A95513702	CP	androsta-1,4-dien-3,17-dione	aromatase inhibitor	CYP19A1	Aromatase inhibitor	4.10, 2.87	44.02	0.66, 0.23	77.59	13.20	67.56	69.36	53.12	33.21	43.36	62.87	37.70	21.10	31.22	34.75	27.16	98.06	48.05	88.06	83.79	37.75	41.54	22.35	84.54	81.54	60.53	30.84	44.68	27.97
BRD-K50836978	CP	purvalanol-a	CDK inhibitor, dual specificity tyrosine-(Y)-phosphorylation regulated kinase inhibitor	CDK1, CDK2, CDK4, CDK5, CCND1, CCNE1, CSNK1G3, RPS6KA1, SRC	CDK inhibitor	1.75, 0.44	43.98	2.88, 0.41	95.42	3.95	48.24	69.33	69.59	-8.94	27.97	22.13	32.97	16.85	64.25	11.97	88.58	10.37	42.86	13.78	93.23	45.10	67.01	46.72	23.23	80.29	56.86	70.11	3.40	-10.69
BRD-K13927029	CP	retinol	RAR receptor binder	ALDH1A1, ALDH1A2, ALDH1A3, DHRS3, DHRS4, LRAT, NR2C2, RBP1, RBP3, RDH11, RDH12, RDH13, RDH14, RDH5, RDH8, RETSAT, RHO, RLBP1, RXRA, RXRB, RXRG		3.28, 1.64	43.97	1.06, 0.43	82.84	47.52	52.22	8.32	8.16	68.50	86.79	52.18	80.95	43.95	62.53	8.43	14.48	42.87	63.43	56.54	1.62	51.54	6.91	23.08	43.99	86.55	34.23	39.24	19.76	5.39
BRD-K50891186	CP	GR-103691	dopamine receptor antagonist		Dopamine receptor antagonist	6.99, 4.80	43.97	1.63, 0.51	68.26	35.23	26.00	64.36	98.52	23.31	-35.01	53.32	21.41	99.93	31.29	44.56	60.00	4.43	99.51	-29.73	70.51	51.43	32.93	43.38	23.60	45.65	67.06	82.10	21.52	-12.26
BRD-K14765469	CP	vesamicol	acetylcholine transport inhibitor	SLC18A3		6.15, 4.10	43.97	0.59, 0.17	22.85	28.32	98.16	50.97	15.85	66.25	62.00	29.51	15.46	26.85	32.41	52.96	73.93	95.90	79.70	11.84	62.03	58.66	44.67	44.20	36.19	40.04	90.02	43.73	26.85	2.54
BRD-K34098590	CP	tienilic-acid	sodium/potassium/chloride transporter inhibitor, uric acid diuretic	CYP2C9, SLC12A1, SLC22A12		5.24, 2.18	43.95	1.44, 0.52	17.43	14.14	94.80	85.63	10.87	89.78	-56.40	99.01	97.02	38.73	65.96	43.79	83.33	97.79	14.04	27.73	0.00	10.54	44.11	95.85	14.16	79.89	96.43	78.32	13.32	14.15
BRD-K37846922	CP	3,3'-diindolylmethane	androgen receptor antagonist, aryl hydrocarbon receptor agonist, beta glucuronidase inhibitor, CHK inhibitor, cytochrome P450 activator, indoleamine 2,3-dioxygenase inhibitor	AHR, AR, CYP1A2, GUSB, IDO1		4.92, 2.46	43.94	1.33, 0.39	11.51	84.35	59.53	29.41	-0.92	27.46	51.52	10.17	77.80	28.05	67.94	36.30	68.64	55.83	50.56	52.86	17.28	-33.64	24.94	97.60	60.33	86.71	25.02	50.58	37.31	31.49
BRD-K13664374	CP	dichloroacetic-acid	pyruvate dehydrogenase kinase inhibitor, pyruvate dehydrogenase stimulant	PDK1		8.21, 3.86	43.92	1.33, 0.38	39.73	42.32	91.93	89.35	25.19	41.37	50.11	28.19	95.63	31.60	95.56	7.87	99.26	66.77	38.01	3.45	5.39	26.85	45.53	60.36	96.86	92.20	93.35	82.89	11.05	0.14
BRD-K70281171	CP	U-99194	dopamine receptor antagonist	DRD3		6.15, 2.46	43.91	1.11, 0.27	3.21	73.44	80.35	91.02	21.42	41.21	94.82	14.85	11.59	-6.24	95.00	87.17	73.50	96.19	64.72	30.59	19.20	16.75	25.99	12.76	84.18	46.61	7.44	82.25	88.53	15.12
BRD-K79366068	CP	PSB-069	NTPDase inhibitor	ENTPD1, ENTPD2, ENTPD3		4.51, 1.64	43.90	0.90, 0.22	-6.94	52.92	97.46	69.96	41.89	15.64	18.64	50.65	20.72	7.64	25.64	68.82	90.37	65.46	13.47	-46.16	24.96	37.26	83.72	45.90	81.09	12.36	83.81	80.03	32.33	96.91
BRD-A44008656	CP	doxylamine	histamine receptor antagonist	HRH1, CHRM1		5.33, 1.23	43.88	0.36, 0.09	5.81	28.43	23.94	50.18	4.88	64.19	42.61	21.52	76.83	13.58	38.16	79.01	78.35	24.25	54.45	87.55	2.71	34.24	44.42	89.55	76.42	52.17	43.35	84.01	6.46	82.97
BRD-K53523901	CP	arctigenin	adiponectin receptor agonist, AP inhibitor, aryl hydrocarbon receptor antagonist, HIV integrase inhibitor, MEK inhibitor, NFkB pathway inhibitor, topoisomerase inhibitor	ADIPOR1, AHR, CHUK, MAP2K1		6.15, 2.05	43.85	0.69, 0.15	5.43	5.92	48.35	9.10	7.24	99.58	37.50	95.46	62.81	95.72	74.63	71.98	-48.12	70.87	97.32	82.69	14.05	93.84	-66.40	61.47	6.01	39.36	18.72	82.35	4.81	13.67
BRD-K53979406	CP	ALX-5407	glycine transporter inhibitor, GlyT-1 inhibitor	SLC6A9		3.49, 1.31	43.85	1.20, 0.44	64.80	32.98	30.74	78.68	9.48	69.12	33.46	44.49	13.41	67.06	14.05	94.49	36.30	94.67	77.34	60.09	19.14	24.63	71.93	74.42	77.61	39.58	41.84	43.21	72.99	19.20
BRD-A01593789	CP	chlormadinone	progesterone receptor agonist	PGR		5.33, 1.64	43.84	0.64, 0.23	65.98	5.92	34.89	35.52	5.38	29.44	92.33	43.33	53.30	56.46	12.77	35.90	91.42	98.77	37.07	81.54	16.69	81.08	85.35	70.36	50.42	15.39	71.45	44.35	39.23	13.69
BRD-K04923131	CP	GSK-3-inhibitor-IX	glycogen synthase kinase inhibitor, lipoxygenase inhibitor, PKC inhibitor	ALOX5, GSK3A, GSK3B	Glycogen synthase kinase inhibitor, PKC inhibitor	3.69, 3.28	43.82	1.55, 0.44	6.73	-1.66	31.38	52.36	47.41	0.92	49.72	8.08	89.79	78.32	25.66	38.26	85.34	-51.03	15.67	48.39	99.15	88.37	26.13	54.57	40.22	74.19	55.72	58.00	25.24	16.02
BRD-K31912990	CP	CGP-71683	neuropeptide receptor antagonist	NPY5R		5.33, 3.28	43.82	1.72, 0.61	96.76	19.77	9.44	26.86	99.96	26.61	28.40	98.73	99.15	98.41	33.46	18.70	10.28	43.65	99.08	17.88	97.42	97.92	7.26	61.29	14.06	60.61	65.70	43.98	58.24	14.29
BRD-A43974499	CP	reboxetine	adrenergic receptor antagonist, adrenergic transmitter uptake inhibitor, norepinephrine reputake inhibitor, norepinephrine transporter inhibitor	SLC6A2		3.69, 1.64	43.72	1.36, 0.47	4.20	31.01	84.84	28.62	13.46	92.47	17.95	60.56	46.64	32.03	76.94	94.54	-36.41	92.92	-14.23	88.92	2.08	84.75	17.11	52.16	31.59	62.92	85.57	40.80	48.97	11.83
BRD-K48692744	CP	NU-1025	PARP inhibitor, DNA dependent protein kinase inhibitor	PARP1		3.28, 2.05	43.72	0.85, 0.18	4.37	43.63	7.53	21.64	2.37	28.93	-5.81	53.26	74.10	53.28	23.89	72.40	79.25	69.73	-18.30	78.25	3.29	8.22	44.74	63.72	45.14	73.52	49.77	43.80	15.84	17.40
BRD-K83963101	CP	MLN-8054	Aurora kinase inhibitor, mitotic inhibitor, protein kinase inhibitor	AURKA		5.33, 2.87	43.65	1.11, 0.33	5.76	51.73	58.56	-39.86	3.63	58.36	23.82	75.05	98.41	77.27	33.64	83.32	-36.09	87.61	84.40	94.75	35.57	15.31	34.22	32.88	2.54	86.94	94.53	17.29	19.44	58.56
BRD-K45330754	CP	diethylstilbestrol	estrogen receptor agonist, chloride channel blocker	ESR1, ESR2, ESRRG, ESRRB	Estrogen receptor agonist	3.28, 2.46	43.65	0.41, 0.31	35.75	-37.93	44.25	68.89	2.04	56.08	42.75	42.84	70.08	40.90	48.48	92.79	44.16	89.73	43.13	44.16	4.16	4.93	42.51	66.32	78.47	41.85	20.51	80.45	54.36	43.12
BRD-K67013324	CP	luzindole	melatonin receptor antagonist	MTNR1B, MTNR1A		4.92, 2.05	43.64	1.06, 0.34	5.13	1.63	87.97	-4.44	-0.56	78.27	1.10	55.84	62.52	36.19	63.71	18.65	42.12	76.23	31.89	83.99	0.81	71.46	35.84	84.69	21.46	49.54	36.01	58.46	45.17	79.93
BRD-K00184207	CP	GR-206	aryl hydrocarbon receptor ligand			2.46, 1.23	43.62	0.97, 0.31	1.42	0.00	45.20	28.05	-35.30	65.63	74.79	68.51	93.81	-43.85	42.04	37.75	48.56	97.54	0.25	91.49	87.88	4.30	37.12	5.48	74.28	88.83	86.07	89.50	6.31	1.30
BRD-A80793822	CP	pemoline	non-narcotic dopaminergic compound			5.24, 2.62	43.60	0.68, 0.18	16.49	21.38	68.92	41.79	23.57	58.28	7.06	54.00	47.01	16.09	60.13	57.85	66.89	40.39	48.25	77.64	22.41	75.54	45.42	55.37	29.41	88.26	41.59	31.57	33.81	9.86
BRD-K39944607	CP	ochratoxin-a	phenylalanyl tRNA synthetase inhibitor	SLC22A6		5.33, 2.87	43.58	1.39, 0.57	94.05	1.13	77.11	52.72	42.42	44.74	-43.45	99.58	53.12	13.95	56.26	87.38	16.33	27.80	23.22	56.34	52.83	25.47	23.12	50.61	7.97	27.04	85.91	74.11	33.83	8.11
BRD-K72420232	CP	WZ-4002	EGFR inhibitor	EGFR, ERBB2	EGFR inhibitor	3.69, 1.64	43.58	1.35, 0.40	13.15	9.64	73.89	61.97	86.37	84.36	39.45	93.55	89.82	53.94	25.76	39.41	28.65	66.35	59.32	82.24	10.65	-35.62	57.45	47.71	11.13	36.33	81.39	35.36	35.17	35.68
BRD-K70914287	CP	BIBX-1382	EGFR inhibitor, tyrosine kinase inhibitor	EGFR, ERBB2	EGFR inhibitor	6.15, 3.28	43.57	1.45, 0.41	98.17	38.83	27.93	73.56	99.72	10.12	31.44	97.49	35.11	99.47	10.05	2.40	39.26	57.96	99.46	53.37	33.61	49.99	62.26	55.46	51.40	47.88	21.94	20.98	38.69	37.97
BRD-K07117950	CP	imperatorin	acetylcholinesterase inhibitor, nitric oxide production inhibitor, Sodium Channel  Blockers	ACHE, HTR7		1.64, 0.41	43.57	0.82, 0.20	-53.85	6.89	44.97	18.91	0.00	41.74	31.86	91.86	73.85	46.48	80.71	63.81	60.72	84.53	54.55	79.16	5.65	1.90	24.98	42.16	51.71	75.08	13.61	90.09	11.52	28.24
BRD-A13188892	CP	doxazosin	adrenergic receptor antagonist	ADRA1D, ADRA1A, ADRA1B, CYP2C19, KCNH2, KCNH6, KCNH7		5.68, 2.18	43.56	1.22, 0.38	39.09	6.62	61.04	97.39	26.07	14.59	33.53	51.98	41.55	45.57	88.42	11.79	32.83	89.56	73.42	68.69	22.15	68.86	69.82	72.76	31.11	69.01	60.41	40.75	30.53	10.15
BRD-K76907295	CP	VU-0418947-2	hypoxia inducible factor activator		HIF activator	5.05, 1.83	43.55	1.82, 0.63	96.97	20.83	31.66	20.98	79.41	25.27	34.35	71.12	78.43	72.60	74.14	14.35	34.79	11.51	98.66	34.79	98.87	98.66	43.20	94.20	22.60	95.68	43.90	95.10	36.76	2.55
BRD-K34330170	CP	rotenonic-acid	RAR antagonist			6.15, 3.28	43.53	0.84, 0.23	-2.56	7.58	99.93	74.14	51.53	32.84	74.05	44.07	47.82	58.63	26.21	38.21	42.99	90.86	62.48	21.64	4.58	76.85	36.84	82.31	27.72	-30.42	80.90	25.46	62.60	16.13
BRD-K02123250	CP	JNJ-38877605	hepatocyte growth factor receptor inhibitor, tyrosine kinase inhibitor	MET		10.04, 7.42	43.48	1.05, 0.27	13.16	15.43	98.00	99.58	26.13	-8.91	45.37	6.38	45.63	10.53	69.80	46.65	85.35	99.58	41.58	17.86	6.09	10.85	64.98	57.03	26.92	93.88	81.62	89.33	21.36	0.00
BRD-K68095457	CP	palmitoylethanolamide	cannabinoid receptor agonist, Glucose-Dependent Insulinotropic Receptor (GDIR, GPR119)  Agonists, unidentified pharmacological activity	CNR2, GPR119, GPR55	Cannabinoid receptor agonist	6.15, 2.87	43.44	0.83, 0.24	2.01	-12.21	71.52	0.00	1.87	94.03	49.93	49.92	43.47	43.19	30.24	89.49	11.70	98.10	57.25	65.17	3.52	0.35	49.34	43.40	93.94	70.40	89.54	21.61	22.53	22.09
BRD-K30020243	CP	aliskiren	renin inhibitor, peptidase inhibitor, protease inhibitor	REN		8.61, 5.33	43.43	0.56, 0.11	12.92	96.58	27.13	95.81	2.44	48.33	45.49	10.19	10.76	19.00	30.58	43.59	88.27	27.11	43.28	57.96	29.21	7.12	67.24	98.27	86.80	42.55	39.75	78.29	53.93	99.01
BRD-K30570479	CP	VU-0400195-3	glutamate receptor modulator	GRM4		4.92, 1.64	43.43	1.07, 0.27	17.92	35.44	58.96	27.52	50.16	85.83	0.00	84.31	58.17	25.79	13.43	92.06	34.20	61.40	17.31	97.77	3.20	34.92	79.22	12.08	4.49	53.73	36.71	55.81	54.57	67.68
BRD-K34415467	CP	trimethobenzamide	histamine receptor antagonist	DRD2		4.10, 2.87	43.40	0.81, 0.31	22.23	93.24	23.05	72.08	5.94	54.71	6.03	42.83	23.37	0.03	21.37	43.97	29.07	89.12	46.69	87.69	20.66	12.12	81.06	86.87	27.91	73.95	52.76	23.48	55.13	98.48
BRD-K28912512	CP	nicotinamide	oxidoreductase stimulant, protein synthesis stimulant	PARP1, AOX1, BST1, CYP2E1, LDHA, SIRT5		6.15, 2.87	43.40	2.00, 0.57	49.01	84.54	96.00	90.17	37.79	2.01	78.08	12.89	88.47	32.05	80.47	-7.73	98.13	19.30	1.97	34.55	4.33	22.40	90.79	80.12	83.57	13.05	29.37	70.22	29.43	99.33
BRD-A90515964	CP	guaifenesin	expectorant			5.24, 2.62	43.40	1.19, 0.38	15.45	45.85	66.89	34.92	8.59	71.40	6.66	47.83	33.62	99.89	54.64	33.88	46.88	41.65	18.55	87.69	6.74	14.55	50.63	45.14	47.61	59.97	73.22	6.41	3.10	35.65
BRD-A18202423	CP	CPCCOEt	glutamate receptor antagonist	GRM1		4.92, 2.87	43.38	0.74, 0.25	43.76	55.79	97.69	89.95	2.04	50.42	77.56	49.43	34.36	-23.46	21.29	18.07	83.51	98.38	31.12	77.11	-1.06	42.99	11.63	75.35	87.40	94.04	19.78	11.88	30.70	6.06
BRD-K09668667	CP	benzo(a)pyrene	pro carcinogen that is metabolized to the DNA intercalating agent benzo(a)pyrene diol epoxide			7.94, 6.35	43.32	1.40, 0.43	26.15	44.16	14.59	14.84	95.03	67.61	25.18	70.63	57.76	42.47	18.18	56.87	6.91	1.09	22.08	58.59	99.82	69.43	61.19	6.57	98.71	93.78	33.95	74.78	16.73	-13.33
BRD-K99696746	CP	fatostatin	sterol regulatory element binding protein (SREBP) inhibitor	SREBF1, SREBF2		4.10, 2.46	43.32	0.88, 0.24	14.45	62.26	32.26	85.55	-0.39	33.50	29.88	13.41	36.70	37.87	59.97	98.48	51.66	94.66	62.79	23.99	30.89	52.05	91.93	61.33	45.68	40.95	52.94	15.24	52.27	7.50
BRD-K62012036	CP	acitretin	retinoid receptor agonist, microbial collagenase inhibitor, protein synthesis inhibitor	RARA, RARB, RARG, RBP1, RXRA, RXRB, RXRG, STAT3	Retinoid receptor agonist	6.15, 2.46	43.30	1.64, 0.48	1.44	75.83	31.26	72.19	-2.19	95.07	70.19	92.52	60.50	28.74	38.87	9.70	85.44	3.63	56.55	57.14	9.24	97.16	10.65	41.36	22.61	41.26	58.74	81.14	17.42	45.23
BRD-K64835161	CP	BRD-K64835161	CLK inhibitor, dual specificity tyrosine-(Y)-phosphorylation regulated kinase inhibitor, dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1B inhibitor	CLK1, CLK4, DYRK1B		2.46, 1.23	43.27	1.14, 0.42	9.59	-0.78	34.18	15.40	5.29	69.99	43.71	83.90	85.02	87.43	43.67	57.87	12.55	31.53	15.70	54.55	0.00	76.61	57.92	82.56	32.81	83.16	35.10	7.46	45.15	42.88
