indication,pert_iname
Panic Disorder,suvorexant
Diabetes Mellitus,suvorexant
"Diabetes Mellitus, Type 2",suvorexant
Inflammation,suvorexant
Bipolar Disorder,suvorexant
Prediabetic State,suvorexant
Sclerosis,suvorexant
Multiple Sclerosis,suvorexant
Fatigue,suvorexant
Sleep Deprivation,suvorexant
Parkinson Disease,suvorexant
Depression,suvorexant
Depressive Disorder,suvorexant
"Depressive Disorder, Major",suvorexant
"Osteoarthritis, Hip",tacrine
Necrosis,tacrine
"Hypertrophy, Left Ventricular",tacrolimus
Hypertrophy,tacrolimus
"Purpura, Schoenlein-Henoch",tacrolimus
Purpura,tacrolimus
Insulin Resistance,tacrolimus
Cardiovascular Diseases,tacrolimus
Metabolic Syndrome,tacrolimus
"Anemia, Hemolytic",tacrolimus
"Anemia, Hemolytic, Autoimmune",tacrolimus
Proteinuria,tacrolimus
Virus Diseases,tacrolimus
Cytomegalovirus Infections,tacrolimus
Pityriasis,tacrolimus
Pityriasis Rosea,tacrolimus
Dandruff,tacrolimus
Death,tacrolimus
Hepatitis B,tacrolimus
Erectile Dysfunction,tacrolimus
Proctitis,tacrolimus
Viremia,tacrolimus
End Stage Liver Disease,tacrolimus
Polyomavirus Infections,tacrolimus
Fibrosis,tacrolimus
Diabetic Nephropathies,tacrolimus
"Diabetes Mellitus, Type 2",tacrolimus
"Sarcoma, Kaposi",tacrolimus
Hemangioendothelioma,tacrolimus
Hemangioma,tacrolimus
Kasabach-Merritt Syndrome,tacrolimus
Neurotoxicity Syndromes,tacrolimus
Drug-Related Side Effects and Adverse Reactions,tacrolimus
"Dermatitis, Contact",tacrolimus
"Dermatitis, Allergic Contact",tacrolimus
"Dermatitis, Occupational",tacrolimus
Heart Failure,tacrolimus
Liver Cirrhosis,tadalafil
Nephrolithiasis,tadalafil
Kidney Calculi,tadalafil
Lower Urinary Tract Symptoms,tadalafil
Hypotension,tadalafil
Hypersensitivity,tadalafil
Vomiting,tadalafil
Ureteral Calculi,tadalafil
Ureterolithiasis,tadalafil
Diabetic Cardiomyopathies,tadalafil
Connective Tissue Diseases,tadalafil
Aortic Valve Stenosis,tadalafil
"Constriction, Pathologic",tadalafil
Prediabetic State,tadalafil
Pneumonia,tadalafil
Respiratory Distress Syndrome,tadalafil
Parkinson Disease,tadalafil
Hemorrhage,tamoxifen
Menstruation Disturbances,tamoxifen
Menorrhagia,tamoxifen
Metrorrhagia,tamoxifen
Cystic Fibrosis,tamoxifen
Fibrocystic Breast Disease,tamoxifen
Uterine Hemorrhage,tamoxifen
Heart Diseases,tamsulosin
Myocardial Ischemia,tamsulosin
Coronary Artery Disease,tamsulosin
Ischemia,tamsulosin
Choroid Diseases,tamsulosin
Joint Diseases,tamsulosin
Ureteral Diseases,tamsulosin
Renal Colic,tamsulosin
Emergencies,tamsulosin
Inflammation,tamsulosin
Enuresis,tamsulosin
Thoracic Diseases,tamsulosin
Nocturia,tamsulosin
Urinary Bladder Neoplasms,tamsulosin
Ureteral Obstruction,tamsulosin
Nail Diseases,tazarotene
"Endocarditis, Bacterial",tedizolid
Endocarditis,tedizolid
Cystic Fibrosis,tedizolid
Fibrosis,tedizolid
Carcinoma,telbivudine
"Carcinoma, Hepatocellular",telbivudine
Kidney Diseases,telbivudine
"Renal Insufficiency, Chronic",telbivudine
Pregnancy Complications,telbivudine
Infections,telbivudine
Communicable Diseases,telbivudine
Viremia,telbivudine
Atrial Fibrillation,telmisartan
Respiration Disorders,telmisartan
Respiratory Tract Diseases,telmisartan
Stroke,telmisartan
Inflammation,telmisartan
Recurrence,telmisartan
Proteinuria,telmisartan
Arteriosclerosis,telmisartan
Myocardial Ischemia,telmisartan
Coronary Disease,telmisartan
Glucose Intolerance,telmisartan
Altitude Sickness,telmisartan
Obesity,telmisartan
Myocardial Infarction,telmisartan
Acute Coronary Syndrome,telmisartan
Infarction,telmisartan
Aneurysm,telmisartan
Aortic Aneurysm,telmisartan
"Aortic Aneurysm, Abdominal",telmisartan
HIV Seropositivity,temazepam
Macular Degeneration,temazepam
Stomatognathic Diseases,tetracaine
Dental Pulp Diseases,tetracaine
Drug-Related Side Effects and Adverse Reactions,tetracaine
Toothache,tetracaine
"Pain, Postoperative",tetracaine
Labor Pain,tetracaine
Pulpitis,tetracaine
Inflammation,tetracaine
Acne Keloid,tetracaine
Erythema,thalidomide
Autoimmune Diseases,thalidomide
Pruritus,thalidomide
"Neoplasms, Second Primary",thalidomide
Parapsoriasis,thalidomide
Uveitis,thalidomide
Coronary Artery Disease,thalidomide
Heart Failure,thalidomide
Malnutrition,thalidomide
Inflammation,thalidomide
Post-Dural Puncture Headache,theophylline
Headache,theophylline
Wounds and Injuries,theophylline
Bronchiectasis,theophylline
Schizophrenia Spectrum and Other Psychotic Disorders,thioridazine
Disease,tiagabine
"Phobia, Social",tiagabine
Epilepsy,tiagabine
Non-ST Elevated Myocardial Infarction,tirofiban
No-Reflow Phenomenon,tirofiban
Shoulder Pain,tizanidine
Hernia,tizanidine
"Hernia, Inguinal",tizanidine
Necrosis,tofacitinib
Arteritis,tofacitinib
Takayasu Arteritis,tofacitinib
Aortic Arch Syndromes,tofacitinib
Thromboembolism,tofacitinib
Disease,tofacitinib
Rheumatic Fever,tofacitinib
Infections,tofacitinib
Granulomatosis with Polyangiitis,tofacitinib
Systemic Vasculitis,tofacitinib
"Behavior, Addictive",tolcapone
Cognition Disorders,topiramate
Cognitive Dysfunction,topiramate
Hyperandrogenism,topiramate
Tinnitus,topiramate
"Hematoma, Subdural",topiramate
"Hematoma, Subdural, Chronic",topiramate
Hematoma,topiramate
"Epilepsy, Rolandic",topiramate
Emergencies,topiramate
"Glaucoma, Angle-Closure",topiramate
Phobic Disorders,topiramate
"Phobia, Social",topiramate
Psychomotor Agitation,topiramate
Restless Legs Syndrome,topiramate
Cluster Headache,topiramate
Body Weight,topiramate
Weight Gain,topiramate
Vomiting,topiramate
"Headache Disorders, Secondary",topiramate
Meniere Disease,topiramate
Post-Traumatic Headache,topiramate
Cerebral Palsy,topiramate
Cardiovascular Diseases,torasemide
Fibrosis,torasemide
Tricuspid Valve Insufficiency,torasemide
Breast Carcinoma In Situ,toremifene
Cognitive Dysfunction,tramiprosate
Conjunctivitis,tranilast
"Conjunctivitis, Allergic",tranilast
Low Tension Glaucoma,travoprost
Vitiligo,travoprost
Eye Diseases,travoprost
Graves Ophthalmopathy,travoprost
Thyroid Diseases,travoprost
Macular Edema,travoprost
Uveitis,travoprost
"Uveitis, Anterior",travoprost
Hyperemia,travoprost
Dry Eye Syndromes,travoprost
Keratoconjunctivitis Sicca,travoprost
Cerebral Infarction,trazodone
Infarction,trazodone
Wounds and Injuries,trazodone
Delirium,trazodone
Bruxism,trazodone
Sleep Bruxism,trazodone
Chronic Pain,trazodone
Fibromyalgia,trazodone
Myofascial Pain Syndromes,trazodone
Substance-Related Disorders,trazodone
Mental Disorders,trazodone
Proteinuria,triamterene
Eczema,triclosan
Surgical Wound,triclosan
Wound Infection,triclosan
Wounds and Injuries,triclosan
Breast Neoplasms,triclosan
Inflammation,triclosan
Aggressive Periodontitis,triclosan
Aggression,triclosan
Gastroesophageal Reflux,trimebutine
Esophagitis,trimebutine
"Esophagitis, Peptic",trimebutine
Acute Kidney Injury,trimetazidine
Heart Diseases,trimetazidine
Coronary Disease,trimetazidine
Coronary Artery Disease,trimetazidine
Myocardial Ischemia,trimetazidine
Prostatic Neoplasms,trimethoprim
"Endocarditis, Bacterial",trimethoprim
Endocarditis,trimethoprim
Retinal Detachment,trimethoprim
"Urinary Bladder, Overactive",trimethoprim
Reinfection,trimethoprim
Kidney Calculi,trimethoprim
Nephrolithiasis,trimethoprim
Calculi,trimethoprim
Opportunistic Infections,trimethoprim
Diarrhea,trimethoprim
"Lupus Erythematosus, Systemic",trimethoprim
Melioidosis,trimethoprim
Adenoma,trimethoprim
Pituitary Neoplasms,trimethoprim
Pituitary Diseases,trimethoprim
Thiamine Deficiency,trimethoprim
Beriberi,trimethoprim
Encephalitis,trimethoprim
Prostatic Hyperplasia,trimethoprim
Hyperplasia,trimethoprim
Liver Abscess,trimethoprim
"Liver Abscess, Pyogenic",trimethoprim
Obesity,trimethoprim
Diabetic Foot,trimethoprim
Carcinoma,trimethoprim
Urinary Bladder Neoplasms,trimethoprim
Depression,trimipramine
Dwarfism,triptorelin
Primary Ovarian Insufficiency,triptorelin
"Menopause, Premature",triptorelin
Fatty Liver,triptorelin
Metabolic Syndrome,triptorelin
Hypogonadism,triptorelin
Pelvic Pain,triptorelin
Aneuploidy,triptorelin
Gender Dysphoria,triptorelin
Hemorrhage,urapidil
Cerebral Hemorrhage,urapidil
Cerebral Infarction,urapidil
Gallstones,ursodeoxycholyltaurine
Cholelithiasis,ursodeoxycholyltaurine
Cholecystolithiasis,ursodeoxycholyltaurine
Rupture,valdecoxib
Inflammation,valdecoxib
Hyperalgesia,valdecoxib
Back Pain,valdecoxib
Low Back Pain,valdecoxib
Arthritis,valdecoxib
Sprains and Strains,valdecoxib
Ankle Injuries,valdecoxib
Hyperkinesis,valproic-acid
Substance Withdrawal Syndrome,valproic-acid
"Depressive Disorder, Major",valproic-acid
Post-Cardiac Arrest Syndrome,valproic-acid
Heart Arrest,valproic-acid
Hypothermia,valproic-acid
Cerebral Hemorrhage,valproic-acid
Hemorrhage,valproic-acid
COVID-19,valproic-acid
Pneumonia,valproic-acid
"Pneumonia, Viral",valproic-acid
Attention Deficit Disorder with Hyperactivity,valproic-acid
Conduct Disorder,valproic-acid
Asthma,valproic-acid
"Stress Disorders, Traumatic",valproic-acid
Obesity,valproic-acid
Panic Disorder,valproic-acid
Opioid-Related Disorders,valproic-acid
Behavioral Symptoms,valproic-acid
"Epilepsy, Reflex",valproic-acid
"Leukemia, T-Cell",valproic-acid
"Leukemia-Lymphoma, Adult T-Cell",valproic-acid
Precancerous Conditions,valproic-acid
Toxoplasmosis,valproic-acid
"Epilepsy, Rolandic",valproic-acid
Proteinuria,valsartan
Coronary Artery Disease,valsartan
Prediabetic State,valsartan
Glucose Intolerance,valsartan
Severe Acute Respiratory Syndrome,valsartan
Respiratory Distress Syndrome,valsartan
"Respiratory Distress Syndrome, Newborn",valsartan
Acute Lung Injury,valsartan
Coronavirus Infections,valsartan
Diabetic Angiopathies,valsartan
"Shock, Cardiogenic",valsartan
"Cardiac Output, Low",valsartan
Connective Tissue Diseases,valsartan
Hypotension,valsartan
Respiration Disorders,valsartan
Respiratory Tract Diseases,valsartan
"Neoplasms, Second Primary",valsartan
Cardiotoxicity,valsartan
Breast Diseases,valsartan
Albuminuria,valsartan
Chagas Disease,valsartan
Lymphoma,valsartan
"Lymphoma, Non-Hodgkin",valsartan
Prehypertension,valsartan
Overweight,valsartan
Apnea,valsartan
Sleep Apnea Syndromes,valsartan
Ventricular Dysfunction,valsartan
"Glomerulonephritis, IGA",valsartan
Glomerulonephritis,valsartan
Disease,valsartan
Inflammation,valsartan
Depressive Disorder,valsartan
Depression,valsartan
"Depressive Disorder, Major",valsartan
Aneurysm,valsartan
Aortic Aneurysm,valsartan
"Aortic Aneurysm, Abdominal",valsartan
"Cardiomyopathy, Dilated",valsartan
"Glomerulosclerosis, Focal Segmental",valsartan
"Glomerulonephritis, Membranous",valsartan
Nephrosclerosis,valsartan
"Sleep Apnea, Obstructive",valsartan
Hypoxia,valsartan
Ischemic Stroke,valsartan
Cerebral Infarction,valsartan
Mitral Valve Insufficiency,valsartan
Osteoporosis,valsartan
Vitamin D Deficiency,valsartan
Hypogonadism,vardenafil
Dyslipidemias,vardenafil
Metabolic Syndrome,vardenafil
Liver Cirrhosis,vardenafil
Heart Diseases,varenicline
Coronary Disease,varenicline
Coronary Artery Disease,varenicline
Myocardial Ischemia,varenicline
Depressive Disorder,varenicline
Depression,varenicline
"Depressive Disorder, Major",varenicline
Dyssomnias,varenicline
Parasomnias,varenicline
Bipolar Disorder,varenicline
Mental Disorders,varenicline
Hyperkinesis,varenicline
Attention Deficit Disorder with Hyperactivity,varenicline
Problem Behavior,varenicline
Disease Susceptibility,varenicline
Genetic Predisposition to Disease,varenicline
Pneumonia,varenicline
Asthma,varenicline
Cognition Disorders,varenicline
Hypersensitivity,varenicline
Dyskinesias,varenicline
Parkinsonian Disorders,varenicline
Tardive Dyskinesia,varenicline
Immunologic Deficiency Syndromes,varenicline
Hypertension,varenicline
Substance Withdrawal Syndrome,varenicline
Disorders of Excessive Somnolence,varenicline
Sleepiness,varenicline
Inflammation,varenicline
Chronic Pain,venlafaxine
Acute Pain,venlafaxine
"Stress Disorders, Post-Traumatic",venlafaxine
Apnea,venlafaxine
Head and Neck Neoplasms,venlafaxine
Dementia,venlafaxine
"Stress Disorders, Traumatic",venlafaxine
Body Dysmorphic Disorders,venlafaxine
Substance Withdrawal Syndrome,venlafaxine
Phobic Disorders,venlafaxine
Brain Injuries,venlafaxine
"Brain Injuries, Traumatic",venlafaxine
Wounds and Injuries,venlafaxine
Dysthymic Disorder,venlafaxine
Spinal Cord Injuries,venlafaxine
Multiple Sclerosis,venlafaxine
"Multiple Sclerosis, Relapsing-Remitting",venlafaxine
Sclerosis,venlafaxine
Osteoarthritis,venlafaxine
Migraine Disorders,venlafaxine
Atrioventricular Block,verapamil
Tinnitus,verapamil
Coronavirus Infections,verapamil
Marfan Syndrome,verapamil
Arachnodactyly,verapamil
Myocardial Ischemia,verapamil
Coronary Disease,verapamil
Metabolic Syndrome,verapamil
Proteinuria,verapamil
Heart Diseases,verapamil
Cardiomyopathies,verapamil
"Arrhythmias, Cardiac",verapamil
Tachycardia,verapamil
"Tachycardia, Ventricular",verapamil
"Cardiomyopathy, Hypertrophic",verapamil
"Hypertrophy, Left Ventricular",verapamil
Hypertrophy,verapamil
"Pathological Conditions, Anatomical",verapamil
"Heart Failure, Systolic",verapamil
Systolic Murmurs,verapamil
"Cardiomyopathy, Dilated",verapamil
Kidney Calculi,verapamil
Nephrolithiasis,verapamil
Calculi,verapamil
Keloid,verapamil
Recurrence,verapamil
"Vasospasm, Intracranial",verapamil
Infarction,verapamil
Hypoglycemia,verapamil
Premature Birth,verapamil
"Anxiety, Separation",vilazodone
Blastomycosis,voriconazole
Critical Illness,voriconazole
Cryptococcosis,voriconazole
"Phobia, Social",vortioxetine
Hot Flashes,vortioxetine
Dementia,vortioxetine
"Stress Disorders, Traumatic",vortioxetine
"Stress Disorders, Post-Traumatic",vortioxetine
Diabetes Mellitus,vortioxetine
"Diabetes Mellitus, Type 2",vortioxetine
Breast Neoplasms,vortioxetine
Panic Disorder,vortioxetine
"Abortion, Spontaneous",warfarin
"Abortion, Habitual",warfarin
Atherosclerosis,warfarin
Calcinosis,warfarin
Hemoglobinuria,warfarin
"Hemoglobinuria, Paroxysmal",warfarin
Aortic Valve Insufficiency,warfarin
Dementia,warfarin
Cognitive Dysfunction,warfarin
Cognition Disorders,warfarin
Oligohydramnios,warfarin
Upper Extremity Deep Vein Thrombosis,warfarin
"Renal Insufficiency, Chronic",warfarin
Gastrointestinal Hemorrhage,warfarin
"Hypertension, Portal",warfarin
"Foramen Ovale, Patent",warfarin
Vascular Calcification,warfarin
Coronary Disease,warfarin
Acute Coronary Syndrome,warfarin
Hypersplenism,warfarin
Hemophilia A,zalcitabine
Trigeminal Neuralgia,zileuton
Neuralgia,zileuton
Weight Gain,ziprasidone
Schizophrenia Spectrum and Other Psychotic Disorders,ziprasidone
Panic Disorder,ziprasidone
Mania,ziprasidone
"Stress Disorders, Traumatic",ziprasidone
"Stress Disorders, Post-Traumatic",ziprasidone
"Affective Disorders, Psychotic",ziprasidone
Recurrence,ziprasidone
Syndrome,ziprasidone
Insulin Resistance,ziprasidone
Diabetes Mellitus,ziprasidone
"Schizophrenia, Paranoid",ziprasidone
Heart Diseases,zofenopril-calcium
"Diabetes Mellitus, Type 2",zofenopril-calcium
"Supranuclear Palsy, Progressive",zolpidem
Respiratory Aspiration,zolpidem
Sleep Apnea Syndromes,zolpidem
Ataxia,zolpidem
Psychomotor Disorders,zolpidem
Heart Failure,zolpidem
Apnea,zolpidem
"Sleep Apnea, Obstructive",zolpidem
Hot Flashes,zolpidem
Depressive Disorder,zolpidem
Delirium,zolpidem
"Fractures, Bone",zolpidem
Hip Fractures,zolpidem
Sleep Deprivation,zolpidem
Acute Coronary Syndrome,zolpidem
"Sleep Apnea, Central",zolpidem
Osteoarthritis,zolpidem
Suicidal Ideation,zolpidem
Fibromyalgia,zonisamide
Myofascial Pain Syndromes,zonisamide
Dyskinesias,zonisamide
Parkinsonian Disorders,zonisamide
