pert_iname,indication
methoxsalen,"Hematologic Neoplasms|Pancreatic Neoplasms|Graft vs Host Disease|Sarcoma|Sarcoma, Ewing|Neuroectodermal Tumors, Primitive, Peripheral|Mycoses|Mycosis Fungoides|Epidermolysis Bullosa|Epidermolysis Bullosa Acquisita|Lymphoma|Leukemia|Multiple Myeloma|Neoplasms, Plasma Cell|Preleukemia|Plasmacytoma|Myelodysplastic Syndromes|Syndrome|Arthritis|Arthritis, Rheumatoid|Crohn Disease|Myeloproliferative Disorders|Myelodysplastic-Myeloproliferative Diseases|Neoplasms|Dermatitis, Atopic|Dermatitis|Eczema|Scleroderma, Systemic|Scleroderma, Diffuse|Sclerosis|Sezary Syndrome|Lymphoma, T-Cell|Lymphoma, T-Cell, Cutaneous|Psoriasis"
methyldopa,"Diabetes Mellitus|Diabetes Mellitus, Type 1|Toxemia|Sepsis|Proteinuria|Hypertension, Pregnancy-Induced|Pre-Eclampsia|Hypertension|Fatigue Syndrome, Chronic|Postural Orthostatic Tachycardia Syndrome|Orthostatic Intolerance|Tachycardia|Syndrome|Fatigue|Nervous System Diseases|Hypotension, Orthostatic|Autonomic Nervous System Diseases|Primary Dysautonomias|Hypotension"
metoclopramide,"Wounds and Injuries|Gastroparesis|Critical Illness|Hyperemesis Gravidarum|Vomiting|Nausea|Respiratory Aspiration of Gastric Contents|Migraine Disorders|Migraine without Aura|Migraine with Aura|Emergencies|Headache|Hypoglycemia|Post-Traumatic Headache|Diabetes Mellitus|Gastrointestinal Hemorrhage|Hemorrhage|Vertigo|Dizziness|Anemia, Refractory|Pregnancy Complications|Metabolism, Inborn Errors|Preleukemia|Myelodysplastic Syndromes|Syndrome|Headache Disorders|Gastroesophageal Reflux|Esophagitis, Peptic|HIV Infections|Sepsis|Gastroschisis|Postoperative Nausea and Vomiting|Nervous System Diseases|Hypotension, Orthostatic|Orthostatic Intolerance|Autonomic Nervous System Diseases|Primary Dysautonomias|Hypotension|Intestinal Obstruction|Gastroenteritis|Dyspepsia|Sialorrhea"
metolazone,"Kidney Diseases|Renal Insufficiency, Chronic|Kidney Failure, Chronic|Heart Failure|Cardiomyopathies"
metoprolol,"Prader-Willi Syndrome|Syndrome|Obesity|Macular Edema|Mastodynia|Breast Neoplasms|Kidney Diseases|Renal Insufficiency|Renal Insufficiency, Chronic|Nephrosclerosis|Hypertension|Lung Diseases|Pulmonary Disease, Chronic Obstructive|Heart Failure|Atrial Fibrillation|Atrial Flutter|Diabetes Mellitus|Diabetes Mellitus, Type 2|Recurrence|Hematologic Neoplasms|Cytokine Release Syndrome|Premature Birth|Heart Failure, Diastolic|Cardiovascular Diseases|Atherosclerosis|Coronary Disease|Hypercholesterolemia|Heart Diseases|Lung Neoplasms|Pure Autonomic Failure|Stroke|Ischemic Stroke|Ischemia|HIV Infections|Malaria|Myocardial Infarction|Infarction|Essential Hypertension|Neoplasms|Tachycardia, Ventricular|Heart Arrest|Tachycardia|Death, Sudden, Cardiac|Ventricular Fibrillation|Death|Wounds and Injuries|Multiple Trauma|Cognitive Dysfunction|Liver Cirrhosis|Cardiomyopathies|Fibrosis|Thalassemia|Malnutrition|Acute Coronary Syndrome|Overweight|Weight Loss|Peripheral Arterial Disease|Peripheral Vascular Diseases|Mitral Valve Insufficiency|Angina Pectoris|Angina, Stable|Dermatitis, Atopic|Dermatitis|Eczema|Cardiomyopathy, Hypertrophic|Hypertrophy|Body-Weight Trajectory|Heart Valve Diseases|Postural Orthostatic Tachycardia Syndrome|Ventricular Premature Complexes|Psoriasis|Arthritis, Psoriatic|COVID-19|Dyspnea|Burns|Apnea|Sleep Apnea Syndromes|Prehypertension|Muscular Dystrophies|Muscular Dystrophy, Duchenne"
metronidazole,"Appendicitis|Periodontitis|Chronic Periodontitis|Diabetes Mellitus|Diabetes Mellitus, Type 2|Prostatic Neoplasms|Bacterial Infections|Giardiasis|Infections|Intraabdominal Infections|Neoplasms|Osteomyelitis|Communicable Diseases|Clostridium Infections|Vaginosis, Bacterial|Vaginal Diseases|Colitis|Colitis, Ulcerative|Ulcer|Recurrence|Adenocarcinoma|Pancreatic Neoplasms|Carcinoma, Acinar Cell|Aggressive Periodontitis|Aggression|Skin Diseases, Infectious|Skin Diseases, Bacterial|Skin Diseases|Colonic Neoplasms|Adenoma|Colorectal Neoplasms|Pilonidal Sinus|Surgical Wound Infection|Infertility|Endometriosis|Malaria|Trichomonas Infections|Trichomonas Vaginitis|Vaginitis|Brain Injuries|Abscess|Fistula|Helicobacter Infections|Emergencies|Dental Pulp Necrosis|Necrosis|Pelvic Inflammatory Disease|Pelvic Infection|Malnutrition|Severe Acute Malnutrition|Dry Socket|Crohn Disease|Liver Abscess|Periodontal Pocket|Periodontal Diseases|Lymphoma|Lymphoma, B-Cell, Marginal Zone|Breast Neoplasms|Breast Neoplasms, Male|Carcinoma|Urinary Bladder Neoplasms|Inflammatory Bowel Diseases|Chorioamnionitis|Gingivitis|Stomach Neoplasms|Liver Neoplasms|Neoplasms, Germ Cell and Embryonal|Gallbladder Neoplasms|Carcinoma, Hepatocellular|Rectal Neoplasms|Cholangiocarcinoma|Salivary Gland Neoplasms|Testicular Neoplasms|Carcinoma, Ductal|Carcinoma, Endometrioid|Carcinoma, Medullary|Carcinoma, Intraductal, Noninfiltrating|Paget's Disease, Mammary|Breast Diseases|Neoplasm Metastasis|Fecal Incontinence|Leukemia|Leukemia, Lymphoid|Leukemia, Lymphocytic, Chronic, B-Cell|Melanoma|Lung Neoplasms|Carcinoma, Non-Small-Cell Lung|Small Cell Lung Carcinoma|Vaccinia|Fowlpox|Diverticulitis|Rosacea|Cardiovascular Diseases|Intestinal Obstruction|Peptic Ulcer|Periapical Periodontitis|Premature Birth|Birth Weight|Lymphoma, Non-Hodgkin|Diarrhea|Enterocolitis, Pseudomembranous|Enterocolitis|Enteritis|Tuberculosis|Tuberculosis, Pulmonary|Tuberculosis, Multidrug-Resistant|Pneumonia|Pneumonia, Bacterial|Cross Infection|Critical Illness|Systemic Inflammatory Response Syndrome|Fever|Candidiasis|Vaginal Discharge|Ileus|Uterine Cervical Neoplasms|Lichen Planus|Lichen Planus, Oral|Cholangitis|Cholangitis, Sclerosing|Sepsis|Enterocolitis, Necrotizing|Skin Ulcer|Abdominal Abscess|Central Serous Chorioretinopathy|Acute Disease|Hemorrhoids|Gastritis|Anastomotic Leak|Kidney Calculi|Nephrolithiasis|Intestinal Diseases|Disease Susceptibility|Thromboembolism|Venous Thromboembolism|Wounds and Injuries|Lymphoma, B-Cell|Lymphoma, Large B-Cell, Diffuse|Urinary Tract Infections|Hepatic Encephalopathy|Brain Diseases|Pouchitis|Blepharitis"
mianserin,Disease|Psychophysiologic Disorders|Schizophrenia|Anxiety Disorders|Somatoform Disorders
mibefradil,Glioma|Nervous System Neoplasms|Central Nervous System Neoplasms|Glioblastoma
miconazole,"Mycoses|Leukemia|Preleukemia|Hematologic Neoplasms|Myelodysplastic Syndromes|Graft vs Host Disease|Syndrome|Tinea|Tinea cruris|Otomycosis|Dental Pulp Necrosis|Thrombosis|Necrosis|Onychomycosis|Mucositis|Stomatitis|Infections|Communicable Diseases|Tinea Pedis|Respiratory Insufficiency|Respiratory Distress Syndrome|Dermatitis|Dermatitis, Photoallergic|Candidiasis|Candidiasis, Vulvovaginal|Colitis|Inflammatory Bowel Diseases|Pouchitis|Ileitis|AIDS-Related Complex|Anemia|Anemia, Sickle Cell|Kidney Diseases|Vulvovaginitis|Folliculitis|Vaginosis, Bacterial|Vaginal Diseases|Vaginitis|Vaginal Discharge|Aspergillosis|Leukemia, Myeloid|Leukemia, Myeloid, Acute|Neutropenia|Trichomonas Infections|Keratosis|Intraabdominal Infections|Candidiasis, Oral|Stomatitis, Denture|Ischemic Stroke|Ischemia|Hypothermia"
midodrine,"Spinal Cord Injuries|Hypotension, Orthostatic|Multiple System Atrophy|Shy-Drager Syndrome|Pure Autonomic Failure|Hypotension|Atrophy|Ascites|Orthostatic Intolerance|Tachycardia|Liver Cirrhosis|Renal Insufficiency|Fibrosis|Hepatorenal Syndrome|Acute Kidney Injury|Syndrome|Syncope|Syncope, Vasovagal|Shock|Parkinson Disease|Sepsis|Toxemia|Stroke|Ischemic Stroke|Cerebral Infarction|Hypertension|Ischemia|Shock, Septic|Autonomic Dysreflexia|Critical Illness|Hepatopulmonary Syndrome|Recurrence|Wounds and Injuries"
midostaurin,"Leukemia, Myeloid|Leukemia|Leukemia, Myeloid, Acute|Myelodysplastic Syndromes|Preleukemia|Anemia, Refractory, with Excess of Blasts|Syndrome|Rectal Neoplasms|Liver Diseases|Mastocytosis|Mastocytosis, Systemic|Leukemia, Mast-Cell|Aggression|Precursor Cell Lymphoblastic Leukemia-Lymphoma|Leukemia, Lymphoid|Neoplasm, Residual|Leukemia, Myelogenous, Chronic, BCR-ABL Positive|Blast Crisis|Leukemia, Biphenotypic, Acute|Recurrence"
miglustat,"Muscle Spasticity|Paraplegia|Paraparesis|Paraparesis, Spastic|Cystic Fibrosis|Fibrosis|Neuronal Ceroid-Lipofuscinoses|Gaucher Disease|HIV Infections|Acquired Immunodeficiency Syndrome|AIDS-Related Complex|Immunologic Deficiency Syndromes|Pick Disease of the Brain|Niemann-Pick Diseases|Niemann-Pick Disease, Type A|Niemann-Pick Disease, Type C|Aphasia, Primary Progressive|Frontotemporal Dementia|Disease|Gangliosidoses|Gangliosidoses, GM2|Tay-Sachs Disease|Diarrhea|Glycogen Storage Disease Type II|Glycogen Storage Disease|Sandhoff Disease|Hypersensitivity"
milnacipran,"Fibromyalgia|Myofascial Pain Syndromes|Depressive Disorder|Depression|Depressive Disorder, Major|Back Pain|Hyperalgesia|Syndrome|Irritable Bowel Syndrome|Neuralgia|Disease|Low Back Pain|Fatigue|Peripheral Nervous System Diseases|Vulvodynia|Vulvar Vestibulitis|Disease Progression"
milrinone,"Shock|Shock, Septic|Hypertension, Pulmonary|Hypertension|Subarachnoid Hemorrhage|Vasospasm, Intracranial|Hemorrhage|Ventricular Dysfunction|Ventricular Dysfunction, Right|Renal Insufficiency|Heart Failure|Cardiac Output, Low|Syndrome|Heart Diseases|Heart Defects, Congenital|Congenital Abnormalities|Mitral Valve Insufficiency|Myocardial Infarction|Reperfusion Injury|Myocardial Reperfusion Injury|Infarction|Cardiomyopathies|Spasm|Subarachnoid Hemorrhage, Traumatic|Coronary Artery Disease|Cardio-Renal Syndrome|Respiratory Insufficiency|Persistent Fetal Circulation Syndrome|Hernias, Diaphragmatic, Congenital|Hernia|Hernia, Diaphragmatic|Brain Ischemia|Cerebral Infarction|Ischemia|Acute Kidney Injury"
mirodenafil,Kidney Diseases|Renal Insufficiency|Urologic Diseases
mirtazapine,"Fibromyalgia|Myofascial Pain Syndromes|Syndrome|Wasting Syndrome|Anorexia|Cachexia|Disease|Alcoholism|Depressive Disorder|Depression|Depressive Disorder, Major|Alcohol Drinking|Respiratory Aspiration|Sleep Apnea Syndromes|Spinal Cord Injuries|Body Weight|Weight Loss|Anorexia Nervosa|Hyperemesis Gravidarum|Nausea|Vomiting|Postoperative Nausea and Vomiting|Sleep Initiation and Maintenance Disorders|Cardiovascular Abnormalities|Glioma|Suicide|Suicide, Attempted|Cocaine-Related Disorders|Depressive Disorder, Treatment-Resistant|Dementia|Pancreatic Neoplasms|Substance-Related Disorders|Sleep Wake Disorders|Parasomnias|Dyssomnias|Sleep Disorders, Intrinsic|Mental Disorders|Disorders of Excessive Somnolence|Sleepiness|Alzheimer Disease|Amphetamine-Related Disorders|Substance Withdrawal Syndrome|Autism Spectrum Disorder|Developmental Disabilities|Child Development Disorders, Pervasive|Back Pain|Low Back Pain|Neoplasms|Neoplasm Metastasis|Carcinoma, Non-Small-Cell Lung|Heroin Dependence|Psychophysiologic Disorders|Schizophrenia|Anxiety Disorders|Somatoform Disorders"
mitiglinide,"Diabetes Mellitus|Diabetes Mellitus, Type 2"
mitoxantrone,"Leukemia|Precursor Cell Lymphoblastic Leukemia-Lymphoma|Leukemia, Lymphoid|Philadelphia Chromosome|Leukemia, Myeloid|Leukemia, Myeloid, Acute|Neuromyelitis Optica|Neoplasms|Central Nervous System Neoplasms|Lymphoma|Recurrence|Lymphoma, Extranodal NK-T-Cell|Lymphoma, T-Cell|Lymphoma, T-Cell, Peripheral|Carcinoma|Carcinoma, Hepatocellular|Multiple Sclerosis|Sclerosis|Hematologic Neoplasms|Leukemia, Biphenotypic, Acute|Leukemia, Promyelocytic, Acute|Preleukemia|Myelodysplastic Syndromes|Hematologic Diseases|Sarcoma|Sarcoma, Myeloid|Leukemia, Monocytic, Acute|Leukemia, Myelomonocytic, Acute|Leukemia, Megakaryoblastic, Acute|Leukemia, Erythroblastic, Acute|Acute Disease|Down Syndrome|Myeloproliferative Disorders|Syndrome|Stomach Neoplasms|Ovarian Neoplasms|Carcinoma, Ovarian Epithelial|Leukemia, Myelomonocytic, Chronic|Leukemia, Myelomonocytic, Juvenile|Anemia, Refractory, with Excess of Blasts|Hodgkin Disease|Prostatic Neoplasms|Lymphoma, Non-Hodgkin|Precursor T-Cell Lymphoblastic Leukemia-Lymphoma|Leukemia, B-Cell|Leukemia, T-Cell|Breast Neoplasms|Leukemia, Myelogenous, Chronic, BCR-ABL Positive|Neutropenia|Drug-Related Side Effects and Adverse Reactions|Myelodysplastic-Myeloproliferative Diseases|Multiple Myeloma|Neoplasms, Plasma Cell|Plasmacytoma|Leukemia, Lymphocytic, Chronic, B-Cell|Leukemia, Basophilic, Acute|Leukemia, Eosinophilic, Acute|Hypereosinophilic Syndrome|Lymphoma, Mantle-Cell|Multiple Sclerosis, Relapsing-Remitting|Burkitt Lymphoma|Lymphoma, Follicular|Neoplasm Metastasis|Multiple Sclerosis, Chronic Progressive|Leukemia, Prolymphocytic|Precursor B-Cell Lymphoblastic Leukemia-Lymphoma|Lymphoma, Large B-Cell, Diffuse|Lymphoma, B-Cell|Leukemia, Prolymphocytic, T-Cell|Lymphoma, T-Cell, Cutaneous|Pancreatic Neoplasms|Head and Neck Neoplasms"
mocetinostat,"Leiomyosarcoma|Lymphoma|Hodgkin Disease|Lymphoma, Follicular|Lymphoma, B-Cell|Lymphoma, Large B-Cell, Diffuse|Lung Neoplasms|Rhabdomyosarcoma|Carcinoma|Carcinoma, Squamous Cell|Squamous Cell Carcinoma of Head and Neck|Lymphoma, Non-Hodgkin|Leukemia|Preleukemia|Myelodysplastic Syndromes|Syndrome|Breast Neoplasms|Prostatic Neoplasms|Stomach Neoplasms|Carcinoma, Non-Small-Cell Lung|Melanoma|Leukemia, Myeloid|Leukemia, Myeloid, Acute|Lymphoma, Mantle-Cell|Leukemia, Lymphoid|Leukemia, Lymphocytic, Chronic, B-Cell|Carcinoma, Transitional Cell"
moclobemide,"Tobacco Use Disorder|Behavior, Addictive|Sialorrhea|Disease|Psychophysiologic Disorders|Schizophrenia|Anxiety Disorders|Somatoform Disorders"
molindone,Aggression|Impulsive Behavior
motesanib,"Glioblastoma|Astrocytoma|Ependymoma|Gliosarcoma|Oligodendroglioma|Brain Stem Neoplasms|Primary Myelofibrosis|Neoplasms|Lymphoma|Nervous System Neoplasms|Central Nervous System Neoplasms|Lymphoproliferative Disorders|Intestinal Neoplasms|Gastrointestinal Stromal Tumors|Gastrointestinal Neoplasms|Colorectal Neoplasms|Breast Neoplasms|Thyroid Neoplasms|Thyroid Diseases|Lung Neoplasms|Carcinoma, Non-Small-Cell Lung|Adenoma, Islet Cell|Neuroendocrine Tumors|Carcinoid Tumor|Malignant Carcinoid Syndrome|Recurrence|Fallopian Tube Neoplasms|Neuroblastoma|Osteosarcoma|Rhabdomyosarcoma|Sarcoma, Ewing|Neuroectodermal Tumors|Neuroectodermal Tumors, Primitive|Rhabdomyosarcoma, Embryonal|Neuroectodermal Tumors, Primitive, Peripheral|Hepatoblastoma|Multiple Myeloma|Neoplasms, Plasma Cell|Preleukemia|Myelodysplastic Syndromes|Syndrome|Polycythemia Vera|Polycythemia|Thrombocytosis|Thrombocythemia, Essential|Neoplasm Metastasis"
moxifloxacin,"Breast Neoplasms|Tuberculosis|Tuberculosis, Pulmonary|Muscle Spasticity|Ulcer|Communicable Diseases|Infections|Corneal Ulcer|Pneumonia|Osteomyelitis|Muscular Dystrophies|Muscular Dystrophy, Duchenne|Hepatitis C|Hepatitis|Alzheimer Disease|Hypersensitivity|Respiratory Tract Infections|Anemia|Keratitis|Endophthalmitis|Bacterial Infections|COVID-19|Epilepsy|Schizophrenia|Parkinson Disease|Long QT Syndrome|Abscess|Pneumonia, Aspiration|Lung Abscess|Tuberculosis, Multidrug-Resistant|Extensively Drug-Resistant Tuberculosis|Hypertension|Pneumonia, Bacterial|Community-Acquired Infections|Mycobacterium Infections|Lung Diseases|Cataract|Capsule Opacification|Malaria|Malaria, Falciparum|Drug-Related Side Effects and Adverse Reactions|Hypoglycemia|Tuberculosis, Meningeal|Meningitis|Conjunctivitis, Bacterial|Conjunctivitis|Heart Failure|Dyslipidemias|Gonorrhea|Lung Diseases, Obstructive|Pulmonary Disease, Chronic Obstructive|Mycobacterium Infections, Nontuberculous|Influenza, Human|Acanthamoeba Keratitis|Inflammation|Diabetes Mellitus, Type 2|Vomiting|Acquired Immunodeficiency Syndrome|HIV Infections|Motor Neuron Disease|Amyotrophic Lateral Sclerosis|Diabetes Mellitus|Restless Legs Syndrome|Lymphoma|Heart Diseases|Myocardial Ischemia|Coronary Artery Disease|Bronchitis|Bronchitis, Chronic|Acute Disease|Bacteremia|Multiple Myeloma|Lymphoma, Non-Hodgkin|Hodgkin Disease|Wound Infection|Diabetic Foot|Eye Infections|Pelvic Inflammatory Disease|Pelvic Infection|Neural Tube Defects|Spinal Dysraphism|Nervous System Malformations|Infant, Newborn, Diseases|Sinusitis|Intraabdominal Infections|Soft Tissue Infections|Cellulitis|Emergencies|Neoplasms|Leukemia|Neoplasms, Plasma Cell|Preleukemia|Neuroblastoma|Neoplasms, Germ Cell and Embryonal|Plasmacytoma|Trophoblastic Neoplasms|Myelodysplastic Syndromes|Myeloproliferative Disorders|Myelodysplastic-Myeloproliferative Diseases|Syndrome|Cardiotoxicity|Acute Coronary Syndrome|Cholecystitis|Acalculous Cholecystitis|Cholecystitis, Acute|Obstetric Labor, Premature|Cardiomyopathies|Cholangitis|Helicobacter Infections|Gastritis|Cystic Fibrosis|Malaria, Vivax|Skin Diseases, Bacterial|Skin Diseases, Infectious|Skin Diseases|Hepatitis C, Chronic|Pain, Postoperative|Hyperuricemia|Graft vs Host Disease|Depressive Disorder|Depressive Disorder, Major|Hot Flashes|Lice Infestations|Psychotic Disorders|Sepsis|Shock|Toxemia|Shock, Septic|Endometriosis|Urinary Bladder, Overactive|Cardiovascular Abnormalities|Autoimmune Diseases|Lupus Erythematosus, Systemic|Otitis|Otitis Media|Otitis Externa|Abdominal Abscess|Respiratory Aspiration|Blepharitis|Coronary Disease|Pulmonary Arterial Hypertension|Cardiovascular Diseases|Erectile Dysfunction|Phenylketonurias|Fibromyalgia|Dyspepsia|Carcinoma, Renal Cell|Fibrosis|Triple Negative Breast Neoplasms|Arthritis|Arthritis, Rheumatoid|Constipation"
moxonidine,Obesity|Insulin Resistance|Heart Diseases|Hypertension|Postural Orthostatic Tachycardia Syndrome|Tachycardia|Syndrome
mycophenolic-acid,"Neoplasm Metastasis|Primary Myelofibrosis|Leukemia|Leukemia, Myelomonocytic, Acute|Leukemia, Myelomonocytic, Chronic|Leukemia, Myelomonocytic, Juvenile|Uveitis|Neoplasms|Motor Neuron Disease|Amyotrophic Lateral Sclerosis|Sclerosis|Hepatitis A|Hepatitis|Hepatitis, Alcoholic|Lupus Nephritis|Nephritis|Lupus Erythematosus, Systemic|Hematologic Neoplasms|Cytomegalovirus Infections|Vascular Diseases|Graft vs Host Disease|Anemia, Aplastic|Dyskeratosis Congenita|Syndrome|Leukemia, Myeloid|Leukemia, Myeloid, Acute|Preleukemia|Precursor Cell Lymphoblastic Leukemia-Lymphoma|Leukemia, Lymphoid|Myelodysplastic Syndromes|Myeloproliferative Disorders|Anemia, Refractory|Myelodysplastic-Myeloproliferative Diseases|Anemia, Refractory, with Excess of Blasts|Recurrence|Chemical and Drug Induced Liver Injury|Leukemia, Biphenotypic, Acute|Leukemia, Lymphocytic, Chronic, B-Cell|Immune System Diseases|Leukemia, Myelogenous, Chronic, BCR-ABL Positive|Lymphoma|Lymphoma, Mantle-Cell|Lymphoma, Large B-Cell, Diffuse|Blast Crisis|Leukemia, Myeloid, Chronic-Phase|Leukemia, Myeloid, Accelerated Phase|Hematologic Diseases|Lymphoma, B-Cell|Lymphoma, Follicular|Bone Marrow Failure Disorders|Pancytopenia|Primary Immunodeficiency Diseases|Deficiency Diseases|Immunologic Deficiency Syndromes|Burkitt Lymphoma|Lymphoma, Non-Hodgkin|Lymphoma, T-Cell|Aggression|Lung Diseases|Lung Diseases, Interstitial|Scleroderma, Systemic|Scleroderma, Diffuse|Scleroderma, Localized|Cardiomyopathies|Cardiomyopathy, Dilated|Death, Sudden, Cardiac|Myocarditis|Death|Anemia, Sickle Cell|Multiple Myeloma|Neoplasms, Plasma Cell|Hodgkin Disease|Pancreatic Neoplasms|Nephrotic Syndrome|Nephrosis|Glioblastoma|Astrocytoma|Pulmonary Fibrosis|COVID-19|Arthritis|Arthritis, Juvenile|Dermatomyositis|Multiple Sclerosis|Pemphigus|Autoimmune Diseases|Neuromyelitis Optica|Neuroblastoma|Rhabdomyosarcoma|Sarcoma, Ewing|Neuroectodermal Tumors|Neuroectodermal Tumors, Primitive|Neuroectodermal Tumors, Primitive, Peripheral|Nerve Sheath Neoplasms|Neurofibrosarcoma|Desmoplastic Small Round Cell Tumor|Glioma|Ependymoma|Medulloblastoma|Brain Neoplasms|Rhabdoid Tumor|Sarcoma, Myeloid|Thalassemia|beta-Thalassemia|Hemoglobinopathies|Histiocytosis|Neoplasm, Residual|Histiocytosis, Langerhans-Cell|Uveitis, Intermediate|Pars Planitis|Nephrosis, Lipoid|Kidney Diseases|Renal Insufficiency, Chronic|Lymphoproliferative Disorders|Acute Disease|Hyperlipoproteinemia Type I|Polycythemia Vera|Anemia|Waldenstrom Macroglobulinemia|Leukemia, Hairy Cell|Lymphomatoid Granulomatosis|Lymphoma, Extranodal NK-T-Cell|Mastocytosis|Leukemia, Large Granular Lymphocytic|Mycoses|Lymphoma, B-Cell, Marginal Zone|Mycosis Fungoides|Sezary Syndrome|Lymphoma, T-Cell, Cutaneous|Polycythemia|Thrombocytosis|Thrombocythemia, Essential|Hypereosinophilic Syndrome|Leukemia, Neutrophilic, Chronic|Leukemia, Prolymphocytic|Pemphigoid, Benign Mucous Membrane|Pemphigoid, Bullous|Delayed Graft Function|CREST Syndrome|Scleroderma, Limited|Gliosarcoma|Carcinoma|Lymphoma, T-Cell, Peripheral|Lymphoma, Large-Cell, Immunoblastic|Plasmablastic Lymphoma|Leukemia, T-Cell|Leukemia-Lymphoma, Adult T-Cell|Lymphoma, Large-Cell, Anaplastic|Immunoblastic Lymphadenopathy|Carcinoma, Renal Cell|Kidney Failure, Chronic|Sjogren's Syndrome|Renal Insufficiency|Acquired Immunodeficiency Syndrome|HIV Infections|Plasmacytoma|Leukemia, Prolymphocytic, T-Cell|Common Variable Immunodeficiency|Disease|Granulomatosis with Polyangiitis|Vasculitis|Intraocular Lymphoma|Immunoglobulin Light-chain Amyloidosis|Leukemia, Mast-Cell|Amyloidosis|Severe Combined Immunodeficiency|X-Linked Combined Immunodeficiency Diseases|Kidney Neoplasms|Carcinoma, Medullary|Leukemia, Plasma Cell|Infections|Cardiovascular Diseases|Glomerulonephritis|Glomerulonephritis, Membranous|Fanconi Syndrome|Fanconi Anemia|Microscopic Polyangiitis|Metabolic Diseases|Liver Diseases|Leukemia, Monocytic, Acute|Leukemia, Megakaryoblastic, Acute|Leukemia, Erythroblastic, Acute|Leukemia, Prolymphocytic, B-Cell|Inflammation|Diabetes Mellitus|Diabetes Mellitus, Type 1|Leukemia, Promyelocytic, Acute|Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative|Diabetic Nephropathies|Malnutrition|Heart Diseases|Thrombocytopenia|Purpura, Thrombocytopenic, Idiopathic|Chediak-Higashi Syndrome|Lymphohistiocytosis, Hemophagocytic|Precancerous Conditions|Urologic Diseases|Congenital Abnormalities|Arthritis, Rheumatoid|Carotid Artery Diseases|Atherosclerosis|Glomerulonephritis, IGA|Sarcoidosis|Sarcoidosis, Pulmonary|Genetic Diseases, Inborn|Paraproteinemias|Hepatitis C|Myasthenia Gravis|Muscle Weakness|Hemoglobinuria|Hemoglobinuria, Paroxysmal|Psoriasis|Hypertension, Renal|Hypertension|Systemic Vasculitis|Epidermolysis Bullosa|Breast Neoplasms|Glomerulosclerosis, Focal Segmental|Cystitis|Cystitis, Interstitial|DiGeorge Syndrome|Liver Cirrhosis|Chronic Disease|Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis|Peroxisomal Disorders|Mucopolysaccharidosis VII|Aspartylglucosaminuria|Adrenoleukodystrophy|Mucopolysaccharidosis II|Leukodystrophy, Metachromatic|Leukodystrophy, Globoid Cell|Sphingolipidoses|Fucosidosis|Mucopolysaccharidoses|Mannosidase Deficiency Diseases|alpha-Mannosidosis|Mucopolysaccharidosis I|Mucopolysaccharidosis VI|Fibrosis|Shwachman-Diamond Syndrome|Neutropenia|Wiskott-Aldrich Syndrome|Anemia, Diamond-Blackfan|Lung Neoplasms|Small Cell Lung Carcinoma|Neural Tube Defects|Spinal Dysraphism|Neuronal Ceroid-Lipofuscinoses|Crohn Disease|Carcinoma, Hepatocellular|Dry Eye Syndromes|Keratoconjunctivitis Sicca|Eye Diseases|Neoplasms, Neuroepithelial|Macular Degeneration|Necrosis|Kidney Tubular Necrosis, Acute|Purpura, Schoenlein-Henoch|Purpura|Polyradiculopathy|Immunoglobulin G4-Related Disease|Stress, Psychological|Anemia, Hemolytic|Anemia, Hemolytic, Autoimmune|Hemolysis"
